,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
52,52,1052,code,13191,noun,code,code
53,53,1053,sergeant,13175,noun,sergeant,sergeant sarge serjeant
54,54,1054,hoog,13175,adjective,hoog,high tall steep
55,55,1055,draai,13129,noun,draai,turn twist turning
56,56,1056,slachtoffer,13118,noun,slachtoffer,victim sufferer
57,57,1057,les,13110,noun,les,lesson class repetition
58,58,1058,uiteindelijk,13104,adjective,uiteindelijk,final ending
59,59,1059,verdwenen,13097,verb,verdwijnen,disappear vanish go
60,60,1060,eiland,13092,noun,eiland,island ait
61,61,1061,geschreven,13088,adjective,geschreven,written
62,62,1062,gewond,13087,adjective,gewond,injured hurt
63,63,1063,plannen,13066,noun,plan,plan scheme intention
64,64,1064,spul,13063,noun,spul,stuff substance show
65,65,1065,uitleggen,13049,verb,uitleggen,explain interpret clarify
66,66,1066,haast,13042,noun,haast,hurry rush haste
67,67,1067,liegen,13041,verb,liegen,lie tell lies fib
68,68,1068,la,13040,noun,la,la
69,69,1069,vertaling,13027,noun,vertaling,translation version crib
70,70,1070,beloofd,13021,verb,beloven,promise make a promise plight
71,71,1071,rode,13020,adjective,rood,red ruddy flush
72,72,1072,bracht,13018,verb,brengen,bring apply carry
73,73,1073,paard,12956,noun,paard,horse nag hobbyhorse
74,74,1074,winkel,12952,noun,winkel,shop store stores
75,75,1075,warm,12922,adjective,warm,warm hot rich
76,76,1076,ex,12914,prefix,ex-,ex-
77,77,1077,moeite,12907,noun,moeite,trouble effort pains
78,78,1078,camera,12897,noun,camera,camera
79,79,1079,tijdje,12886,noun,tijdje,while space
80,80,1080,interessant,12855,adjective,interessant,interesting tasty
81,81,1081,geheime,12840,adjective,geheim,secret confidential occult
82,82,1082,hoeven,12834,verb,hoeven,need require
83,83,1083,feestje,12827,noun,feestje,party entertainment knees
84,84,1084,persoonlijk,12824,adjective,persoonlijk,personal private individual
85,85,1085,gedownload,12814,No Google Info,No Google Info,No Google Info
86,86,1086,vrede,12806,noun,vrede,peace quiet non-belligerence
87,87,1087,lot,12793,noun,lot,lot fate destiny
88,88,1088,keus,12759,noun,keus,choice selection option
89,89,1089,bus,12752,noun,bus,bus coach box
90,90,1090,club,12732,noun,club,club society
91,91,1091,gevecht,12726,noun,gevecht,fight combat battle
92,92,1092,weggaan,12710,verb,weggaan,go away depart off
93,93,1093,daarvan,12687,adverb,daarvan,thereof thence
94,94,1094,brief,12654,noun,brief,letter epistle postal
95,95,1095,lastig,12642,adjective,lastig,difficult inconvenient awkward
96,96,1096,raam,12584,noun,raam,window frame framework
97,97,1097,levend,12583,adjective,levend,living alive live
98,98,1098,professor,12576,noun,professor,professor don
99,99,1099,kiezen,12559,verb,kiezen,choose select pick
100,100,1100,liep,12555,verb,lopen,walk run foot
101,101,1101,vonden,12525,verb,vinden,find think of hit upon
102,102,1102,hangt,12470,verb,hangen,hang depend adhere
103,103,1103,sluiten,12469,verb,sluiten,close conclude shut
104,104,1104,verdienen,12461,verb,verdienen,earn make deserve
105,105,1105,helft,12434,noun,helft,half moiety
106,106,1106,teveel,12432,noun,teveel,excess
107,107,1107,leeg,12421,adjective,leeg,empty vacant void
108,108,1108,bleef,12409,verb,blijven,remain stay keep
109,109,1109,heerlijk,12365,adjective,heerlijk,delicious lovely delightful
110,110,1110,eraf,12355,adverb,eraf,off
111,111,1111,gelukt,12349,verb,lukken,work out
112,112,1112,helaas,12323,adverb,helaas,unfortunately regrettably
113,113,1113,stelen,12307,verb,stelen,steal thieve loot
114,114,1114,benen,12298,adjective,benen,bone
115,115,1115,gezet,12273,adjective,gezet,set stout corpulent
116,116,1116,bekijken,12257,verb,bekijken,see look at look into
117,117,1117,boodschap,12243,noun,boodschap,message errand word
118,118,1118,eikel,12225,noun,eikel,acorn prat
119,119,1119,lift,12211,noun,lift,lift elevator hoist
120,120,1120,been,12196,noun,been,leg bone limb
121,121,1121,gekocht,12189,verb,kopen,buy purchase market
122,122,1122,boeken,12174,verb,boeken,book post enter
123,123,1123,groter,12167,adverb,groter,increasingly
124,124,1124,opschieten,12155,verb,opschieten,move progress make headway
125,125,1125,gevallen,12148,noun,geval,case occasion proposition
126,126,1126,donker,12116,adjective,donker,dark deep black
127,127,1127,rechts,12116,adjective,rechts,right dexter dexterous
128,128,1128,aandacht,12112,noun,aandacht,attention regard notice
129,129,1129,slaat,12105,verb,slaan,beat hit strike
130,130,1130,ophouden,12083,verb,ophouden,stop cease quit
131,131,1131,drink,12061,verb,drinken,drink take a drink bib
132,132,1132,slag,12058,noun,slag,battle stroke impact
133,133,1133,vannacht,12056,adverb,vannacht,tonight last night
134,134,1134,gehaald,12042,verb,halen,catch fetch bring
135,135,1135,speciaal,12036,adjective,speciaal,special particular peculiar
136,136,1136,meegenomen,12019,verb,meenemen,take take out pick up
137,137,1137,koningin,12004,noun,koningin,queen monarch
138,138,1138,godsnaam,11993,No Google Info,No Google Info,No Google Info
139,139,1139,speciale,11984,adjective,speciaal,special particular peculiar
140,140,1140,test,11971,noun,test,test
141,141,1141,geschiedenis,11966,noun,geschiedenis,history story tale
142,142,1142,volledig,11965,adjective,volledig,full complete entire
143,143,1143,zulke,11931,No Google Info,No Google Info,No Google Info
144,144,1144,raakt,11928,verb,raken,hit affect catch
145,145,1145,adres,11926,noun,adres,address petition superscription
146,146,1146,alweer,11908,No Google Info,No Google Info,No Google Info
147,147,1147,meestal,11890,adverb,meestal,mostly
148,148,1148,park,11862,noun,park,park pleasure ground
149,149,1149,regering,11841,noun,regering,government administration reign
150,150,1150,ouwe,11832,adjective,ouwe,old
151,151,1151,bestaan,11829,noun,bestaan,existence consist living
152,152,1152,sheriff,11828,noun,sheriff,sheriff
153,153,1153,dak,11822,noun,dak,roof canopy deck
154,154,1154,zwanger,11811,adjective,zwanger,pregnant expecting big
155,155,1155,gehouden,11809,verb,houden,keep hold retain
156,156,1156,zelfmoord,11798,noun,zelfmoord,suicide self-murder self-destruction
157,157,1157,vreemde,11782,noun,vreemde,stranger unco
158,158,1158,hopelijk,11776,adverb,hopelijk,hopefully
159,159,1159,adem,11726,noun,adem,breath breathing wind
160,160,1160,vernietigen,11722,verb,vernietigen,destroy annul annihilate
161,161,1161,betrokken,11715,adjective,betrokken,concerned overcast cloudy
162,162,1162,betaal,11710,verb,betalen,pay pay off pay up
163,163,1163,koop,11703,noun,koop,buy purchase deal
164,164,1164,nek,11699,noun,nek,neck nape poll
165,165,1165,brug,11692,noun,brug,bridge hoist bridge
166,166,1166,bezoek,11677,noun,bezoek,visit visitation attendance
167,167,1167,belt,11671,verb,bellen,dial clang clank
168,168,1168,kwalijk,11655,adjective,kwalijk,ill bad
169,169,1169,ongelooflijk,11602,adjective,ongelooflijk,incredible
170,170,1170,bar,11593,noun,bar,bar pub saloon
171,171,1171,ijs,11592,noun,ijs,ice ice cream ground ice
172,172,1172,overleven,11583,verb,overleven,survive outlive persist
173,173,1173,beiden,11580,verb,beiden,bide
174,174,1174,meenemen,11575,verb,meenemen,take take out pick up
175,175,1175,gestorven,11571,adjective,gestorven,died dead
176,176,1176,ontslagen,11559,adjective,ontslagen,quit
177,177,1177,aantal,11559,noun,aantal,number amount variety
178,178,1178,vuile,11550,adjective,vuil,dirty unclean soiled
179,179,1179,geweer,11529,noun,geweer,rifle gun musket
180,180,1180,beurt,11528,noun,beurt,turn move go
181,181,1181,werkelijk,11516,adverb,werkelijk,really truly actually
182,182,1182,dichtbij,11505,adverb,dichtbij,near close nigh
183,183,1183,zwart,11498,adjective,zwart,black dark Negro
184,184,1184,laatst,11490,adjective,laatst,last latest final
185,185,1185,liegt,11459,verb,liegen,lie tell lies fib
186,186,1186,voeten,11458,noun,voet,foot sole hoof
187,187,1187,lees,11440,verb,lezen,read peruse cull
188,188,1188,wisten,11434,verb,weten,know wit wot
189,189,1189,zingen,11423,verb,zingen,sing chant hymn
190,190,1190,toestemming,11412,noun,toestemming,permission consent assent
191,191,1191,gestopt,11393,verb,stoppen,stop cease stop off
192,192,1192,zaten,11374,verb,zitten,sit be seated set
193,193,1193,kort,11367,adjective,kort,short brief concise
194,194,1194,gepakt,11363,verb,pakken,tackle pack take
195,195,1195,knap,11362,adjective,knap,handsome clever good
196,196,1196,waarop,11308,conjunction,waarop,when
197,197,1197,betere,11291,adjective,beter,superior
198,198,1198,ontdekt,11284,verb,ontdekken,discover find detect
199,199,1199,doorgaan,11269,verb,doorgaan,go on go through pursue
