,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
39,39,439,bellen,44075,verb,bellen,dial clang clank
40,40,440,dochter,43787,noun,dochter,daughter
41,41,441,vrouwen,43587,noun,vrouwen,women wives
42,42,442,tien,43528,noun,tien,ten
43,43,443,hoeft,43165,verb,hoeven,need require
44,44,444,lopen,43127,verb,lopen,walk run foot
45,45,445,hart,42798,noun,hart,heart core breast
46,46,446,snap,42660,verb,snappen,get snap see
47,47,447,voorbij,42599,adjective,voorbij,past preterite preterit
48,48,448,los,42535,adjective,los,loose free lax
49,49,449,vergeten,42426,verb,vergeten,forget
50,50,450,gebeuren,42376,verb,gebeuren,happen be occur
51,51,451,bloed,42291,noun,bloed,blood bordeaux
52,52,452,druk,42103,noun,druk,pressure push pressing
53,53,453,verhaal,41989,noun,verhaal,story tale narrative
54,54,454,moeilijk,41944,adjective,moeilijk,difficult tough tight
55,55,455,hoi,41728,No Google Info,No Google Info,No Google Info
56,56,456,zes,41637,noun,zes,six sice half-dozen
57,57,457,eerder,41609,adverb,eerder,previously rather first
58,58,458,neer,41320,adverb,neer,down low
59,59,459,ervan,41219,pronoun,ervan,whose
60,60,460,bed,41205,noun,bed,bed berth kip
61,61,461,nacht,41146,noun,nacht,night nighttime
62,62,462,bezig,41139,adjective,bezig,busy
63,63,463,wakker,41135,adjective,wakker,awake alert wakeful
64,64,464,redden,41027,verb,redden,save rescue salvage
65,65,465,klein,40806,adjective,klein,small little short
66,66,466,gekomen,40777,verb,komen,come get come to
67,67,467,sinds,40675,adverb,sinds,since
68,68,468,kop,40643,noun,kop,cup head heading
69,69,469,zult,40481,verb,zult,shall
70,70,470,begrepen,40477,interjection,Begrepen!,O.k.! Ok! Okay!
71,71,471,plek,40429,noun,plek,place spot patch
72,72,472,veilig,40317,adjective,veilig,safe secure sure
73,73,473,stel,40303,noun,stel,set bunch pair
74,74,474,vol,40131,adjective,vol,full crowded rich
75,75,475,nummer,39955,noun,nummer,number digit cipher
76,76,476,waarheid,39572,noun,waarheid,truth verity sooth
77,77,477,zoiets,39557,noun,zo iets,such a thing
78,78,478,mevrouw,39513,abbreviation,mevrouw,Mrs. Ms.
79,79,479,leren,39427,verb,leren,learn teach school
80,80,480,hetzelfde,39405,pronoun,hetzelfde,same
81,81,481,gaf,39222,verb,geven,give deliver impart
82,82,482,baby,39126,noun,baby,baby nursling nurseling
83,83,483,baas,38962,noun,baas,boss master chief
84,84,484,gelukkig,38896,adjective,gelukkig,happy lucky fortunate
85,85,485,meteen,38814,adverb,meteen,pronto therewith
86,86,486,beneden,38676,adverb,beneden,down below downstairs
87,87,487,waarschijnlijk,38657,adverb,waarschijnlijk,probably presumably belike
88,88,488,sterven,38557,verb,sterven,die perish pass away
89,89,489,gezicht,38454,noun,gezicht,face sight vision
90,90,490,begin,38444,noun,begin,beginning start onset
91,91,491,mogelijk,38273,adjective,mogelijk,possible potential eventual
92,92,492,mama,38204,noun,mama,mama mommy mom
93,93,493,dicht,37994,adjective,dicht,close closed dense
94,94,494,zaken,37888,noun,zaken,affairs occasions
95,95,495,liggen,37843,verb,liggen,lie be sit
96,96,496,nieuws,37780,noun,nieuws,news novelty intelligence
97,97,497,ander,37739,adjective,ander,other another else
98,98,498,eraan,37602,No Google Info,No Google Info,No Google Info
99,99,499,liefde,37343,noun,liefde,love heart
100,100,500,slapen,37222,verb,slapen,sleep lie doss
101,101,501,ver,36713,adjective,ver,far remote distant
102,102,502,reden,36707,noun,reden,reason cause matter
103,103,503,fout,36635,noun,fout,error mistake fault
104,104,504,vallen,36628,verb,vallen,fall drop fall down
105,105,505,maanden,36613,noun,maand,month moon
106,106,506,mogen,36542,verb,mogen,may
107,107,507,oud,36427,adjective,oud,old ancient aged
108,108,508,vergeet,36401,verb,vergeten,forget
109,109,509,voelt,36000,verb,voelen,feel sense emote
110,110,510,vent,35989,noun,vent,fellow bloke chap
111,111,511,sir,35728,No Google Info,No Google Info,No Google Info
112,112,512,hoorde,35716,verb,horen,hear belong learn
113,113,513,hoort,35667,verb,horen,hear belong learn
114,114,514,klinkt,35309,verb,klinken,sound ring clink
115,115,515,terwijl,35296,conjunction,terwijl,while whilst as
116,116,516,vriendin,35131,noun,vriendin,girlfriend friend lover
117,117,517,welkom,35066,adjective,welkom,welcome acceptable
118,118,518,team,35038,noun,team,team side detachment
119,119,519,rond,34821,adverb,rond,around roundly
120,120,520,president,34799,noun,president,president chairman
121,121,521,oorlog,34777,noun,oorlog,war warfare
122,122,522,duidelijk,34757,adjective,duidelijk,clear obvious evident
123,123,523,jaren,34619,noun,jaar,year annum twelvemonth
124,124,524,rest,34598,noun,rest,rest remainder residual
125,125,525,schuld,34596,noun,schuld,debt fault blame
126,126,526,avond,34519,noun,avond,evening night even
127,127,527,eerlijk,34440,adjective,eerlijk,honest fair straight
128,128,528,fijn,34363,adjective,fijn,fine nice delicate
129,129,529,mond,34290,noun,mond,mouth opening orifice
130,130,530,buurt,34128,noun,buurt,neighborhood vicinity district
131,131,531,drinken,34121,verb,drinken,drink take a drink bib
132,132,532,telefoon,34109,noun,telefoon,phone telephone
133,133,533,per,34021,preposition,per,per by within
134,134,534,wapen,33855,noun,wapen,weapon arm weaponry
135,135,535,liet,33647,verb,laten,let leave make
136,136,536,belangrijk,33596,adjective,belangrijk,important considerable great
137,137,537,kreeg,33385,verb,krijgen,get receive have
138,138,538,ouders,33385,noun,ouders,parents people
139,139,539,stuk,33039,noun,stuk,piece part document
140,140,540,rust,33029,noun,rust,rest peace tranquility
141,141,541,vandaan,32982,preposition,vandaan,from
142,142,542,kennen,32951,verb,kennen,know
143,143,543,Jezus,32823,noun,Jezus,Jesus
144,144,544,deel,32787,noun,deel,part portion share
145,145,545,baan,32677,noun,baan,job track path
146,146,546,kapitein,32643,noun,kapitein,captain master padrone
147,147,547,erop,32639,adverb,erop,on
148,148,548,geluk,32608,noun,geluk,happiness luck fortune
149,149,549,dezelfde,32574,pronoun,dezelfde,same such
150,150,550,overal,32472,adverb,overal,everywhere anywhere throughout
151,151,551,schip,32453,noun,schip,ship seacraft
152,152,552,heren,32312,noun,Heren,Gentlemen
153,153,553,gegeven,32287,adjective,gegeven,given
154,154,554,anderen,32206,No Google Info,No Google Info,No Google Info
155,155,555,zeer,32044,adjective,zeer,very highly greatly
156,156,556,langs,32032,adverb,langs,along lengthwise
157,157,557,mam,31998,noun,mam,mom mam mommy
158,158,558,recht,31928,adjective,recht,right straight prerogative
159,159,559,lichaam,31885,noun,lichaam,body
160,160,560,aardig,31646,adjective,aardig,nice pretty friendly
161,161,561,vertrouwen,31620,noun,vertrouwen,confidence trust faith
162,162,562,ermee,31601,No Google Info,No Google Info,No Google Info
163,163,563,neemt,31477,verb,nemen,take reach seize
164,164,564,vanaf,31271,preposition,vanaf,from since upward of
165,165,565,vaak,31240,adverb,vaak,often frequently regularly
166,166,566,boek,31206,noun,boek,book omnibus quire
167,167,567,mezelf,31118,pronoun,mezelf,myself
168,168,568,zetten,31107,verb,zetten,put set place
169,169,569,stil,30859,adjective,stil,quiet still silent
170,170,570,ok,30848,noun,OK,OK
171,171,571,kerel,30834,noun,kerel,guy fellow chap
172,172,572,betalen,30796,verb,betalen,pay pay off pay up
173,173,573,geval,30775,noun,geval,case occasion proposition
174,174,574,miljoen,30712,,miljoen,million
175,175,575,tweede,30561,adjective,tweede,second another
176,176,576,haat,30549,noun,haat,hate hatred resentment
177,177,577,hard,30499,adjective,hard,hard loud harsh
178,178,578,inderdaad,30226,adverb,inderdaad,indeed actually really
179,179,579,woord,30206,noun,woord,word term verb
180,180,580,stond,30190,noun,stond,time hour
181,181,581,hond,29912,noun,hond,dog hound harrier
182,182,582,straks,29735,adverb,straks,anon
183,183,583,weken,29627,verb,weken,soak steep macerate
184,184,584,film,29474,noun,film,film movie motion picture
185,185,585,antwoord,29338,noun,antwoord,answer reply response
186,186,586,veranderen,29318,verb,veranderen,change alter turn
187,187,587,licht,29313,adjective,licht,light mild illuminating
188,188,588,houd,29253,verb,houden,keep hold retain
189,189,589,pa,29099,noun,pa,dad papa daddy
190,190,590,tijdens,29074,No Google Info,No Google Info,No Google Info
191,191,591,lieverd,29053,noun,lieverd,darling poppet
192,192,592,liever,29048,adverb,liever,rather preferably first
193,193,593,kwaad,29008,adjective,kwaad,evil angry bad
194,194,594,ontmoet,28999,verb,ontmoeten,meet encounter see
195,195,595,nergens,28867,adverb,nergens,nowhere
196,196,596,gebruikt,28843,adjective,gebruikt,used hand-me-down
197,197,597,schatje,28667,noun,schatje,love
198,198,598,verloren,28643,adjective,verloren,lost
199,199,599,koning,28627,noun,koning,king monarch
