,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
43,43,3043,theater,3437,noun,theater,theater theatre
44,44,3044,hoofdpijn,3437,noun,hoofdpijn,headache
45,45,3045,kanaal,3436,noun,kanaal,channel canal duct
46,46,3046,versta,3435,verb,verstaan,understand hear know
47,47,3047,status,3434,noun,status,rank
48,48,3048,netwerk,3431,noun,netwerk,network mesh net
49,49,3049,vanzelf,3429,pronoun,vanzelf,self itself herself
50,50,3050,oorzaak,3429,noun,oorzaak,cause reason origin
51,51,3051,verlegen,3429,adjective,verlegen,shy timid bashful
52,52,3052,doctor,3429,noun,doctor,doctor
53,53,3053,wond,3429,noun,wond,wound injury hurt
54,54,3054,acteur,3429,noun,acteur,actor theatrical headliner
55,55,3055,hartslag,3429,noun,hartslag,heartbeat pulsation
56,56,3056,gedraagt,3427,No Google Info,No Google Info,No Google Info
57,57,3057,grenzen,3426,verb,grenzen,border neighbor approach
58,58,3058,opdagen,3426,verb,opdagen,turn up emerge perform
59,59,3059,tekst,3426,noun,tekst,text lyrics words
60,60,3060,tevoorschijn,3424,adverb,te voorschijn,forth
61,61,3061,uitnodiging,3424,noun,uitnodiging,invitation bidding card of admission
62,62,3062,zowel,3423,No Google Info,No Google Info,No Google Info
63,63,3063,bezet,3422,adjective,bezet,occupied busy engaged
64,64,3064,letterlijk,3418,adjective,letterlijk,literal textual
65,65,3065,promotie,3413,noun,promotie,promotion advancement graduation
66,66,3066,Donna,3413,No Google Info,No Google Info,No Google Info
67,67,3067,huidige,3412,No Google Info,No Google Info,No Google Info
68,68,3068,ketting,3412,noun,ketting,chain tether catena
69,69,3069,anti,3412,prefix,anti-,anti-
70,70,3070,mooier,3410,No Google Info,No Google Info,No Google Info
71,71,3071,avontuur,3410,noun,avontuur,adventure
72,72,3072,verbaast,3409,verb,verbazen,surprise amaze astonish
73,73,3073,filmen,3408,verb,filmen,film shoot
74,74,3074,moedig,3405,adjective,moedig,brave courageous valiant
75,75,3075,pols,3403,noun,pols,wrist pulse
76,76,3076,leuker,3402,No Google Info,No Google Info,No Google Info
77,77,3077,geplaatst,3401,adjective,geplaatst,situated circumstanced
78,78,3078,heten,3401,verb,heten,name call be named
79,79,3079,vak,3396,noun,vak,section compartment trade
80,80,3080,tempel,3393,noun,tempel,temple fane
81,81,3081,besteld,3393,verb,bestellen,order deliver bespeak
82,82,3082,redde,3392,verb,redden,save rescue salvage
83,83,3083,meegebracht,3391,verb,meebrengen,bring carry
84,84,3084,Dennis,3390,No Google Info,No Google Info,No Google Info
85,85,3085,overste,3389,noun,overste,chief prior
86,86,3086,doorbrengen,3388,verb,doorbrengen,pass
87,87,3087,rende,3386,verb,rennen,run race rush
88,88,3088,spoedig,3385,adverb,spoedig,soon speedily swiftly
89,89,3089,stemming,3385,noun,stemming,vote mood voting
90,90,3090,grootvader,3384,noun,grootvader,grandfather granddad grandparent
91,91,3091,bodem,3382,noun,bodem,bottom soil ground
92,92,3092,miste,3379,verb,missen,miss lack spare
93,93,3093,ambassadeur,3379,noun,ambassadeur,ambassador plenipotentiary
94,94,3094,Ethan,3379,No Google Info,No Google Info,No Google Info
95,95,3095,betwijfel,3378,verb,betwijfelen,doubt question misdoubt
96,96,3096,titel,3378,noun,titel,title heading prefix
97,97,3097,Rusland,3376,noun,Rusland,Russia
98,98,3098,verschrikkelijke,3375,adjective,verschrikkelijk,terrible horrible terrific
99,99,3099,motel,3375,noun,motel,motel
100,100,3100,schaam,3373,adjective,schaam-,pubic
101,101,3101,vóór,3370,preposition,voor,for prior to in front of
102,102,3102,probeerden,3368,verb,proberen,try attempt endeavor
103,103,3103,medisch,3368,adjective,medisch,medical medic sanitarian
104,104,3104,overheen,3365,adverb,overheen,across
105,105,3105,schilden,3364,noun,schild,shield shell carapace
106,106,3106,beschermt,3362,verb,beschermen,protect safeguard guard
107,107,3107,versterking,3362,noun,versterking,strengthening reinforcement consolidation
108,108,3108,ridder,3359,noun,ridder,knight cavalier chevalier
109,109,3109,experiment,3356,noun,experiment,experiment
110,110,3110,vloot,3355,noun,vloot,fleet navy armada
111,111,3111,veroorloven,3354,verb,veroorloven,permit permit of allow
112,112,3112,versie,3353,noun,versie,version lection
113,113,3113,bewaking,3353,noun,bewaking,custody guardianship ward
114,114,3114,bijzonders,3349,adjective,bijzonder,particular special very
115,115,3115,levert,3349,verb,leveren,deliver supply furnish
116,116,3116,grijpen,3347,noun,grijpen,grab
117,117,3117,lagen,3346,noun,lagen,strata
118,118,3118,Logan,3344,No Google Info,No Google Info,No Google Info
119,119,3119,achterkant,3343,noun,achterkant,back rear backside
120,120,3120,das,3341,noun,das,tie badger necktie
121,121,3121,tip,3336,noun,tip,tip hint corner
122,122,3122,bijten,3335,verb,bijten,bite nip sting
123,123,3123,afsluiten,3335,verb,afsluiten,close shut shut off
124,124,3124,gekwetst,3334,verb,kwetsen,hurt injure harm
125,125,3125,trekker,3328,noun,trekker,tractor trigger drawer
126,126,3126,Aaron,3327,noun,Aaron,Aaron
127,127,3127,daad,3327,noun,daad,act deed action
128,128,3128,justitie,3327,noun,justitie,justice law
129,129,3129,go,3327,No Google Info,No Google Info,No Google Info
130,130,3130,gekost,3326,No Google Info,No Google Info,No Google Info
131,131,3131,september,3326,noun,september,September
132,132,3132,blaas,3326,noun,blaas,bladder blister abscess
133,133,3133,stak,3325,adjective,stak,hidebound strikebound
134,134,3134,triest,3322,adjective,triest,sad murky dreary
135,135,3135,beslissingen,3321,noun,beslissing,decision resolution determination
136,136,3136,miljard,3317,,miljard,billion milliard
137,137,3137,gestoken,3315,verb,steken,put stick insert
138,138,3138,bijzondere,3315,adjective,bijzonder,particular special very
139,139,3139,koorts,3312,noun,koorts,fever fire pink-eye
140,140,3140,geneukt,3312,No Google Info,No Google Info,No Google Info
141,141,3141,vooruitgang,3309,noun,vooruitgang,progress advance progression
142,142,3142,bot,3308,noun,bot,bone flounder
143,143,3143,teruggekomen,3307,verb,terugkomen,return come back get back
144,144,3144,oefening,3307,noun,oefening,exercise
145,145,3145,Irak,3307,noun,Irak,Iraq Irak
146,146,3146,zoenen,3304,verb,zoenen,kiss
147,147,3147,zwakke,3303,adjective,zwak,weak weakly faint
148,148,3148,make-up,3301,noun,make-up,makeup
149,149,3149,dorst,3301,noun,dorst,thirst
150,150,3150,gemak,3301,noun,gemak,convenience ease comfort
151,151,3151,tijdelijk,3301,adverb,tijdelijk,temporarily provisionally for the umpteenth time
152,152,3152,Ellie,3301,No Google Info,No Google Info,No Google Info
153,153,3153,behoefte,3301,noun,behoefte,need requirement want
154,154,3154,media,3300,noun,media,media
155,155,3155,casino,3300,noun,casino,casino
156,156,3156,correct,3300,adjective,correct,correct right
157,157,3157,zenuwachtig,3300,adjective,zenuwachtig,nervous twitchy jumpy
158,158,3158,spanning,3298,noun,spanning,voltage tension stress
159,159,3159,strak,3298,adjective,strak,tight taut fixed
160,160,3160,aantrekkelijk,3297,adjective,aantrekkelijk,attractive pleasing appetizing
161,161,3161,rijbewijs,3297,noun,rijbewijs,driving license license driver license
162,162,3162,leerling,3297,noun,leerling,pupil learner apprentice
163,163,3163,steden,3296,noun,stad,city town borough
164,164,3164,ministerie,3295,noun,ministerie,ministry office cabinet
165,165,3165,meende,3294,verb,menen,believe think mean
166,166,3166,cowboy,3294,noun,cowboy,cowboy stockrider cow-puncher
167,167,3167,opgegeten,3293,No Google Info,No Google Info,No Google Info
168,168,3168,aanwijzingen,3287,noun,aanwijzing,designation indication instruction
169,169,3169,kloten,3285,noun,kloot,globe ball-bearing
170,170,3170,vice-,3284,prefix,vice-,vice-
171,171,3171,laden,3283,verb,laden,load charge lade
172,172,3172,jee,3283,No Google Info,No Google Info,No Google Info
173,173,3173,waarderen,3282,verb,waarderen,appreciate value treasure
174,174,3174,minste,3281,adjective,minst,least
175,175,3175,Collins,3281,No Google Info,No Google Info,No Google Info
176,176,3176,klinken,3279,verb,klinken,sound ring clink
177,177,3177,stukjes,3278,No Google Info,No Google Info,No Google Info
178,178,3178,maaltijd,3277,noun,maaltijd,meal repast feed
179,179,3179,relaties,3277,noun,relatie,relation acquaintance
180,180,3180,omdraaien,3276,verb,omdraaien,turn turn over wring
181,181,3181,gelegenheid,3275,noun,gelegenheid,opportunity occasion chance
182,182,3182,beschadigd,3275,verb,beschadigen,damage hurt injure
183,183,3183,dollars,3274,No Google Info,No Google Info,No Google Info
184,184,3184,uitmaken,3274,verb,uitmaken,constitute decide ascertain
185,185,3185,eigendom,3274,noun,eigendom,property ownership own
186,186,3186,sociale,3272,adjective,sociaal,social
187,187,3187,aanwijzing,3272,noun,aanwijzing,designation indication instruction
188,188,3188,rechtstreeks,3272,adverb,rechtstreeks,directly direct straight
189,189,3189,verdrietig,3269,adjective,verdrietig,sad peevish
190,190,3190,daden,3265,noun,daad,act deed action
191,191,3191,ontworpen,3265,adjective,ontworpen,designed
192,192,3192,zender,3265,noun,zender,transmitter sender
193,193,3193,beantwoord,3263,verb,beantwoorden,answer reply return
194,194,3194,bagage,3263,noun,bagage,luggage baggage trappings
195,195,3195,overleeft,3262,verb,overleven,survive outlive persist
196,196,3196,schone,3259,noun,schone,belle Venus
197,197,3197,hierbij,3257,adverb,hierbij,hereby herewith hereto
198,198,3198,emoties,3256,noun,emotie,emotion affection
199,199,3199,weghalen,3252,verb,weghalen,take away remove fetch away
