,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
64,64,1864,korte,6488,adjective,kort,short brief concise
65,65,1865,vreselijke,6478,adjective,vreselijk,terrible horrible dreadful
66,66,1866,Chicago,6474,No Google Info,No Google Info,No Google Info
67,67,1867,klus,6472,No Google Info,No Google Info,No Google Info
68,68,1868,graden,6469,noun,graad,degree grade rate
69,69,1869,sterke,6455,adjective,sterk,strong high powerful
70,70,1870,groene,6449,adjective,groen,green verdant inexperienced
71,71,1871,jazeker,6435,No Google Info,No Google Info,No Google Info
72,72,1872,beslissen,6435,verb,beslissen,decide rule determine
73,73,1873,zuiden,6424,noun,zuiden,south
74,74,1874,lord,6423,noun,lord,Lord
75,75,1875,gaande,6412,verb,gaan,go proceed work
76,76,1876,verdieping,6408,noun,verdieping,floor deepening storey
77,77,1877,magie,6403,noun,magie,magic
78,78,1878,erom,6400,No Google Info,No Google Info,No Google Info
79,79,1879,snelheid,6399,noun,snelheid,speed rate velocity
80,80,1880,voren,6399,noun,voren,roach rudd
81,81,1881,kunst,6386,noun,kunst,art fine arts
82,82,1882,kelder,6368,noun,kelder,cellar basement vault
83,83,1883,redt,6361,verb,redden,save rescue salvage
84,84,1884,arresteren,6359,verb,arresteren,arrest lag nick
85,85,1885,gewacht,6359,verb,wachten,wait await expect
86,86,1886,kwestie,6358,noun,kwestie,question affair quarrel
87,87,1887,bidden,6335,verb,bidden,pray beseech entreat
88,88,1888,beelden,6335,noun,beeld,image picture statue
89,89,1889,niveau,6330,noun,niveau,level plane
90,90,1890,hartelijk,6327,adverb,hartelijk,warmly heartily cordially
91,91,1891,geduld,6320,noun,geduld,patience forbearance endurance
92,92,1892,gespeeld,6305,verb,spelen,play game perform
93,93,1893,schattig,6304,adjective,schattig,sweet dinky
94,94,1894,nauwelijks,6298,adverb,nauwelijks,hardly barely scarcely
95,95,1895,pond,6296,noun,pond,pound weight libra
96,96,1896,bepaald,6287,adjective,bepaald,specific fixed decided
97,97,1897,King,6284,No Google Info,No Google Info,No Google Info
98,98,1898,ruim,6277,adjective,ruim,spacious large wide
99,99,1899,leerde,6271,verb,leren,learn teach school
100,100,1900,duur,6269,noun,duur,duration period time
101,101,1901,nogmaals,6267,adverb,nogmaals,again anew
102,102,1902,tuin,6266,noun,tuin,garden
103,103,1903,zaterdag,6262,noun,zaterdag,Saturday Sabbath
104,104,1904,ondanks,6250,preposition,ondanks,notwithstanding despite of
105,105,1905,wijs,6249,adjective,wijs,wise sage sapiential
106,106,1906,behandelen,6243,verb,behandelen,treat handle cure
107,107,1907,yo,6241,No Google Info,No Google Info,No Google Info
108,108,1908,ruik,6239,verb,ruiken,smell scent nose
109,109,1909,gebouwd,6237,adjective,gebouwd,built constructed set-up
110,110,1910,liefste,6234,noun,liefste,dear love
111,111,1911,bergen,6232,verb,bergen,store stow salvage
112,112,1912,aankomen,6228,verb,aankomen,arrive come land
113,113,1913,gave,6224,noun,gave,gift talent faculty
114,114,1914,pakt,6222,verb,pakken,tackle pack take
115,115,1915,ideeën,6214,noun,idee,idea notion thought
116,116,1916,ontvoerd,6214,verb,ontvoeren,kidnap abduct elope with
117,117,1917,verzoek,6212,noun,verzoek,request petition solicitation
118,118,1918,kast,6208,noun,kast,closet cupboard case
119,119,1919,Sean,6207,No Google Info,No Google Info,No Google Info
120,120,1920,geesten,6196,noun,geest,spirit mind ghost
121,121,1921,orders,6193,noun,order,order command indent
122,122,1922,droeg,6190,verb,dragen,wear bear carry
123,123,1923,leugen,6189,noun,leugen,lie falsehood mendacity
124,124,1924,hielp,6186,verb,helpen,help assist aid
125,125,1925,kerstmis,6184,noun,Kerstmis,Christmas Xmas Noel
126,126,1926,gelul,6179,No Google Info,No Google Info,No Google Info
127,127,1927,gedeelte,6177,noun,gedeelte,part section installment
128,128,1928,mevr.,6175,No Google Info,No Google Info,No Google Info
129,129,1929,ontmoette,6175,verb,ontmoeten,meet encounter see
130,130,1930,edelachtbare,6166,No Google Info,No Google Info,No Google Info
131,131,1931,flat,6163,noun,flat,flat flatlet
132,132,1932,tong,6163,noun,tong,tongue sole lemon
133,133,1933,logisch,6160,adjective,logisch,logical logic argumentative
134,134,1934,daardoor,6159,adverb,daardoor,thereby through this thence
135,135,1935,controleer,6156,verb,controleren,check control verify
136,136,1936,stroom,6153,noun,stroom,current flow stream
137,137,1937,afscheid,6149,noun,afscheid,farewell goodbye parting
138,138,1938,gevangenen,6146,verb,vangen,catch capture trap
139,139,1939,saai,6146,adjective,saai,dull drab monotonous
140,140,1940,Marcus,6134,No Google Info,No Google Info,No Google Info
141,141,1941,militaire,6130,adjective,militair,military service
142,142,1942,opgewonden,6129,adjective,opgewonden,agitated heated feverish
143,143,1943,makkelijker,6124,No Google Info,No Google Info,No Google Info
144,144,1944,zuid,6123,noun,zuid,south
145,145,1945,stenen,6123,adjective,stenen,stone brick stony
146,146,1946,lieg,6121,verb,liegen,lie tell lies fib
147,147,1947,wc,6121,noun,w.c.,closet
148,148,1948,herinneringen,6120,noun,herinnering,reminder memory remembrance
149,149,1949,badkamer,6113,noun,badkamer,bathroom
150,150,1950,vuren,6109,verb,vuren,fire shoot
151,151,1951,fuck,6109,No Google Info,No Google Info,No Google Info
152,152,1952,cadeau,6106,noun,cadeau,gift present donative
153,153,1953,dertig,6105,noun,dertig,thirty
154,154,1954,verantwoordelijkheid,6098,noun,verantwoordelijkheid,responsibility liability accountability
155,155,1955,flink,6098,adjective,flink,brave solid goodly
156,156,1956,biertje,6097,No Google Info,No Google Info,No Google Info
157,157,1957,officieel,6093,adverb,officieel,officially
158,158,1958,tegenwoordig,6088,adverb,tegenwoordig,today nowadays currently
159,159,1959,belang,6083,noun,belang,importance interest concern
160,160,1960,ronde,6078,noun,ronde,round lap circle
161,161,1961,redenen,6074,noun,reden,reason cause matter
162,162,1962,opgeven,6072,verb,opgeven,give set abandon
163,163,1963,Frankrijk,6067,noun,Frankrijk,France
164,164,1964,schreeuwen,6058,verb,schreeuwen,shout cry yell
165,165,1965,eenvoudig,6055,adjective,eenvoudig,simple straightforward plain
166,166,1966,gekeken,6050,verb,kijken,look see glance
167,167,1967,kerst,6043,adjective,Kerst-,Christmassy
168,168,1968,aanraken,6039,verb,aanraken,touch
169,169,1969,genieten,6035,verb,genieten,enjoy savor relish
170,170,1970,ontslag,6032,noun,ontslag,dismissal resignation release
171,171,1971,verslagen,6022,adjective,verslagen,defeated beaten prostrate
172,172,1972,opgesloten,6018,adjective,opgesloten,locked pent-up
173,173,1973,groen,6008,adjective,groen,green verdant inexperienced
174,174,1974,heette,6003,verb,heten,name call be named
175,175,1975,graf,5991,noun,graf,grave tomb graph
176,176,1976,bond,5986,noun,bond,union federation league
177,177,1977,high,5980,No Google Info,No Google Info,No Google Info
178,178,1978,stand,5976,noun,stand,position stand class
179,179,1979,aardige,5970,adjective,aardig,nice pretty friendly
180,180,1980,raden,5965,verb,raden,guess advise counsel
181,181,1981,vinger,5965,noun,vinger,finger digit
182,182,1982,bomen,5959,verb,bomen,punt pole
183,183,1983,helikopter,5956,noun,helikopter,helicopter gyroplane rotor plane
184,184,1984,manager,5949,noun,manager,manager
185,185,1985,vrolijk,5949,No Google Info,No Google Info,No Google Info
186,186,1986,Dean,5936,No Google Info,No Google Info,No Google Info
187,187,1987,zicht,5931,noun,zicht,view sight visibility
188,188,1988,slaapkamer,5926,noun,slaapkamer,bedroom sleeping accommodation sleeping place
189,189,1989,verbrand,5922,adjective,verbrand,burnt scalded adust
190,190,1990,rekenen,5918,verb,rekenen,count expect calculate
191,191,1991,kust,5918,noun,kust,coast coastal shore
192,192,1992,race,5914,noun,race,race
193,193,1993,leraar,5905,noun,leraar,teacher master instructor
194,194,1994,zonde,5903,noun,zonde,sin transgression trespass
195,195,1995,stof,5900,noun,stof,substance dust fabric
196,196,1996,pot,5898,noun,pot,pot jar kitty
197,197,1997,eieren,5897,noun,ei,egg ovum
198,198,1998,verdedigen,5896,verb,verdedigen,defend uphold justify
199,199,1999,kanker,5892,noun,kanker,cancer canker gangrene
