,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
39,39,2239,dier,5095,noun,dier,animal beast
40,40,2240,waarschuwing,5094,noun,waarschuwing,warning alarm caution
41,41,2241,verbinding,5092,noun,verbinding,connection link communication
42,42,2242,dichter,5091,noun,dichter,poet swan
43,43,2243,wijze,5091,noun,wijze,way manner mode
44,44,2244,pensioen,5087,noun,pensioen,pension retirement superannuation
45,45,2245,Afrika,5085,noun,Afrika,Africa
46,46,2246,winnaar,5075,noun,winnaar,winner top dog
47,47,2247,drinkt,5072,verb,drinken,drink take a drink bib
48,48,2248,scheelt,5071,verb,schelen,differ ail
49,49,2249,doodde,5060,verb,doden,kill slay jugulate
50,50,2250,lieten,5059,verb,laten,let leave make
51,51,2251,smerig,5058,adjective,smerig,filthy nasty dirty
52,52,2252,bewakers,5056,noun,bewaker,guard guardian warden
53,53,2253,klok,5056,noun,klok,clock bell timepiece
54,54,2254,oor,5055,noun,oor,ear listener
55,55,2255,verzet,5053,noun,verzet,resistance opposition protest
56,56,2256,stijl,5053,noun,stijl,style pillar stile
57,57,2257,richten,5052,verb,richten,set address aim
58,58,2258,invloed,5052,noun,invloed,influence leverage consequence
59,59,2259,opgepakt,5052,verb,oppakken,take up
60,60,2260,mogelijke,5050,adjective,mogelijk,possible potential eventual
61,61,2261,spelletjes,5045,No Google Info,No Google Info,No Google Info
62,62,2262,kerstman,5045,No Google Info,No Google Info,No Google Info
63,63,2263,markt,5043,noun,markt,market marketplace mart
64,64,2264,bewaren,5042,verb,bewaren,keep save preserve
65,65,2265,brieven,5042,noun,brief,letter epistle postal
66,66,2266,studenten,5038,noun,student,student scholar colleger
67,67,2267,varken,5038,noun,varken,pig hog swine
68,68,2268,komst,5033,noun,komst,arrival coming advent
69,69,2269,lelijk,5031,adjective,lelijk,ugly unsightly nasty
70,70,2270,centrum,5027,noun,centrum,center focus navel
71,71,2271,vijftien,5027,noun,vijftien,fifteen
72,72,2272,kaas,5025,noun,kaas,cheese
73,73,2273,genie,5013,noun,genie,genius mastermind master spirit
74,74,2274,valse,5012,adjective,vals,false counterfeit foul
75,75,2275,donkere,5010,adjective,donker,dark deep black
76,76,2276,huur,5002,noun,huur,rent rental hire
77,77,2277,VS,4994,abbreviation,VS,USA
78,78,2278,verdween,4987,verb,verdwijnen,disappear vanish go
79,79,2279,overtuigd,4987,adjective,overtuigd,convinced confident satisfied
80,80,2280,aangezien,4984,conjunction,aangezien,as since because
81,81,2281,cijfers,4983,noun,cijfer,figure digit mark
82,82,2282,overwinning,4974,noun,overwinning,victory win conquest
83,83,2283,behandeling,4970,noun,behandeling,treatment handling therapy
84,84,2284,belofte,4968,noun,belofte,promise pledge vow
85,85,2285,bekeken,4964,verb,bekijken,see look at look into
86,86,2286,breekt,4958,verb,breken,break rupture smash
87,87,2287,jarige,4955,No Google Info,No Google Info,No Google Info
88,88,2288,training,4954,noun,training,workout
89,89,2289,artikel,4954,noun,artikel,article item section
90,90,2290,stelletje,4951,noun,stelletje,suit outfit
91,91,2291,kloppen,4949,verb,kloppen,knock beat hit
92,92,2292,maakten,4949,verb,maken,make do build
93,93,2293,verrast,4948,verb,verrassen,surprise overtake take aback
94,94,2294,beroep,4945,noun,beroep,profession occupation trade
95,95,2295,honderden,4939,noun,honderd,hundred cent
96,96,2296,zette,4939,verb,zetten,put set place
97,97,2297,waardeloos,4934,adjective,waardeloos,worthless valueless nugatory
98,98,2298,rechtbank,4933,noun,rechtbank,court tribunal law court
99,99,2299,Robin,4928,No Google Info,No Google Info,No Google Info
100,100,2300,wijzen,4908,verb,wijzen,point show advert
101,101,2301,vingerafdrukken,4908,noun,vingerafdruk,fingerprint finger mark
102,102,2302,bleek,4907,adjective,bleek,pale wan pallid
103,103,2303,maagd,4905,noun,maagd,virgin maiden maid
104,104,2304,camera's,4901,noun,camera,camera
105,105,2305,China,4898,noun,China,China
106,106,2306,personeel,4898,noun,personeel,staff personnel manpower
107,107,2307,minstens,4897,adverb,minstens,at least
108,108,2308,schitterend,4897,No Google Info,No Google Info,No Google Info
109,109,2309,diegene,4895,No Google Info,No Google Info,No Google Info
110,110,2310,starten,4894,verb,starten,start take off blast off
111,111,2311,geheel,4894,adjective,geheel,whole entire overall
112,112,2312,jeugd,4892,noun,jeugd,youth puppyhood
113,113,2313,berichten,4889,verb,berichten,report inform communicate
114,114,2314,mensheid,4885,noun,mensheid,humanity mankind humankind
115,115,2315,gepland,4885,No Google Info,No Google Info,No Google Info
116,116,2316,ramp,4882,noun,ramp,disaster catastrophe calamity
117,117,2317,onderwerp,4880,noun,onderwerp,subject topic object
118,118,2318,Californië,4879,noun,Californië,California
119,119,2319,zwembad,4875,noun,zwembad,swimming pool swimming bath piscine
120,120,2320,explosie,4874,noun,explosie,explosion
121,121,2321,ha,4873,interjection,Ha!,Aha!
122,122,2322,duurde,4871,verb,duren,last continue endure
123,123,2323,noch,4861,conjunction,noch,nor neither
124,124,2324,sliep,4857,verb,slapen,sleep lie doss
125,125,2325,redelijk,4857,adjective,redelijk,reasonable rational tolerable
126,126,2326,excuus,4854,noun,excuus,excuse
127,127,2327,moge,4854,No Google Info,No Google Info,No Google Info
128,128,2328,smeek,4854,verb,smeken,beg beseech implore
129,129,2329,geintje,4852,noun,geintje,nifty
130,130,2330,pen,4850,noun,pen,pen pin quill
131,131,2331,terroristen,4846,noun,terrorist,terrorist
132,132,2332,boerderij,4845,noun,boerderij,ranch farmstead property
133,133,2333,belangrijker,4837,No Google Info,No Google Info,No Google Info
134,134,2334,burger,4837,noun,burger,citizen commoner burgess
135,135,2335,doodt,4835,verb,doden,kill slay jugulate
136,136,2336,overtuigen,4828,verb,overtuigen,convince persuade satisfy
137,137,2337,nep,4827,No Google Info,No Google Info,No Google Info
138,138,2338,diamanten,4826,adjective,diamanten,diamond
139,139,2339,aap,4815,noun,aap,monkey ape simian
140,140,2340,ophangen,4812,verb,ophangen,hang hang up suspend
141,141,2341,verderop,4811,adverb,verderop,beyond hereafter
142,142,2342,jacht,4810,noun,jacht,yacht hunting hunt
143,143,2343,masker,4810,noun,masker,mask masque disguise
144,144,2344,mars,4807,noun,mars,march pack hike
145,145,2345,onthouden,4800,verb,onthouden,remember withhold deny
146,146,2346,kleding,4800,noun,kleding,clothing clothes dress
147,147,2347,schaduw,4799,noun,schaduw,shadow shade
148,148,2348,overkomt,4797,verb,overkomen,overcome befall seem
149,149,2349,bovendien,4793,adverb,bovendien,also moreover furthermore
150,150,2350,Duitse,4792,adjective,Duits,German Germanic
151,151,2351,fearless,4781,No Google Info,No Google Info,No Google Info
152,152,2352,walgelijk,4776,adjective,walgelijk,loathsome abominable nauseous
153,153,2353,amen,4773,noun,amen,amen
154,154,2354,richt,4772,verb,richten,set address aim
155,155,2355,dwars,4768,adjective,dwars,cross transverse transversal
156,156,2356,vriendschap,4768,noun,vriendschap,friendship amity
157,157,2357,7Up,4762,No Google Info,No Google Info,No Google Info
158,158,2358,slang,4760,noun,slang,hose snake serpent
159,159,2359,gouverneur,4759,noun,gouverneur,governor tutor governor general
160,160,2360,touw,4757,noun,touw,rope string cord
161,161,2361,onthoud,4754,verb,onthouden,remember withhold deny
162,162,2362,daarbij,4754,adverb,daarbij,thereby besides therewithal
163,163,2363,zand,4752,noun,zand,sand
164,164,2364,plicht,4749,noun,plicht,duty obligation onus
165,165,2365,trok,4748,verb,trekken,attract draw pull
166,166,2366,wegkomt,4745,No Google Info,No Google Info,No Google Info
167,167,2367,onschuldige,4734,noun,onschuldige,innocent
168,168,2368,collega,4734,noun,collega,colleague brother yokefellow
169,169,2369,onszelf,4733,pronoun,onszelf,ourselves ourself
170,170,2370,voorbereid,4732,verb,voorbereiden,prepare prime make ready
171,171,2371,haalde,4730,verb,halen,catch fetch bring
172,172,2372,Greg,4730,No Google Info,No Google Info,No Google Info
173,173,2373,verwijderd,4729,adverb,verwijderd,off
174,174,2374,veranderde,4726,verb,veranderen,change alter turn
175,175,2375,gunst,4726,noun,gunst,favor grace boon
176,176,2376,okee,4726,interjection,Okee!,Okay! O.k.! Ok!
177,177,2377,leden,4724,noun,leden,membership following supporters
178,178,2378,wassen,4724,verb,wassen,wash wax launder
179,179,2379,win,4722,verb,winnen,win gain earn
180,180,2380,gepleegd,4716,verb,plegen,commit perpetrate accustom
181,181,2381,snijden,4715,verb,snijden,cut intersect carve
182,182,2382,Frans,4715,adjective,Frans,French Gallic Gaulish
183,183,2383,reputatie,4713,noun,reputatie,reputation report note
184,184,2384,teleurgesteld,4710,verb,teleurstellen,disappoint fail falsify
185,185,2385,letten,4710,No Google Info,No Google Info,No Google Info
186,186,2386,uniform,4707,adjective,uniform,uniform level self
187,187,2387,verklaren,4707,verb,verklaren,explain state certify
188,188,2388,monsters,4706,noun,monster,sample monster specimen
189,189,2389,fan,4704,noun,fan,fan
190,190,2390,bruid,4696,noun,bruid,bride fiancee
191,191,2391,overheid,4696,noun,overheid,government authorities
192,192,2392,enterprise,4696,No Google Info,No Google Info,No Google Info
193,193,2393,gewaarschuwd,4694,verb,waarschuwen,warn admonish caution
194,194,2394,daarbuiten,4694,adverb,daarbuiten,outside out
195,195,2395,daarover,4693,No Google Info,No Google Info,No Google Info
196,196,2396,leest,4691,noun,leest,last waistline waist
197,197,2397,gezondheid,4686,noun,gezondheid,health healthiness soundness
198,198,2398,geliefde,4680,noun,geliefde,lover love sweetheart
199,199,2399,ontmoeting,4679,noun,ontmoeting,meeting encounter
