,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
36,36,1636,zwak,7555,adjective,zwak,weak weakly faint
37,37,1637,gevolgd,7546,verb,volgen,follow track attend
38,38,1638,vertrokken,7545,verb,vertrekken,leave depart go
39,39,1639,stuurde,7541,verb,sturen,send steer forward
40,40,1640,menselijke,7539,adjective,menselijk,human humane natural
41,41,1641,klanten,7522,noun,klanten,clientage
42,42,1642,lukken,7509,verb,lukken,work out
43,43,1643,Engeland,7508,noun,Engeland,England Albion old country
44,44,1644,vingers,7505,noun,vinger,finger digit
45,45,1645,ziekte,7498,noun,ziekte,disease illness sickness
46,46,1646,vissen,7495,verb,vissen,fish angle troll
47,47,1647,CIA,7483,No Google Info,No Google Info,No Google Info
48,48,1648,Mexico,7480,noun,Mexico,Mexico
49,49,1649,locatie,7476,No Google Info,No Google Info,No Google Info
50,50,1650,vangen,7467,verb,vangen,catch capture trap
51,51,1651,waardoor,7466,conjunction,waardoor,whereby
52,52,1652,nagedacht,7463,verb,nadenken,reflect meditate pause
53,53,1653,gaven,7451,verb,geven,give deliver impart
54,54,1654,medische,7450,adjective,medisch,medical medic sanitarian
55,55,1655,geloofde,7443,verb,geloven,believe think trust
56,56,1656,mooiste,7442,No Google Info,No Google Info,No Google Info
57,57,1657,broers,7441,noun,broer,brother sibling
58,58,1658,tevreden,7441,adjective,tevreden,satisfied pleased content
59,59,1659,city,7415,noun,City,City
60,60,1660,details,7407,phrase,details,the ins and outs
61,61,1661,gereed,7407,adjective,gereed,ready stand-by
62,62,1662,aangedaan,7403,adjective,aangedaan,affected
63,63,1663,zojuist,7398,No Google Info,No Google Info,No Google Info
64,64,1664,menselijk,7383,adjective,menselijk,human humane natural
65,65,1665,blik,7381,noun,blik,look glance view
66,66,1666,verband,7376,noun,verband,connection context relation
67,67,1667,schot,7370,noun,schot,shot round discharge
68,68,1668,punten,7362,verb,punten,point nib
69,69,1669,domme,7352,adjective,dom,stupid silly foolish
70,70,1670,vogel,7351,noun,vogel,bird fowl bobolink
71,71,1671,project,7348,No Google Info,No Google Info,No Google Info
72,72,1672,trekt,7342,verb,trekken,attract draw pull
73,73,1673,stemmen,7338,verb,stemmen,vote tune voice
74,74,1674,genoegen,7336,noun,genoegen,pleasure satisfaction delight
75,75,1675,burgemeester,7327,noun,burgemeester,mayor burgomaster Lord Mayor
76,76,1676,genezen,7326,verb,genezen,cure heal recover
77,77,1677,gedachte,7321,noun,gedachte,thought idea think
78,78,1678,films,7320,noun,films,pix
79,79,1679,hoopte,7319,verb,hopen,hope trust
80,80,1680,doc,7319,No Google Info,No Google Info,No Google Info
81,81,1681,gebruikte,7318,verb,gebruiken,use employ take
82,82,1682,gelaten,7316,verb,laten,let leave make
83,83,1683,voeren,7311,verb,voeren,carry run feed
84,84,1684,bedenken,7310,verb,bedenken,think imagine devise
85,85,1685,bekijk,7305,verb,bekijken,see look at look into
86,86,1686,verborgen,7293,adjective,verborgen,hidden secret latent
87,87,1687,oplossing,7289,noun,oplossing,solution resolution dissolution
88,88,1688,donder,7288,noun,donder,thunder
89,89,1689,verdomd,7288,adjective,verdomd,damned
90,90,1690,laag,7287,adjective,laag,low base little
91,91,1691,km,7287,No Google Info,No Google Info,No Google Info
92,92,1692,bak,7285,noun,bak,bin container tank
93,93,1693,speelde,7281,verb,spelen,play game perform
94,94,1694,verwachten,7280,verb,verwachten,expect anticipate hope
95,95,1695,uitstekend,7273,adjective,uitstekend,excellent outstanding prime
96,96,1696,voedsel,7262,noun,voedsel,food nutrition diet
97,97,1697,arts,7258,noun,arts,physician therapist
98,98,1698,fouten,7251,noun,fout,error mistake fault
99,99,1699,super,7241,adverb,super,supra
100,100,1700,testen,7238,verb,testen,try
101,101,1701,kleur,7237,noun,kleur,color coloring suit
102,102,1702,aangevallen,7233,verb,aanvallen,attack assault charge
103,103,1703,station,7233,noun,station,station depot
104,104,1704,kip,7219,noun,kip,chicken hen fowl
105,105,1705,Simon,7213,No Google Info,No Google Info,No Google Info
106,106,1706,piloot,7211,noun,piloot,pilot
107,107,1707,truck,7211,noun,truck,truck lorry
108,108,1708,duizenden,7202,noun,duizend,mil chiliad
109,109,1709,kluis,7197,noun,kluis,safe hermitage strongroom
110,110,1710,maatje,7192,noun,maatje,mammy mummy maty
111,111,1711,des,7176,No Google Info,No Google Info,No Google Info
112,112,1712,echtgenoot,7173,noun,echtgenoot,husband spouse yokefellow
113,113,1713,Don,7159,noun,don,don
114,114,1714,vermoordt,7158,verb,vermoorden,murder assassinate slay
115,115,1715,gouden,7158,adjective,gouden,golden gold
116,116,1716,elf,7151,,elf,eleven
117,117,1717,gebleven,7145,verb,blijven,remain stay keep
118,118,1718,taal,7143,noun,taal,language tongue speech
119,119,1719,sterker,7134,No Google Info,No Google Info,No Google Info
120,120,1720,noorden,7133,noun,noorden,north
121,121,1721,zwemmen,7133,noun,zwemmen,swimming swim
122,122,1722,hoewel,7123,conjunction,hoewel,although though even though
123,123,1723,leugenaar,7113,noun,leugenaar,liar fibber fibster
124,124,1724,St.,7112,interjection,St!,Hiss!
125,125,1725,vermist,7108,adjective,vermist,missing
126,126,1726,toon,7099,noun,toon,tone note sound
127,127,1727,vijanden,7098,noun,vijand,enemy foe adversary
128,128,1728,meegemaakt,7084,verb,meemaken,participate pass through
129,129,1729,compleet,7078,adjective,compleet,complete whole entire
130,130,1730,shirt,7070,noun,shirt,undershirt
131,131,1731,deuren,7058,noun,deur,door gate portal
132,132,1732,vertrekt,7054,verb,vertrekken,leave depart go
133,133,1733,lijden,7053,noun,lijden,suffering pain
134,134,1734,geïnteresseerd,7053,adjective,geïnteresseerd,interested one-track
135,135,1735,veroorzaakt,7053,verb,veroorzaken,cause induce provoke
136,136,1736,telefoontje,7045,noun,telefoontje,call
137,137,1737,proces,7044,noun,proces,trial lawsuit litigation
138,138,1738,tent,7039,noun,tent,tent tabernacle pavilion
139,139,1739,harder,7033,noun,harder,mullet
140,140,1740,drank,7029,noun,drank,drink beverage liquor
141,141,1741,begrafenis,7026,noun,begrafenis,funeral burial entombment
142,142,1742,achtergelaten,7020,verb,achterlaten,leave leave behind vacate
143,143,1743,gedragen,7016,verb,dragen,wear bear carry
144,144,1744,war,7014,No Google Info,No Google Info,No Google Info
145,145,1745,verstand,7008,noun,verstand,mind sense understanding
146,146,1746,stuurt,7006,verb,sturen,send steer forward
147,147,1747,snapt,7002,verb,snappen,get snap see
148,148,1748,oplossen,6997,verb,oplossen,solve resolve dissolve
149,149,1749,vaarwel,6993,noun,vaarwel,goodbye farewell bye
150,150,1750,ongelofelijk,6991,adjective,ongelofelijk,incredible
151,151,1751,video,6989,noun,video,video
152,152,1752,Adam,6979,noun,Adam,Adam
153,153,1753,kregen,6969,verb,krijgen,get receive have
154,154,1754,bevalt,6966,verb,bevallen,please
155,155,1755,hiervan,6959,adverb,hiervan,hereof
156,156,1756,vriendelijk,6957,adjective,vriendelijk,friendly kind kindly
157,157,1757,bereikt,6952,verb,bereiken,reach achieve attain
158,158,1758,Vegas,6949,No Google Info,No Google Info,No Google Info
159,159,1759,Victor,6945,noun,Victor,Victor
160,160,1760,jagen,6942,verb,jagen,hunt shoot scud
161,161,1761,wit,6942,adjective,wit,white blank
162,162,1762,heus,6933,adjective,heus,kind polite courtly
163,163,1763,neen,6932,adverb,neen,no not
164,164,1764,bieden,6932,verb,bieden,offer propose
165,165,1765,vrijdag,6923,noun,vrijdag,Friday
166,166,1766,theorie,6916,noun,theorie,theory theoretics doxy
167,167,1767,genaamd,6908,No Google Info,No Google Info,No Google Info
168,168,1768,melk,6898,noun,melk,milk
169,169,1769,uwe,6892,No Google Info,No Google Info,No Google Info
170,170,1770,dankbaar,6882,adjective,dankbaar,grateful thankful obliged
171,171,1771,vluchten,6880,verb,vluchten,flee fly hare away
172,172,1772,paarden,6879,adjective,paarden,equine
173,173,1773,sterf,6878,adjective,sterf-,mortuary
174,174,1774,blind,6874,adjective,blind,blind dummy sightless
175,175,1775,vorig,6869,adjective,vorig,last previous former
176,176,1776,koffer,6861,noun,koffer,suitcase case trunk
177,177,1777,vasthouden,6861,verb,vasthouden,hold retain detain
178,178,1778,carrière,6861,noun,carrière,career
179,179,1779,vliegveld,6857,noun,vliegveld,airport airfield aerodrome
180,180,1780,waardeer,6853,verb,waarderen,appreciate value treasure
181,181,1781,verloor,6853,verb,verliezen,lose forfeit shed
182,182,1782,goden,6852,noun,God,God Lord
183,183,1783,manieren,6849,noun,manieren,manners
184,184,1784,normale,6840,adjective,normaal,normal standard ordinary
185,185,1785,geheimen,6831,noun,geheim,secret secrecy mystery
186,186,1786,reizen,6826,noun,reizen,travel
187,187,1787,hoger,6823,adjective,hoger,higher major
188,188,1788,schoonheid,6818,noun,schoonheid,beauty fairness
189,189,1789,straf,6815,noun,straf,punishment penalty pain
190,190,1790,iedereen,6798,pronoun,iedereen,everyone anyone every
191,191,1791,minister,6797,noun,minister,minister secretary
192,192,1792,eng,6794,adjective,eng,scary narrow strait
193,193,1793,yeah,6791,No Google Info,No Google Info,No Google Info
194,194,1794,verkoop,6785,noun,verkoop,sale marketing disposal
195,195,1795,berg,6785,noun,berg,mountain mount hill
196,196,1796,hoed,6781,noun,hoed,hat bonnet billycock
197,197,1797,Alice,6777,No Google Info,No Google Info,No Google Info
198,198,1798,klant,6776,noun,klant,customer client shopper
199,199,1799,vergadering,6768,noun,vergadering,meeting assembly congress
