,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
118,118,918,tafel,16343,noun,tafel,table board meal
119,119,919,sneller,16287,adjective,sneller,hair-trigger
120,120,920,James,16285,No Google Info,No Google Info,No Google Info
121,121,921,jong,16260,adjective,jong,young infant juvenile
122,122,922,vanwege,16260,preposition,vanwege,because of on account of seeing
123,123,923,beide,16258,adjective,beide,both
124,124,924,viel,16249,verb,vallen,fall drop fall down
125,125,925,oog,16228,noun,oog,eye dot pip
126,126,926,leek,16213,noun,leek,layman secular laic
127,127,927,gestuurd,16199,verb,sturen,send steer forward
128,128,928,lijn,16148,noun,lijn,line rope score
129,129,929,grapje,16099,noun,grapje,joke wisecrack lark
130,130,930,komaan,16065,interjection,Komaan!,Now!
131,131,931,moesten,16060,verb,moesten,must
132,132,932,daarvoor,16038,adverb,daarvoor,therefor previously before that
133,133,933,onderweg,16024,adverb,onderweg,en route on the go in transit
134,134,934,lijst,16015,noun,lijst,list table frame
135,135,935,vanuit,16011,preposition,vanuit,from
136,136,936,band,15996,noun,band,band tire tape
137,137,937,gelooft,15967,verb,geloven,believe think trust
138,138,938,gemist,15941,verb,missen,miss lack spare
139,139,939,sleutel,15904,noun,sleutel,key clef damper
140,140,940,lag,15866,verb,liggen,lie be sit
141,141,941,kont,15861,noun,kont,buttocks rump prat
142,142,942,reis,15857,noun,reis,travel trip journey
143,143,943,arm,15856,noun,arm,arm wing
144,144,944,show,15845,No Google Info,No Google Info,No Google Info
145,145,945,vertelt,15838,verb,vertellen,tell relate narrate
146,146,946,groep,15822,noun,groep,group set bunch
147,147,947,belde,15820,verb,bellen,dial clang clank
148,148,948,zweer,15738,noun,zweer,ulcer abscess tumor
149,149,949,agenten,15725,noun,agent,agent policeman broker
150,150,950,eer,15715,noun,eer,honor credit kudos
151,151,951,onmogelijk,15691,adjective,onmogelijk,impossible
152,152,952,steek,15668,noun,steek,stitch sting stab
153,153,953,hel,15592,noun,hel,hell inferno hades
154,154,954,zwaar,15564,adjective,zwaar,heavy hard severe
155,155,955,tuurlijk,15444,No Google Info,No Google Info,No Google Info
156,156,956,bevel,15387,noun,bevel,order command injunction
157,157,957,jonge,15282,adjective,jong,young infant juvenile
158,158,958,kerk,15257,noun,kerk,church chapel sanctuary
159,159,959,huwelijk,15205,noun,huwelijk,wedding marriage matrimony
160,160,960,delen,15179,verb,delen,share communicate divide
161,161,961,sla,15172,noun,sla,lettuce salad
162,162,962,Amerikaanse,15170,noun,Amerikaanse,American
163,163,963,wedstrijd,15148,noun,wedstrijd,match game competition
164,164,964,maat,15142,noun,maat,size measure measurement
165,165,965,allen,15136,No Google Info,No Google Info,No Google Info
166,166,966,gebroken,15099,adjective,gebroken,prostrate lacerated out of order
167,167,967,dromen,15070,verb,dromen,dream moon have a dream about
168,168,968,direct,15048,adverb,direct,directly direct straight
169,169,969,luitenant,15007,noun,luitenant,lieutenant loot
170,170,970,planeet,14944,noun,planeet,planet
171,171,971,vooral,14885,adverb,vooral,especially particularly in particular
172,172,972,missie,14876,noun,missie,mission
173,173,973,midden,14873,noun,midden,middle midst medium
174,174,974,gezin,14868,noun,gezin,family household
175,175,975,gisteravond,14856,adverb,gisteravond,last night yesternight yester-evening
176,176,976,leiden,14837,verb,leiden,lead guide manage
177,177,977,dame,14831,noun,dame,lady gentlewoman
178,178,978,bericht,14807,noun,bericht,message report notice
179,179,979,angst,14805,noun,angst,fear anxiety anguish
180,180,980,stierf,14766,verb,sterven,die perish pass away
181,181,981,wagen,14759,noun,wagen,car carriage vehicle
182,182,982,blijkbaar,14752,adverb,blijkbaar,apparently evidently obviously
183,183,983,kapot,14720,adjective,kapot,broken damaged whacked
184,184,984,zoekt,14718,verb,zoeken,search seek quest
185,185,985,ziel,14706,noun,ziel,soul mind heart
186,186,986,positie,14676,noun,positie,position situation status
187,187,987,waarvoor,14669,adverb,waarvoor,wherefore
188,188,988,respect,14634,noun,respect,esteem
189,189,989,wet,14615,noun,wet,law act statute
190,190,990,gesprek,14615,noun,gesprek,conversation talk converse
191,191,991,verleden,14593,adjective,verleden,past last previous
192,192,992,kost,14592,noun,kost,fare meat grub
193,193,993,links,14520,adjective,links,left gauche awkward
194,194,994,witte,14506,adjective,wit,white blank
195,195,995,ring,14427,noun,ring,ring hoop circle
196,196,996,da's,14384,noun,das,tie badger necktie
197,197,997,regelen,14382,verb,regelen,arrange regulate adjust
198,198,998,computer,14377,noun,computer,computer processor
199,199,999,dronken,14373,adjective,dronken,drunk drunken intoxicated
