,Spanish,show,lemma
1070,cuántos,cuántos,cuántos
1071,espada,espada,espada
1072,estábamos,*estábamos* (estar),estar
1073,carne,carne,carne
1074,maravilloso,maravilloso,maravilloso
1075,vidas,*vidas* (vida),vida
1076,sucedió,*sucedió* (suceder),suceder
1077,oí,*oí* (oír),oír
1078,peligroso,peligroso,peligroso
1079,dirección,dirección,dirección
1080,libertad,libertad,libertad
1081,jesús,*jesús* (Jesús),Jesús
1082,ocurrió,*ocurrió* (ocurrir),ocurrir
1083,veré,*veré* (ver),ver
1084,sueños,*sueños* (sueño),sueño
1085,pudiera,*pudiera* (poder),poder
1086,detective,detective,detective
1087,sorpresa,sorpresa,sorpresa
1088,tuya,*tuya* (tuyo),tuyo
1089,pies,*pies* (pie),pie
1090,club,club,club
1091,terminado,*terminado* (terminar),terminar
1092,infierno,infierno,infierno
1093,creía,*creía* (creer),creer
1094,luna,luna,luna
1095,salvar,salvar,salvar
1096,carta,carta,carta
1097,estés,*estés* (estar),estar
1098,cielos,*cielos* (cielo),cielo
1099,teniente,teniente,teniente
1100,encuentra,*encuentra* (encontrar),encontrar
1101,veamos,*veamos* (ver),ver
1102,quise,*quise* (querer),querer
1103,escúchame,*escúchame* (escuchar),escuchar
1104,necesitan,*necesitan* (necesitar),necesitar
1105,ambos,ambos,ambos
1106,ambos,*ambos* (ambo),ambo
1107,decisión,decisión,decisión
1108,enemigo,enemigo,enemigo
1109,hicimos,*hicimos* (hacer),hacer
1110,dulce,dulce,dulce
1111,pruebas,*pruebas* (prueba),prueba
1112,pruebas,*pruebas* (probar),probar
1113,querías,*querías* (querer),querer
1114,abuelo,abuelo,abuelo
1115,totalmente,totalmente,totalmente
1116,mirando,*mirando* (mirar),mirar
1117,vayan,*vayan* (ir),ir
1118,carrera,carrera,carrera
1119,vuelo,vuelo,vuelo
1120,vuelo,*vuelo* (volar),volar
1121,ante,ante,ante
1122,bienvenido,bienvenido,bienvenido
1123,harás,*harás* (hacer),hacer
1124,encontramos,*encontramos* (encontrar),encontrar
1125,encontrado,*encontrado* (encontrar),encontrar
1126,contacto,contacto,contacto
1127,contacto,*contacto* (contactar),contactar
1128,posición,posición,posición
1129,saberlo,*saberlo* (saber),saber
1130,planeta,planeta,planeta
1131,humanos,*humanos* (humano),humano
1132,coronel,coronel,coronel
1133,junto,junto,junto
1134,junto,*junto* (juntar),juntar
1135,diría,*diría* (decir),decir
1136,ésa,*ésa* (ese),ese
1137,base,base,base
1138,base,*base* (basar),basar
1139,oír,oír,oír
1140,suelo,suelo,suelo
1141,suelo,*suelo* (soler),soler
1142,pelear,pelear,pelear
1143,ayudarte,*ayudarte* (ayudar),ayudar
1144,pistola,pistola,pistola
1145,frío,frío,frío
1146,frío,*frío* (freír),freír
1147,comandante,comandante,comandante
1148,partes,*partes* (parte),parte
1149,partes,*partes* (partir),partir
1150,llega,*llega* (llegar),llegar
1151,verás,*verás* (ver),ver
1152,sur,sur,sur
1153,iremos,*iremos* (ir),ir
1154,rato,rato,rato
1155,mar,mar,mar
1156,espacio,espacio,espacio
1157,asesinato,asesinato,asesinato
1158,ventana,ventana,ventana
1159,prisa,prisa,prisa
1160,tienda,tienda,tienda
1161,tienda,*tienda* (tender),tender
1162,cámara,cámara,cámara
1163,puedas,*puedas* (poder),poder
1164,según,según,según
1165,broma,broma,broma
1166,reunión,reunión,reunión
1167,despierta,*despierta* (despertar),despertar
1168,sacar,sacar,sacar
1169,tí,*tí* (ti),ti
1170,segunda,*segunda* (segundo),segundo
1171,papel,papel,papel
1172,locura,locura,locura
1173,departamento,departamento,departamento
1174,horrible,horrible,horrible
1175,enfermo,enfermo,enfermo
1176,pregunto,*pregunto* (preguntar),preguntar
1177,cárcel,cárcel,cárcel
1178,órdenes,*órdenes* (orden),orden
1179,intento,intento,intento
1180,intento,*intento* (intentar),intentar
1181,isla,isla,isla
1182,salida,salida,salida
1183,salida,*salida* (salir),salir
1184,llamó,*llamó* (llamar),llamar
1185,volveré,*volveré* (volver),volver
1186,usa,*usa* (usar),usar
1187,gato,gato,gato
1188,hagan,*hagan* (hacer),hacer
1189,dejes,*dejes* (dejar),dejar
1190,duele,*duele* (doler),doler
1191,vengan,*vengan* (venir),venir
1192,crimen,crimen,crimen
1193,esperaba,*esperaba* (esperar),esperar
1194,causa,causa,causa
1195,causa,*causa* (causar),causar
1196,bar,bar,bar
1197,seré,*seré* (ser),ser
1198,ocho,ocho,ocho
1199,temprano,temprano,temprano
1200,río,río,río
1201,río,*río* (reír),reír
1202,relación,relación,relación
1203,drogas,*drogas* (droga),droga
1204,luces,*luces* (luz),luz
1205,bromeando,*bromeando* (bromear),bromear
1206,ojalá,ojalá,ojalá
1207,hablamos,*hablamos* (hablar),hablar
1208,trabaja,*trabaja* (trabajar),trabajar
1209,irse,*irse* (ir),ir
1210,libros,*libros* (libro),libro
1211,radio,radio,radio
1212,vienes,*vienes* (venir),venir
1213,quedan,*quedan* (quedar),quedar
1214,excepto,excepto,excepto
1215,brazo,brazo,brazo
1216,tome,*tome* (tomar),tomar
1217,rojo,rojo,rojo
1218,conocido,conocido,conocido
1219,conocido,*conocido* (conocer),conocer
1220,universidad,universidad,universidad
1221,investigación,investigación,investigación
1222,batalla,batalla,batalla
1223,reglas,*reglas* (regla),regla
1224,cargo,cargo,cargo
1225,cargo,*cargo* (cargar),cargar
1226,hogar,hogar,hogar
1227,ninguno,ninguno,ninguno
1228,dieron,*dieron* (dar),dar
1229,vuelva,*vuelva* (volver),volver
1230,sabías,*sabías* (saber),saber
1231,respeto,respeto,respeto
1232,respeto,*respeto* (respetar),respetar
1233,estación,estación,estación
1234,corte,corte,corte
1235,corte,*corte* (cortar),cortar
1236,paciente,paciente,paciente
1237,encuentro,encuentro,encuentro
1238,encuentro,*encuentro* (encontrar),encontrar
1239,energía,energía,energía
1240,dejado,dejado,dejado
1241,dejado,*dejado* (dejar),dejar
1242,baile,baile,baile
1243,abuela,abuela,abuela
1244,caliente,caliente,caliente
1245,vieja,*vieja* (viejo),viejo
1246,viendo,*viendo* (ver),ver
1247,veremos,*veremos* (ver),ver
1248,rayos,*rayos* (rayo),rayo
1249,simple,simple,simple
