,Spanish,show,lemma
1696,asuntos,*asuntos* (asunto),asunto
1697,riesgo,riesgo,riesgo
1698,escuché,*escuché* (escuchar),escuchar
1699,lugares,*lugares* (lugar),lugar
1700,cuento,cuento,cuento
1701,cuento,*cuento* (contar),contar
1702,noticia,noticia,noticia
1703,dígame,*dígame* (decir),decir
1704,decirlo,*decirlo* (decir),decir
1705,tonterías,*tonterías* (tontería),tontería
1706,sentimientos,*sentimientos* (sentimiento),sentimiento
1707,objetivo,objetivo,objetivo
1708,pasada,pasada,pasada
1709,pasada,*pasada* (pasado),pasado
1710,pasada,*pasada* (pasar),pasar
1711,arreglar,arreglar,arreglar
1712,casado,casado,casado
1713,casado,*casado* (casar),casar
1714,bote,bote,bote
1715,bote,*bote* (botar),botar
1716,roja,*roja* (rojo),rojo
1717,leyes,*leyes* (ley),ley
1718,millón,millón,millón
1719,árbol,árbol,árbol
1720,hable,*hable* (hablar),hablar
1721,proyecto,proyecto,proyecto
1722,nervioso,nervioso,nervioso
1723,lana,lana,lana
1724,salido,*salido* (salir),salir
1725,pedazo,pedazo,pedazo
1726,malas,*malas* (malo),malo
1727,malas,*malas* (mala),mala
1728,joder,joder,joder
1729,humana,*humana* (humano),humano
1730,absolutamente,absolutamente,absolutamente
1731,evitar,evitar,evitar
1732,corriendo,*corriendo* (correr),correr
1733,bala,bala,bala
1734,vosotros,vosotros,vosotros
1735,despues,*despues* (después),después
1736,debido,debido,debido
1737,debido,*debido* (deber),deber
1738,confianza,confianza,confianza
1739,especialmente,especialmente,especialmente
1740,intenta,*intenta* (intentar),intentar
1741,pequeños,*pequeños* (pequeño),pequeño
1742,paga,paga,paga
1743,paga,*paga* (pagar),pagar
1744,ganado,ganado,ganado
1745,ganado,*ganado* (ganar),ganar
1746,ama,ama,ama
1747,ama,*ama* (amar),amar
1748,limpio,limpio,limpio
1749,limpio,*limpio* (limpiar),limpiar
