,Spanish,show,lemma
4582,ciencias,*ciencias* (ciencia),ciencia
4583,ubicación,ubicación,ubicación
4584,federales,*federales* (federal),federal
4585,tratamos,*tratamos* (tratar),tratar
4586,ofrece,*ofrece* (ofrecer),ofrecer
4587,junio,junio,junio
4588,extremadamente,extremadamente,extremadamente
4589,actuando,*actuando* (actuar),actuar
4590,traducción,traducción,traducción
4591,supiste,*supiste* (saber),saber
4592,sacarlo,*sacarlo* (sacar),sacar
4593,preparando,*preparando* (preparar),preparar
4594,letras,*letras* (letra),letra
4595,típico,típico,típico
4596,reserva,reserva,reserva
4597,reserva,*reserva* (reservar),reservar
4598,propuesta,propuesta,propuesta
4599,propuesta,*propuesta* (propuesto),propuesto
4600,propuesta,*propuesta* (proponer),proponer
4601,plataforma,plataforma,plataforma
4602,mago,mago,mago
4603,linea,linea,linea
4604,dude,*dude* (dudar),dudar
4605,busque,*busque* (buscar),buscar
4606,tabaco,tabaco,tabaco
4607,principios,*principios* (principio),principio
4608,dormida,*dormida* (dormido),dormido
4609,dormida,*dormida* (dormir),dormir
4610,costó,*costó* (costar),costar
4611,causar,causar,causar
4612,temer,temer,temer
4613,subiendo,*subiendo* (subir),subir
4614,rollo,rollo,rollo
4615,hechizo,hechizo,hechizo
4616,hechizo,*hechizo* (hechizar),hechizar
4617,gusano,gusano,gusano
4618,guau,guau,guau
4619,grupos,*grupos* (grupo),grupo
4620,discos,*discos* (disco),disco
4621,despierte,*despierte* (despertar),despertar
4622,ocurriendo,*ocurriendo* (ocurrir),ocurrir
4623,horario,horario,horario
4624,expedientes,*expedientes* (expediente),expediente
4625,envié,*envié* (enviar),enviar
4626,dibujos,*dibujos* (dibujo),dibujo
4627,concurso,concurso,concurso
4628,autopista,autopista,autopista
4629,atacó,*atacó* (atacar),atacar
4630,vendedor,vendedor,vendedor
4631,sigas,*sigas* (seguir),seguir
4632,rebeldes,*rebeldes* (rebelde),rebelde
4633,radar,radar,radar
4634,expresión,expresión,expresión
4635,escuchan,*escuchan* (escuchar),escuchar
4636,use,*use* (usar),usar
4637,resultó,*resultó* (resultar),resultar
4638,principe,*principe* (príncipe),príncipe
4639,hágalo,*hágalo* (hacer),hacer
4640,exposición,exposición,exposición
4641,demasiadas,*demasiadas* (demasiado),demasiado
4642,cuidando,*cuidando* (cuidar),cuidar
4643,aterrizaje,aterrizaje,aterrizaje
4644,apetece,*apetece* (apetecer),apetecer
4645,tomaron,*tomaron* (tomar),tomar
4646,sorprendente,sorprendente,sorprendente
4647,responda,*responda* (responder),responder
4648,olvidaste,*olvidaste* (olvidar),olvidar
4649,lobos,*lobos* (lobo),lobo
4650,echado,echado,echado
4651,echado,*echado* (echar),echar
4652,deberias,*deberias* (deber),deber
4653,cortado,cortado,cortado
4654,cortado,*cortado* (cortar),cortar
4655,citas,*citas* (cita),cita
4656,abiertos,*abiertos* (abierto),abierto
4657,abiertos,*abiertos* (abrir),abrir
4658,zapato,zapato,zapato
4659,preso,preso,preso
4660,lastimar,lastimar,lastimar
4661,explosivos,*explosivos* (explosivo),explosivo
4662,colegas,*colegas* (colega),colega
4663,supieras,*supieras* (saber),saber
4664,secretaria,secretaria,secretaria
4665,queridos,*queridos* (querido),querido
4666,queridos,*queridos* (querer),querer
4667,morirás,*morirás* (morir),morir
4668,cuero,cuero,cuero
4669,confesión,confesión,confesión
4670,círculo,círculo,círculo
4671,sabéis,*sabéis* (saber),saber
4672,química,química,química
4673,obras,*obras* (obra),obra
4674,obras,*obras* (obrar),obrar
4675,llores,*llores* (llorar),llorar
4676,juegas,*juegas* (jugar),jugar
4677,invisible,invisible,invisible
4678,fase,fase,fase
4679,esconde,*esconde* (esconder),esconder
4680,capitan,*capitan* (capitán),capitán
4681,adulto,adulto,adulto
4682,vacía,*vacía* (vacío),vacío
4683,siéntense,*siéntense* (sentar),sentar
4684,pastor,pastor,pastor
4685,llegada,llegada,llegada
4686,llegada,*llegada* (llegar),llegar
4687,gatillo,gatillo,gatillo
4688,debamos,*debamos* (deber),deber
4689,teléfonos,*teléfonos* (teléfono),teléfono
4690,saqué,*saqué* (sacar),sacar
4691,regresará,*regresará* (regresar),regresar
4692,olvidaré,*olvidaré* (olvidar),olvidar
4693,límites,*límites* (límite),límite
4694,jovencita,jovencita,jovencita
4695,dibujo,dibujo,dibujo
4696,dibujo,*dibujo* (dibujar),dibujar
4697,británico,británico,británico
4698,balboa,balboa,balboa
4699,psiquiatra,psiquiatra,psiquiatra
4700,objetos,*objetos* (objeto),objeto
4701,negociar,negociar,negociar
4702,formar,formar,formar
4703,fiel,fiel,fiel
4704,diosa,diosa,diosa
4705,descubrió,*descubrió* (descubrir),descubrir
4706,ala,ala,ala
4707,abril,abril,abril
4708,saldré,*saldré* (salir),salir
4709,mías,*mías* (mío),mío
4710,disfruta,*disfruta* (disfrutar),disfrutar
4711,atender,atender,atender
4712,tomaremos,*tomaremos* (tomar),tomar
4713,oreja,oreja,oreja
4714,necesitaremos,*necesitaremos* (necesitar),necesitar
4715,motores,*motores* (motor),motor
4716,intenciones,*intenciones* (intención),intención
4717,cumplido,cumplido,cumplido
4718,cumplido,*cumplido* (cumplir),cumplir
4719,brindis,brindis,brindis
4720,villa,villa,villa
4721,trono,trono,trono
4722,traen,*traen* (traer),traer
4723,sentados,*sentados* (sentado),sentado
4724,sentados,*sentados* (sentar),sentar
4725,samurai,samurai,samurai
4726,salía,*salía* (salir),salir
4727,raras,*raras* (raro),raro
4728,producción,producción,producción
4729,medias,*medias* (medio),medio
4730,lavar,lavar,lavar
4731,jazz,jazz,jazz
4732,extraordinario,extraordinario,extraordinario
4733,causado,causado,causado
4734,causado,*causado* (causar),causar
4735,serpientes,*serpientes* (serpiente),serpiente
4736,revisa,*revisa* (revisar),revisar
4737,quedate,*quedate* (quedar),quedar
4738,nervios,*nervios* (nervio),nervio
4739,estable,estable,estable
4740,cerdos,*cerdos* (cerdo),cerdo
4741,riesgos,*riesgos* (riesgo),riesgo
4742,pasaste,*pasaste* (pasar),pasar
4743,madres,*madres* (madre),madre
4744,instinto,instinto,instinto
4745,episodio,episodio,episodio
4746,empezaron,*empezaron* (empezar),empezar
4747,aniversario,aniversario,aniversario
4748,viera,*viera* (ver),ver
4749,viajes,*viajes* (viaje),viaje
