,Spanish,show,lemma
3837,concierto,concierto,concierto
3838,calla,*calla* (callar),callar
3839,transmisión,transmisión,transmisión
3840,mataría,*mataría* (matar),matar
3841,flor,flor,flor
3842,viejas,*viejas* (viejo),viejo
3843,trabajan,*trabajan* (trabajar),trabajar
3844,onda,onda,onda
3845,saldremos,*saldremos* (salir),salir
3846,preguntado,*preguntado* (preguntar),preguntar
3847,aliento,aliento,aliento
3848,academia,academia,academia
3849,sonar,sonar,sonar
3850,recibe,*recibe* (recibir),recibir
3851,patio,patio,patio
3852,función,función,función
3853,conduce,*conduce* (conducir),conducir
3854,pregúntale,*pregúntale* (preguntar),preguntar
3855,palo,palo,palo
3856,internacional,internacional,internacional
3857,hueso,hueso,hueso
3858,esclavos,*esclavos* (esclavo),esclavo
3859,versión,versión,versión
3860,sacrificio,sacrificio,sacrificio
3861,judíos,*judíos* (judío),judío
3862,increible,*increible* (increíble),increíble
3863,fotografía,fotografía,fotografía
3864,delicioso,delicioso,delicioso
3865,crímenes,*crímenes* (crimen),crimen
3866,zorra,zorra,zorra
3867,valle,valle,valle
3868,llevaremos,*llevaremos* (llevar),llevar
3869,lentamente,lentamente,lentamente
3870,encantada,*encantada* (encantado),encantado
3871,encantada,*encantada* (encantar),encantar
3872,arreglo,arreglo,arreglo
3873,volvería,*volvería* (volver),volver
3874,logró,*logró* (lograr),lograr
3875,romántico,romántico,romántico
3876,preocuparte,*preocuparte* (preocupar),preocupar
3877,olvido,olvido,olvido
3878,olvido,*olvido* (olvidar),olvidar
3879,fascinante,fascinante,fascinante
3880,cuadro,cuadro,cuadro
3881,creyó,*creyó* (creer),creer
3882,adultos,*adultos* (adulto),adulto
3883,wow,wow,wow
3884,sobrino,sobrino,sobrino
3885,secuencia,secuencia,secuencia
3886,lleven,*lleven* (llevar),llevar
3887,huh,huh,huh
3888,entradas,*entradas* (entrada),entrada
3889,entradas,*entradas* (entrar),entrar
3890,decirnos,*decirnos* (decir),decir
3891,resistencia,resistencia,resistencia
3892,llamarlo,*llamarlo* (llamar),llamar
3893,ayudas,*ayudas* (ayuda),ayuda
3894,ayudas,*ayudas* (ayudar),ayudar
3895,esperanzas,*esperanzas* (esperanza),esperanza
3896,disponible,disponible,disponible
3897,civil,civil,civil
3898,caos,caos,caos
3899,velas,*velas* (vela),vela
3900,tenerlo,*tenerlo* (tener),tener
3901,ponerle,*ponerle* (poner),poner
3902,muestras,*muestras* (muestra),muestra
3903,muestras,*muestras* (mostrar),mostrar
3904,lógica,lógica,lógica
3905,casualidad,casualidad,casualidad
3906,sigamos,*sigamos* (seguir),seguir
3907,rayo,rayo,rayo
3908,pato,pato,pato
3909,pagado,*pagado* (pagar),pagar
3910,pagado,pagado,pagado
3911,máscara,máscara,máscara
3912,gustado,*gustado* (gustar),gustar
3913,buscarte,*buscarte* (buscar),buscar
3914,selva,selva,selva
3915,pm,pm,pm
3916,equivoqué,*equivoqué* (equivocar),equivocar
3917,condenado,condenado,condenado
3918,condenado,*condenado* (condenar),condenar
3919,cometido,*cometido* (cometer),cometer
3920,cometido,cometido,cometido
3921,tratan,*tratan* (tratar),tratar
3922,pudimos,*pudimos* (poder),poder
3923,preguntando,*preguntando* (preguntar),preguntar
3924,tragedia,tragedia,tragedia
3925,poli,poli,poli
3926,poli,*poli* (policía),policía
3927,compañías,*compañías* (compañía),compañía
3928,charla,charla,charla
3929,charla,*charla* (charlar),charlar
3930,mete,*mete* (meter),meter
3931,malditas,*malditas* (maldito),maldito
3932,campos,*campos* (campo),campo
3933,cadáveres,*cadáveres* (cadáver),cadáver
3934,básicamente,básicamente,básicamente
3935,vamonos,*vamonos* (ir),ir
3936,trucos,*trucos* (truco),truco
3937,preparada,*preparada* (preparado),preparado
3938,preparada,*preparada* (preparar),preparar
3939,funcionará,*funcionará* (funcionar),funcionar
3940,conté,*conté* (contar),contar
3941,contando,*contando* (contar),contar
3942,construcción,construcción,construcción
3943,ciudadanos,*ciudadanos* (ciudadano),ciudadano
3944,agarrar,agarrar,agarrar
3945,infeliz,infeliz,infeliz
3946,francesa,*francesa* (francés),francés
3947,explica,*explica* (explicar),explicar
3948,decide,*decide* (decidir),decidir
3949,vende,*vende* (vender),vender
3950,rutina,rutina,rutina
3951,gustar,gustar,gustar
3952,empieces,*empieces* (empezar),empezar
3953,caída,caída,caída
3954,caída,*caída* (caído),caído
3955,caída,*caída* (caer),caer
3956,almorzar,almorzar,almorzar
3957,actividad,actividad,actividad
3958,inocentes,*inocentes* (inocente),inocente
3959,fondos,*fondos* (fondo),fondo
3960,coraje,coraje,coraje
3961,ayudando,*ayudando* (ayudar),ayudar
3962,aterrizar,aterrizar,aterrizar
3963,actuación,actuación,actuación
3964,suba,*suba* (subir),subir
3965,ayudante,ayudante,ayudante
3966,vuela,*vuela* (volar),volar
3967,vaca,vaca,vaca
3968,cirujano,cirujano,cirujano
3969,tio,*tio* (tío),tío
3970,olvídate,*olvídate* (olvidar),olvidar
3971,okay,okay,okay
3972,entregar,entregar,entregar
3973,encerrado,encerrado,encerrado
3974,encerrado,*encerrado* (encerrar),encerrar
3975,rubia,*rubia* (rubio),rubio
3976,joyas,*joyas* (joya),joya
3977,empecemos,*empecemos* (empezar),empezar
3978,amado,amado,amado
3979,amado,*amado* (amar),amar
3980,terminamos,*terminamos* (terminar),terminar
3981,romanos,*romanos* (romano),romano
3982,piedad,piedad,piedad
3983,llamarte,*llamarte* (llamar),llamar
3984,hacían,*hacían* (hacer),hacer
3985,furia,furia,furia
3986,detalle,detalle,detalle
3987,admitir,admitir,admitir
3988,tendrías,*tendrías* (tener),tener
3989,respiración,respiración,respiración
3990,prepárate,*prepárate* (preparar),preparar
3991,escribiendo,*escribiendo* (escribir),escribir
3992,confundido,confundido,confundido
3993,confundido,*confundido* (confundir),confundir
3994,vigilando,*vigilando* (vigilar),vigilar
3995,sufrimiento,sufrimiento,sufrimiento
3996,saludos,*saludos* (saludo),saludo
3997,robaste,*robaste* (robar),robar
3998,golpear,golpear,golpear
3999,garaje,garaje,garaje
