,Spanish,show,lemma
3106,salen,*salen* (salir),salir
3107,pizza,pizza,pizza
3108,recibí,*recibí* (recibir),recibir
3109,junta,junta,junta
3110,junta,*junta* (juntar),juntar
3111,criaturas,*criaturas* (criatura),criatura
3112,apareció,*apareció* (aparecer),aparecer
3113,actitud,actitud,actitud
3114,gira,gira,gira
3115,gira,*gira* (girar),girar
3116,cristal,cristal,cristal
3117,encuentran,*encuentran* (encontrar),encontrar
3118,dejarte,*dejarte* (dejar),dejar
3119,caído,caído,caído
3120,caído,*caído* (caer),caer
3121,ultima,*ultima* (último),último
3122,sensación,sensación,sensación
3123,seguido,seguido,seguido
3124,seguido,*seguido* (seguir),seguir
3125,puro,puro,puro
3126,whisky,whisky,whisky
3127,vernos,*vernos* (ver),ver
3128,pantalla,pantalla,pantalla
3129,bebida,bebida,bebida
3130,bebida,*bebida* (beber),beber
3131,estudiar,estudiar,estudiar
3132,ducha,ducha,ducha
3133,ducha,*ducha* (duchar),duchar
3134,despedido,despedido,despedido
3135,despedido,*despedido* (despedir),despedir
3136,consiguió,*consiguió* (conseguir),conseguir
3137,venía,*venía* (venir),venir
3138,pagan,*pagan* (pagar),pagar
3139,discúlpame,*discúlpame* (disculpar),disculpar
3140,artículo,artículo,artículo
3141,aparentemente,aparentemente,aparentemente
3142,ambas,*ambas* (ambos),ambos
3143,trauma,trauma,trauma
3144,pusieron,*pusieron* (poner),poner
3145,fiestas,*fiestas* (fiesta),fiesta
3146,contesta,*contesta* (contestar),contestar
3147,contenta,*contenta* (contento),contento
3148,contenta,*contenta* (contentar),contentar
3149,ambiente,ambiente,ambiente
3150,prometí,*prometí* (prometer),prometer
3151,llegando,*llegando* (llegar),llegar
3152,mostraré,*mostraré* (mostrar),mostrar
3153,deba,*deba* (deber),deber
3154,berlín,*berlín* (Berlín),Berlín
3155,nerviosa,*nerviosa* (nervioso),nervioso
3156,hallar,hallar,hallar
3157,dudas,*dudas* (duda),duda
3158,dudas,*dudas* (dudar),dudar
3159,llegan,*llegan* (llegar),llegar
3160,instrucciones,*instrucciones* (instrucción),instrucción
3161,baje,*baje* (bajar),bajar
3162,vinimos,*vinimos* (venir),venir
3163,ritmo,ritmo,ritmo
3164,quédense,*quédense* (quedar),quedar
3165,suponía,*suponía* (suponer),suponer
3166,pistas,*pistas* (pista),pista
3167,palacio,palacio,palacio
3168,encontraré,*encontraré* (encontrar),encontrar
3169,venta,venta,venta
3170,urgente,urgente,urgente
3171,tomamos,*tomamos* (tomar),tomar
3172,salí,*salí* (salir),salir
3173,cuerda,cuerda,cuerda
3174,cuerda,*cuerda* (cuerdo),cuerdo
3175,vendría,*vendría* (venir),venir
3176,pasaba,*pasaba* (pasar),pasar
3177,instante,instante,instante
3178,almas,*almas* (alma),alma
3179,suficientes,*suficientes* (suficiente),suficiente
3180,secundaria,*secundaria* (secundario),secundario
3181,saltar,saltar,saltar
3182,queria,*queria* (querer),querer
3183,quedarnos,*quedarnos* (quedar),quedar
3184,molesto,molesto,molesto
3185,molesto,*molesto* (molestar),molestar
3186,colina,colina,colina
3187,porquería,porquería,porquería
3188,sienten,*sienten* (sentir),sentir
3189,sienten,*sienten* (sentar),sentar
3190,pondrá,*pondrá* (poner),poner
3191,terroristas,*terroristas* (terrorista),terrorista
3192,empecé,*empecé* (empezar),empezar
3193,pongan,*pongan* (poner),poner
3194,moto,moto,moto
3195,opinas,*opinas* (opinar),opinar
3196,habilidad,habilidad,habilidad
3197,entren,*entren* (entrar),entrar
3198,descubierto,descubierto,descubierto
3199,descubierto,*descubierto* (descubrir),descubrir
3200,convertido,convertido,convertido
3201,convertido,*convertido* (convertir),convertir
3202,asegúrate,*asegúrate* (asegurar),asegurar
3203,quedé,*quedé* (quedar),quedar
3204,kilos,*kilos* (kilo),kilo
3205,florida,*florida* (florido),florido
3206,tomará,*tomará* (tomar),tomar
3207,sufrir,sufrir,sufrir
3208,mental,mental,mental
3209,lograr,lograr,lograr
3210,instituto,instituto,instituto
3211,serlo,*serlo* (ser),ser
3212,rapido,*rapido* (rápido),rápido
3213,plato,plato,plato
3214,llorando,*llorando* (llorar),llorar
3215,vd,*vd* (usted),usted
3216,váyase,*váyase* (ir),ir
3217,sucediendo,*sucediendo* (suceder),suceder
3218,robaron,*robaron* (robar),robar
3219,alemania,*alemania* (Alemania),Alemania
3220,bolas,*bolas* (bola),bola
3221,pasaría,*pasaría* (pasar),pasar
3222,ocurra,*ocurra* (ocurrir),ocurrir
3223,ilegal,ilegal,ilegal
3224,fresco,fresco,fresco
3225,falso,falso,falso
3226,abogados,*abogados* (abogado),abogado
3227,tómalo,*tómalo* (tomar),tomar
3228,mandó,*mandó* (mandar),mandar
3229,cuán,cuán,cuán
3230,cuales,*cuales* (cual),cual
3231,botas,*botas* (bota),bota
3232,botas,*botas* (botar),botar
3233,tiburones,*tiburones* (tiburón),tiburón
3234,grado,grado,grado
3235,deseas,*deseas* (desear),desear
3236,archivos,*archivos* (archivo),archivo
3237,adivina,*adivina* (adivinar),adivinar
3238,cruz,cruz,cruz
3239,campaña,campaña,campaña
3240,asustada,*asustada* (asustado),asustado
3241,asustada,*asustada* (asustar),asustar
3242,centavos,*centavos* (centavo),centavo
3243,vivimos,*vivimos* (vivir),vivir
3244,galletas,*galletas* (galleta),galleta
3245,frecuencia,frecuencia,frecuencia
3246,daños,*daños* (daño),daño
3247,minas,*minas* (mina),mina
3248,emociones,*emociones* (emoción),emoción
3249,dejará,*dejará* (dejar),dejar
