,Spanish,show,lemma
2376,enojado,*enojado* (enojar),enojar
2377,felicidades,*felicidades* (felicidad),felicidad
2378,desaparecido,desaparecido,desaparecido
2379,desaparecido,*desaparecido* (desaparecer),desaparecer
2380,acto,acto,acto
2381,pollo,pollo,pollo
2382,chocolate,chocolate,chocolate
2383,adonde,adonde,adonde
2384,resulta,*resulta* (resultar),resultar
2385,merece,*merece* (merecer),merecer
2386,gas,gas,gas
2387,examen,examen,examen
2388,vean,*vean* (ver),ver
2389,tonta,*tonta* (tonto),tonto
2390,importantes,*importantes* (importante),importante
2391,apuesta,apuesta,apuesta
2392,apuesta,*apuesta* (apostar),apostar
2393,directamente,directamente,directamente
2394,recuperar,recuperar,recuperar
2395,pongo,*pongo* (poner),poner
2396,llegaron,*llegaron* (llegar),llegar
2397,cobarde,cobarde,cobarde
2398,cantidad,cantidad,cantidad
2399,sucio,sucio,sucio
2400,habia,*habia* (haber),haber
2401,emperador,emperador,emperador
2402,mono,mono,mono
2403,encontraremos,*encontraremos* (encontrar),encontrar
2404,disparen,*disparen* (disparar),disparar
2405,gloria,gloria,gloria
2406,contrario,contrario,contrario
2407,socorro,socorro,socorro
2408,socorro,*socorro* (socorrer),socorrer
2409,sir,sir,sir
2410,escaleras,*escaleras* (escalera),escalera
2411,pasos,*pasos* (paso),paso
2412,nuevamente,nuevamente,nuevamente
2413,derechos,*derechos* (derecho),derecho
2414,obtener,obtener,obtener
2415,guste,*guste* (gustar),gustar
2416,búsqueda,búsqueda,búsqueda
2417,helado,helado,helado
2418,helado,*helado* (helar),helar
2419,fútbol,fútbol,fútbol
2420,sexual,sexual,sexual
2421,polvo,polvo,polvo
2422,aseguro,*aseguro* (asegurar),asegurar
2423,rostro,rostro,rostro
2424,robado,*robado* (robar),robar
2425,robado,robado,robado
2426,policia,*policia* (policía),policía
2427,empresa,empresa,empresa
2428,escuchas,*escuchas* (escuchar),escuchar
2429,pones,*pones* (poner),poner
2430,lárgate,*lárgate* (largar),largar
2431,interés,interés,interés
2432,discúlpeme,*discúlpeme* (disculpar),disculpar
2433,dejaron,*dejaron* (dejar),dejar
2434,tengamos,*tengamos* (tener),tener
2435,firma,firma,firma
2436,firma,*firma* (firmar),firmar
2437,llevaba,*llevaba* (llevar),llevar
2438,llegas,*llegas* (llegar),llegar
2439,cristo,*cristo* (Cristo),Cristo
2440,tercer,*tercer* (tercero),tercero
2441,senador,senador,senador
2442,continúa,*continúa* (continuar),continuar
2443,gracia,gracia,gracia
2444,cien,cien,cien
2445,des,*des* (dar),dar
2446,tratado,tratado,tratado
2447,tratado,*tratado* (tratar),tratar
2448,razones,*razones* (razón),razón
2449,caminando,*caminando* (caminar),caminar
2450,urgencias,*urgencias* (urgencia),urgencia
2451,u,*u* (o),o
2452,esperan,*esperan* (esperar),esperar
2453,muñeca,muñeca,muñeca
2454,firme,firme,firme
2455,firme,*firme* (firmar),firmar
2456,duerme,*duerme* (dormir),dormir
2457,ambulancia,ambulancia,ambulancia
2458,limpia,*limpia* (limpio),limpio
2459,limpia,*limpia* (limpiar),limpiar
2460,habéis,*habéis* (haber),haber
2461,flota,flota,flota
2462,flota,*flota* (flotar),flotar
2463,leyenda,leyenda,leyenda
2464,encuentre,*encuentre* (encontrar),encontrar
2465,fué,*fué* (ir),ir
2466,fué,*fué* (ser),ser
2467,romper,romper,romper
2468,muriendo,*muriendo* (morir),morir
2469,encontrarlo,*encontrarlo* (encontrar),encontrar
2470,rescate,rescate,rescate
2471,rescate,*rescate* (rescatar),rescatar
2472,quedado,*quedado* (quedar),quedar
2473,enfrente,enfrente,enfrente
2474,comienzo,comienzo,comienzo
2475,comienzo,*comienzo* (comenzar),comenzar
2476,árboles,*árboles* (árbol),árbol
2477,queso,queso,queso
2478,favorito,favorito,favorito
2479,haberme,*haberme* (haber),haber
2480,frontera,frontera,frontera
2481,creemos,*creemos* (creer),creer
2482,colega,colega,colega
2483,jueves,jueves,jueves
2484,alemanes,*alemanes* (alemán),alemán
2485,sábado,sábado,sábado
2486,limpiar,limpiar,limpiar
2487,puto,puto,puto
2488,poquito,*poquito* (poco),poco
2489,cientos,*cientos* (ciento),ciento
2490,muero,*muero* (morir),morir
2491,irak,*irak* (Irak),Irak
2492,inteligencia,inteligencia,inteligencia
2493,funcionar,funcionar,funcionar
2494,felicitaciones,*felicitaciones* (felicitación),felicitación
2495,escapó,*escapó* (escapar),escapar
2496,criatura,criatura,criatura
2497,milagro,milagro,milagro
2498,deprisa,deprisa,deprisa
2499,especiales,*especiales* (especial),especial
