,Spanish,show,lemma
4809,lanzar,lanzar,lanzar
4810,hoja,hoja,hoja
4811,conozca,*conozca* (conocer),conocer
4812,concepto,concepto,concepto
4813,colgar,colgar,colgar
4814,apunta,*apunta* (apuntar),apuntar
4815,renta,renta,renta
4816,renta,*renta* (rentar),rentar
4817,prefieres,*prefieres* (preferir),preferir
4818,pediré,*pediré* (pedir),pedir
4819,mediodía,mediodía,mediodía
4820,influencia,influencia,influencia
4821,hacernos,*hacernos* (hacer),hacer
4822,figura,figura,figura
4823,figura,*figura* (figurar),figurar
4824,ensayo,ensayo,ensayo
4825,ensayo,*ensayo* (ensayar),ensayar
4826,coordenadas,*coordenadas* (coordenada),coordenada
4827,casó,*casó* (casar),casar
4828,político,político,político
4829,países,*países* (país),país
4830,once,once,once
4831,matarlos,*matarlos* (matar),matar
4832,graduación,graduación,graduación
4833,frase,frase,frase
4834,eterna,*eterna* (eterno),eterno
4835,estarlo,*estarlo* (estar),estar
4836,descuida,*descuida* (descuidar),descuidar
4837,toalla,toalla,toalla
4838,próximos,*próximos* (próximo),próximo
4839,monedas,*monedas* (moneda),moneda
4840,mirad,*mirad* (mirar),mirar
4841,miraba,*miraba* (mirar),mirar
4842,griegos,*griegos* (griego),griego
4843,famosa,*famosa* (famoso),famoso
4844,corredor,corredor,corredor
4845,atravesar,atravesar,atravesar
4846,aguas,*aguas* (agua),agua
4847,modales,*modales* (modal),modal
4848,guerras,*guerras* (guerra),guerra
4849,eternidad,eternidad,eternidad
4850,conocerla,*conocerla* (conocer),conocer
4851,busquen,*busquen* (buscar),buscar
4852,acuerda,*acuerda* (acuerdo),acuerdo
4853,acuerda,*acuerda* (acordar),acordar
4854,sentirme,*sentirme* (sentir),sentir
4855,quema,*quema* (quemar),quemar
4856,poema,poema,poema
4857,ordenó,*ordenó* (ordenar),ordenar
4858,espiritual,espiritual,espiritual
4859,costumbre,costumbre,costumbre
4860,comencé,*comencé* (comenzar),comenzar
4861,cabra,cabra,cabra
4862,alquiler,alquiler,alquiler
4863,vencido,vencido,vencido
4864,vencido,*vencido* (vencer),vencer
4865,vela,vela,vela
4866,vela,*vela* (velar),velar
4867,trataré,*trataré* (tratar),tratar
4868,sospechosos,*sospechosos* (sospechoso),sospechoso
4869,quinto,quinto,quinto
4870,pilotos,*pilotos* (piloto),piloto
4871,perdieron,*perdieron* (perder),perder
4872,generación,generación,generación
4873,formación,formación,formación
4874,estructura,estructura,estructura
4875,concéntrate,*concéntrate* (concentrar),concentrar
4876,complejo,complejo,complejo
4877,voces,*voces* (voz),voz
4878,tragos,*tragos* (trago),trago
4879,temor,temor,temor
4880,república,república,república
4881,recursos,*recursos* (recurso),recurso
4882,presentación,presentación,presentación
4883,pirámide,pirámide,pirámide
4884,oficialmente,oficialmente,oficialmente
4885,maquillaje,maquillaje,maquillaje
4886,guardaespaldas,guardaespaldas,guardaespaldas
4887,escucharme,*escucharme* (escuchar),escuchar
4888,dejara,*dejara* (dejar),dejar
4889,contiene,*contiene* (contener),contener
4890,bendición,bendición,bendición
4891,vuestros,*vuestros* (vuestro),vuestro
4892,semejante,semejante,semejante
4893,pague,*pague* (pagar),pagar
4894,molestes,*molestes* (molestar),molestar
4895,cultura,cultura,cultura
4896,comió,*comió* (comer),comer
4897,antecedentes,*antecedentes* (antecedente),antecedente
4898,tendríamos,*tendríamos* (tener),tener
4899,representante,representante,representante
4900,prestado,prestado,prestado
4901,prestado,*prestado* (prestar),prestar
4902,posesión,posesión,posesión
4903,oir,*oir* (oír),oír
4904,nubes,*nubes* (nube),nube
4905,meterte,*meterte* (meter),meter
4906,guantes,*guantes* (guante),guante
4907,esperabas,*esperabas* (esperar),esperar
4908,enseña,*enseña* (enseñar),enseñar
4909,encontrarme,*encontrarme* (encontrar),encontrar
4910,consejos,*consejos* (consejo),consejo
4911,regreses,*regreses* (regresar),regresar
4912,preocupen,*preocupen* (preocupar),preocupar
4913,pistolas,*pistolas* (pistola),pistola
4914,gane,*gane* (ganar),ganar
4915,sos,*sos* (ser),ser
4916,niveles,*niveles* (nivel),nivel
4917,ganaste,*ganaste* (ganar),ganar
4918,considerando,*considerando* (considerar),considerar
4919,capital,capital,capital
4920,cambie,*cambie* (cambiar),cambiar
4921,ánimo,ánimo,ánimo
4922,utilizar,utilizar,utilizar
4923,lograrlo,*lograrlo* (lograr),lograr
4924,llévate,*llévate* (llevar),llevar
4925,gafas,gafas,gafas
4926,espíritus,*espíritus* (espíritu),espíritu
4927,preguntaste,*preguntaste* (preguntar),preguntar
4928,pagará,*pagará* (pagar),pagar
4929,maíz,maíz,maíz
4930,estacionamiento,estacionamiento,estacionamiento
4931,contactos,*contactos* (contacto),contacto
4932,contactos,*contactos* (contactar),contactar
4933,aguja,aguja,aguja
4934,trenes,*trenes* (tren),tren
4935,soporto,*soporto* (soportar),soportar
4936,sacaré,*sacaré* (sacar),sacar
4937,oido,*oido* (oído),oído
4938,fortaleza,fortaleza,fortaleza
4939,corea,corea,corea
4940,conversar,conversar,conversar
4941,computadoras,*computadoras* (computadora),computadora
4942,cálmese,*cálmese* (calmar),calmar
4943,volante,volante,volante
4944,sucederá,*sucederá* (suceder),suceder
4945,decías,*decías* (decir),decir
4946,data,data,data
4947,cuente,*cuente* (contar),contar
4948,civilización,civilización,civilización
4949,cabrones,*cabrones* (cabrón),cabrón
4950,arruinar,arruinar,arruinar
4951,vampiro,vampiro,vampiro
4952,tocó,*tocó* (tocar),tocar
4953,regresé,*regresé* (regresar),regresar
4954,pases,*pases* (pasar),pasar
4955,fantástica,*fantástica* (fantástico),fantástico
4956,facil,*facil* (fácil),fácil
4957,estabamos,*estabamos* (estar),estar
4958,diera,*diera* (dar),dar
4959,detenga,*detenga* (detener),detener
4960,violación,violación,violación
4961,hemorragia,hemorragia,hemorragia
4962,fianza,fianza,fianza
4963,docena,docena,docena
4964,centavo,centavo,centavo
4965,célula,célula,célula
4966,carreras,*carreras* (carrera),carrera
4967,callado,callado,callado
4968,callado,*callado* (callar),callar
4969,rodilla,rodilla,rodilla
4970,prometes,*prometes* (prometer),prometer
4971,profundamente,profundamente,profundamente
4972,posiciones,*posiciones* (posición),posición
4973,hicieras,*hicieras* (hacer),hacer
4974,furioso,furioso,furioso
4975,desperté,*desperté* (despertar),despertar
4976,comes,*comes* (comer),comer
4977,ciega,*ciega* (ciego),ciego
4978,cicatriz,cicatriz,cicatriz
4979,bebidas,*bebidas* (bebida),bebida
4980,bebidas,*bebidas* (bebido),bebido
4981,bebidas,*bebidas* (beber),beber
4982,acércate,*acércate* (acercar),acercar
4983,tiró,*tiró* (tirar),tirar
4984,policial,policial,policial
4985,pasear,pasear,pasear
4986,masa,masa,masa
4987,llegues,*llegues* (llegar),llegar
4988,global,global,global
4989,escapado,escapado,escapado
4990,escapado,*escapado* (escapar),escapar
4991,dinos,*dinos* (decir),decir
4992,cuarta,*cuarta* (cuarto),cuarto
4993,bienes,*bienes* (bien),bien
4994,aparato,aparato,aparato
4995,sostén,sostén,sostén
4996,sostén,*sostén* (sostener),sostener
4997,realizar,realizar,realizar
4998,permitiré,*permitiré* (permitir),permitir
4999,orgullosos,*orgullosos* (orgulloso),orgulloso
