,Spanish,show,lemma
2834,desearía,*desearía* (desear),desear
2835,misterio,misterio,misterio
2836,buscamos,*buscamos* (buscar),buscar
2837,aviso,aviso,aviso
2838,aviso,*aviso* (avisar),avisar
2839,almirante,almirante,almirante
2840,solución,solución,solución
2841,pequeñas,*pequeñas* (pequeño),pequeño
2842,faltan,*faltan* (faltar),faltar
2843,existen,*existen* (existir),existir
2844,combustible,combustible,combustible
2845,leído,*leído* (leer),leer
2846,tirar,tirar,tirar
2847,responder,responder,responder
2848,esfuerzo,esfuerzo,esfuerzo
2849,esfuerzo,*esfuerzo* (esforzar),esforzar
2850,vuelves,*vuelves* (volver),volver
2851,pájaro,pájaro,pájaro
2852,hermanas,*hermanas* (hermana),hermana
2853,guerrero,guerrero,guerrero
2854,esposas,esposas,esposas
2855,esposas,*esposas* (esposa),esposa
2856,coma,coma,coma
2857,coma,*coma* (comer),comer
2858,abra,*abra* (abrir),abrir
2859,abra,abra,abra
2860,traes,*traes* (traer),traer
2861,sientas,*sientas* (sentir),sentir
2862,sientas,*sientas* (sentar),sentar
2863,olvide,*olvide* (olvidar),olvidar
2864,bolsillo,bolsillo,bolsillo
2865,heridas,*heridas* (herida),herida
2866,heridas,*heridas* (herir),herir
2867,saco,saco,saco
2868,saco,*saco* (sacar),sacar
2869,gasolina,gasolina,gasolina
2870,conexión,conexión,conexión
2871,correcta,*correcta* (correcto),correcto
2872,pedazos,*pedazos* (pedazo),pedazo
2873,líneas,*líneas* (línea),línea
2874,estarías,*estarías* (estar),estar
2875,convierte,*convierte* (convertir),convertir
2876,ayudará,*ayudará* (ayudar),ayudar
2877,rumbo,rumbo,rumbo
2878,rompió,*rompió* (romper),romper
2879,muera,*muera* (morir),morir
2880,mia,*mia* (mío),mío
2881,mia,*mia* (Mia),Mia
2882,material,material,material
2883,diamantes,*diamantes* (diamante),diamante
2884,rápidamente,rápidamente,rápidamente
2885,mírate,*mírate* (mirar),mirar
2886,fecha,fecha,fecha
2887,escritorio,escritorio,escritorio
2888,digan,*digan* (decir),decir
2889,registro,registro,registro
2890,registro,*registro* (registrar),registrar
2891,maten,*maten* (matar),matar
2892,incendio,incendio,incendio
2893,deme,*deme* (dar),dar
2894,sois,*sois* (ser),ser
2895,pensamientos,*pensamientos* (pensamiento),pensamiento
2896,dímelo,*dímelo* (decir),decir
2897,comiendo,*comiendo* (comer),comer
2898,aparte,aparte,aparte
2899,asesinatos,*asesinatos* (asesinato),asesinato
2900,lección,lección,lección
2901,algun,*algun* (algún),algún
2902,abrigo,abrigo,abrigo
2903,tratamiento,tratamiento,tratamiento
2904,julio,julio,julio
2905,pene,pene,pene
2906,conejo,conejo,conejo
2907,suceder,suceder,suceder
2908,ruta,ruta,ruta
2909,ciego,ciego,ciego
2910,asqueroso,asqueroso,asqueroso
2911,súper,súper,súper
2912,prisionero,prisionero,prisionero
2913,odie,*odie* (odiar),odiar
2914,ocupada,*ocupada* (ocupado),ocupado
2915,ocupada,*ocupada* (ocupar),ocupar
2916,llevarlo,*llevarlo* (llevar),llevar
2917,empezamos,*empezamos* (empezar),empezar
2918,estuvimos,*estuvimos* (estar),estar
2919,decírselo,*decírselo* (decir),decir
2920,honesto,honesto,honesto
2921,entrevista,entrevista,entrevista
2922,antigua,*antigua* (antiguo),antiguo
2923,amante,amante,amante
2924,humo,humo,humo
2925,gustas,*gustas* (gustar),gustar
2926,condado,condado,condado
2927,conseguido,conseguido,conseguido
2928,conseguido,*conseguido* (conseguir),conseguir
2929,viajar,viajar,viajar
2930,sombra,sombra,sombra
2931,sabrá,*sabrá* (saber),saber
2932,refiere,*refiere* (referir),referir
2933,lío,lío,lío
2934,estáis,*estáis* (estar),estar
2935,entrega,entrega,entrega
2936,entrega,*entrega* (entregar),entregar
2937,drácula,*drácula* (Drácula),Drácula
2938,compartir,compartir,compartir
2939,volvamos,*volvamos* (volver),volver
2940,sonrisa,sonrisa,sonrisa
2941,sencillo,sencillo,sencillo
2942,atrapado,atrapado,atrapado
2943,atrapado,*atrapado* (atrapar),atrapar
2944,aburrido,aburrido,aburrido
2945,aburrido,*aburrido* (aburrir),aburrir
2946,pocas,*pocas* (poco),poco
2947,pensaste,*pensaste* (pensar),pensar
2948,dragón,dragón,dragón
2949,volví,*volví* (volver),volver
2950,planta,planta,planta
2951,planta,*planta* (plantar),plantar
2952,clima,clima,clima
2953,adoro,*adoro* (adorar),adorar
2954,suave,suave,suave
2955,ruso,ruso,ruso
2956,rodillas,*rodillas* (rodilla),rodilla
2957,marina,*marina* (marino),marino
2958,marina,marina,marina
2959,bolso,bolso,bolso
2960,alarma,alarma,alarma
2961,alarma,*alarma* (alarmar),alarmar
2962,vivía,*vivía* (vivir),vivir
2963,quédese,*quédese* (quedar),quedar
2964,recompensa,recompensa,recompensa
2965,recompensa,*recompensa* (recompensar),recompensar
2966,juega,*juega* (jugar),jugar
2967,cigarrillo,cigarrillo,cigarrillo
2968,autoridad,autoridad,autoridad
2969,amigas,*amigas* (amiga),amiga
2970,agujero,agujero,agujero
2971,acabe,*acabe* (acabar),acabar
2972,sacaste,*sacaste* (sacar),sacar
2973,orgullosa,*orgullosa* (orgulloso),orgulloso
2974,entendí,*entendí* (entender),entender
2975,dijera,*dijera* (decir),decir
2976,sótano,sótano,sótano
2977,paredes,*paredes* (pared),pared
2978,guapa,*guapa* (guapo),guapo
2979,iría,*iría* (ir),ir
2980,imaginar,imaginar,imaginar
2981,fiebre,fiebre,fiebre
2982,déjala,*déjala* (dejar),dejar
2983,botón,botón,botón
2984,preguntarle,*preguntarle* (preguntar),preguntar
2985,leyendo,*leyendo* (leer),leer
2986,darles,*darles* (dar),dar
2987,uniforme,uniforme,uniforme
2988,dulces,*dulces* (dulce),dulce
2989,vaso,vaso,vaso
2990,documentos,*documentos* (documento),documento
2991,ruego,*ruego* (rogar),rogar
2992,maneras,*maneras* (manera),manera
2993,invitados,*invitados* (invitado),invitado
2994,invitados,*invitados* (invitar),invitar
2995,cómodo,cómodo,cómodo
2996,ayudarnos,*ayudarnos* (ayudar),ayudar
2997,visitar,visitar,visitar
2998,vigilancia,vigilancia,vigilancia
2999,nadar,nadar,nadar
