,Spanish,Quizlet
46,*jugado* (jugar),"*played*
verb: play, gamble, play around"


47,*humilde*,"*humble*
adjective: humble, poor, low"


48,*encantó* (encantar),"*charm*
noun: charm, glamor, spell"


49,*encantará* (encantar),"*will love*
verb: love, enchant, delight"


50,*elefante*,"*elephant*
noun: elephant"


51,*echaré* (echar),"*I will throw*
verb: cast, throw, put"


52,*demostración*,"*demonstration*
noun: demonstration, show, proof"


53,*creación*,"*creation*
noun: creation, making, foundation"


54,*compañia*,"*company*
noun: company, companionship, troupe"


55,*camaradas* (camarada),"*comrades*
noun: comrade, pal, mate"


56,*bebido* (bebido beber),"*drunk*
adjective: drunk, gassed, indulged"


57,*bata* (bata batir),"*coat*
noun: coat, dressing gown, wrapper"


58,*soga*,"*rope*
noun: rope"


59,*signos* (signo),"*signs*
noun: ampersand"


60,*sentirte* (sentir),"*feel you*
"


61,*póngase* (poner),"*put on*
"


62,*perderé* (perder),"*i will lose*
verb: lose, miss, waste"


63,*pegar*,"*paste*
verb: paste, stick, glue"


64,*ondas* (onda),"*waves*
noun: waves, airwaves"


65,*mapas* (mapa),"*maps*
noun: map, chart, plat"


66,*mantenerte* (mantener),"*keep you*
"


67,*llenos* (lleno),"*full*
adjective: filled, full, packed"


68,*intentes* (intentar),"*try*
verb: try, attempt, intend"


69,*informar*,"*inform*
verb: inform, report, tell"


70,*independiente*,"*independent*
adjective: independent, self-contained, self-sufficient
noun: independent, freelance"


71,*fuéramos* (ir ser),"*we were*
verb: be, come, come of"


72,*encontrarnos* (encontrar),"*meet us*
"


73,*distintas* (distinto),"*different*
adjective: different, distinct, separate"


74,*conque*,"*with what*
conjunction: so then
adverb: so-and-so"


75,*conozcas* (conocer),"*you know*
verb: know, meet, learn"


76,*cometa* (cometa cometer),"*kite*
noun: kite, comet, box kite"


77,*acostado* (acostado acostar),"*lying down*
adjective: lying, lying down, recumbent"


78,*pentágono*,"*pentagon*
noun: pentagon"


79,*pensaría* (pensar),"*I would think*
verb: think, reflect, ponder"


80,*galería*,"*Gallery*
noun: gallery, balcony, tunnel"


81,*duermo* (dormir),"*I sleep*
verb: sleep, slumber, doze"


82,*decepcionado*,"*upset*
adjective: disappointed, jaundiced"


83,*blancas* (blanco),"*white*
adjective: white, target
noun: white, blank, target"


84,*bajó* (bajar),"*low*
adjective: low, lower, bass
adverb: low, down, lower
preposition: under, beneath, underneath
noun: bass, bottom, basso"


85,*ausencia*,"*absence*
noun: absence, lack, absentia"


86,*asistencia*,"*attendance*
noun: assistance, attendance, care"


87,*usaste* (usar),"*you used*
verb: use, wear, utilize"


88,*suma* (suma sumar),"*addition*
noun: sum, amount, addition"


89,*ogro*,"*ogre*
noun: ogre"


90,*griego*,"*Greek*
adjective: Greek, Grecian
noun: Greek, Grecian"


91,*caballería*,"*chivalry*
noun: cavalry, chivalry, horse"


92,*bondad*,"*goodness*
noun: goodness, kindness, kindliness"


93,*bolsillos* (bolsillo),"*pockets*
noun: pocket"


94,*avanzada* (avanzado avanzar),"*advanced*
noun: outpost"


95,*ancestros* (ancestro),"*ancestors*
"


96,*alturas* (altura),"*heights*
noun: height, altitude, rise"


97,*puño*,"*fist*
noun: fist, handle, hilt"


98,*otoño*,"*autumn*
noun: autumn, fall"


99,*observar*,"*notice*
verb: observe, note, watch"


