,Spanish,Quizlet
48,*tontería*,"*nuisance*
noun: foolishness, silliness, farce"


49,*reyes* (rey),"*Kings*
noun: king"


50,*americana* (americano),"*american*
adjective: American
noun: American"


51,*vuelven* (volver),"*come back*
verb: return, go back, come back"


52,*ventanas* (ventana),"*windows*
noun: window, deadlight"


53,*tiburón*,"*shark*
noun: shark"


54,*peleas* (pelea pelear),"*fights*
noun: fight, fighting, quarrel"


55,*organización*,"*organization*
noun: organization, company, establishment"


56,*ayudarla* (ayudar),"*help her*
"


57,*tuvieras* (tener),"*you had*
verb: have, keep, own"


58,*querrás* (querer),"*you will want*
verb: want, love, wish"


59,*querrá* (querer),"*will want*
verb: want, love, wish"


60,*infección*,"*infection*
noun: infection, taint"


61,*decente*,"*decent*
adjective: proper, respectable, clean"


62,*logrado* (logrado lograr),"*accomplished*
adjective: landed"


63,*jersey*,"*sweater*
noun: jersey, sweater, pullover"


64,*amar*,"*love*
verb: love"


65,*equipos* (equipo),"*equipment*
noun: hardware"


66,*canta* (cantar),"*sings*
verb: chant, jingle, sing"


67,*bebés* (bebé),"*you drink*
noun: baby, babe, nurseling"


68,*pozo*,"*well*
noun: well, pit, shaft"


69,*india* (india indio India),"*India*
noun: Indian woman"


70,*esperado* (esperar esperado),"*expected*
adjective: expected, hoped, due"


71,*enseñar*,"*teach*
verb: teach, show, train"


72,*darnos* (dar),"*give us*
"


73,*tomaste* (tomar),"*do you drink tea*
verb: take, have, drink"


74,*internet*,"*Internet*
noun: Internet, web"


75,*habilidades* (habilidad),"*skills*
noun: ability, skill, proficiency"


76,*encanto* (encanto encantar),"*charm*
noun: charm, glamor, spell"


77,*dispararon* (disparar),"*shot*
verb: shoot, fire, discharge"


78,*comprendes* (comprender),"*do you understand*
verb: understand, comprise, comprehend"


79,*áfrica* (África),"*Africa*
noun: Africa"


80,*adorable*,"*adorable*
adjective: adorable"


81,*rica* (rico),"*delicious*
"


82,*llegaremos* (llegar),"*we will arrive*
verb: get, reach, arrive"


83,*reales* (real),"*real*
adjective: real, actual, royal
noun: real"


84,*mismas* (mismo),"*same*
adjective: same, very, one"


85,*medios* (medio),"*media*
noun: wherewithal"


86,*marihuana*,"*dope*
"


87,*traidor*,"*traitor*
noun: traitor, betrayer, quisling
adjective: treacherous, traitorous, treasonable"


88,*funcione* (funcionar),"*work*
verb: work, function, run"


89,*clínica* (clínica clínico),"*clinic*
noun: clinic, medical clinic"


90,*preferiría* (preferir),"*I'd prefer*
auxiliary verb: would rather"


91,*podían* (poder),"*they could*
verb: be able to, can, may"


92,*olvidó* (olvidar),"*forgot*
noun: oblivion, forgetfulness, omission"


93,*entramos* (entrar),"*we enter*
verb: enter, get in, come in"


94,*ejercito* (ejercitar ejército),"*army*
noun: army, force, legion"


95,*división*,"*division*
noun: division, split, discord"


96,*sector*,"*sector*
noun: sector, section, quadrant"


97,*perdedor*,"*loser*
noun: loser"


98,*patrón*,"*pattern*
noun: pattern, patron, standard"


99,*encontrará* (encontrar),"*will find*
verb: find, meet, encounter"


