,Spanish,Quizlet
48,*tendrías* (tener),"*would you have*
verb: have, keep, own"


49,*respiración*,"*breathing*
noun: breathing, breath, respiration"


50,*prepárate* (preparar),"*get ready*
"


51,*escribiendo* (escribir),"*writing*
verb: write, spell, write out"


52,*confundido* (confundido confundir),"*confused*
adjective: confused, foxed, bemused"


53,*vigilando* (vigilar),"*watching*
verb: watch, guard, watch over"


54,*sufrimiento*,"*suffering*
noun: suffering, pain, misery"


55,*saludos* (saludo),"*greetings*
noun: regards, respects"


56,*robaste* (robar),"*you stole*
verb: steal, rob, draw"


57,*golpear*,"*hit*
verb: hit, strike, beat"


58,*garaje*,"*garage*
noun: garage"


59,*buscaré* (buscar),"*I will search*
verb: search, search for, look"


60,*revolución*,"*revolution*
noun: revolution, rev, turn"


61,*motel*,"*motel*
noun: motel"


62,*buscaba* (buscar),"*was looking for*
verb: search, search for, look"


63,*alianza*,"*alliance*
noun: alliance"


64,*estupidez*,"*stupidity*
noun: stupidity, foolishness, idiocy"


65,*disparado* (disparado disparar),"*fired*
adjective: discharged
noun: dischargee"


66,*sangrando* (sangrar),"*bleeding out*
verb: bleed, blood, indent"


67,*quietos* (quieto),"*still*
adjective: still, calm, quiescent"


68,*miserable*,"*miserable*
adjective: miserable, wretched, measly"


69,*ideal*,"*ideal*
adjective: ideal
noun: ideal, dream"


70,*empiezo* (empezar),"*I start*
noun: start, beginning, commencement"


71,*controla* (controlar),"*controls*
verb: control, monitor, check"


72,*prometiste* (prometer),"*you promised*
verb: promise, pledge, vow"


73,*heroína*,"*heroin*
noun: heroin, heroine"


74,*empezado* (empezar),"*started*
adjective: initiated"


75,*dámelo* (dar),"*give it to me*
"


76,*vecindario*,"*neighborhood*
noun: neighborhood, neighbourhood"


77,*empleado* (empleado emplear),"*employee*
noun: employee, clerk, help
adjective: used"


78,*conociste* (conocer),"*you met*
verb: know, meet, learn"


79,*colores* (color),"*colors*
noun: color, flush, hue"


80,*cerebral*,"*cerebral*
adjective: cerebral"


81,*plástico*,"*plastic*
adjective: plastic
noun: plastic"


82,*piano*,"*piano*
adverb: piano
noun: piano"


83,*pensamiento*,"*thought*
noun: thought, thinking, pansy"


84,*letra*,"*letter*
noun: letter, words, handwriting"


85,*empleados* (empleado emplear),"*employees*
noun: staff"


86,*dosis*,"*dose*
noun: dose, dosage, fix"


87,*dólar*,"*dollar*
noun: dollar, buck, smacker"


88,*agrada* (agradar),"*pleases*
verb: please, gratify"


89,*tocado* (tocar),"*touched*
adjective: touched
noun: headdress, cuckoo"


90,*tíos* (tío),"*uncles*
noun: uncle, guy, chap"


91,*super* (súper),"*super*
prefix: super-, over-, ultra-"


92,*rifle*,"*rifle*
noun: rifle"


93,*renunciar*,"*give up*
verb: give up, renounce, resign"


94,*incluyendo* (incluir),"*including*
verb: include, cover, incorporate"


95,*hoyo*,"*hole*
noun: hole, pit, hollow"


96,*español*,"*Spanish*
adjective: Spanish
noun: Spanish, Spaniard"


97,*acepta* (aceptar),"*you accept*
verb: accept, take, agree"


98,*rueda*,"*wheel*
noun: wheel"


99,*municiones* (munición),"*ammunition*
noun: supplies"


