,Spanish,Quizlet
52,*podrás* (poder),"*you can*
verb: be able to, can, may"


53,*nueve*,"*nine*
noun: nine, ninth
: nine"


54,*seguramente*,"*surely*
adverb: surely, safely, most probably"


55,*volverá* (volver),"*To return to*
verb: renew, recur, hark back to"


56,*majestad*,"*majesty*
noun: majesty, queenliness"


57,*llena* (lleno llenar),"*full*
adjective: filled, full, packed"


58,*caer*,"*fall*
verb: fall, drop, fall down"


59,*aeropuerto*,"*airport*
noun: airport"


60,*vayamos* (ir),"*let's go*
verb: go, be, head"


61,*acabado* (acabar),"*finish*
noun: finish
adjective: finished, complete, played-out
adverb: all over"


62,*sigo* (seguir),"*I follow*
verb: follow, continue, keep"


63,*enorme*,"*enormous*
adjective: huge, enormous, massive"


64,*área*,"*area*
noun: area"


65,*muevas* (mover),"*move*
verb: move, shift, shake"


66,*haberlo* (haber),"*have*
"


67,*dejen* (dejar),"*stop*
verb: leave, let, stop"


68,*ridículo*,"*ridiculous*
adjective: ridiculous, ridicule, ludicrous"


69,*reloj*,"*clock*
noun: clock, watch, timepiece"


70,*hagamos* (hacer),"*let's do*
verb: do, make, ask"


71,*flores* (flor),"*flowers*
noun: flower, blossom, bloom"


72,*mapa*,"*map*
noun: map, chart, plat"


73,*culpable*,"*guilty*
adjective: guilty, culpable, blameworthy
noun: culprit, offender, causer"


74,*cuentas* (cuenta contar),"*accounts*
noun: beading"


75,*pareja*,"*couple*
noun: couple, partner, pair"


76,*tomando* (tomar),"*taking*
verb: take, have, drink"


77,*laboratorio*,"*laboratory*
noun: laboratory, lab"


78,*beso* (beso besar),"*kiss*
noun: kiss, peck, osculation"


79,*empezó* (empezar),"*it started*
verb: start, begin, get"


80,*pedí* (pedir),"*I asked*
verb: ask, request, ask for"


81,*nariz*,"*nose*
noun: nose, nostril"


82,*cuestión*,"*question*
noun: question, issue, point"


83,*terminó* (terminar),"*term*
noun: term, end, word"


84,*vengo* (venir),"*come*
verb: come, come round, come through"


85,*perdona* (perdonar),"*sorry*
verb: forgive, pardon, spare"


86,*acuerdas* (acordar),"*do you remember*
verb: agree, agree on, arrange"


87,*verano*,"*summer*
noun: summer, summertime"


88,*prefiero* (preferir),"*prefer*
verb: prefer, favor, like better"


89,*peso* (peso pesar),"*weight*
noun: weight, weighing, peso"


90,*oscuridad*,"*darkness*
noun: darkness, dark, obscurity"


91,*diferentes* (diferente),"*different*
adjective: different, distinct, various"


92,*cliente*,"*customer*
noun: customer, client, patron"


93,*cuántas* (cuántos),"*how many*
"


94,*televisión*,"*television*
abbreviation: TV
noun: television"


95,*suya* (suyo),"*hers*
pronoun: his, yours, hers"


96,*prensa*,"*press*
noun: press, printing press, printing machine"


97,*vistazo*,"*glance*
noun: look, glance, browse"


98,*inmediatamente*,"*immediately*
adverb: immediately, right away, at once"


99,*solamente*,"*only*
adverb: only, just, alone"


