,Spanish,Quizlet
50,*nieve*,"*snow*
noun: snow"


51,*méxico* (México),"*Mexico*
"


52,*dias* (día),"*days*
noun: day"


53,*vergüenza*,"*shame*
noun: shame, embarrassment, disgrace"


54,*doctora*,"*doctor*
noun: female doctor"


55,*blancos* (blanco),"*white*
adjective: white, target
noun: white, blank, target"


56,*fumar*,"*smoke*
verb: smoke"


57,*llevamos* (llevar),"*we carry*
verb: carry, take, bring"


58,*Europa*,"*Europe*
noun: Europe"


59,*dudo* (dudar),"*I doubt*
interjection: I doubt it!"


60,*pastel*,"*cake*
noun: cake, pastel, pie"


61,*quedas* (quedar),"*stay*
verb: stay, remain, keep"


62,*cae* (caer),"*falls off*
verb: fall, drop, fall down"


63,*vimos* (ver),"*we saw*
verb: see, view, watch"


64,*recibido* (recibir),"*received*
adjective: received, taken
abbreviation: recd"


65,*andando* (andar),"*walking*
verb: walk, go, go around"


66,*agentes* (agente),"*agents*
noun: agent, operative, factor"


67,*fueras* (ser ir),"*you were*
verb: be, come, come of"


68,*asustado* (asustado asustar),"*scared*
adjective: frightened, afraid, startled"


69,*perdóname* (perdonar),"*forgive me*
"


70,*reino* (reino reinar),"*kingdom*
noun: kingdom, realm, empire"


71,*clave*,"*clue*
noun: key, code, clef"


72,*papeles* (papel),"*papers*
noun: papers"


73,*matando* (matar),"*killing*
verb: kill, slay, murder"


74,*efecto*,"*effect*
noun: effect, impact, result"


75,*plata*,"*silver*
noun: silver, shekels, flat silver"


76,*olvidé* (olvidar),"*forget*
verb: forget, neglect, leave"


77,*iban* (ir),"*were going*
verb: go, be, head"


78,*universo*,"*universe*
noun: universe"


79,*política*,"*policy*
noun: policy, politics, statecraft"


80,*almuerzo* (almuerzo almorzar),"*lunch*
noun: lunch, luncheon, dinner"


81,*magia*,"*Magic*
noun: magic"


82,*lluvia*,"*rain*
noun: rain, rainfall, shower"


83,*humor*,"*humor*
noun: humor, mood, spirits
adjective: humorous"


84,*autos* (auto),"*cars*
noun: car, auto"


85,*veía* (ver),"*saw*
verb: see, view, watch"


86,*tantas* (tanto),"*many*
adjective: such"


87,*respirar*,"*breathe*
verb: breathe, respire"


88,*cantar*,"*sing*
verb: chant, jingle, sing"


89,*trabajas* (trabajar),"*you work*
verb: work, job, labor"


90,*disparo*,"*Shooting*
noun: shot, shooting, firing"


91,*conversación*,"*conversation*
noun: conversation, talk, parley"


92,*olor*,"*smell*
noun: smell, odor, scent"


93,*asesinos* (asesino),"*assassins*
noun: murderer, killer, assassin
adjective: murderous, cutthroat"


94,*muchacha*,"*girl*
noun: girl, lass, gal"


95,*modelo*,"*model*
noun: model, pattern, standard"


96,*curso*,"*course*
noun: course, progress, path"


97,*canal*,"*channel*
noun: channel, canal, trough"


98,*rock*,"*rock*
adjective: rock
noun: rock"


99,*llorar*,"*cry*
verb: mourn, cry, weep"


