,Spanish,Quizlet
28,*cosas* (cosa coser),"*things*
noun: stuff, belongings

""Tengo muchas cosas que hacer hoy."" - I have a lot of things to do today."



29,*también*,"*also*
adverb: also, too, as well

""También me gusta leer libros."" - I also like to read books."



30,*antes*,"*before*
adverb: before, above, previously

Antes de salir, me aseguré de cerrar la puerta. Before leaving, I made sure to close the door."



31,*has* (haber),"*have you*
verb: have

Él ha comido. - He has eaten."



32,*ni*,"*neither*
conjunction: or, nor, neither
adverb: neither

""Ni una sola palabra."" - Not a single word."



33,*mis* (mi),"*my*


Mis padres son muy amables. - My parents are very kind."



34,*día*,"*day*
noun: day
abbreviation: d.

""Hoy es un día hermoso."" - Today is a beautiful day."



35,*estar*,"*be*
verb: be, stay, stand

""Ella está cansada."" - She is tired."



36,*estamos* (estar),"*we are*
verb: be, stay, stand

Estamos aprendiendo español. - We are learning Spanish."



37,*noche*,"*evening*
noun: night, nighttime, love

""Anoche fue una noche muy divertida."" - Last night was a very fun night."



38,*nadie*,"*nobody*
pronoun: nobody, no one, anyone

Nadie sabe la verdad. - Nobody knows the truth."



39,*otra* (otro),"*other*
interjection: Encore!

""Quiero otra cerveza, por favor."" - ""I want another beer, please."""



40,*quiere* (querer),"*wants*
verb: want, love, wish

""Él quiere ir al parque."" - He wants to go to the park."



41,*parece* (parecer),"*seems*
verb: seem, appear, look like

Parece que va a llover, It looks like it's going to rain."



42,*nosotros*,"*us*
pronoun: us, we

Nosotros somos amigos. We are friends."



43,*poco*,"*bit*
adjective: little, short, shallow
adverb: little, few, thin
noun: little, bit

""No tengo mucho tiempo, así que solo podemos hablar un poco."" - I don't have much time, so we can only talk"



44,*padre*,"*father*
noun: father, parent, sire
abbreviation: f.

""Mi padre es mi mejor amigo."" - My father is my best friend."



45,*trabajo* (trabajo trabajar),"*job*
noun: work, job, labor

""El trabajo es muy importante para mí."" - Work is very important to me."



46,*gente*,"*people*
noun: people, folk, town

""La gente está empezando a salir."" - People are starting to go out."



47,*mira* (mirar),"*look*
noun: sight, intention, watchtower

Mira, allí está mi casa. - Look, there is my house."



48,*vas* (ir),"*you go*
verb: go, be, head

""Vas a la escuela?"" - Are you going to school?"



49,*sea* (ser),"*be*
verb: be, come, come of

La ciudad está cerca del mar, el cual es un gran mar. - The city is close to the sea, which is a great sea."



50,*les*,"*them*
pronoun: them

Les presento mis saludos. - I present my greetings to them."



51,*donde*,"*where*
adverb: where, wherein, as
conjunction: where

""¿Dónde está el banco?"" - Where is the bank?"



52,*mismo*,"*same*
adjective: same, very, one

""Aprendí el mismo año que mi hermano."" - I learned the same year as my brother."



53,*hecho* (hacer hecho),"*made*
noun: fact, deed, factor
adjective: complete, taken, mature

""Él ha hecho muchas cosas buenas."" - He has done many good things."



54,*ellos*,"*they*
pronoun: them, they

Ellos comieron mucho. - They ate a lot."



55,*dijo* (decir),"*said*
verb: say, tell, speak

""Él dijo que iba a ir a la tienda"", He said he was going to the store."



56,*pasa* (pasar),"*happens*
noun: pass, raisin

""¿Qué pasa?"" - What's up?"



57,*dinero*,"*money*
noun: money

""Tengo que ahorrar dinero para mi viaje."" - I have to save money for my trip."



58,*hijo*,"*son*
noun: son, child, sonny

""Mi hijo es el amor de mi vida."" - My son is the love of my life."



59,*tal*,"*such*
adjective: such, suchlike

Tal vez mañana salgamos al parque. - Maybe we'll go to the park tomorrow."



60,*otro*,"*other*
adjective: other, another, another one
pronoun: other, another

""Ella quiere otro pastel."" - She wants another cake."



61,*hablar*,"*talk*
verb: talk, speak, chat

""Ella siempre habla con sus amigos."" - She always talks to her friends."



62,*seguro*,"*sure*
adjective: sure, safe, secure
noun: insurance, assurance, tumbler
adverb: definitely, in the bag

""Seguro que sí."" - Sure (of it)."



63,*claro*,"*clear*
adjective: clear, light, plain
noun: clearing, glade, gap

""Claro que sí"" - Of course yes."



64,*estas* (este),"*are*
adjective: these
pronoun: these

Estas enamorado? - Are you in love?"



65,*lugar*,"*place*
noun: place, site, spot

""Este lugar es hermoso."" - This place is beautiful."



66,*mundo*,"*world*
noun: world, savoir faire

""El mundo es un lugar muy grande."" - The world is a very big place."



67,*amigo*,"*friend*
noun: friend, buddy, chum
adjective: friendly

""Tú eres mi mejor amigo."" - You are my best friend."



68,*espera* (esperar espera),"*wait*
noun: wait, waiting, delay

Espero que llegues pronto. - I hope you arrive soon."



69,*mierda*,"*shit*
noun: shit, crap, bullshit

""Esta mierda es muy difícil de limpiar."" - This shit is very hard to clean."



70,*han* (haber),"*they have*
verb: have

Han pasado dos años desde que nos mudamos. - It has been two years since we moved."



71,*tus* (tu),"*your*
pronoun: your, thine

""Tus amigos son los mejores."" - ""Your friends are the best."""



72,*sabe* (saber),"*knows*
verb: know, realize, taste

""¿Él sabe cómo llegar a la estación?"" - Does he know how to get to the station?"



73,*después*,"*after*
adverb: after, then, later

Después nos iremos a casa. Afterward, we will go home."



74,*momento*,"*moment*
noun: time, moment, point
abbreviation: MO

El momento es ahora. The moment is now."



75,*desde*,"*from*
preposition: from, since, from the

Desde hace mucho tiempo, he estado esperando esto.
Translation: I've been waiting for this for a long time."



76,*fuera* (fuera ir ser),"*out*
adverb: outside, out, away

""Fuera de aquí!"" - Get out of here!"



77,*cosa* (cosa coser),"*stuff*
noun: thing, matter, object

""¿Qué cosa es eso?"" - What is that thing?"



78,*tipo*,"*guy*
noun: type, kind, sort

""Él es un tipo muy divertido."" - He is a really funny guy."



79,*mañana*,"*tomorrow*
adjective: morning
noun: morning, tomorrow
adverb: tomorrow

Mañana nos vemos en la playa. - We will see each other at the beach tomorrow."



80,*podemos* (poder),"*can*
verb: be able to, can, may

Podemos aprender un nuevo idioma juntos. We can learn a new language together."



81,*dije* (decir),"*said*
noun: pendant, trinket

Dije que me gustaría ir al cine. - I said that I would like to go to the movies."



82,*gran* (grande),"*great*
adjective: great, large, big

""Es un gran honor para mí."" - It is a great honor for me."



83,*necesito* (necesitar),"*need*


Necesito un lápiz. 
I need a pencil."



84,*estado* (estar estado),"*state*
noun: state, status, condition

""El estado de la economía es difícil de predecir."" - The state of the economy is difficult to predict."



85,*podría* (poder),"*could*
auxiliary verb: could

Podría ir al parque mañana. - I could go to the park tomorrow."



86,*acuerdo* (acordar acuerdo),"*agreement*
noun: agreement, accordance, deal

""Estamos de acuerdo con tus sugerencias."" - We agree with your suggestions."



87,*papá*,"*dad*
noun: dad, daddy, papa

""Papá siempre me lleva a la escuela en la mañana."" - Dad always takes me to school in the morning."



88,*tener*,"*have*
verb: have, keep, own

Tengo un hermano mayor. I have an older brother."



89,*dice* (decir),"*says*
verb: say, tell, speak

""Dice que está cansado."" - He says he is tired."



90,*mío*,"*mine*
pronoun: mine

""Este libro es mío."" - ""This book is mine."""



91,*crees* (creer),"*do you think*
verb: create, make, set up

""¿Crees que tengo razón?"" - Do you think I'm right?"



92,*buena* (bueno buena),"*good*
adjective: good, nice, kind

Ella es una buena persona. - She is a good person."



93,*gusta* (gustar),"*like*
verb: like, taste, love

Me gusta la música clásica. I like classical music."



94,*nuestro*,"*our*
pronoun: our

Nuestro hogar es un refugio para nosotros. - Our home is a refuge for us."



95,*nuevo*,"*new*
adjective: new, fresh, further

""Tengo un nuevo coche."" - ""I have a new car."""



96,*será* (ser),"*be*


""Será mejor que salgamos temprano."" - It will be better if we leave early."



97,*haciendo* (hacer),"*doing*
verb: do, make, ask

""Estoy haciendo mi tarea"" - I am doing my homework."



98,*días* (día),"*days*
noun: day

Los días pasan muy rápido. - The days pass by quickly."



99,*nombre*,"*name*
noun: name, noun, forename

Mi nombre es Ana. - My name is Ana."



