,Spanish,Quizlet
30,*tu*,"*you*
pronoun: your
adjective: thy

""Tu eres muy especial para mi."" - You are very special to me."



31,*aquí*,"*here*
adverb: here, hither

Aquí hay una cafetería. Here is a cafeteria."



32,*del*,"*of the*


""Ella es del equipo de tenis."" - She is from the tennis team."



33,*al*,"*to the*
preposition: to the, at the

""Al principio, no entendía la lección."" - At first, I didn't understand the lesson."



34,*como* (como comer),"*as*
adverb: as, like
conjunction: as
preposition: as, like, by way of

Como estás? - How are you?"



35,*le*,"*you*
pronoun: you, him, it

Le di un regalo a mi hermana. - I gave a gift to my sister."



36,*más*,"*further*
adjective: more, most, plus
adverb: more, most, other
noun: more, plus
suffix: most

""Más vale tarde que nunca."" - Better late than never."



37,*esto*,"*this*
pronoun: this

Esto es una sorpresa. - This is a surprise."



38,*ya*,"*already*
adverb: already, anymore, by now

Ya he terminado mi trabajo. - I have already finished my work."



39,*todo*,"*all*
adjective: all, whole, entire
adverb: all, every inch
noun: all, whole, the lot
pronoun: all, everything, all of
phrase: the whole bag of tricks

Todo el mundo está aquí. - Everyone is here."



40,*esta*,"*is*
adjective: this
pronoun: this one

""Esta es mi casa."" - This is my house."



41,*vamos* (ir),"*come on*


""Vamos a la playa!"" - Let's go to the beach!"



42,*muy*,"*very*
adverb: very, highly, too
adjective: nice

""Ella es muy simpática."" She is very friendly."



43,*hay* (haber),"*there is*
adverb: there
phrase: there are, there is
abbreviation: there's, there're

Hay muchos libros en la biblioteca. - There are many books in the library."



44,*ahora*,"*now*
adverb: now, nowadays, presently

Ahora estoy aquí, Now I am here."



45,*algo*,"*something*
adverb: something, anything, somewhat
pronoun: something, some, anything
noun: aught, trifle
abbreviation: sth.

Algo me dice que esto no va a funcionar. - Something tells me this isn't going to work."



46,*estoy* (estar),"*I'm*
auxiliary verb: am

Estoy feliz. - I am happy."



47,*tengo* (tener),"*I have*
verb: have, keep, own

Tengo hambre. - I'm hungry."



48,*nos*,"*us*
pronoun: us

Nosotros nos divertimos mucho. - We had a lot of fun."



49,*tú*,"*you*
pronoun: you, thou

Tú eres mi mejor amigo. - You are my best friend."



50,*nada*,"*nothing*
pronoun: nothing, any, none
noun: nothingness, naught, nil
adverb: not at all, not any the

No hay nada que hacer. - There is nothing to do."



51,*cuando*,"*when*
adverb: when, as, whenever
conjunction: when, as, if
preposition: at the time of, in the event of

Cuando salgo de casa, I leave the house."



52,*ha* (haber),"*ha*
verb: have

Ha sido un placer trabajar contigo - It has been a pleasure working with you."



53,*este*,"*this*
adjective: this
pronoun: this one
noun: east

""Este es mi libro favorito."" - This is my favorite book."



54,*sé* (saber),"*HE*
pronoun: oneself, self
abbreviation: o.s.

Sé que tengo que trabajar duro. - I know I have to work hard."



55,*estás* (estar),"*are*
adjective: these
pronoun: these

""¿Cómo estás?"" - ""How are you?"""



56,*así*,"*So*
adverb: so, thus, thereby

Así es la vida. - That's life."



57,*puedo* (poder),"*I can*
verb: be able to, can, may

Puedo ir al parque. - I can go to the park."



58,*cómo*,"*as*
conjunction: how

¿Cómo estás? - How are you?"



59,*quiero* (querer),"*wanna*
phrase: I want ...

Quiero un helado. - I want an ice cream."



60,*sólo*,"*only*
adverb: only, just, alone
adjective: unique
pronoun: by oneself

Sólo quiero una taza de café. - I only want one cup of coffee."



61,*soy* (ser),"*am*
auxiliary verb: am

Soy inteligente. - I am intelligent."



62,*tiene* (tener),"*has*
phrase: you have

Él tiene una mascota. - He has a pet."



63,*gracias*,"*thank you*
noun: thanks

""¡Gracias por todo!"" - Thank you for everything!"



64,*o*,"*either*
conjunction: or, either

""Olvidé mi libro en casa."" - I forgot my book at home."



65,*él*,"*he*
pronoun: he

Él es el líder del equipo.
He is the leader of the team."



66,*bueno*,"*Well*
adjective: good, nice, kind
adverb: alright
noun: goody

""Bueno, vamos a la playa."" - ""Okay, let's go to the beach."""



67,*fue* (ser ir),"*was*
verb: be, come, come of

Fue un placer conocerte. - It was a pleasure to meet you."



68,*ser*,"*be*
verb: be, come, come of
noun: being, thing

""Él es un buen amigo."" He is a good friend."



69,*hacer*,"*do*
verb: do, make, ask

Hice una tarea. - I did a task."



70,*son* (ser),"*are*
verb: be, come, come of

""Ellos son hermanos."" - They are brothers."



71,*todos* (todo),"*all*
adjective: all, every, any and every
adverb: all, all people, one and all
noun: all
pronoun: all, everyone, everybody

""Todos debemos trabajar juntos para lograr la paz."" - ""We all must work together to achieve peace."""



72,*era* (ser),"*was*
noun: era, age, eon

Era muy tímida. - She was very shy."



73,*eres* (ser),"*are*
phrase: you are

Eres muy inteligente. - You are very intelligent."



74,*vez*,"*time*
noun: time, turn, occasion

Una vez fue suficiente. - Once was enough."



75,*tienes* (tener),"*have*
phrase: you have

Tienes que estudiar para el examen. - You have to study for the exam."



76,*creo* (creer),"*believe*
verb: create, make, set up

Creo que esta es la mejor decisión. - I believe this is the best decision."



77,*ella*,"*she*
pronoun: she, her, it

Ella es muy divertida. - She is very funny."



78,*he* (haber),"*I have*
verb: have

Él es el mejor. - He is the best."



79,*ese*,"*that*
adjective: that

""Ese es mi libro."" - That is my book."



80,*voy* (ir),"*go*
verb: go, be, head

Voy a la playa. = I am going to the beach."



81,*puede* (poder),"*can*
verb: be able to, can, may

""Puede que vaya mañana."" = ""Maybe I will go tomorrow."""



82,*sabes* (saber),"*You know*
verb: know, realize, taste

""¿Sabes cómo llegar a la biblioteca?"" - Do you know how to get to the library?"



83,*hola*,"*hello*


Hola, ¡hola! - Hello, hello!"



84,*sus* (su),"*their*
pronoun: their, its, your
adjective: his

""Sus amigos son muy divertidos."" - Their friends are very fun."



85,*porque*,"*because*
conjunction: because

""Porque quiero aprender español"" - Because I want to learn Spanish."



86,*dios*,"*God*
noun: god, deity

""Dios nos bendiga"" - ""May God bless us"""



87,*quién*,"*who*
pronoun: who, whom

Quién sabe? - Who knows?"



88,*nunca*,"*never*
adverb: never, ever, ne'er

Nunca he visto una película tan interesante.

I have never seen such an interesting movie."



89,*dónde*,"*where*
adverb: where

¿Dónde está mi libro? Where is my book?"



90,*quieres* (querer),"*want*
verb: want, love, wish

""¿Quieres venir a mi casa?"" - Do you want to come to my house?"



91,*casa* (casa casar),"*home*
noun: house, home, household

""Ella vive en una casa grande."" - She lives in a big house."



92,*favor*,"*favor*
noun: favor, behalf, help

""Por favor, dame una respuesta."" - Please, give me an answer."



93,*esa* (ese),"*that*
adjective: that

Esa es la mejor opción. - That is the best option."



94,*dos*,"*two*
noun: two, couple, a couple of
: two
adjective: twain

""Dos niños corrieron al parque."" - Two children ran to the park."



95,*tan* (tanto),"*so*
adverb: so, such, that
adjective: very

""Es tan fácil!"" - It's so easy!"



96,*señor*,"*Sir*
noun: sir, lord, master
abbreviation: Mr.

""Buenos días, señor."" - Good morning, sir."



97,*tiempo*,"*time*
noun: time, weather, period

""Tengo tiempo para ayudarte."" - I have time to help you."



98,*verdad*,"*TRUE*
noun: truth, verity, sooth

""La verdad es que no lo sé."" - ""The truth is, I don't know."""



99,*estaba* (estar),"*was*
verb: be, stay, stand

Estaba trabajando en casa. - I was working at home."



