,Spanish,Quizlet
50,*presentación*,"*presentation*
noun: presentation, filing, display"


51,*pirámide*,"*pyramid*
noun: pyramid"


52,*oficialmente*,"*officially*
adverb: officially, formally"


53,*maquillaje*,"*make-up*
noun: makeup"


54,*guardaespaldas*,"*bodyguard*
noun: bodyguard, minder, goon"


55,*escucharme* (escuchar),"*listen to me*
"


56,*dejara* (dejar),"*will leave*
verb: vacate"


57,*contiene* (contener),"*contains*
verb: contain, hold, include"


58,*bendición*,"*blessing*
noun: blessing, benediction, boon"


59,*vuestros* (vuestro),"*your*
pronoun: your"


60,*semejante*,"*similar*
adjective: such, similar, like
noun: like"


61,*pague* (pagar),"*pay*
verb: pay, pay for, repay"


62,*molestes* (molestar),"*bother*
verb: disturb, bother, annoy"


63,*cultura*,"*culture*
noun: culture, education, enlightenment"


64,*comió* (comer),"*ate*
verb: eat, lunch, meal"


65,*antecedentes* (antecedente),"*background*
noun: background, record, past"


66,*tendríamos* (tener),"*we would have*
verb: have, keep, own"


67,*representante*,"*representative*
noun: representative, agent, deputy"


68,*prestado* (prestado prestar),"*borrowed*
adjective: taken"


69,*posesión*,"*possession*
noun: possession, ownership, holding"


70,*oir* (oír),"*hear*
verb: hear, listen, overhear"


71,*nubes* (nube),"*clouds*
noun: overcast"


72,*meterte* (meter),"*get into*
"


73,*guantes* (guante),"*gloves*
noun: glove, mitt"


74,*esperabas* (esperar),"*you expected*
verb: wait, expect, wait for"


75,*enseña* (enseñar),"*teaches*
verb: teach, show, train"


76,*encontrarme* (encontrar),"*find me*
"


77,*consejos* (consejo),"*tips*
noun: advice, council, counsel"


78,*regreses* (regresar),"*come back*
verb: return, go back, come back"


79,*preocupen* (preocupar),"*worry*
verb: worry, concern, trouble"


80,*pistolas* (pistola),"*pistols*
noun: gun, pistol, handgun"


81,*gane* (ganar),"*I win*
verb: win, earn, gain"


82,*sos* (ser),"*you are*
"


83,*niveles* (nivel),"*levels*
noun: level, standard, tier"


84,*ganaste* (ganar),"*Won*
verb: win, earn, gain"


85,*considerando* (considerar),"*considering*
verb: consider, regard, account"


86,*capital*,"*capital*
adjective: capital
noun: capital, principal, stock"


87,*cambie* (cambiar),"*change*
verb: change, switch, shift"


88,*ánimo*,"*cheer up*
noun: mind, encouragement, courage"


89,*utilizar*,"*use*
verb: use, utilize, harness"


90,*lograrlo* (lograr),"*achieve it*
"


91,*llévate* (llevar),"*take away*
"


92,*gafas*,"*glasses*
noun: glasses, spectacles, specs"


93,*espíritus* (espíritu),"*spirits*
noun: spirit, mind, spirits"


94,*preguntaste* (preguntar),"*Asked*
verb: ask, inquire, question"


95,*pagará* (pagar),"*pay to*
verb: pay, pay for, repay"


96,*maíz*,"*corn*
noun: corn, maize, Indian corn"


97,*estacionamiento*,"*parking lot*
noun: parking, parking lot, car park"


98,*contactos* (contacto contactar),"*contacts*
noun: contact, touch, point"


99,*aguja*,"*needle*
noun: needle, steeple, stylus"


