,Unnamed: 0,Russian,POS,Sentence
13,113,вопрос,s,"[('Между тем перед нами возникает весьма непростой вопрос.', 'In the meantime, today, we have a very simple question before us.'), ('Немаловажный вопрос - место приобретения металлочерепицы.', 'Thus, a crucial question is where to acquire these metadata.')]"
14,114,через,pr,"[('Это через стремление, через возрастающее раскрытие начинают приходить эти видения и восприятия - реализация приходит впоследствии.', 'It is through aspiration, through an increasing opening that these visions and perceptions begin to come - the realisation comes afterwards.'), ('Этого следует добиваться через местные институты и через процесс консенсуса.', 'It has to be reached through the domestic institutions and through a process of consensus.')]"
15,115,да,conj,"[('Диагностика и устранение ошибок по телефону для конкретного пользователя да да да', 'Error diagnostics and error fixing support via phone for the end user yes yes yes'), ('Ответившие «да» поднимают руку.', 'So those who are ""yes,"" raise your hand.')]"
16,116,здесь,advpro,"[('Так, ловушки расставлены вот здесь, здесь, здесь. здесь, здесь, здесь, здесь, здесь, здесь. здесь, здесь, здесь и здесь.', 'Now, the traps are set here, here, here, here, here, here, here, here, here, here, here, here and here.'), ('Видеокамеры здесь, здесь, здесь и здесь.', 'There are video cameras here, here, here and here.')]"
17,117,дом,s,"[('Первоначально дом построен архитектором для себя.', 'Originally, the architect of this house built this for himself.'), ('Дешевле построить обычный дом в пару десятков этажей.', 'It is cheaper to build a normal house in a couple of dozen stories.')]"
18,118,да,part,"[('Диагностика и устранение ошибок по телефону для конкретного пользователя да да да', 'Error diagnostics and error fixing support via phone for the end user yes yes yes'), ('Ответившие «да» поднимают руку.', 'So those who are ""yes,"" raise your hand.')]"
19,119,потому,advpro,"[('Во-первых, потому, что пока сказать мне нечего.', 'Well... because right now, I have nothing to say.'), ('Думаю, выиграли прежде всего потому, что больше хотели этого.', 'I think we won in the end simply because we wanted it more.')]"
20,120,сторона,s,"[('Есть и отрицательная сторона алюминиевых кузовов.', 'However, there is also a negative side of aluminum cans.'), ('Однако физическая сторона каждого человека контролируется психологической стороной.', 'However, the physical side of each human is controlled by the psychological side.')]"
21,121,какой-то,apro,"[('Баланс неизменно предусматривал взаимное признание какой-то формы сфер влияния.', 'A balance inevitably envisaged a mutual recognition of spheres of influence in one form or another.'), ('Нельзя ставить какой-то турнир выше другого.', ""You can't put one match on top of another one."")]"
22,122,думать,v,"[('Нельзя думать о прекрасных пространствах среди тумана благополучия.', 'One cannot think of beautiful expanses in the midst of a fog of contentment.'), ('Рано ещё думать о сохранении правительства.', ""I think it's too soon for a continuity of government."")]"
23,123,сделать,v,"[('Но оно искренне пыталось это сделать.', 'At any rate, he had sincerely tried to do that.'), ('Это разрешается и желательно сделать до конца жизни.', 'This is permitted and even desirable to do until the end of his life.')]"
24,124,страна,s,"[('Узбекистан - страна исторического и культурного туризма.', 'Uzbekistan is, first of all, the country of historical and cultural tourism.'), ('Во-вторых, страна известна низким уровнем бюрократизации госпроцессов.', 'Secondly, the country is known for the low level of bureaucratization of state processes.')]"
25,125,жить,v,"[('Достаточно выразить желание жить в шариатском государстве.', ""It's enough to express the desire to live in a sharia state.""), ('Иногда мне удавалось отстраниться и жить своей жизнью.', 'Some days I was able to shut it all out and live my life.')]"
26,126,чем,conj,"[('Часто статусу придавалось большее значение, чем способностям.', 'It was often the case that status was treated as more important than ability.'), ('Неблагодарных легче найти, чем благодарных.', 'It seems as though it were easier to be ungrateful than grateful.')]"
27,127,мир,s,"[('Собаки и люди видят мир по-разному.', 'Dogs and human beings view the world in a very different way.'), ('Он позволяет читателю взглянуть на мир глазами летчика.', 'It will enable guests to experience the world through the eyes of a pilot.')]"
28,128,об,pr,"[('Упоминая об изменении климата, исследователи говорят об избирательности этого обстоятельства.', 'Mentioning about climate change, the researchers say about the selectivity of this fact.'), ('Важно получить информацию об этих исходах, чтобы ставить соответствующие вопросы об эффективности технологии.', ""It is important to know about these outcomes in order to ask the relevant questions about the technology's effectiveness."")]"
29,129,последний,a,"[('Давай проверим этот последний домик и пойдем назад.', ""Let's just check out this last cabin, then we'll head back.""), ('А последний вздох испускать будет беднейший.', 'And at last breath, I shall be one of the poorest.')]"
30,130,случай,s,"[('Рассмотрим конкретный случай применения этих принципов.', ""Let's look at a specific case and apply those principles.""), ('В этом примере рассмотрен простейший случай сложения амплитуд.', 'In this example, the simplest case of the addition of amplitudes was considered.')]"
31,131,голова,s,"[('Поэтому моя голова слегка наклонена вправо.', ""That's why my head is slightly tilted to the right.""), ('Когда голова сделана из взрывчатки, тогда возможно.', ""If the person's head was made out of explosives, it's possible."")]"
32,132,более,adv,"[('Новые риски стали более сложными, более неопределенными и потенциально экспоненциально более косвенными.', 'Increasingly, however, the new risks coming into focus are more complex, more uncertain and potentially exponentially more consequential.'), ('Вы способны более реалистично, более трезво, более эффективно и более сострадательно взаимодействовать с миром.', 'You are becoming able to engage with the world more realistically, more soberly, more effectively and more compassionately.')]"
33,133,делать,v,"[('Придётся изменять диаметр ствола и делать ряд других незаконных манипуляций.', ""We'll have to change the diameter of the trunk and do a number of other illegal manipulations.""), ('Выбор конкретного метода очищения не стоит делать самостоятельно.', 'The choice of a particular method of cleansing should not do on their own.')]"
34,134,что-то,spro,"[('Французы постоянно что-то требуют и чем-то недовольны.', 'French people: always dissatisfied and in need of something to complain about.'), ('Каждый пять лет происходит что-то новенькое.', 'In the last five years there is something new every day.')]"
35,135,смотреть,v,"[('Не хочешь смотреть какую-то передачу - переключи канал.', 'If you don? t want to watch a show, change the channel.'), ('Подними руку и твои дружки будут смотреть бейсбол.', 'Just raise your hand up, and your buddies can watch the baseball game on...')]"
36,136,ребенок,s,"[('Только так ребенок сможет научиться чему-либо.', 'Only then, will the child be interested in learning anything.'), ('Каждый ребенок уникален и развивается соответственно своему индивидуальному графику.', 'Each child is unique, and thus, develops according to his or her own schedule.')]"
37,137,просто,part,"[('Нас просто лишили возможности воспользоваться нашим конституционным правом .', 'The problem is we just have not been given the power to exercise those constitutional rights.'), ('Я окончательно успокоилась и просто наслаждалась беременностью.', 'Thereafter, I really calmed down and just enjoyed the remainder of my pregnancy.')]"
38,138,конечно,adv,"[('Плюс, конечно, энергетическая составляющая.', ""In addition, of course, there's also energy component.""), ('Если конечно опять не вмешается политика.', 'That is, of course, unless politics get in the way again.')]"
39,139,сила,s,"[('Подлинная, внутренняя сила языка скорее подрывает власть.', 'The genuine, inner power of language is rather to undermine this other kind of power.'), ('Безжалостная сила ветров обеспечивает постоянное изменение внешнего вида пустыни.', 'The relentless power of the wind ensures that the face of a desert is continually changing.')]"
40,140,российский,a,"[('Поэтому производители просто покидают российский рынок.', 'Also, the manufacturer is gradually turning away from the Russian market.'), ('При этом проект для строительства будет использоваться российский.', 'At the same time, the project for construction will be used by the Russian.')]"
41,141,конец,s,"[('Начало и конец стрелки прорисовать сложно.', ""The spiral's beginning and end are hard to call out.""), ('С одного конца маятника другой конец кажется особенно далёким.', ""From one end of a pendulum's swing, the other end seems especially far away."")]"
42,142,перед,pr,"[('Между тем перед нами возникает весьма непростой вопрос.', 'In the meantime, today, we have a very simple question before us.'), ('Следует проверять эти методы перед использованием.', 'For these reasons, this method should be tested before use.')]"
43,143,несколько,num,"[('Доказательства лечения наркомании бутиратом несколько противоречивы.', 'The evidence for treating drug addiction with butyrate is somewhat conflicting.'), ('С общественным транспортом ситуация несколько лучше.', 'In public transport, things look a little better by now.')]"
44,144,вид,s,"[('В случае неясного диагноза вначале требуется определить вид камней.', 'In the case of an unclear diagnosis, it is first necessary to determine the type of stones.'), ('Граждане свободно могут выбирать вид занятости.', 'The people are free to choose the type of employment they enter.')]"
45,145,система,s,"[('После соединения всех элементов система запускается в эксплуатацию.', 'Once all the components have been successfully installed, the system is put into operation.'), ('В области практически отсутствует система мониторинга геологических процессов.', 'On the other hand, we have no system of monitoring of geological processes.')]"
46,146,всегда,advpro,"[('Ведь такое помещение всегда отличалось высоким уровнем влажности.', 'After all, such a room was always characterized by a high level of humidity.'), ('Нужно всегда проверять состояние транспортного средства.', 'You always need to check on the state of the car.')]"
47,147,работать,v,"[('По таким гражданам придется работать отдельно.', 'Over this partner, of course, will have to work separately.'), ('После интенсивной тренировки вы вновь готовы эффективно работать.', 'When you have a recharged mind, you are ready to work efficiently again.')]"
48,148,между,pr,"[('Наиболее вероятной причиной этого будет конфликт между разделением между домом или финансами.', 'The most likely reason for this will be a conflict between house sharing or finance.'), ('Однако они могут привести к преувеличенному восприятию различий между гендерами и породить конфликты между их представителями.', 'However, they can lead to an exaggerated perception of the differences between genders and generate conflicts between their representatives.')]"
49,149,три,num,"[('Всего три журналиста оказались свидетелями происходившего.', 'There are only three people who are witnesses of this event.'), ('Для простоты предложим три варианта ответа.', 'To this, I would humbly submit three lines of response.')]"
50,150,нет,part,"[('Если нет раковых клеток в организме, нет бета-глюкозидазы.', 'If there is no cancer in the body, there is no beta-glucosidase enzyme.'), ('Поскольку нет посредников, нет вопроса комиссии.', 'As there are no intermediaries there is no question of commission.')]"
51,151,понять,v,"[('Чтобы понять сложность проблемы, стоит вспомнить недавнюю историю.', 'To understand the complexity of the problem it is necessary to go back to recent history.'), ('Это поможет им понять необходимость изменений.', 'You may need to help them understand the need to change.')]"
52,152,пойти,v,"[('Просто хотел предупредить и пойти спать.', 'I just want to tell everyone and go home and sleep.'), ('Мне нужно пойти проверить других пассажиров.', 'Okay, so I need to go check on some other passengers.')]"
53,153,часть,s,"[('Вторая часть полностью посвящена анализу российского рынка.', 'The second part is completely dedicated to the analysis of the Russian market.'), ('Иногда есть часть 1, часть 2, часть 3.', ""Sometimes there's a part 1, part 2, part 3."")]"
54,154,спросить,v,"[('Вы должны спросить брата или комиссара.', ""You'd have to ask your brother or the police chief.""), ('А теперь довольно сложно кого-то спросить.', ""And it's kind of hard to ask anyone right now."")]"
55,155,город,s,"[('Москва старинный и современный город одновременно.', ""It's an old and modern city at the same time.""), ('Этот город считается мировой столицей культуры и искусства.', 'The city is considered as one of the world centers of culture and art.')]"
56,156,дать,v,"[('Такой вердикт невозможно с уверенностью дать вскоре после авиакатастрофы.', 'It is impossible to give such a verdict with certainty shortly after the occurrence of a plane crash.'), ('Невозможно дать атомную бомбу жителям первобытного племени.', 'It is impossible to give an atomic bomb to the residents of an ancient tribe.')]"
57,157,также,adv,"[('Будут также технические выставки от различных поставщиков электрооборудования, которые также являются основными спонсорами мероприятия.', 'There will be also technical exhibits from different electrical suppliers who are also the major sponsors of the event.'), ('Стоит также отметить, что эти модели иностранной собственности также имеют последствия для изучения внутреннего неравенства.', 'It is also worth noting that these patterns of foreign ownership also have consequences for the study of domestic inequality.')]"
58,158,никто,spro,"[('Как представитель промышленности он как никто знает проблемы производственников.', 'As a representative of industry, he, like no one, knows the problems of manufacturers.'), ('Не важно, ведь никто несовершенен.', ""Well, it doesn't matter, because no one is perfect."")]"
59,159,понимать,v,"[('Это позволяет нам лучше понимать нужды конечного потребителя.', 'This helps you to understand the expectations from end users in a better way.'), ('Проводник стал способен понимать метаданные многих типов файлов.', 'Explorer gained the ability to understand the metadata of a number of types of files.')]"
60,160,получить,v,"[('Такое чувство трудно получить иным способом.', 'This kind of feeling is hard to get in any other way.'), ('Вечером есть шанс получить небольшой доход из неожиданного источника.', 'In the evening there is a chance to get a small income from an unexpected source.')]"
61,161,отношение,s,"[('Все сотрудники должны иметь приемлемое отношение.', 'There should be an acceptable attitude on the part of all staff.'), ('Отображает отношение респондентов к определенно заданным областям изображения.', 'Visualize the attitude of respondents related to the definitely given areas of the image.')]"
62,162,лишь,part,"[('Исключения допускаются лишь с согласия центрального управления.', 'Exceptions are permitted only with the consent of the central board of management.'), ('Но это лишь часть правильного ответа.', ""But to me that's only one part of a correct answer."")]"
63,163,второй,anum,"[('Конкурс девочка выигрывает второй год подряд.', ""She also won the girls' competition for the second successive year.""), ('Все прыжки она выполняет во второй половине программы.', 'Forbid doing all jumps in the second half of the program, for example.')]"
64,164,именно,part,"[('Но в данном случае именно любопытство оказалось движущей силой.', 'But in all of these cases, it was passionate curiosity that was the driving factor.'), ('Однако именно французы сумели установить контроль над этим архипелагом.', 'However, it was the French, who managed to establish their control over this archipelago.')]"
65,165,ваш,apro,"[('Злоумышленникам практически невозможно будет узнать ваш номер телефона.', 'At no point is it possible for other callers to know your phone number.'), ('При покупке местной сим-карты нужен ваш паспорт.', 'To purchase a local sim card, you will need to present your passport.')]"
66,166,хотя,conj,"[('Это несомненно, хотя текст договора неизвестен.', 'That is beyond doubt, although the text of the treaty is unknown.'), ('Сегодня работа спасателя хорошо оплачивается, хотя профессиональным требованиям соответствовать непросто.', 'Today, the work of a lifeguard is well paid, although it is not easy to meet the professional requirements.')]"
67,167,ни,conj,"[('Его нельзя назвать ни этническим, ни общинным восстанием, ни мятежом, ни партизанской войной.', 'It can be termed neither an ethnic or communal insurrection, nor an insurgency or guerrilla warfare.'), ('Без этого невозможны ни полноценное проведение операций по поддержанию мира, ни постконфликтная реконструкция экономики, ни эффективное оказание гуманитарной помощи, ни возвращение беженцев.', 'Without them, neither fully-fledged United Nations peace-keeping operations nor post-conflict economic reconstruction, nor efficient humanitarian assistance, nor a return of refugees, is possible.')]"
68,168,сидеть,v,"[('Мне незачем сидеть, выслушивая очередную ересь.', 'I do not need to sit and listen to another parable, woman.'), ('Прежде всего надо правильно сидеть за столом.', 'So, first of all, you should sit correctly at the table.')]"
69,169,над,pr,"[('Наука первой дала человеку ощущение господства над средой и, следовательно, над будущим.', 'Science first gave man a sense of mastery over his environment, and hence over the future.'), ('Победу добра над злом, света над тьмой символизирует этот религиозный праздник.', 'The victory of good over evil and light over darkness, is symbolized by this festival.')]"
70,170,женщина,s,"[('На первый взгляд она обыкновенная женщина.', 'She appears, at first, to be an ordinary woman.'), ('64-летняя женщина пришла к стоматологу для удаления зуба.', ""A 30-year-old woman went to the dentist's office to have a tooth removed."")]"
71,171,оказаться,v,"[('Слишком низкое предложение не заинтересует продавца и может оказаться непродуктивным.', 'Too low an offer will not engage the interest of the seller, and might prove counter productive.'), ('На момент прочтения данные могут оказаться устаревшими.', 'At the time of interpretation of the research results, the data may become outdated.')]"
72,172,русский,a,"[('Потому что предателей русский народ не прощает.', 'Because of that, and the betrayal of the Russian power does not forgive.'), ('Любой русский может нас подстрелить с тысячи метров.', 'Every Russian can see us from a thousand meters away and shoot us like dogs.')]"
73,173,один,anum,"[('Вероятность ошибки оценивалась один к миллиону.', 'The probability of making mistakes is estimated to be one in a million.'), ('Обычно один цвет доминирующий, основной.', 'For most people, one color is dominant, or primary.')]"
74,174,взять,v,"[('Я собираюсь взять серьезный курс фотографии.', 'Well, I would like to take a serious photography course.'), ('Тогда мне лучше взять свои слова обратно.', ""Well, I suppose I'd better take back everything I just said."")]"
75,175,прийти,v,"[('Это мотивировало обе стороны прийти к быстрому соглашению.', 'That would put too much pressure on both sides to come to a quick agreement.'), ('Нужно прийти на собеседование немного раньше назначенного времени.', 'You need to come to the office a little earlier than the appointed time.')]"
76,176,являться,v,"[('При оценке диаметра 290 км может являться крупнейшим кентавром.', 'With an estimated diameter of approximately 290 kilometers, it would be one of the largest centaurs.'), ('Это лицо необязательно должно являться членом семьи.', 'That person does not necessarily have to be a member of the family.')]"
77,177,деньги,s,"[('Девушка страдала наркоманией и искала способ заработать деньги.', 'Her husband had died and she was looking for a way to make money.'), ('Компания не планирует просить деньги у правительства.', ""He's not planning to ask for any money from the state government."")]"
78,178,почему,advpro,"[('Давайте выясним, почему происходит столь необычное явление.', ""They'd have no clue as to why such an unusual phenomenon is happening.""), ('Сообщить, почему отсутствует возможность отработать положенное время.', ""Tell them why it's not possible to complete the task in the allotted time frame."")]"
79,179,вдруг,adv,"[('Мама вдруг начинает выбрасывать из гнезда все игрушки.', 'Their mother suddenly begins to throw all of their toys out of the nest.'), ('Потом вдруг слышишь в ночи звук приближающейся коляски.', 'And then suddenly, at night, you hear the sound of an approaching carriage.')]"
80,180,любить,v,"[('Это как пытаться объяснить важность чтения или потребность любить.', ""It's like trying to explain the importance of reading, or the need to love.""), ('Путин отвечал народной потребности хоть немного любить власть.', ""Putin matched the people's need to love the leadership at least a bit."")]"
81,181,стоить,v,"[('Освоение этого интересного города непременно стоить начать летом.', 'The development of this interesting town is sure to cost to start the summer.'), ('Это будет стоить мне пол-миллиона долларов.', ""That's going to cost me a half a million dollars."")]"
82,182,почти,adv,"[('Конечная цель почти любой маркетинговой программы является доход.', 'Obviously, the main goal behind almost any marketing effort is to generate revenue.'), ('Это приспособление делает почти невозможным открытие капсулы.', 'The seal will make it almost impossible for a capsule to be taken apart.')]"
83,183,земля,s,"[('Если они победят, вся земля будет уничтожена.', 'If they fail, they whole earth will be destroyed.'), ('«Антарктика это континент, то есть земля.', 'Antarctica is a continent; the Antarctic is a region on earth.')]"
84,184,общий,a,"[('Однако вырос общий долг федерального правительства.', 'However, it has increased the total debt of the Federal government.'), ('Значение имеет и общий размер долга.', 'The amount of total debt is also important.')]"
85,185,ведь,part,"[('Не важно, ведь никто несовершенен.', ""Well, it doesn't matter, because no one is perfect.""), ('Вполне возможно, ведь песня зажигательная.', 'Or, it could just be because the song is fire.')]"
86,186,машина,s,"[('Моя машина слишком легко открывается без ключей.', 'Apparently, my car is nigh unto impossible to unlock without a key.'), ('Однако почти серийная машина обнаружена впервые.', 'However, almost a serial car is revealed for the first time.')]"
87,187,однако,conj,"[('Среди недостатков нет каких-либо качеств, однако стоит отметить прозрачность материала.', 'Among the disadvantages there are no any qualities; however, it is worth noting the transparency of this material.'), ('Существовали, однако некоторые пределы власти диктатора.', 'There were, however, a few limits to the power of the dictator.')]"
88,188,сразу,adv,"[('Симптоматика возникает сразу или через несколько минут.', 'In this type, the symptoms occur immediately or within a few minutes.'), ('После приготовления такой коктейль нужно съесть сразу.', 'As soon as you prepare a cocktail, it should be drunk immediately.')]"
89,189,хорошо,adv,"[('Подобные оправы не ломаются и хорошо сохраняют форму.', 'The fact is that such materials do not crumple and keep the form well.'), ('Желательно узнать, насколько хорошо развита местная инфраструктура.', 'It does seem to be a question of how well organised local authorities are.')]"
90,190,вода,s,"[('Вначале вода должна быть комфортной температуры.', 'At the beginning, the water should be at a comfortable temperature.'), ('Во многих районах планеты вода непригодна для питья.', 'In many parts of the world, water is not safe enough to drink.')]"
91,191,отец,s,"[('Мой отец был браконьером долгое время.', 'My father has been a poacher for quite a long time.'), ('Твой отец учил меня быть мужчиной.', 'Your father, he taught me how to be a man.')]"
92,192,высокий,a,"[('В сельской местности сохраняется довольно высокий естественный прирост населения.', 'There is still quite a high rate of natural increase in the population in the countryside.'), ('От первоначального здания предположительно сохранились части стен четверика и высокий подклет.', ""It is supposed that some parts of the quadrangle's walls and a high basement of the original building have survived."")]"
93,193,остаться,v,"[('Бразилец вынужден остаться в распоряжении клуба.', 'The financial ones would still have to stay with the club.'), ('Если хочешь, можешь остаться здесь.', 'If you like, you can stay here, with me.')]"
94,194,выйти,v,"[('Единственным способом выйти из сложившейся ситуации был смех.', 'The only response I could get out of myself at that moment was laughter.'), ('Хорошо выйти ненадолго, наслаждайся игрой.', ""It's good to get out for a bit, enjoy the game."")]"
95,195,много,num,"[('Впереди еще много интересного, много других городов.', 'There are many interesting events in the future, many other cities.'), ('Вы прошли через много, много циклов освобождения.', ""And, we know you've gone through many cycles of releasing."")]"
96,196,проблема,s,"[('Эта проблема решается созданием вертикального сада.', 'This problem has been solved with the invention of the vertical garden.'), ('Самое страшное, что эта проблема коснулась даже несовершеннолетних.', ""However, it's a sad thing when even the minors are affected of this problem."")]"
97,197,начать,v,"[('Правительство страны решило начать уничтожение морских животных.', 'The government of the country decided to start the destruction of marine animals.'), ('Рекомендую начать с полного обследования на рак...', 'I recommend we start with a full cancer work-up, starting with the...')]"
98,198,хороший,a,"[('Каждый хороший урожай начинается с правильного проращивания.', 'But for every good yield, it all starts with the right way of germination.'), ('Иногда хороший домашний уход помогает поддерживать качество жизни раненой собаки.', 'Sometimes, good nursing care at home can help maintain the quality of life for the injured dog.')]"
99,199,час,s,"[('Родилась 29/11/1835 в час огненной крысы.', 'She was born on 29/11/1835 at the hour of fire rat.'), ('Нет, думаю поработать дополнительный час.', ""No, I thought I'd put in an extra hour."")]"
