,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
79,79,3479,periode,2903,noun,periode,period time term
80,80,3480,inpakken,2901,verb,inpakken,pack pack up wrap
81,81,3481,temperatuur,2900,noun,temperatuur,temperature temperament
82,82,3482,verplicht,2898,adjective,verplicht,required mandatory compulsory
83,83,3483,uitslag,2897,noun,uitslag,result rash outcome
84,84,3484,frisse,2896,adjective,fris,fresh cool brisk
85,85,3485,langskomen,2893,verb,langskomen,turn in
86,86,3486,plastic,2893,noun,plastic,plastic polystyrene
87,87,3487,verspreid,2892,adjective,verspreid,diffuse sparse straggling
88,88,3488,goedkoop,2892,adjective,goedkoop,cheap inexpensive facile
89,89,3489,tweeling,2891,noun,tweeling,twin
90,90,3490,sectie,2890,noun,sectie,section dissection squad
91,91,3491,procedure,2889,noun,procedure,procedure
92,92,3492,duw,2888,noun,duw,push shove poke
93,93,3493,actief,2883,adjective,actief,active energetic energetical
94,94,3494,boze,2882,noun,boze,devil
95,95,3495,jasje,2882,noun,jasje,jacket
96,96,3496,ongelukkig,2880,adjective,ongelukkig,unhappy unfortunate unlucky
97,97,3497,koelkast,2880,noun,koelkast,refrigerator
98,98,3498,infectie,2880,noun,infectie,infection sepsis
99,99,3499,behouden,2879,verb,behouden,retain keep preserve
100,100,3500,profiel,2879,noun,profiel,profile section side view
101,101,3501,schulden,2879,noun,schuld,debt fault blame
102,102,3502,aandelen,2878,noun,aandeel,share part portion
103,103,3503,riep,2877,verb,roepen,call cry shout
104,104,3504,riem,2876,noun,riem,belt strap leash
105,105,3505,echo,2876,noun,echo,echo blip
106,106,3506,huil,2876,verb,huilen,cry weep howl
107,107,3507,schreeuw,2875,noun,schreeuw,scream cry shout
108,108,3508,logboek,2873,noun,logboek,log logbook
109,109,3509,laarzen,2870,noun,laarzen,boots
110,110,3510,glazen,2869,adjective,glazen,glass
111,111,3511,schamen,2869,No Google Info,No Google Info,No Google Info
112,112,3512,tof,2867,adjective,tof,great topping
113,113,3513,favoriet,2865,noun,favoriet,favorite favourite
114,114,3514,apart,2864,adjective,apart,separate special distinct
115,115,3515,gijzelaars,2864,noun,gijzelaar,hostage
116,116,3516,gefaald,2863,verb,falen,fail default miss
117,117,3517,Victoria,2863,noun,Victoria,Victoria
118,118,3518,emotioneel,2862,adjective,emotioneel,affective touching hot-blooded
119,119,3519,kwijtgeraakt,2861,verb,kwijtraken,lose get rid of
120,120,3520,motief,2861,noun,motief,motif motive incentive
121,121,3521,militair,2860,adjective,militair,military service
122,122,3522,Curtis,2860,No Google Info,No Google Info,No Google Info
123,123,3523,voorbereiden,2858,verb,voorbereiden,prepare prime make ready
124,124,3524,schuur,2858,noun,schuur,barn shed shack
125,125,3525,portemonnee,2857,noun,portemonnee,wallet purse kitty
126,126,3526,wiskunde,2857,noun,wiskunde,mathematics maths
127,127,3527,snoep,2857,noun,snoep,candy delicacy tidbit
128,128,3528,stevig,2856,adverb,stevig,firmly firm fast
129,129,3529,privacy,2853,No Google Info,No Google Info,No Google Info
130,130,3530,service,2853,noun,service,service
131,131,3531,accepteer,2853,verb,accepteren,accept take receive
132,132,3532,populair,2851,adjective,populair,popular pop
133,133,3533,koninklijke,2848,adjective,koninklijk,royal regal kingly
134,134,3534,kindje,2846,noun,kindje,baby babe dot
135,135,3535,benieuwd,2845,No Google Info,No Google Info,No Google Info
136,136,3536,verzeker,2845,verb,verzekeren,ensure assure insure
137,137,3537,senaat,2845,noun,senaat,senate
138,138,3538,Sid,2845,No Google Info,No Google Info,No Google Info
139,139,3539,winkelen,2844,verb,winkelen,shop
140,140,3540,voorgesteld,2844,verb,voorstellen,propose suggest introduce
141,141,3541,Manhattan,2843,noun,Manhattan,Manhattan
142,142,3542,internationale,2841,noun,Internationale,International Internationale
143,143,3543,juli,2840,noun,juli,July
144,144,3544,ervaren,2840,adjective,ervaren,experienced veteran versed
145,145,3545,weigeren,2836,verb,weigeren,refuse deny decline
146,146,3546,rob,2835,noun,rob,seal
147,147,3547,hoofdstuk,2834,noun,hoofdstuk,chapter
148,148,3548,toegestaan,2834,verb,toestaan,allow permit grant
149,149,3549,toestaan,2833,verb,toestaan,allow permit grant
150,150,3550,naderen,2833,verb,naderen,approach near draw near
151,151,3551,openbare,2831,adjective,openbaar,public openable overt
152,152,3552,steelt,2831,verb,stelen,steal thieve loot
153,153,3553,heerlijke,2831,adjective,heerlijk,delicious lovely delightful
154,154,3554,doorgeven,2829,verb,doorgeven,pass down pass on pass across
155,155,3555,incident,2828,noun,incident,incident occurrence opportunity
156,156,3556,douchen,2828,verb,douchen,shower
157,157,3557,all-in-one,2826,No Google Info,No Google Info,No Google Info
158,158,3558,bedreigd,2826,verb,bedreigen,threaten menace overhang
159,159,3559,reeds,2822,adverb,reeds,already
160,160,3560,Duke,2822,No Google Info,No Google Info,No Google Info
161,161,3561,geleefd,2820,verb,leven,live exist
162,162,3562,kleintje,2819,noun,kleintje,small shorty tiny
163,163,3563,noemden,2819,verb,noemen,call mention name
164,164,3564,oktober,2819,noun,oktober,October
165,165,3565,geslaagd,2818,adjective,geslaagd,successful
166,166,3566,Führer,2816,No Google Info,No Google Info,No Google Info
167,167,3567,heroïne,2814,noun,heroïne,heroin
168,168,3568,verloofd,2814,adjective,verloofd,engaged betrothed affianced
169,169,3569,opzet,2811,noun,opzet,design planning premeditation
170,170,3570,misdaden,2808,noun,misdaad,crime guilt misdeed
171,171,3571,delta,2807,noun,delta,delta
172,172,3572,star,2806,adjective,star,rigid set
173,173,3573,vervloekt,2804,adjective,vervloekt,cursed accursed damn
174,174,3574,achteraan,2804,adverb,achteraan,behind after
175,175,3575,verbergt,2804,verb,verbergen,hide conceal cover
176,176,3576,gestoorde,2803,No Google Info,No Google Info,No Google Info
177,177,3577,passagiers,2803,noun,passagier,passenger rider fare
178,178,3578,heelal,2801,noun,heelal,universe cosmos macrocosm
179,179,3579,bloedt,2798,verb,bloeden,bleed draw blood
180,180,3580,gestraft,2797,verb,straffen,punish rebuke smite
181,181,3581,Virginia,2796,noun,Virginia,Virginia
182,182,3582,versieren,2795,verb,versieren,decorate adorn garnish
183,183,3583,verwoest,2795,adjective,verwoest,waste broke
184,184,3584,zowat,2793,preposition,zowat,about
185,185,3585,gesprekken,2791,noun,gesprek,conversation talk converse
186,186,3586,schei,2790,No Google Info,No Google Info,No Google Info
187,187,3587,porno,2789,noun,porno,porn porno
188,188,3588,bevat,2788,verb,bevatten,contain include comprise
189,189,3589,daarnet,2786,adverb,daarnet,just now this moment
190,190,3590,pijp,2786,noun,pijp,pipe nozzle duct
191,191,3591,begaan,2783,verb,begaan,commit perpetrate tread
192,192,3592,verbind,2782,verb,verbinden,link bind combine
193,193,3593,uiterlijk,2782,noun,uiterlijk,appearance look outward
194,194,3594,ontvoering,2779,noun,ontvoering,abduction kidnapping rape
195,195,3595,aangeven,2778,verb,aangeven,indicate state declare
196,196,3596,schoen,2778,noun,schoen,shoe bucket
197,197,3597,verstop,2775,verb,verstoppen,hide clog obstruct
198,198,3598,Island,2773,No Google Info,No Google Info,No Google Info
199,199,3599,klimmen,2767,verb,klimmen,climb mount clamber
