,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
89,89,2889,aanslag,3695,noun,aanslag,assessment touch attempt
90,90,2890,jedi,3683,No Google Info,No Google Info,No Google Info
91,91,2891,steunen,3678,verb,steunen,support back assist
92,92,2892,momenten,3677,noun,moment,moment instant momentum
93,93,2893,klere,3677,No Google Info,No Google Info,No Google Info
94,94,2894,flauw,3676,adjective,flauw,faint silly dim
95,95,2895,won,3675,noun,won,won
96,96,2896,schild,3675,noun,schild,shield shell carapace
97,97,2897,pijnlijk,3675,adjective,pijnlijk,painful sore tender
98,98,2898,chocolade,3674,noun,chocolade,chocolate
99,99,2899,football,3673,No Google Info,No Google Info,No Google Info
100,100,2900,namens,3672,preposition,namens,on behalf of
101,101,2901,waarbij,3672,conjunction,waarbij,whereby
102,102,2902,scheiding,3670,noun,scheiding,separation divorce division
103,103,2903,gras,3669,noun,gras,grass turf pasture
104,104,2904,trappen,3669,verb,trappen,kick step pedal
105,105,2905,steven,3662,noun,steven,stem
106,106,2906,bijbel,3657,noun,Bijbel,Bible Scripture the Book
107,107,2907,uitgaan,3656,verb,uitgaan,go out exit egress
108,108,2908,verbranden,3655,verb,verbranden,incinerate fire cremate
109,109,2909,houding,3654,noun,houding,attitude posture position
110,110,2910,verontschuldigen,3647,verb,verontschuldigen,apologize excuse exculpate
111,111,2911,legt,3643,verb,leggen,lay put set
112,112,2912,hoorden,3637,verb,horen,hear belong learn
113,113,2913,speler,3636,noun,speler,player actor gambler
114,114,2914,uitgang,3636,noun,uitgang,output exit outlet
115,115,2915,verstaan,3633,verb,verstaan,understand hear know
116,116,2916,chip,3631,No Google Info,No Google Info,No Google Info
117,117,2917,schudden,3628,verb,schudden,shake shuffle jiggle
118,118,2918,vlag,3625,noun,vlag,flag banner ensign
119,119,2919,steekt,3621,verb,steken,put stick insert
120,120,2920,bewusteloos,3621,adjective,bewusteloos,unconscious senseless fallacious
121,121,2921,NS,3621,No Google Info,No Google Info,No Google Info
122,122,2922,bewezen,3620,verb,bewijzen,prove evidence show
123,123,2923,communicatie,3618,No Google Info,No Google Info,No Google Info
124,124,2924,tape,3617,No Google Info,No Google Info,No Google Info
125,125,2925,commissaris,3615,noun,commissaris,commissioner commissar commissary
126,126,2926,gereden,3615,verb,rijden,ride drive away tool
127,127,2927,voorzitter,3615,noun,voorzitter,chairman president chairwoman
128,128,2928,soorten,3613,noun,soort,kind sort variety
129,129,2929,technisch,3613,adjective,technisch,technical
130,130,2930,families,3610,noun,familie,family kin tribe
131,131,2931,gedroomd,3609,verb,dromen,dream moon have a dream about
132,132,2932,pech,3603,noun,pech,bad luck breakdown failure
133,133,2933,dubbel,3603,adjective,dubbel,double dual twin
134,134,2934,sindsdien,3600,adverb,sindsdien,since from below
135,135,2935,telefoontjes,3599,No Google Info,No Google Info,No Google Info
136,136,2936,afschuwelijk,3598,adjective,afschuwelijk,horrible awful horrid
137,137,2937,uitweg,3598,noun,uitweg,outlet out exit
138,138,2938,therapie,3597,noun,therapie,therapy therapeutics
139,139,2939,simpele,3596,adjective,simpel,simple dull stupid
140,140,2940,rommel,3594,noun,rommel,clutter mess rubbish
141,141,2941,chief,3594,No Google Info,No Google Info,No Google Info
142,142,2942,fiets,3593,noun,fiets,bike bicycle cycling
143,143,2943,kennelijk,3593,adverb,kennelijk,obviously
144,144,2944,beschikbaar,3592,adjective,beschikbaar,available disposable liquid
145,145,2945,wanhopig,3591,adjective,wanhopig,desperate despairing forlorn
146,146,2946,jarig,3589,No Google Info,No Google Info,No Google Info
147,147,2947,bescherm,3583,adjective,bescherm,tutelar
148,148,2948,chaos,3581,noun,chaos,chaos mayhem welter
149,149,2949,raket,3577,noun,raket,rocket missile racket
150,150,2950,ei,3576,noun,ei,egg ovum
151,151,2951,gewoonlijk,3575,adverb,gewoonlijk,usually ordinarily
152,152,2952,uitschakelen,3574,verb,uitschakelen,switch off eliminate disconnect
153,153,2953,erdoor,3573,No Google Info,No Google Info,No Google Info
154,154,2954,hof,3573,noun,hof,court courtyard garden
155,155,2955,hm,3573,No Google Info,No Google Info,No Google Info
156,156,2956,echter,3571,adverb,echter,however though
157,157,2957,onbekend,3570,adjective,onbekend,unknown unfamiliar ignorant
158,158,2958,opgegroeid,3570,verb,opgroeien,grow up run up
159,159,2959,vat,3569,noun,vat,vessel barrel container
160,160,2960,verbaasd,3568,adverb,verbaasd,wonderingly
161,161,2961,wei,3568,noun,wei,whey meadow serum
162,162,2962,nood,3567,noun,nood,need distress want
163,163,2963,humor,3563,noun,humor,humor sense of humor humour
164,164,2964,zuurstof,3561,noun,zuurstof,oxygen
165,165,2965,vleugels,3561,noun,vleugel,wing piano vane
166,166,2966,slechter,3558,adjective,slechter,worse
167,167,2967,vertrouwde,3557,verb,vertrouwen,trust rely depend
168,168,2968,betaalde,3555,verb,betalen,pay pay off pay up
169,169,2969,dwaas,3554,adjective,dwaas,silly fool foolish
170,170,2970,positief,3554,adjective,positief,positive plus cocksure
171,171,2971,beroemde,3554,adjective,beroemd,famous renowned famed
172,172,2972,joden,3551,adjective,Joden-,Jew
173,173,2973,rotzak,3551,noun,rotzak,scoundrel
174,174,2974,aanpakken,3550,verb,aanpakken,tackle meet fist
175,175,2975,maal,3549,noun,maal,time meal occasion
176,176,2976,boy,3549,No Google Info,No Google Info,No Google Info
177,177,2977,mm,3548,No Google Info,No Google Info,No Google Info
178,178,2978,schedel,3547,noun,schedel,skull cranium skulk
179,179,2979,dochters,3545,noun,dochter,daughter
180,180,2980,verspreiden,3542,verb,verspreiden,spread distribute disseminate
181,181,2981,weglopen,3540,verb,weglopen,elope abscond bunk
182,182,2982,vriendjes,3539,No Google Info,No Google Info,No Google Info
183,183,2983,bezwaar,3536,noun,bezwaar,objection drawback difficulty
184,184,2984,kranten,3535,noun,krant,newspaper paper magazine
185,185,2985,aangeraakt,3533,verb,aanraken,touch
186,186,2986,proeven,3531,verb,proeven,taste sample savor
187,187,2987,dwingen,3530,verb,dwingen,force compel make
188,188,2988,Potter,3527,noun,potter,moneybags
189,189,2989,geleid,3526,verb,leiden,lead guide manage
190,190,2990,fantasie,3524,noun,fantasie,fantasy phantasy fantasia
191,191,2991,verkracht,3523,verb,verkrachten,rape violate ravish
192,192,2992,overvallen,3522,verb,overvallen,overtake raid waylay
193,193,2993,zing,3522,verb,zingen,sing chant hymn
194,194,2994,overgeven,3522,verb,overgeven,hand over surrender throw up
195,195,2995,Charlotte,3520,noun,Charlotte,Charlotte
196,196,2996,schema,3518,noun,schema,scheme diagram schema
197,197,2997,boeten,3515,verb,boeten,pay expiate mend
198,198,2998,dodelijk,3514,adjective,dodelijk,deadly fatal lethal
199,199,2999,Davis,3513,No Google Info,No Google Info,No Google Info
