,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
63,63,2063,oosten,5602,noun,oosten,east
64,64,2064,gescheiden,5601,adjective,gescheiden,divorced parted segregate
65,65,2065,plus,5600,preposition,plus,plus
66,66,2066,ademen,5597,verb,ademen,breathe exhale respire
67,67,2067,aanbod,5594,noun,aanbod,offer proposal tender
68,68,2068,wensen,5591,verb,wensen,wish want desire
69,69,2069,doei,5587,interjection,Doei!,Bye! Hello! Hallo!
70,70,2070,gekend,5586,verb,kennen,know
71,71,2071,aanbieden,5583,verb,aanbieden,offer present tender
72,72,2072,politiek,5570,adjective,politiek,political politic
73,73,2073,Russische,5565,adjective,Russisch,Russian Muscovite
74,74,2074,Morgan,5565,No Google Info,No Google Info,No Google Info
75,75,2075,genade,5562,noun,genade,grace mercy favor
76,76,2076,gewend,5560,adjective,gewend,accustomed wont
77,77,2077,internet,5559,No Google Info,No Google Info,No Google Info
78,78,2078,buren,5558,noun,buur,neighbor neighbour
79,79,2079,opgelost,5557,verb,oplossen,solve resolve dissolve
80,80,2080,pizza,5544,noun,pizza,pizza
81,81,2081,dek,5536,noun,dek,deck covering blanket
82,82,2082,grijp,5534,noun,grijp,vaunt
83,83,2083,eenzaam,5531,adjective,eenzaam,lonely lone alone
84,84,2084,vervelend,5530,adjective,vervelend,annoying tedious wearing
85,85,2085,leugens,5528,noun,leugen,lie falsehood mendacity
86,86,2086,erheen,5519,No Google Info,No Google Info,No Google Info
87,87,2087,keizer,5517,noun,keizer,emperor imperator tsar
88,88,2088,verslag,5517,noun,verslag,report account statement
89,89,2089,wild,5516,adjective,wild,wild feral savage
90,90,2090,telt,5514,verb,tellen,count number tell
91,91,2091,nachtmerrie,5513,noun,nachtmerrie,nightmare incubus mare
92,92,2092,horloge,5510,noun,horloge,watch wristwatch timepiece
93,93,2093,staten,5502,noun,staat,state condition status
94,94,2094,bewerkt,5502,adjective,bewerkt,adapted wrought cultivated
95,95,2095,vals,5501,adjective,vals,false counterfeit foul
96,96,2096,bezoeken,5496,verb,bezoeken,visit see attend
97,97,2097,leert,5495,verb,leren,learn teach school
98,98,2098,min,5494,adjective,min,minus less small
99,99,2099,seconde,5494,noun,seconde,second
100,100,2100,aanwezig,5492,adjective,aanwezig,present existing extant
101,101,2101,interesseert,5489,verb,interesseren,interest
102,102,2102,meent,5488,noun,meent,common
103,103,2103,streek,5486,noun,streek,region country tract
104,104,2104,beweegt,5485,verb,bewegen,move induce stir
105,105,2105,feiten,5484,noun,feiten,reals
106,106,2106,burgers,5479,noun,burger,citizen commoner burgess
107,107,2107,waarheen,5477,adverb,waarheen,where whither
108,108,2108,hierin,5475,adverb,hierin,herein
109,109,2109,interesse,5473,noun,interesse,interest zest
110,110,2110,eindigen,5468,verb,eindigen,end finish end up
111,111,2111,patiënten,5462,noun,patiënt,patient sufferer in-patient
112,112,2112,schrikken,5458,verb,schrikken,shy scare up
113,113,2113,buik,5453,noun,buik,belly abdomen stomach
114,114,2114,stront,5450,noun,stront,shit
115,115,2115,regen,5446,noun,regen,rain volley
116,116,2116,technologie,5445,noun,technologie,technology
117,117,2117,rechten,5444,noun,rechten,duty liberties
118,118,2118,muren,5439,noun,muur,wall chickweed
119,119,2119,chauffeur,5438,noun,chauffeur,driver chauffeur bus driver
120,120,2120,noord,5436,noun,noord,north norland
121,121,2121,garage,5430,noun,garage,garage
122,122,2122,netjes,5426,adverb,netjes,neatly properly decently
123,123,2123,terrein,5425,noun,terrein,terrain grounds field
124,124,2124,lekkere,5421,adjective,lekker,tasty nice delicious
125,125,2125,olie,5417,noun,olie,oil petroleum seed oil
126,126,2126,klap,5414,noun,klap,blow slap clap
127,127,2127,date,5412,No Google Info,No Google Info,No Google Info
128,128,2128,graven,5404,verb,graven,dig dig up trench
129,129,2129,nationale,5399,adjective,nationaal,national nationwide nationalistic
130,130,2130,voorbeeld,5394,noun,voorbeeld,example sample instance
131,131,2131,besluit,5394,noun,besluit,decision resolution decree
132,132,2132,hang,5391,adjective,hang-,hanging fungicidal
133,133,2133,herhaal,5390,verb,herhalen,repeat iterate echo
134,134,2134,champagne,5389,noun,champagne,champagne bubbly
135,135,2135,oceaan,5387,noun,oceaan,ocean
136,136,2136,geur,5385,noun,geur,smell odor fragrance
137,137,2137,zelfde,5382,pronoun,zelfde,same
138,138,2138,groeten,5379,verb,groeten,greet salute
139,139,2139,verandering,5376,noun,verandering,change alteration shift
140,140,2140,ruiken,5376,verb,ruiken,smell scent nose
141,141,2141,vierde,5369,adjective,vierde,fourth
142,142,2142,waarschuwen,5367,verb,waarschuwen,warn admonish caution
143,143,2143,verdien,5358,verb,verdienen,earn make deserve
144,144,2144,bord,5357,noun,bord,plate sign blackboard
145,145,2145,ambulance,5351,noun,ambulance,ambulance
146,146,2146,neerschieten,5351,noun,neerschieten,swoop
147,147,2147,spiegel,5349,noun,spiegel,mirror stern speculum
148,148,2148,hersens,5343,noun,hersens,brain
149,149,2149,momenteel,5342,No Google Info,No Google Info,No Google Info
150,150,2150,dubbele,5341,noun,dubbele,double diarchy
151,151,2151,omstandigheden,5332,noun,omstandigheden,milieu circs
152,152,2152,melden,5332,verb,melden,report inform mention
153,153,2153,sync,5330,No Google Info,No Google Info,No Google Info
154,154,2154,tegelijk,5329,adverb,tegelijk,at the same time at once together
155,155,2155,knappe,5325,adjective,knap,handsome clever good
156,156,2156,woede,5325,noun,woede,rage fury furiosity
157,157,2157,leefde,5321,verb,leven,live exist
158,158,2158,nat,5316,adjective,nat,wet soggy
159,159,2159,jury,5304,noun,jury,jury panel of judges
160,160,2160,groeien,5303,verb,groeien,grow wax vegetate
161,161,2161,wezens,5303,noun,wezen,being essence creature
162,162,2162,russen,5295,noun,Rus,Russian
163,163,2163,morgenochtend,5294,adverb,morgenochtend,tomorrow morning next morning
164,164,2164,wegens,5289,preposition,wegens,for on account of by reason of
165,165,2165,kampioen,5286,noun,kampioen,champion protagonist
166,166,2166,loog,5285,noun,loog,lye leach lixivium
167,167,2167,accepteren,5285,verb,accepteren,accept take receive
168,168,2168,studeren,5282,verb,studeren,study read
169,169,2169,behandeld,5278,verb,behandelen,treat handle cure
170,170,2170,tieten,5277,No Google Info,No Google Info,No Google Info
171,171,2171,ernaar,5275,No Google Info,No Google Info,No Google Info
172,172,2172,stopte,5274,verb,stoppen,stop cease stop off
173,173,2173,vormen,5272,verb,vormen,form constitute make
174,174,2174,grotere,5272,No Google Info,No Google Info,No Google Info
175,175,2175,gedag,5271,No Google Info,No Google Info,No Google Info
176,176,2176,kist,5271,noun,kist,chest box coffin
177,177,2177,ruil,5267,noun,ruil,exchange swap change
178,178,2178,engel,5266,noun,engel,angel
179,179,2179,Edward,5265,No Google Info,No Google Info,No Google Info
180,180,2180,gods,5263,adjective,Gods,dominical
181,181,2181,bril,5263,noun,bril,glasses spectacles eyeglasses
182,182,2182,keel,5260,noun,keel,throat gullet gorge
183,183,2183,lef,5260,noun,lef,courage spunky
184,184,2184,ervandoor,5259,No Google Info,No Google Info,No Google Info
185,185,2185,lichten,5255,noun,lichten,lights
186,186,2186,medelijden,5250,noun,medelijden,compassion pity sympathy
187,187,2187,tel,5241,noun,tel,count regard moment
188,188,2188,rijke,5229,noun,rijke,dives
189,189,2189,tunnel,5229,noun,tunnel,tunnel subway
190,190,2190,haten,5228,verb,haten,hate abhor abominate
191,191,2191,afgesloten,5227,adjective,afgesloten,locked secluded self-contained
192,192,2192,opzoeken,5221,verb,opzoeken,visit see seek
193,193,2193,hal,5220,noun,hal,hall lobby
194,194,2194,terugkomt,5217,No Google Info,No Google Info,No Google Info
195,195,2195,slimme,5216,adjective,slim,smart cunning astute
196,196,2196,wedden,5213,verb,wedden,bet wager
197,197,2197,lichamen,5204,noun,lichaam,body
198,198,2198,handel,5200,noun,handel,trade business trading
199,199,2199,huizen,5199,verb,huizen,house live dwell
