,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
81,81,1281,gooien,10358,verb,gooien,throw toss cast
82,82,1282,last,10349,noun,last,burden last load
83,83,1283,rivier,10343,noun,rivier,river
84,84,1284,hiermee,10338,adverb,hiermee,herewith
85,85,1285,noemt,10321,verb,noemen,call mention name
86,86,1286,blauwe,10306,adjective,blauw,blue
87,87,1287,hoelang,10300,phrase,Hoe lang?,How long?
88,88,1288,tante,10296,noun,tante,aunt auntie
89,89,1289,vele,10294,adverb,vele,many
90,90,1290,soldaat,10279,noun,soldaat,soldier warrior private soldier
91,91,1291,huilen,10276,verb,huilen,cry weep howl
92,92,1292,feit,10266,noun,feit,fact circumstance datum
93,93,1293,programma,10264,noun,programma,program curriculum syllabus
94,94,1294,getuige,10255,noun,getuige,witness eyewitness deponent
95,95,1295,Tommy,10253,No Google Info,No Google Info,No Google Info
96,96,1296,begraven,10243,verb,begraven,bury inter tomb
97,97,1297,gezeten,10238,adjective,gezeten,well-to-do
98,98,1298,grap,10236,noun,grap,joke jest fun
99,99,1299,Christus,10226,noun,Christus,Christ
100,100,1300,vriendje,10201,noun,vriendje,boyfriend
101,101,1301,onmiddellijk,10182,adverb,onmiddellijk,immediately instantly directly
102,102,1302,bereid,10164,adjective,bereid,prepared ready agreed
103,103,1303,bedanken,10153,verb,bedanken,thank resign quit
104,104,1304,twintig,10145,,twintig,twenty
105,105,1305,beeld,10142,noun,beeld,image picture statue
106,106,1306,verklaring,10140,noun,verklaring,statement declaration explanation
107,107,1307,woon,10129,adjective,woon-,residential
108,108,1308,twaalf,10126,noun,twaalf,twelve
109,109,1309,stelt,10112,noun,stelt,stilt
110,110,1310,beweging,10094,noun,beweging,movement motion move
111,111,1311,duren,10073,verb,duren,last continue endure
112,112,1312,patiënt,10067,noun,patiënt,patient sufferer in-patient
113,113,1313,thee,10063,noun,thee,tea
114,114,1314,indruk,10062,noun,indruk,impression impress imprint
115,115,1315,totaal,10034,adjective,totaal,total overall complete
116,116,1316,Parijs,10000,noun,Parijs,Paris
117,117,1317,ballen,9997,verb,ballen,clench clinch
118,118,1318,dorp,9991,noun,dorp,village township thorp
119,119,1319,stukje,9981,noun,stukje,piece bit patch
120,120,1320,leider,9978,noun,leider,leader chief conductor
121,121,1321,zwaard,9975,noun,zwaard,sword lee board
122,122,1322,kus,9973,noun,kus,kiss osculation salute
123,123,1323,taxi,9969,noun,taxi,taxi cab taxicab
124,124,1324,gevoelens,9966,noun,gevoel,feeling sense sensation
125,125,1325,verdachte,9962,noun,verdachte,suspect accused indictee
126,126,1326,Engels,9962,adjective,Engels,English Anglo-
127,127,1327,zware,9954,adjective,zwaar,heavy hard severe
128,128,1328,vlak,9931,adjective,vlak,plane flat level
129,129,1329,soldaten,9926,noun,soldaten,military soldiery
130,130,1330,zagen,9920,verb,zagen,saw scrape
131,131,1331,lol,9915,noun,lol,lark
132,132,1332,langzaam,9900,adverb,langzaam,slowly leisurely
133,133,1333,hangen,9886,verb,hangen,hang depend adhere
134,134,1334,keuken,9880,noun,keuken,kitchen cuisine cook room
135,135,1335,wind,9867,noun,wind,wind
136,136,1336,cel,9858,noun,cel,cell cello
137,137,1337,breken,9857,verb,breken,break rupture smash
138,138,1338,vergeef,9851,verb,vergeven,forgive pardon condone
139,139,1339,geluid,9849,noun,geluid,sound noise voice
140,140,1340,slaapt,9847,verb,slapen,sleep lie doss
141,141,1341,moorden,9836,verb,moorden,murder
142,142,1342,aangenaam,9829,adjective,aangenaam,pleasant enjoyable nice
143,143,1343,geholpen,9821,verb,helpen,help assist aid
144,144,1344,beest,9807,noun,beest,beast brute carcase
145,145,1345,bier,9779,noun,bier,beer ale malt
146,146,1346,actie,9775,noun,actie,action activity divvy
147,147,1347,dieren,9771,adjective,dieren-,animal
148,148,1348,krant,9766,noun,krant,newspaper paper magazine
149,149,1349,draag,9766,verb,dragen,wear bear carry
150,150,1350,leidt,9759,verb,leiden,lead guide manage
151,151,1351,ontvangen,9746,verb,ontvangen,receive have pick up
152,152,1352,minuut,9726,noun,minuut,minute
153,153,1353,levens,9699,adjective,levens-,vital
154,154,1354,appartement,9687,noun,appartement,apartment flat
155,155,1355,draaien,9663,verb,draaien,turn rotate twist
156,156,1356,vakantie,9660,noun,vakantie,holidays leave
157,157,1357,leer,9657,noun,leer,leather doctrine teaching
158,158,1358,sterft,9652,verb,sterven,die perish pass away
159,159,1359,mist,9642,noun,mist,fog mist haze
160,160,1360,vecht,9633,verb,vechten,fight battle combat
161,161,1361,passen,9632,verb,passen,suit conform fit with
162,162,1362,jurk,9614,noun,jurk,gown frock robe
163,163,1363,privé,9612,adverb,privé,privately
164,164,1364,hoer,9607,noun,hoer,whore harlot hooker
165,165,1365,chef,9606,noun,chef,chef chief boss
166,166,1366,wraak,9592,noun,wraak,revenge vengeance retaliation
167,167,1367,sexy,9585,adjective,sexy,sexy
168,168,1368,gauw,9581,adverb,gauw,soon quickly swiftly
169,169,1369,slot,9567,noun,slot,lock conclusion end
170,170,1370,afstand,9564,noun,afstand,distance length space
171,171,1371,Washington,9549,noun,Washington,Washington
172,172,1372,gratis,9544,adjective,gratis,free free of charge gratuitous
173,173,1373,wint,9536,verb,winnen,win gain earn
174,174,1374,reed,9533,verb,rijden,ride drive away tool
175,175,1375,strijd,9527,noun,strijd,fight struggle battle
176,176,1376,ervaring,9519,noun,ervaring,experience lessons
177,177,1377,honderd,9514,noun,honderd,hundred cent
178,178,1378,bouwen,9513,verb,bouwen,build construct erect
179,179,1379,leiding,9512,noun,leiding,leadership lead management
180,180,1380,schoon,9510,adjective,schoon,clean beautiful fair
181,181,1381,geslagen,9495,adjective,geslagen,beaten wrought broken-hearted
182,182,1382,draait,9483,verb,draaien,turn rotate twist
183,183,1383,belangrijke,9467,adjective,belangrijk,important considerable great
184,184,1384,risico,9459,noun,risico,risk hazard venture
185,185,1385,trap,9452,noun,trap,kick stairs staircase
186,186,1386,prinses,9425,noun,prinses,princess
187,187,1387,verantwoordelijk,9385,adjective,verantwoordelijk,responsible accountable liable
188,188,1388,neuken,9373,verb,neuken,fuck screw
189,189,1389,goedenavond,9370,interjection,Goedenavond!,Good evening! Good night!
190,190,1390,slachtoffers,9367,noun,slachtoffer,victim sufferer
191,191,1391,bezit,9358,noun,bezit,property possession holding
192,192,1392,noemde,9326,verb,noemen,call mention name
193,193,1393,armen,9313,noun,arm,arm wing
194,194,1394,roep,9305,noun,roep,call cry hail
195,195,1395,schoot,9282,noun,schoot,lap womb bosom
196,196,1396,vertrek,9281,noun,vertrek,departure chamber apartment
197,197,1397,restaurant,9271,noun,restaurant,restaurant grill room
198,198,1398,geniet,9270,verb,genieten,enjoy savor relish
199,199,1399,gepraat,9268,noun,gepraat,talk talking chat
