,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
177,177,377,agent,53276,noun,agent,agent policeman broker
178,178,378,slecht,53212,adjective,slecht,bad evil ill
179,179,379,verteld,52923,verb,vertellen,tell relate narrate
180,180,380,brengen,52308,verb,brengen,bring apply carry
181,181,381,blij,52283,adjective,blij,happy glad joyous
182,182,382,hulp,52235,noun,hulp,help assistance aid
183,183,383,welke,51772,adjective,welke,which what
184,184,384,blijft,51384,verb,blijven,remain stay keep
185,185,385,ligt,51345,verb,liggen,lie be sit
186,186,386,broer,51262,noun,broer,brother sibling
187,187,387,school,51174,noun,school,school shoal
188,188,388,tussen,50710,preposition,tussen,between among amongst
189,189,389,deur,50693,noun,deur,door gate portal
190,190,390,spreken,50678,verb,spreken,speak talk see
191,191,391,plan,50369,noun,plan,plan scheme intention
192,192,392,dollar,50329,noun,dollar,dollar plunk
193,193,393,handen,50113,adjective,handen-,manual
194,194,394,ergens,50095,adverb,ergens,somewhere anywhere
195,195,395,dr.,50094,No Google Info,No Google Info,No Google Info
196,196,396,klopt,50057,verb,kloppen,knock beat hit
197,197,397,breng,49949,verb,brengen,bring apply carry
198,198,398,dokter,49555,noun,dokter,doctor physician doc
199,199,399,juist,49519,adjective,juist,just correct right
