,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
37,37,3237,computers,3201,noun,computer,computer processor
38,38,3238,getraind,3199,adjective,getraind,trained learned
39,39,3239,rollen,3198,verb,rollen,roll wallow welter
40,40,3240,leidde,3198,verb,leiden,lead guide manage
41,41,3241,longen,3196,noun,long,lung
42,42,3242,shuttle,3194,noun,shuttle,shuttle
43,43,3243,duiken,3191,noun,duiken,diving
44,44,3244,it,3190,No Google Info,No Google Info,No Google Info
45,45,3245,scan,3190,verb,scannen,scan
46,46,3246,tenslotte,3189,adverb,tenslotte,finally eventually lastly
47,47,3247,dure,3186,adjective,duur,expensive costly pricey
48,48,3248,middelen,3185,noun,middelen,resources means wherewithal
49,49,3249,raketten,3182,noun,raket,rocket missile racket
50,50,3250,bewustzijn,3181,noun,bewustzijn,consciousness awareness realization
51,51,3251,Hitler,3181,No Google Info,No Google Info,No Google Info
52,52,3252,stok,3180,noun,stok,stick pole cane
53,53,3253,betrapt,3180,verb,betrappen,catch nab surprise
54,54,3254,Walker,3180,No Google Info,No Google Info,No Google Info
55,55,3255,brandt,3176,verb,branden,glow sting toast
56,56,3256,datum,3176,noun,datum,date
57,57,3257,wijf,3175,noun,wijf,woman female vixen
58,58,3258,zielen,3174,noun,ziel,soul mind heart
59,59,3259,kreng,3170,noun,kreng,carrion carcass corpse
60,60,3260,ogenblikje,3168,noun,ogenblikje,short moment jiffy jiff
61,61,3261,morgenvroeg,3166,No Google Info,No Google Info,No Google Info
62,62,3262,federale,3163,adjective,federaal,federal
63,63,3263,opgeblazen,3162,adjective,opgeblazen,bloated puffy flatulent
64,64,3264,halt,3161,interjection,Halt!,Stand fast! Stop!
65,65,3265,gele,3160,adjective,geel,yellow xanthous
66,66,3266,woensdag,3158,noun,woensdag,Wednesday
67,67,3267,mobiele,3155,adjective,mobiel,mobile
68,68,3268,eerlijke,3154,adjective,eerlijk,honest fair straight
69,69,3269,ingehuurd,3151,No Google Info,No Google Info,No Google Info
70,70,3270,mulder,3151,noun,mulder,miller
71,71,3271,geladen,3149,verb,laden,load charge lade
72,72,3272,biedt,3148,verb,bieden,offer propose
73,73,3273,bijt,3147,noun,bijt,ice hole
74,74,3274,koe,3144,noun,koe,cow bovine
75,75,3275,etentje,3141,noun,etentje,merry-meeting
76,76,3276,bijeenkomst,3140,noun,bijeenkomst,meeting reunion gathering
77,77,3277,katten,3139,adjective,katten-,feline
78,78,3278,vrijen,3134,verb,vrijen,woo court pet
79,79,3279,kwart,3134,noun,kwart,quarter
80,80,3280,coma,3134,No Google Info,No Google Info,No Google Info
81,81,3281,concentreer,3134,verb,concentreren,concentrate condense
82,82,3282,snappen,3132,verb,snappen,get snap see
83,83,3283,link,3131,noun,link,link
84,84,3284,aanklager,3130,noun,aanklager,prosecutor accuser plaintiff
85,85,3285,braaf,3125,adjective,braaf,good brave honest
86,86,3286,veiliger,3123,No Google Info,No Google Info,No Google Info
87,87,3287,beheersen,3120,verb,beheersen,command dominate rule
88,88,3288,buitenlandse,3119,adjective,buitenlands,foreign alien outlandish
89,89,3289,plant,3119,noun,plant,plant vegetable vegetation
90,90,3290,vloog,3118,verb,vliegen,fly wing rush
91,91,3291,Miami,3117,No Google Info,No Google Info,No Google Info
92,92,3292,Sydney,3116,No Google Info,No Google Info,No Google Info
93,93,3293,slaaf,3115,noun,slaaf,slave serf bondman
94,94,3294,nl.,3114,No Google Info,No Google Info,No Google Info
95,95,3295,slaven,3114,verb,slaven,slave drudge
96,96,3296,zeep,3113,noun,zeep,soap
97,97,3297,bloeden,3112,verb,bloeden,bleed draw blood
98,98,3298,spelers,3111,noun,speler,player actor gambler
99,99,3299,arresteer,3110,verb,arresteren,arrest lag nick
100,100,3300,sector,3109,noun,sector,sector
101,101,3301,coördinaten,3108,No Google Info,No Google Info,No Google Info
102,102,3302,overeen,3108,No Google Info,No Google Info,No Google Info
103,103,3303,zout,3107,adjective,zout,salt salty saline
104,104,3304,ofzo,3107,adverb,of zo,or so
105,105,3305,kleiner,3105,adjective,kleiner,less lesser minor
106,106,3306,traditie,3104,noun,traditie,tradition precedent
107,107,3307,konijn,3104,noun,konijn,rabbit cony
108,108,3308,symbool,3102,noun,symbool,symbol emblem
109,109,3309,ondervragen,3101,noun,ondervragen,questioning
110,110,3310,creëren,3099,verb,creëren,create
111,111,3311,afgewezen,3096,adjective,afgewezen,off-cast
112,112,3312,politieagent,3093,noun,politieagent,policeman police officer cop
113,113,3313,borg,3093,noun,borg,guarantee guarantor bail
114,114,3314,zorgde,3092,verb,zorgen,care worry look
115,115,3315,documenten,3092,noun,document,document paper record
116,116,3316,voorzien,3092,verb,voorzien,provide foresee anticipate
117,117,3317,Grant,3090,No Google Info,No Google Info,No Google Info
118,118,3318,vervolgens,3085,adverb,vervolgens,then subsequently thereafter
119,119,3319,kliniek,3085,noun,kliniek,clinic
120,120,3320,vergeleken,3085,verb,vergelijken,compare liken parallel
121,121,3321,vredesnaam,3084,No Google Info,No Google Info,No Google Info
122,122,3322,oppakken,3082,verb,oppakken,take up
123,123,3323,vroegen,3078,verb,vragen,ask question request
124,124,3324,defensie,3078,noun,defensie,defense defence
125,125,3325,info,3076,No Google Info,No Google Info,No Google Info
126,126,3326,cadeautje,3075,noun,cadeautje,fairing
127,127,3327,kwade,3074,adjective,kwaad,evil angry bad
128,128,3328,eeuwige,3074,noun,eeuwige,eternities
129,129,3329,flinke,3074,adjective,flink,brave solid goodly
130,130,3330,staren,3074,verb,staren,stare gaze peer
131,131,3331,combinatie,3074,noun,combinatie,combination
132,132,3332,opblazen,3069,verb,opblazen,blow inflate puff
133,133,3333,zoektocht,3066,noun,zoektocht,search quest
134,134,3334,gedumpt,3065,No Google Info,No Google Info,No Google Info
135,135,3335,terugkeren,3063,verb,terugkeren,return go back revert
136,136,3336,discussie,3062,noun,discussie,discussion debate colloquy
137,137,3337,heuvel,3062,noun,heuvel,hill hillock hummock
138,138,3338,avenue,3060,No Google Info,No Google Info,No Google Info
139,139,3339,nut,3058,noun,nut,utility use profit
140,140,3340,lust,3056,noun,lust,lust want inclination
141,141,3341,patroon,3054,noun,patroon,pattern cartridge patron
142,142,3342,bestemming,3053,noun,bestemming,destination destiny fate
143,143,3343,dient,3052,verb,dienen,serve must minister
144,144,3344,verzonnen,3052,adjective,verzonnen,made fictional fictitious
145,145,3345,wegging,3049,No Google Info,No Google Info,No Google Info
146,146,3346,Kirk,3048,No Google Info,No Google Info,No Google Info
147,147,3347,turner,3046,No Google Info,No Google Info,No Google Info
148,148,3348,gespannen,3046,adjective,gespannen,tense strained tight
149,149,3349,besefte,3044,verb,beseffen,realize understand appreciate
150,150,3350,bloeddruk,3043,noun,bloeddruk,blood pressure
151,151,3351,bevindt,3042,verb,bevinden,find
152,152,3352,nachten,3041,noun,nacht,night nighttime
153,153,3353,stervende,3040,noun,stervende,dying moribund dyeing
154,154,3354,beleefd,3039,adjective,beleefd,polite courteous civil
155,155,3355,neuk,3039,No Google Info,No Google Info,No Google Info
156,156,3356,hol,3038,adjective,hol,hollow concave empty
157,157,3357,oordeel,3037,noun,oordeel,judgment discretion verdict
158,158,3358,ontploffen,3037,verb,ontploffen,explode detonate fulminate
159,159,3359,eerwaarde,3034,noun,Eerwaarde,Excellency
160,160,3360,knie,3031,noun,knie,knee
161,161,3361,Nina,3030,No Google Info,No Google Info,No Google Info
162,162,3362,buitenaardse,3030,No Google Info,No Google Info,No Google Info
163,163,3363,lieveling,3028,noun,lieveling,favorite darling pet
164,164,3364,demonen,3027,noun,demon,demon daemon
165,165,3365,studio,3026,noun,studio,studio
166,166,3366,lawaai,3024,noun,lawaai,noise din racket
167,167,3367,gehele,3021,adjective,geheel,whole entire overall
168,168,3368,verplaatst,3021,adjective,verplaatst,moved
169,169,3369,waag,3021,noun,waag,scales weighs weigh scale
170,170,3370,college,3019,noun,college,college lecture
171,171,3371,pagina,3017,noun,pagina,page
172,172,3372,passie,3017,noun,passie,passion interest lust
173,173,3373,mietje,3016,noun,mietje,pansy sissy poof
174,174,3374,Oliver,3015,No Google Info,No Google Info,No Google Info
175,175,3375,verspillen,3014,verb,verspillen,waste spend squander
176,176,3376,lessen,3010,verb,lessen,quench slake allay
177,177,3377,zonden,3009,noun,zonde,sin transgression trespass
178,178,3378,techniek,3006,noun,techniek,technique technics mechanism
179,179,3379,relax,3004,No Google Info,No Google Info,No Google Info
180,180,3380,cirkel,3004,noun,cirkel,circle circlet
181,181,3381,gebeten,3003,verb,bijten,bite nip sting
182,182,3382,natuurlijke,3003,adjective,natuurlijk,natural native unsophisticated
183,183,3383,veronderstel,3003,verb,veronderstellen,suppose presume allow
184,184,3384,applaus,3002,noun,applaus,applause plaudit salvo
185,185,3385,schoonmaken,3002,noun,schoonmaken,cleaning cleanup evisceration
186,186,3386,kooi,3002,noun,kooi,cage berth cot
187,187,3387,doodsbang,2998,No Google Info,No Google Info,No Google Info
188,188,3388,India,2998,No Google Info,No Google Info,No Google Info
189,189,3389,riskeren,2996,verb,riskeren,risk take a risk hazard
190,190,3390,brandstof,2995,noun,brandstof,fuel combustible fuel oil
191,191,3391,veertig,2991,noun,veertig,forty
192,192,3392,voeden,2989,verb,voeden,feed nourish nurture
193,193,3393,betekende,2985,verb,betekenen,mean signify serve
194,194,3394,grazen,2983,verb,grazen,graze pasture grass
195,195,3395,haatte,2983,verb,haten,hate abhor abominate
196,196,3396,gewapend,2983,adjective,gewapend,armed
197,197,3397,pure,2982,adjective,puur,pure sheer clean
198,198,3398,verrot,2982,adjective,verrot,rotten putrid
199,199,3399,planten,2981,verb,planten,plant set
