,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
43,43,2643,centrale,4111,noun,centrale,power station telephone exchange
44,44,2644,vet,4109,adjective,vet,fat greasy fatty
45,45,2645,gedwongen,4107,adjective,gedwongen,forced compulsory constrained
46,46,2646,meld,4104,verb,melden,report inform mention
47,47,2647,ogenblik,4100,noun,ogenblik,moment minute instant
48,48,2648,Maggie,4100,No Google Info,No Google Info,No Google Info
49,49,2649,plotseling,4099,adverb,plotseling,suddenly short of a sudden
50,50,2650,zijde,4091,noun,zijde,side silk hand
51,51,2651,lied,4090,noun,lied,song chant carol
52,52,2652,gooide,4090,verb,gooien,throw toss cast
53,53,2653,stoor,4086,verb,storen,disturb interfere bother
54,54,2654,besloot,4082,verb,besluiten,decide conclude determine
55,55,2655,nieuwsgierig,4079,adjective,nieuwsgierig,curious inquisitive nosy
56,56,2656,dapper,4078,adjective,dapper,brave courageous valiant
57,57,2657,fantastische,4072,adjective,fantastisch,fantastic fantastical whimsical
58,58,2658,kalmeer,4071,verb,kalmeren,calm calm down quiet
59,59,2659,kanten,4071,adjective,kanten,lace lacy
60,60,2660,allang,4067,adverb,al lang,long long ago long since
61,61,2661,leveren,4067,verb,leveren,deliver supply furnish
62,62,2662,gsm,4066,No Google Info,No Google Info,No Google Info
63,63,2663,magische,4066,adjective,magisch,magic magical
64,64,2664,ontslaan,4065,verb,ontslaan,dismiss fire lay off
65,65,2665,lafaard,4063,noun,lafaard,coward quitter turnback
66,66,2666,Sophie,4063,No Google Info,No Google Info,No Google Info
67,67,2667,hek,4061,noun,hek,fence gate railing
68,68,2668,hout,4060,noun,hout,wood timber brand
69,69,2669,truc,4059,noun,truc,trick gimmick dodgery
70,70,2670,bereik,4058,noun,bereik,reach scope grasp
71,71,2671,negatief,4056,adjective,negatief,negative minus
72,72,2672,huiswerk,4055,noun,huiswerk,homework task chore
73,73,2673,machines,4051,noun,machine,machine engine
74,74,2674,opruimen,4051,verb,opruimen,tidy up clear away rid
75,75,2675,klonk,4045,verb,klinken,sound ring clink
76,76,2676,Hollywood,4042,noun,Hollywood,Hollywood
77,77,2677,schande,4037,noun,schande,shame disgrace reproach
78,78,2678,gezorgd,4034,verb,zorgen,care worry look
79,79,2679,bewust,4034,adjective,bewust,aware conscious concerned
80,80,2680,daaraan,4029,No Google Info,No Google Info,No Google Info
81,81,2681,plassen,4029,verb,plassen,pee splatter plash
82,82,2682,toren,4028,noun,toren,tower steeple
83,83,2683,pakje,4026,noun,pakje,packet parcel
84,84,2684,storen,4025,verb,storen,disturb interfere bother
85,85,2685,merk,4015,noun,merk,brand mark make
86,86,2686,koopt,4013,verb,kopen,buy purchase market
87,87,2687,as,4013,noun,as,ash axis axle
88,88,2688,verdwijn,4012,interjection,Verdwijn!,Get lost!
89,89,2689,expert,4010,noun,expert,expert specialist
90,90,2690,Parker,4010,No Google Info,No Google Info,No Google Info
91,91,2691,partners,4009,noun,partner,partner
92,92,2692,lokale,4009,adjective,lokaal,local home-grown
93,93,2693,spannend,4006,adjective,spannend,tensive
94,94,2694,hebbes,4006,No Google Info,No Google Info,No Google Info
95,95,2695,angel,4006,noun,angel,sting hook dart
96,96,2696,verdiende,4005,verb,verdienen,earn make deserve
97,97,2697,beantwoorden,4005,verb,beantwoorden,answer reply return
98,98,2698,metro,4002,noun,metro,metro subway underground
99,99,2699,besef,4001,noun,besef,awareness sense realization
100,100,2700,mankeert,4001,verb,mankeren,fail want be wanting
101,101,2701,opname,4000,noun,opname,shot incorporation withdrawal
102,102,2702,goeds,3999,adjective,goed,good well correct
103,103,2703,aanklacht,3996,noun,aanklacht,charge indictment complaint
104,104,2704,suiker,3992,noun,suiker,sugar
105,105,2705,openbaar,3992,adjective,openbaar,public openable overt
106,106,2706,crimineel,3989,adjective,crimineel,criminal
107,107,2707,uitzien,3989,verb,uitzien,look front
108,108,2708,soep,3988,noun,soep,soup bouillon gruel
109,109,2709,gericht,3987,verb,richten,set address aim
110,110,2710,kruis,3987,noun,kruis,cross croup X
111,111,2711,effect,3985,noun,effect,effect output bias
112,112,2712,helder,3981,adjective,helder,bright clear clean
113,113,2713,identiteit,3980,noun,identiteit,identity
114,114,2714,bedenk,3976,verb,bedenken,think imagine devise
115,115,2715,aanwezigheid,3971,noun,aanwezigheid,presence existence
116,116,2716,scherm,3968,noun,scherm,screen guard curtain
117,117,2717,winter,3966,noun,winter,winter winter tide
118,118,2718,dokters,3964,noun,dokter,doctor physician doc
119,119,2719,droog,3963,adjective,droog,dry dried arid
120,120,2720,sprake,3962,No Google Info,No Google Info,No Google Info
121,121,2721,Chinese,3962,noun,Chinese,Chinese
122,122,2722,mail,3961,noun,mail,mail
123,123,2723,veroordeeld,3950,adjective,veroordeeld,condemned
124,124,2724,Caesar,3950,noun,Caesar,Caesar
125,125,2725,ingang,3949,noun,ingang,entrance entry inlet
126,126,2726,middag,3948,noun,middag,noon midday noonday
127,127,2727,hartstikke,3946,No Google Info,No Google Info,No Google Info
128,128,2728,Connor,3946,No Google Info,No Google Info,No Google Info
129,129,2729,smaakt,3945,verb,smaken,taste savor savour
130,130,2730,danken,3943,verb,danken,thank pay tribute
131,131,2731,kaartjes,3942,No Google Info,No Google Info,No Google Info
132,132,2732,kiest,3940,verb,kiezen,choose select pick
133,133,2733,wetten,3938,verb,wetten,whet sharpen
134,134,2734,velen,3937,adjective,velen,many several
135,135,2735,verklaart,3937,verb,verklaren,explain state certify
136,136,2736,televisie,3934,noun,televisie,television telly
137,137,2737,rijd,3932,verb,rijden,ride drive away tool
138,138,2738,Cooper,3932,No Google Info,No Google Info,No Google Info
139,139,2739,romantisch,3931,adjective,romantisch,romantic glamorous cloak-and-sword
140,140,2740,ramen,3929,verb,ramen,estimate compute figure out
141,141,2741,verraad,3928,noun,verraad,betrayal treason treachery
142,142,2742,zegen,3927,noun,zegen,blessing seine boon
143,143,2743,vies,3927,adjective,vies,dirty filthy nasty
144,144,2744,munitie,3925,noun,munitie,ammunition munitions munition
145,145,2745,hete,3924,adjective,heet,hot warm spicy
146,146,2746,voer,3922,noun,voer,forage provender mess
147,147,2747,klagen,3922,verb,klagen,complain plain bitch
148,148,2748,vriendinnen,3920,noun,vriend,friend pal well-wisher
149,149,2749,wijst,3919,verb,wijzen,point show advert
150,150,2750,bibliotheek,3918,noun,bibliotheek,library
151,151,2751,ondertussen,3918,adverb,ondertussen,meanwhile meantime in the meantime
152,152,2752,bevestigd,3917,verb,bevestigen,confirm affirm secure
153,153,2753,verdwijnt,3916,verb,verdwijnen,disappear vanish go
154,154,2754,draak,3915,noun,draak,dragon basilisk
155,155,2755,gevoeld,3914,verb,voelen,feel sense emote
156,156,2756,snelweg,3912,noun,snelweg,motorway highway freeway
157,157,2757,ingewikkeld,3911,adjective,ingewikkeld,complicated complex intricate
158,158,2758,bedrijven,3905,verb,bedrijven,perpetrate commit make
159,159,2759,gedurende,3902,preposition,gedurende,for during pending
160,160,2760,hut,3895,noun,hut,hut cabin cottage
161,161,2761,nicht,3893,noun,nicht,niece cousin
162,162,2762,plat,3893,adjective,plat,flat vulgar broad
163,163,2763,hielden,3891,verb,houden,keep hold retain
164,164,2764,verwijderen,3887,verb,verwijderen,remove eliminate purge
165,165,2765,vliegtuigen,3886,noun,vliegtuig,airplane plane aircraft
166,166,2766,speelgoed,3886,noun,speelgoed,plaything bauble
167,167,2767,ofwel,3884,adverb,of wel,or else
168,168,2768,negeren,3882,verb,negeren,ignore overjump cold-shoulder
169,169,2769,uitzicht,3880,noun,uitzicht,view vista look
170,170,2770,jeetje,3877,interjection,Jeetje!,Wow!
171,171,2771,beloven,3874,verb,beloven,promise make a promise plight
172,172,2772,gecontroleerd,3872,verb,controleren,check control verify
173,173,2773,demon,3871,noun,demon,demon daemon
174,174,2774,gedraag,3871,No Google Info,No Google Info,No Google Info
175,175,2775,gooit,3870,verb,gooien,throw toss cast
176,176,2776,wegen,3868,verb,wegen,weigh scale heft
177,177,2777,graaf,3868,noun,graaf,count earl
178,178,2778,roze,3863,adjective,roze,pink
179,179,2779,realiteit,3862,noun,realiteit,reality
180,180,2780,check,3861,verb,checken,verify supervise
181,181,2781,Lets,3860,adjective,Lets,Latvian Lettish Lett
182,182,2782,gewicht,3859,noun,gewicht,weight gravity importance
183,183,2783,attentie,3858,noun,attentie,attention
184,184,2784,warme,3857,adjective,warm,warm hot rich
185,185,2785,pest,3857,noun,pest,plague pest pestilence
186,186,2786,beloning,3852,noun,beloning,reward remuneration compensation
187,187,2787,eenheden,3851,noun,eenheid,unit unity oneness
188,188,2788,opleiding,3851,noun,opleiding,training breeding lead-up
189,189,2789,snij,3850,verb,snijden,cut intersect carve
190,190,2790,Gibbs,3849,No Google Info,No Google Info,No Google Info
191,191,2791,volgde,3848,verb,volgen,follow track attend
192,192,2792,busje,3846,noun,busje,van canister vent-peg
193,193,2793,watje,3840,No Google Info,No Google Info,No Google Info
194,194,2794,vergist,3838,verb,vergissen,misbelieve
195,195,2795,middelbare,3838,adjective,middelbaar,middle mean
196,196,2796,moeilijker,3836,No Google Info,No Google Info,No Google Info
197,197,2797,opgegeven,3830,adjective,opgegeven,abandoned
198,198,2798,ontdekte,3829,verb,ontdekken,discover find detect
199,199,2799,schouder,3826,noun,schouder,shoulder
