,index,index,Dutch,Frequency,GooglePos,GoogleLemma,GoogleEnglish
73,73,73,zal,441963,auxiliary verb,zal,shall
74,74,74,meer,430364,adverb,meer,more
75,75,75,waarom,426031,adverb,waarom,why wherefore
76,76,76,had,404241,verb,hebben,have possess own
77,77,77,deze,401349,pronoun,deze,this these this one
78,78,78,laat,396728,adjective,laat,late tardy
79,79,79,moeten,370913,verb,moeten,must need have to
80,80,80,m'n,363630,pronoun,m'n,my
81,81,81,jou,362713,pronoun,jou,you thou
82,82,82,doe,358703,verb,doen,do make perform
83,83,83,wie,354534,conjunction,wie,who
84,84,84,kunnen,352929,verb,kunnen,can may be able
85,85,85,alles,347190,pronoun,alles,all everything
86,86,86,denk,337537,verb,denken,think think of conceive
87,87,87,door,327117,preposition,door,by through from
88,88,88,echt,319510,adverb,echt,really truly genuinely
89,89,89,alleen,317745,adverb,alleen,only alone merely
90,90,90,oké,314825,No Google Info,No Google Info,No Google Info
91,91,91,eens,314535,adverb,eens,once ever at one time
92,92,92,dus,313730,adverb,dus,so therefore thus
93,93,93,weg,309088,adjective,weg,road gone lost
94,94,94,zien,304936,verb,zien,see view look
95,95,95,toch,299795,adverb,toch,yet still however
96,96,96,man,293750,noun,man,man husband
97,97,97,nooit,278492,adverb,nooit,never no way ne'er
98,98,98,terug,276017,adverb,terug,back again backward
99,99,99,laten,271958,verb,laten,let leave make
100,100,100,nou,268379,adverb,nou,now
101,101,101,mee,267390,noun,mee,mead
102,102,102,misschien,261933,adverb,misschien,perhaps maybe possibly
103,103,103,even,256366,adverb,even,equally momentarily for a while
104,104,104,iemand,255563,pronoun,iemand,someone anyone one
105,105,105,komt,254604,verb,komen,come get come to
106,106,106,niets,254174,noun,niets,nothing naught nil
107,107,107,zei,250107,verb,zeggen,say tell put
108,108,108,hou,236668,verb,houden,keep hold retain
109,109,109,komen,229453,verb,komen,come get come to
110,110,110,mensen,229103,noun,mensen,people men persons
111,111,111,onze,226560,pronoun,onze,our
112,112,112,nodig,225962,adjective,nodig,necessary required needful
113,113,113,tot,221382,preposition,tot,to until for
114,114,114,worden,219867,verb,worden,be become get
115,115,115,veel,219860,adverb,veel,much many heaps of
116,116,116,weten,219188,verb,weten,know wit wot
117,117,117,leven,218884,noun,leven,life living animation
118,118,118,wij,216722,pronoun,wij,we
119,119,119,weer,215029,noun,weer,weather defense weir
120,120,120,gewoon,213834,adverb,gewoon,just plainly habitually
121,121,121,kijk,213616,noun,kijk,outlook
122,122,122,zeggen,213356,verb,zeggen,say tell put
123,123,123,tijd,212764,noun,tijd,time period season
124,124,124,zeg,210814,interjection,Zeg!,Hey!
125,125,125,twee,208298,noun,twee,two twain deuce
126,126,126,toen,208044,conjunction,toen,when as
127,127,127,tegen,207613,preposition,tegen,against at to
128,128,128,zit,205110,noun,zit,seat
129,129,129,net,203060,adverb,net,just just so nicely
130,130,130,dood,200313,noun,dood,death dissolution expiration
131,131,131,uw,198061,pronoun,uw,your thy thine
132,132,132,wordt,195977,verb,worden,be become get
133,133,133,hé,195920,interjection,He!,Hey! He! Eh!
134,134,134,maken,192444,verb,maken,make do build
135,135,135,mag,189195,noun,mag,maw
136,136,136,één,188447,noun,één,ace
137,137,137,z'n,187701,No Google Info,No Google Info,No Google Info
138,138,138,omdat,184722,conjunction,omdat,because for just because
139,139,139,gedaan,183529,adjective,gedaan,done
140,140,140,heel,182156,adjective,heel,very whole all
141,141,141,af,181253,adverb,af,off down out
142,142,142,altijd,179551,adverb,altijd,always ever evermore
143,143,143,jouw,174623,pronoun,jouw,your
144,144,144,zeker,172890,adjective,zeker,sure certain confident
145,145,145,geef,172570,verb,geven,give deliver impart
146,146,146,zie,170848,interjection,Zie!,Lo!
147,147,147,wacht,170736,noun,wacht,guard watch sentry
148,148,148,allemaal,165988,pronoun,allemaal,everything everybody altogether
149,149,149,jaar,164433,noun,jaar,year annum twelvemonth
150,150,150,doet,164337,verb,doen,do make perform
151,151,151,dag,162898,noun,dag,day daytime
152,152,152,zij,161349,pronoun,zij,they it she
153,153,153,hun,159382,pronoun,hun,their them
154,154,154,huis,158155,noun,huis,house home place
155,155,155,vader,156071,noun,vader,father parent old man
156,156,156,dank,155212,noun,dank,thanks acknowledgement
157,157,157,dacht,153597,verb,denken,think think of conceive
158,158,158,kunt,152626,verb,kunnen,can may be able
159,159,159,zoals,152422,adverb,zoals,as such as
160,160,160,vrouw,151285,noun,vrouw,woman wife female
161,161,161,keer,150854,noun,keer,time occasion volution
162,162,162,anders,146609,adverb,anders,otherwise else other
163,163,163,andere,146177,adjective,ander,other another else
164,164,164,willen,145447,verb,willen,want like will
165,165,165,erg,144618,adverb,erg,very extremely quite
166,166,166,spijt,141916,noun,spijt,regret repentance compunction
167,167,167,bedankt,141652,interjection,Bedankt!,Thanks! Thankee!
168,168,168,niemand,140961,noun,niemand,nobody nix
169,169,169,wilt,140826,verb,willen,want like will
170,170,170,geld,140214,noun,geld,money cash dough
171,171,171,zitten,140083,verb,zitten,sit be seated set
172,172,172,niks,139985,pronoun,niks,nothing
173,173,173,iedereen,138354,pronoun,iedereen,everyone anyone every
174,174,174,binnen,136920,adverb,binnen,within in inside
175,175,175,staat,135644,noun,staat,state condition status
176,176,176,wilde,134996,noun,wilde,savage freelance extremist
177,177,177,zich,134601,pronoun,zich,himself itself themselves
178,178,178,beter,134537,adverb,beter,better superiorly
179,179,179,werk,134446,noun,werk,work job employment
180,180,180,praten,132705,verb,praten,talk speak chat
181,181,181,gezien,131006,adjective,gezien,respected dear
182,182,182,zullen,130862,verb,zullen,will shall
183,183,183,waren,129549,noun,waren,vendibles goods and chattels
184,184,184,god,128800,noun,god,god
185,185,185,maak,128702,noun,maak,making
186,186,186,neem,128506,verb,nemen,take reach seize
187,187,187,vinden,127950,verb,vinden,find think of hit upon
188,188,188,vind,127521,verb,vinden,find think of hit upon
189,189,189,moeder,124814,noun,moeder,mother parent mam
190,190,190,kon,123381,verb,kon,could
191,191,191,uur,122231,noun,uur,hour
192,192,192,klaar,122212,adjective,klaar,ready finished done
193,193,193,genoeg,120215,adjective,genoeg,enough sufficient
194,194,194,helpen,119301,verb,helpen,help assist aid
195,195,195,oh,119077,interjection,Oh!,Oh! Ah! Ow!
196,196,196,hele,118678,adjective,heel,very whole all
197,197,197,drie,117145,,drie,three
198,198,198,vast,116765,adjective,vast,fixed solid set
199,199,199,na,116659,preposition,na,after on behind
