,Unnamed: 0,Dutch,POS,ChatGPT_Sentence
49,349,heet,adjective,"Mijn broer gelooft dat de soep heet is.
My brother believes that the soup is hot."
50,350,volgende,adjective,"De volgende keer zal ik je vertellen wat ik heb gehad.

The next time I will tell you what I had."
51,351,daarom,conjunction,"Dr. Janssen is moe, daarom zet hij de koffie aan.
Dr. Janssen is tired, therefore he makes coffee."
52,352,gehoord,verb,"Ik heb hen vier keer gehoord.
I have heard them four times."
53,353,pas,adverb,"Ik wou het pas proberen.  
I just wanted to try it."
54,354,werkt,verb,"De man werkt aan de deur met hulp.  
The man works on the door with help."
55,355,vanavond,adverb,"Vanavond ga ik naar dr. Janssen om mijn handen te laten controleren.
Tonight I am going to Dr. Janssen to have my hands checked."
56,356,volgens,adverb,"Volgens mij zet hij het er goed uit.
According to me, he is doing it well."
57,357,best,adjective,"De vijf beste vrienden helpen elkaar altijd.  
The five best friends always help each other."
58,358,pijn,noun,"Vanavond heb ik veel pijn omdat mijn hoofd vermoord is.  
Tonight I have a lot of pain because my head is killing me."
59,359,kans,noun,"Hij heeft een kans om de pijn in zijn handen te verminderen.
He has a chance to reduce the pain in his hands."
60,360,eruit,adverb,"Ik hoop dat de pijn er snel uit gaat.  
I hope the pain goes away quickly."
61,361,help,interjection,"Help, ik heb een geluid gehoord en de deur staat open.  
Help, I heard a noise and the door is open."
62,362,plaats,noun,"De plaats is bijna aan de kant van de straat.
The place is almost at the side of the street."
63,363,hoeveel,adverb,"Hoeveel gebeurt er verder?

How much is happening further?"
64,364,vroeg,adjective,"De vroege vogel brengt de worm, hè.
The early bird brings the worm, right?"
65,365,oude,noun,"Op dit moment spreken we over de oude.

At this moment, we are talking about the old one."
66,366,stad,noun,"Er is een manier om tussen de stad en het platteland te reizen.
There is a way to travel between the city and the countryside."
67,367,zoeken,verb,"Daarom klopt hij op de deur om hulp te zoeken.  
Therefore, he knocks on the door to seek help."
68,368,ogen,noun,"Breng je handen naar je ogen.  
Bring your hands to your eyes."
69,369,jezelf,pronoun,"Welke politie heeft jezelf gezien?
Which police have seen yourself?"
70,370,geloven,verb,"Ik geloof dat hij achter de deur staat en met iemand spreekt.
I believe that he is standing behind the door and speaking with someone."
71,371,moment,noun,"Op dit moment spreken we met het kind.
At this moment, we are speaking with the child."
72,372,kamer,noun,"De kamer wordt verteld.  
The room is being told."
73,373,schiet,verb,"Welke man schiet met zijn eigen geweer?
Which man shoots with his own rifle?"
74,374,vier,noun,"De vier vrienden brengen op een leuke manier tijd door.

The four friends spend time in a fun way."
75,375,vindt,verb,"Hij vindt eruit dat iemand vermoord is.
He finds out that someone is murdered."
76,376,word,verb,"Vanavond word ik vroeg naar bed gestuurd omdat ik moe ben.  
Tonight I am being sent to bed early because I am tired."
77,377,agent,noun,"De agent heeft een hoop werk gemaakt.
The police officer has done a lot of work."
78,378,slecht,adjective,"Mijn vrienden schieten slecht.  
My friends shoot poorly."
79,379,verteld,verb,"Hij zat precies waar hij het me had verteld.

He sat exactly where he had told me."
80,380,brengen,verb,"Ik voel me blij als ik mijn broer naar school breng.
I feel happy when I bring my brother to school."
81,381,blij,adjective,"Ik wou hulp en nu ben ik blij.
I wanted help and now I am happy."
82,382,hulp,noun,"Ik heb gehoord dat hij hulp nodig had voordat hij werd vermoord.
I heard that he needed help before he was murdered."
83,383,welke,adjective,"Welke dokter is precies hier?  
Which doctor is exactly here?"
84,384,blijft,verb,"Dr. Jansen blijft spreken.

Dr. Jansen keeps speaking."
85,385,ligt,verb,"De bal ligt in mijn handen, gemaakt van leer.
The ball lies in my hands, made of leather."
86,386,broer,noun,"Mijn broer begrijpt en geeft goede adviezen.
My brother understands and gives good advice."
87,387,school,noun,"Volgens mijn ogen is de school groot.
According to my eyes, the school is big."
88,388,tussen,preposition,"De trein komt tussen vijf en tien minuten, klopt dat?
The train arrives between five and ten minutes, is that correct?"
89,389,deur,noun,"De deur ging vijf minuten geleden open.
The door opened five minutes ago."
90,390,spreken,verb,"Wij zouden proberen Nederlands te spreken.
We would try to speak Dutch."
91,391,plan,noun,"Het kind houdt van het plan.
The child likes the plan."
92,392,dollar,noun,"Ik heb een dollar gehad op een manier.

I had a dollar in a way."
93,393,handen,adjective,"Ik zoek mijn handen brengen.

I am looking to bring my hands."
94,394,ergens,adverb,"Mijn familie woont eigenlijk ergens ver weg.  
My family actually lives somewhere far away."
95,395,dr.,dr.,"Hoeveel broers heeft dr. Janssen?

How many brothers does Dr. Janssen have?"
96,396,klopt,verb,"Het lijkt alsof hij op de deur klopt en ik breng de sleutel.

It seems as if he is knocking on the door and I bring the key."
97,397,breng,verb,"Ik breng pas precies wat je nodig hebt.
I bring exactly what you need just now."
98,398,dokter,noun,"De dokter zegt dat de wond open moet blijven.  
The doctor says that the wound must remain open."
99,399,juist,adjective,"De juist vertelde informatie klopt.  
The correctly told information is accurate."
