,Unnamed: 0,Dutch,POS,ChatGPT_Sentence
57,457,eerder,adverb,"De detective vermoedde dat de moordenaar eerder water had gebruikt om het bewijs te verbergen.
The detective suspected that the murderer had earlier used water to hide the evidence."
58,458,neer,adverb,"Voordat ik wakker werd, keek ik naar beneden.

Before I woke up, I looked down."
59,459,ervan,pronoun,"Ik kan me niet ervan redden, het ligt te ver weg.
I can't save myself from it, it's too far away."
60,460,bed,noun,"Ik hou zoveel van mijn bed, ik kan niet genoeg ervan krijgen.
I love my bed so much, I can't get enough of it."
61,461,nacht,noun,"Mevrouw, er zijn zoveel sterren in de nacht.
Madam, there are so many stars in the night."
62,462,bezig,adjective,"Ik ben bezig, alstublieft wacht zodat ik kan helpen.  
I am busy, please wait so that I can help."
63,463,wakker,adjective,"De hele week was ik vroeg wakker en droeg mijn jack.  
The whole week I was awake early and wore my jacket."
64,464,redden,verb,"Ik redde zijn hart met een defibrillator die ik uit de ambulance stelde.
I saved his heart with a defibrillator that I took from the ambulance."
65,465,klein,adjective,"De vrouwen komen later met een klein cadeau.
The women are coming later with a small gift."
66,466,gekomen,verb,"Ik ben bezig met een moeilijk project, maar ik ben gekomen om te helpen.
I am busy with a difficult project, but I have come to help."
67,467,sinds,adverb,"Ik vond mijn sleutels niet sinds ik ze in mijn tas probeerde te pakken.
I haven't found my keys since I tried to grab them from my bag."
68,468,kop,noun,"De schat praat met de kop van de pop.
The treasure talks with the head of the doll."
69,469,zult,verb,"Jij zult lopen zodat je fit blijft.
You will walk so that you stay fit."
70,470,begrepen,interjection,"Begrepen, ik ben deze week gekomen.

Understood, I came this week."
71,471,plek,noun,"Mijn dochter wees naar een mooie plek in het park.  
My daughter pointed to a beautiful spot in the park."
72,472,veilig,adjective,"De kop is veilig op de plek.
The cup is safe in the place."
73,473,stel,noun,"Het stel betekent veel voor de baas.
The couple means a lot to the boss."
74,474,vol,adjective,"De begin van het boek was vol met dingen die ik niet begreep.
The beginning of the book was full of things I did not understand."
75,475,nummer,noun,"Het nummer dat ze spelen, kan je echt vermoorden.

The song they are playing can really kill you."
76,476,waarheid,noun,"De waarheid kwam aan het licht in de nacht dankzij de ander.

The truth came to light in the night thanks to the other."
77,477,zoiets,noun,"Wees voorzichtig, want hij gaf me zoiets.

Be careful, because he gave me something like that."
78,478,mevrouw,abbreviation,"Mevrouw, ik sta eerder op.

Madam, I get up earlier."
79,479,leren,verb,"De vrouwen stoppen met werken om te leren.
The women stop working to learn."
80,480,hetzelfde,pronoun,"Ik begrijp het hetzelfde zodat het betekent dat we het eens zijn.
I understand the same so it means that we agree."
81,481,gaf,verb,"De papa gaf de vrouwen bloemen.
The dad gave the women flowers."
82,482,baby,noun,"De moeder stopt de wagen zodat de baby kan slapen.
The mother stops the stroller so that the baby can sleep."
83,483,baas,noun,"De baas regelt de zaken terwijl de baby slaapt.
The boss handles the business while the baby sleeps."
84,484,gelukkig,adjective,"Wees gelukkig met de waarheid.
Be happy with the truth."
85,485,meteen,adverb,"De baas zei dat we meteen moeten stoppen.

The boss said that we must stop immediately."
86,486,beneden,adverb,"Mijn dochter speelt prima beneden.  
My daughter plays fine downstairs."
87,487,waarschijnlijk,adverb,"Hij zal waarschijnlijk niet vermoorden, wat betekent dat hij onschuldig is.
He will probably not kill, which means that he is innocent."
88,488,sterven,verb,"De mevrouw was gelukkig voordat ze stierf.
The lady was happy before she died."
89,489,gezicht,noun,"Hij is gekomen en kijkt vooruit met een glimlach op zijn gezicht.
He has come and looks forward with a smile on his face."
90,490,begin,noun,"Het begin van de dag is hetzelfde en vrij rustig.
The beginning of the day is the same and quite calm."
91,491,mogelijk,adjective,"Kunt u alstublieft de mogelijke oplossingen geven die u bent gekomen?

Could you please provide the possible solutions you have come up with?"
92,492,mama,noun,"Voordat we gaan eten, is mama vol van vreugde.

Before we eat, mama is full of joy."
93,493,dicht,adjective,"De deur is dicht, maar hij kent de code niet en is vergeten hoe hij binnenkomt.
The door is closed, but he doesn't know the code and has forgotten how to get in."
94,494,zaken,noun,"Sinds gisteren zijn de zaken beneden rustig.
Since yesterday, the business downstairs has been quiet."
95,495,liggen,verb,"De boeken liggen op de tafel zodat we hetzelfde kunnen lezen.
The books are lying on the table so that we can read the same thing."
96,496,nieuws,noun,"Ik snap het nieuws niet.  
I don't understand the news."
97,497,ander,adjective,"De ander sta dicht bij mij.
The other stands close to me."
98,498,eraan,to it,"Ik ben naar de mooie tuin gekomen en ik denk eraan.  
I have come to the beautiful garden and I am thinking about it."
99,499,liefde,noun,"Waarschijnlijk ben ik vergeten wat liefde is.

I have probably forgotten what love is."
