,Unnamed: 0,Dutch,POS,ChatGPT_Sentence
54,754,bank,noun,"De man brengt geld naar de bank waar het veilig wordt bewaard.
The man brings money to the bank where it is kept safe."
55,755,generaal,noun,"De generaal konden niet eet.  
The general could not eat."
56,756,dienst,noun,"De agent kijkt naar het pistool tijdens zijn dienst.
The officer looks at the gun during his shift."
57,757,tenminste,adverb,"Ik probeer de woorden te volgen, tenminste.

I am trying to follow the words, at least."
58,758,lief,adjective,"De lieve jongen probeert geen onzin te praten.  
The sweet boy tries not to talk nonsense."
59,759,noem,verb,"Ik noem mijn hond niet langer Max, nietwaar?
I no longer call my dog Max, right?"
60,760,gedood,verb,"Ongeveer tien vogels zijn gedood door de val.
Approximately ten birds were killed by the trap."
61,761,vraagt,verb,"De jongen vraagt lief of hij zijn speelgoed mag verliezen.
The boy kindly asks if he can lose his toy."
62,762,boos,adjective,"Iedereen was boos omdat het geheim was onthuld.
Everyone was angry because the secret was revealed."
63,763,spullen,verb,"Het grootste huis werd verlaten en we moesten alle spullen.

The largest house was abandoned and we had to pack all the stuff."
64,764,volgen,verb,"Ik volg de instructies ongeveer tien seconden.
I follow the instructions for about ten seconds."
65,765,sturen,verb,"Ik stuurde vroeger brieven, zoals het gebeurde.

I used to send letters, as it happened."
66,766,hemel,noun,"Ik luister naar de vogels in de hemel vanaf dit punt.
I listen to the birds in the sky from this point."
67,767,makkelijk,adjective,"Het punt van de loop is makkelijk te begrijpen.
The point of the walk is easy to understand."
68,768,ter,preposition,"Ik probeerde ter succes te komen.  
I tried to achieve success."
69,769,genomen,verb,"Hij heeft de foto in enkele seconden genomen en mijn leven gered.
He took the photo in a few seconds and saved my life."
70,770,grootste,adjective,"De sterkste man in ieder dorp is de grootste.

The strongest man in every village is the biggest."
71,771,gebeurde,verb,"Hij werd boos toen het gebeurde.  
He got angry when it happened."
72,772,kwamen,verb,"Zij kwamen na enkele seconden volgen.  
They came after a few seconds following."
73,773,excuseer,verb,"Excuseer, ik heb tenminste een half uur nodig.

Excuse me, I need at least half an hour."
74,774,meter,noun,"De politie volgt de moordenaar met een meter.  
The police are following the murderer with a meter."
75,775,weinig,adjective,"Er is weinig vuur in de open haard, dus ik loop naar buiten om meer hout te halen.
There is little fire in the fireplace, so I walk outside to get more wood."
76,776,iedere,adjective,"Iedere men werd gedood.
Every man was killed."
77,777,moordenaar,noun,"De moordenaar is hierheen gekomen nadat hij een bericht had gekregen.  
The murderer came here after he had received a message."
78,778,luisteren,verb,"Ik luister naar het geheim op tv.
I listen to the secret on TV."
79,779,begrijpt,verb,"Hij begrijpt wat je bedoelt en wenst je succes.
He understands what you mean and wishes you success."
80,780,gevaar,noun,"Het is fantastisch om via het internet te leren, maar er is ook gevaar.

It is fantastic to learn via the internet, but there is also danger."
81,781,ieder,pronoun,"Ieder succes is een bewijs van hard werken.
Each success is proof of hard work."
82,782,sommige,adjective,"Sommige dingen zijn het waard om bewijs te verzamelen.

Some things are worth collecting evidence for."
83,783,via,preposition,"Ik heb tenminste tien woorden geleerd via de app.

I have learned at least ten words via the app."
84,784,succes,noun,"Mijn oom wenst iedereen veel succes.  
My uncle wishes everyone much success."
85,785,vertrekken,verb,"Mijn lief wil vertrekken om een boek te lezen.
My love wants to leave to read a book."
86,786,muziek,noun,"Ik heb muziek gekregen en foto's gemaakt.  
I received music and took photos."
87,787,gestolen,adjective,"De gestolen fiets veranderde alles toen de politie kwam.

The stolen bike changed everything when the police came."
88,788,meest,adjective,"Het meest ernstige ongeluk gebeurde door het vuur.
The most serious accident happened because of the fire."
89,789,hoef,noun,"Vroeger vond de moordenaar een hoef in het bos.
Earlier, the murderer found a hoof in the forest."
90,790,advocaat,noun,"De advocaat leest het meest.  
The lawyer reads the most."
91,791,kijkt,verb,"De jongen kijkt ongeveer naar wat we konden doen.  
The boy looks roughly at what we could do."
92,792,helpt,verb,"Ik hoef maar een half uur te wachten, omdat hij me helpt.  
I only have to wait half an hour because he helps me."
93,793,afspraak,noun,"De afspraak gebeurde via een telefoongesprek.
The appointment happened via a phone call."
94,794,maand,noun,"De controle van de gestolen goederen duurt een maand.
The inspection of the stolen goods takes a month."
95,795,zwarte,adjective,"De zwarte kat is veranderd, maar ik hoef niets te doen.

The black cat has changed, but I don't need to do anything."
96,796,seconden,noun,"Sommige seconden werden minuten.

Some seconds became minutes."
97,797,sterk,adjective,"De sterke moordenaar stelt een vraag.  
The strong murderer asks a question."
98,798,foto's,noun,"De dienst duurde langer omdat we veel foto's maakten.
The service lasted longer because we took many photos."
99,799,lijken,verb,"Het lijkt alsof hij veranderd is, let goed op.

It seems like he has changed, pay close attention."
