,Dutch,Quizlet
29,brengt,"*brings*
verb: bring, apply, carry
Hij brengt de boodschappen naar huis. - He brings the groceries home."


30,fantastisch,"*fantastic*
adjective: fantastic, fantastical, whimsical
""Het is echt fantastisch!"" - It is really fantastic!"


31,trots,"*pride*
noun: pride, spite, defiance
adjective: proud, haughty, lofty
preposition: in spite of, despite, despite of
adverb: haughtily, with a high hand
Ik ben trots op mijn prestaties. - I am proud of my achievements."


32,ziens,"*goodbye*

""Ziens je later!"" - See you later!"


33,ongeluk,"*accident*
noun: accident, misfortune, bad luck
adjective: ill-luck
""Hij had een ongeluk met zijn fiets."" - He had an accident with his bike."


34,geheim,"*secret*
adjective: secret, confidential, occult
noun: secret, secrecy, mystery
adverb: clandestinely, deeply
Het geheim is nog steeds onbekend. - The secret is still unknown."


35,vroeger,"*earlier*
adverb: earlier, formerly, previously
adjective: former, old, early
prefix: ex-
Vroeger was ik heel bang voor spinnen. - Before, I was very scared of spiders."


36,veranderd,"*changed*
adjective: change
De situatie is veranderd. - The situation has changed."


37,eentje,"*one*

""Ik wil eentje koffie, alstublieft."" - ""I'd like one coffee, please."""


38,werden,"*became*
verb: be, become, get
De kinderen werden uitgeput na het spelen in de tuin. - The children became exhausted after playing in the garden."


39,begon,"*began*
verb: start, begin, commence
Het begon te regenen. - It started to rain."


40,verliezen,"*to lose*
noun: losses, losings
verb: lose, forfeit, shed
Ik heb mijn sleutels verloren. - I lost my keys."


41,probeert,"*tries*
verb: try, attempt, endeavor
Hij probeert de deur te openen. - He is trying to open the door."


42,vliegtuig,"*aeroplane*
noun: airplane, plane, aircraft
Het vliegtuig vliegt naar Parijs. - The plane is flying to Paris."


43,let,"*please note*
noun: Latvian
adjective: satanic
Laat het me weten - Let me know"


44,slim,"*smart*
adjective: smart, cunning, astute
""Hij is erg slim!"" - He is very smart!"


45,juiste,"*right one*
adjective: just, correct, right
De juiste antwoorden zijn gegeven. - The correct answers have been given."


46,langer,"*longer*
adverb: longer
Ik ben langer dan mijn broer. - I am taller than my brother."


47,slaap,"*sleep*
noun: sleep, temple, dormancy
Ik heb vannacht slecht geslapen. - I slept badly last night."


48,lezen,"*read*
verb: read, peruse, cull
Ik lees graag boeken. - I enjoy reading books."


49,ongeveer,"*about*
adverb: about, approximately, circa
preposition: about
adjective: some, nth
Ongeveer twee uur geleden was ik hier. - Approximately two hours ago I was here."


50,behalve,"*except*
preposition: except, but, unless
adverb: alongside, over and above
Behalve mijn ouders, heb ik nog twee broers.

Except for my parents, I have two more brothers."


51,meid,"*girl*
noun: girl, maid, servant
De meid komt om de hoek kijken. - The girl is coming around the corner to look."


52,oom,"*uncle*
noun: uncle
Mijn oom is een leraar. - My uncle is a teacher."


53,gered,"*rescued*
verb: save, rescue, salvage
Ik heb de kat gered. - I saved the cat."


54,bank,"*Bank*
noun: bank, bench, banking
De bank staat in de woonkamer. - The bank is in the living room."


55,generaal,"*general*
noun: general
De generaal was de leider van het leger. - The general was the leader of the army."


56,dienst,"*employ*
noun: service, employment, duty
De dienst was uitstekend, The service was excellent."


57,tenminste,"*at least*
adverb: at least, leastwise, leastways
preposition: no less than
""Tenminste, we hebben al onze vrienden gezien."" - At least, we have seen all of our friends."


58,lief,"*sweet*
adjective: lovable, nice, dear
adverb: lief, nicely
noun: sweetheart
Mijn lief is de liefste persoon in de wereld.
My love is the sweetest person in the world."


59,noem,"*name*
verb: call, mention, name
Ik noem het 'de beste dag ooit'. - I call it 'the best day ever'."


60,gedood,"*killed*
verb: kill, slay, jugulate
Hij werd gedood door de kogel. - He was killed by the bullet."


61,vraagt,"*asks*
verb: ask, question, request
Hij vraagt waarom je zo laat bent. - He asks why you are so late."


62,boos,"*angry*
adjective: angry, mad, evil
adverb: angrily, venomously
""Hij was boos op mij."" - He was angry at me."


63,spullen,"*stuff*
verb: stuff
noun: things, paraphernalia, traps
Mijn spullen staan in de kast. - My things are in the closet."


64,volgen,"*to follow*
verb: follow, track, attend
Ik volg de lessen. - I am following the lessons."


65,sturen,"*to steer*
verb: send, steer, forward
noun: steerage
Ik stuur je een bericht. - I'm sending you a message."


66,hemel,"*heaven*
noun: sky, heaven, welkin
De hemel is prachtig vandaag - The sky is beautiful today."


67,makkelijk,"*comfortable*
adjective: easy, facile, toilless
adverb: easy, easily
Het is makkelijk om Nederlands te leren.
It is easy to learn Dutch."


68,ter,"*ter*
preposition: to, in, at
Ik heb het gevoel dat ik terug moet gaan. - I feel like I need to go back."


69,genomen,"*taken*
verb: take, reach, seize
Ik heb de beslissing genomen. - I have taken the decision."


70,grootste,"*largest*
adjective: main, major, primary
noun: prince
De grootste stad van Nederland is Amsterdam.

The biggest city in the Netherlands is Amsterdam."


71,gebeurde,"*happened*
verb: happen, be, occur
Het gebeurde vlug. It happened quickly."


72,kwamen,"*came*
verb: come, get, come to
Ze kwamen vroeg aan. - They arrived early."


73,excuseer,"*excuse me*
verb: excuse
Excuseer me alsjeblieft, Please excuse me."


74,meter,"*meters*
noun: meter, measurer, gauger
De leraar meet de klas met een meter. - The teacher measures the class with a meter."


75,weinig,"*few*
adjective: little, small, wee
adverb: little, few
We hebben weinig tijd om al het werk af te maken.

We have little time to finish all the work."


76,iedere,"*every*
adjective: every
pronoun: everyone
Iedere dag ben ik blij. - Every day I am happy."


77,moordenaar,"*killer*
noun: killer, murderer, assassin
De moordenaar werd veroordeeld voor zijn misdaden. - The murderer was convicted for his crimes."


78,luisteren,"*listen*
verb: listen, hear, hearken
Ik luister naar mijn favoriete muziek. - I listen to my favorite music."


79,begrijpt,"*understands*
verb: understand, grasp, comprehend
Hij begrijpt het niet. - He doesn't understand it."


80,gevaar,"*danger*
noun: danger, risk, jeopardy
Het is een gevaar om in het donker buiten te lopen. - It is a danger to walk outside in the dark."


81,ieder,"*each*
pronoun: each, any, everyone
adjective: every, all
Ieder persoon heeft zijn eigen kwaliteiten. - Every person has their own qualities."


82,sommige,"*some*
adjective: some
pronoun: some
Sommige mensen hebben een grote familie. - Some people have large families."


83,via,"*through*
preposition: via, through, by the way of
Ik ging via de brug naar school. - I went to school via the bridge."


84,succes,"*good luck*
noun: success, luck, hit
""Succes met je examen!"" - ""Good luck with your exam!"""


85,vertrekken,"*to leave*
verb: leave, depart, go
noun: quarters
Ik vertrek morgen. - I am leaving tomorrow."


86,muziek,"*music*
noun: music
Muziek is mijn passie. - Music is my passion."


87,gestolen,"*stolen*
adjective: stolen, furtive
De auto is gestolen. - The car has been stolen."


88,meest,"*most*
adjective: most
adverb: most
De meest recente uitvinding is de beste. - The most recent invention is the best."


89,hoef,"*hoof*
noun: hoof
De paard hoefde niet hard te lopen. - The horse didn't need to run fast."


90,advocaat,"*lawyer*
noun: lawyer, advocate, counsel
""Ik heb een advocaat nodig."" - ""I need a lawyer."""


91,kijkt,"*looks*
verb: look, see, glance
Hij kijkt naar de lucht. - He looks at the sky."


92,helpt,"*helps*
verb: help, assist, aid
'Hij helpt mij met mijn huiswerk.' - He helps me with my homework."


93,afspraak,"*appointment*
noun: appointment, agreement, arrangement
Ik heb een afspraak met mijn vriendin. - I have an appointment with my girlfriend."


94,maand,"*month*
noun: month, moon
De maand is bijna voorbij. - The month is almost over."


95,zwarte,"*black*
adjective: black, dark, Negro
De zwarte kat zat op de stoel. - The black cat sat on the chair."


96,seconden,"*seconds*
noun: second
Het duurt vijf seconden. - It takes five seconds."


97,sterk,"*strong*
adjective: strong, high, powerful
adverb: strong, strongly, tightly
""Hij is sterk."" - He is strong."


98,foto's,"*photos*
noun: photo, photograph
""Ik heb veel foto's gemaakt."" - ""I have taken many photos."""


99,lijken,"*corpses*
verb: seem, appear, look
adjective: cadaveric
""Ze lijken op elkaar."" - They look alike."


