,Dutch,Quizlet
32,jij,"*you*
pronoun: you, thou
bent mijn beste vriend.
You are my best friend."


33,naar,"*Unpleasant*
preposition: to, for, at
adverb: along
adjective: sick, bleak, dismal
ing naar de supermarkt. - I went to the supermarket."


34,dan,"*than*
conjunction: than
adverb: then, subsequently, afterwards
 kunnen we gaan."" - Then we can go."


35,hier,"*here*
adverb: here
 is mijn huis. - Here is my house."


36,weet,"*know*
verb: know, wit, wot
eet het niet. - I don't know."


37,kan,"*can*
noun: can, jug, pot
an dit alleen doen. - I can do this alone."


38,geen,"*no*
adjective: no, none, neither
adverb: no, not
pronoun: no, none, neither
eb geen tijd - I don't have time."


39,nog,"*yet*
adverb: yet, still, stilly
adjective: other
steeds heb ik geen antwoord op mijn vraag. 
Still, I don't have an answer to my question."


40,moet,"*must*
noun: must, blot
oet nu naar huis gaan. - I have to go home now."


41,wil,"*want to*
noun: will, willingness, volition
il dat je me vertelt wat er aan de hand is. - I want you to tell me what's going on."


42,wel,"*well*
adjective: well
adverb: well, surely, sure thing
noun: well, daresay, source
conjunction: as many as
kom bij ons!"" - Welcome with us!"


43,ja,"*Yes*
particle: yes, yeah, yea
 ik begrijp het."" - Yes, I understand."


44,zo,"*Like this*
adverb: so, that, thus
conjunction: if
preposition: like
heb ik het gedaan."" - ""That's how I did it."""


45,heeft,"*has*
verb: have, possess, own
heeft een auto gekocht. - He has bought a car."


46,hebben,"*to have*
auxiliary verb: have
verb: have, possess, own
ebben een nieuwe auto gekocht. - I have bought a new car."


47,hem,"*it*
pronoun: him, to him
gaf hem een cadeau. - He gave him a present."


48,goed,"*Good*
adjective: good, well, correct
adverb: well, okay, o.k.
noun: estate, stuff, ranch
emorgen, ik hoop dat je het goed maakt! - Good morning, I hope you're doing well!"


49,nee,"*no*
particle: no
adverb: not
 ik heb geen tijd. - No, I don't have time."


50,waar,"*Where*
adverb: where, whereabouts, veraciously
conjunction: where, whereabouts
adjective: true, real, authentic
noun: merchandise, ware, vendible
 is de bibliotheek? - Where is the library?"


51,nu,"*now*
adverb: now, nowadays
a ik naar huis. Now I'm going home."


52,hoe,"*how*
adverb: how
 gaat het met je?"" - How are you?"


53,ga,"*go*
verb: go, proceed, work
aar de winkel! - Go to the store!"


54,haar,"*her*
pronoun: its, her, their
noun: hair, wool, nap
 ogen glinsterden in de zon. - Her eyes sparkled in the sun."


55,uit,"*out *
preposition: from, out, in
adverb: out, off, through
eb uitgeschreven wat ik moest doen. - I have written out what I had to do."


56,doen,"*doing*
verb: do, make, perform
noun: doing
oe het elke dag. - I do it every day."


57,ook,"*also*
adverb: also, too, as well
conjunction: either
adjective: prolonged
ik heb deze vraag gelezen. - I also read this question."


58,over,"*about*
preposition: about, on, over
adverb: over, across, supra
en over een uur thuis. - I will be home in an hour."


59,bent,"*are*
verb: be
bent mijn beste vriend."" - You are my best friend."


60,mij,"*me*
pronoun: me, I
lijkt het leuk om naar het strand te gaan.
Translation: I would like to go to the beach."


61,gaan,"*to go*
verb: go, proceed, work
auxiliary verb: shall
a naar huis. = I'm going home."


62,of,"*or*
conjunction: or, either, whether
eb een boek van mijn vriend gekregen. - I received a book from my friend."


63,kom,"*come*
noun: bowl, basin, pelvis
alsjeblieft binnen. Please come in."


64,zou,"*would*
verb: will, shall
ou graag naar het strand gaan. - I would like to go to the beach."


65,al,"*already*
adjective: all, every
noun: all
adverb: already, long since
conjunction: though, if only
pronoun: each, everyone
ik naar huis ga, neem ik een taxi. - When I go home, I will take a taxi."


66,bij,"*bee*
preposition: at, in, to
noun: bee, apis
adjective: up to date
adverb: up to date
eb alleen bij mijn moeder gewoond. - I have only lived with my mother."


67,daar,"*over there*
adverb: there, yonder
conjunction: as, because, for
 staat een boom, There stands a tree."


68,ons,"*us*
pronoun: us, our, to us
noun: ounce
abbreviation: oz
huis is groot. - Our house is big."


69,jullie,"*you*
pronoun: you, you all
ie zijn de beste! - You guys are the best!"


70,hebt,"*have*
verb: have, possess, own
ebt het goed gedaan. - You have done well."


71,gaat,"*go*
noun: perforation
 gaat naar de winkel."" - He is going to the store."


72,iets,"*something*
pronoun: something, anything, somewhat
adverb: some
noun: aught
heb iets nodig."" - ""I need something."""


73,zal,"*shall*
auxiliary verb: shall
al morgen komen. - I will come tomorrow."


74,meer,"*more*
adverb: more
pronoun: more
noun: lake, mere, lough
il meer kennis verwerven. - I want to acquire more knowledge."


75,waarom,"*Why*
adverb: why, wherefore
conjunction: why
om heb je het gedaan? - Why did you do it?"


76,had,"*had*
verb: have, possess, own
ad al een antwoord op de vraag. - I already had an answer to the question."


77,deze,"*this*
pronoun: this, these, this one
 dag was een geweldige dag. - This day was a great day."


78,laat,"*leave*
adjective: late, tardy
adverb: late
 ons samen eten. - Let's eat together."


79,moeten,"*must*
verb: must, need, have to
auxiliary verb: should
oet naar school gaan. - I have to go to school."


80,m'n,"*my*
pronoun: my
huis is groot. - My house is big."


81,jou,"*you*
pronoun: you, thou
w hulp is erg gewaardeerd."" - ""Your help is greatly appreciated."""


82,doe,"*do*
verb: do, make, perform
het licht aan. - Turn on the light."


83,wie,"*Who*
conjunction: who
pronoun: who, whom, which
is daar? - Who is there?"


84,kunnen,"*be able to*
verb: can, may, be able
an niet wachten om het te zien. - I can't wait to see it."


85,alles,"*everything*
pronoun: all, everything
s komt goed. - Everything will be alright."


86,denk,"*think*
verb: think, think of, conceive
enk dat het regent. - I think it is raining."


87,door,"*Through*
preposition: by, through, from
adverb: through, on, throughout
ging door de deur naar buiten"" - I went through the door to the outside."


88,echt,"*Real*
adverb: really, truly, genuinely
adjective: real, genuine, very
noun: marriage, matrimony
eb echt mijn best gedaan. - I really tried my best."


89,alleen,"*only*
adverb: only, alone, merely
conjunction: only, if only
adjective: alone, sole, single
en alleen thuis. - I am alone at home."


90,oké,"*Okay*

 ik begrijp het. - Ok, I understand."


91,eens,"*at sometime*
adverb: once, ever, at one time
adjective: onetime
en het eens met je. - I agree with you."


92,dus,"*So*
adverb: so, therefore, thus
conjunction: therefore, hence, then
heb ik besloten om het te doen. Therefore, I have decided to do it."


93,weg,"*away*
adjective: road, gone, lost
noun: road, way, path
adverb: away, off, out
 is de weg kwijt."" - He is lost."


94,zien,"*to see*
verb: see, view, look
ie je morgen. - I'll see you tomorrow."


95,toch,"*However*
adverb: yet, still, however
conjunction: nevertheless, nonetheless, even so
 vond ik het leuk. - I still enjoyed it."


96,man,"*man*
noun: man, husband
an loopt naar de winkel. - The man is walking to the store."


97,nooit,"*never*
adverb: never, no way, ne'er
al nooit vergeten wat er gebeurd is. - I will never forget what happened."


98,terug,"*back*
adverb: back, again, backward
en terug naar huis gegaan - I went back home."


99,laten,"*to leave*
verb: let, leave, make
en we gaan!"" - ""Let's go!"""


