,Dutch,Quizlet
29,naam,"*name*
noun: name, first name, title
Mijn naam is Paul, My name is Paul."


30,gek,"*crazy*
adjective: crazy, mad, fool
noun: fool, madman, nut
adverb: foolishly, queerly
phrase: off one's head, off one's nuts
""Hij is echt gek!"" - He is really crazy!"


31,blijven,"*to stay*
verb: remain, stay, keep
Ik blijf hier wonen. - I will stay here living."


32,onder,"*below*
adverb: under, below, underneath
preposition: under, among, amongst
adjective: lower, vice, deputy
conjunction: whilst
Mijn vrienden zijn onderweg naar huis. - My friends are on their way home."


33,vriend,"*friend*
noun: friend, pal, well-wisher
Mijn vriend is mijn beste vriend. - My friend is my best friend."


34,geweest,"*been*

Ik ben al eerder in Nederland geweest. - I have been to the Netherlands before."


35,kijken,"*to look*
verb: look, see, glance
Ik kijk naar de tv. - I'm looking at the TV."


36,geven,"*to give*
verb: give, deliver, impart
Ik geef je een knuffel - I give you a hug."


37,ging,"*went*
verb: go, proceed, work
Ik ging naar het park. - I went to the park."


38,vertellen,"*narrate*
verb: tell, relate, narrate
Ik vertelde hem het verhaal. - I told him the story."


39,ooit,"*ever *
adverb: ever, sometime, whilom
Ooit heb ik in het buitenland gewoond. - I have lived abroad at some point."


40,snel,"*fast*
adverb: quickly, fast, rapidly
adjective: quick, fast, rapid
Snel kan ik naar de winkel gaan. - Quickly I can go to the store."


41,hand,"*hand*
noun: hand, mitt, dukes
Ik heb mijn handen vol - I have my hands full"


42,idee,"*idea*
noun: idea, notion, thought
Het idee is om het te doen. The idea is to do it."


43,goede,"*good  *
noun: well
Goede morgen! - Good morning!"


44,auto,"*car*
adjective: auto
noun: car, automobile, motor
De auto is mijn favoriete vervoermiddel. - The car is my favourite mode of transportation."


45,kwam,"*came*
verb: come, get, come to
Ik kwam te laat. - I came too late."


46,verdomme,"*damn*
interjection: Blast it!
Verdomme, ik heb mijn sleutels vergeten! Damn, I forgot my keys!"


47,beetje,"*bit*
noun: bit, little, tad
adjective: little
""Ik heb alleen een beetje honger."" - ""I only have a little bit of hunger."""


48,moest,"*had to*
verb: must
Ik moest naar school gaan. - I had to go to school."


49,kinderen,"*children*
noun: children, kids, olive-branches
De kinderen spelen buiten. - The children are playing outside."


50,wanneer,"*when*
adverb: when
conjunction: when, if, as
Wanneer ga je naar huis? - When are you going home?"


51,gebeurd,"*happened*
verb: happen, be, occur
Het is gebeurd. - It has happened."


52,jongen,"*boy*
noun: boy, lad, pup
verb: breed, kitten, whelp
De jongen rent naar school. - The boy runs to school."


53,bang,"*anxious*
adjective: afraid, scared, fearful
adverb: anxiously
Ik ben bang dat het te laat is. - I'm afraid it's too late."


54,vraag,"*ask*
noun: question, demand, request
""Heeft u een vraag?"" - Do you have a question?"


55,lijkt,"*seems*
verb: seem, appear, look
Het lijkt erop dat het gaat regenen. - It looks like it's going to rain."


56,geweldig,"*awesome*
adjective: immense, violent, colossal
adverb: mightily, vastly, colossally
De film was geweldig! - The movie was great!"


57,paar,"*couple*
noun: couple, pair, couplet
Ik heb een paar schoenen gekocht. - I bought a pair of shoes."


58,hoor,"*hear*
verb: hear, belong, learn
Hoor je dat? - Do you hear that?"


59,laatste,"*last*
noun: last
De laatste dag van de vakantie was het meest ontspannen.
Translation: The last day of the vacation was the most relaxed."


60,deed,"*did*
verb: do, make, perform
Ik deed mijn best - I did my best."


61,nieuwe,"*new ones*
adjective: new, novel, fresh
De nieuwe auto is snel. - The new car is fast."


62,vragen,"*to ask*
verb: ask, question, request
noun: enquiry
Ik heb vragen over het onderwerp. - I have questions about the subject."


63,kun,"*can*

""Kun je me helpen?"" - Can you help me?"


64,zag,"*saw*
verb: see, view, look
Ik zag hem lopen. - I saw him walking."


65,zorgen,"*to assure*
verb: care, worry, look
Ik zorg ervoor dat de klusjes gedaan worden. - I make sure that the chores are done."


66,staan,"*to stand*
verb: stand, be, face
De leraren staan voor de klas. - The teachers are standing in front of the class."


67,wereld,"*world*
noun: world, universe
De wereld is een grote plaats. - The world is a big place."


68,eten,"*to eat*
verb: food, eat, meal
noun: grub, peck
Ik eet graag pizza. - I like to eat pizza."


69,jongens,"*guys*
adjective: boyish
""Jongens, laten we gaan!"" - Boys, let's go!"


70,enige,"*any*
adjective: some
pronoun: some
adverb: a few
De enige manier om hieruit te komen is door samen te werken.

The only way to get out of this is by working together."


71,zelf,"*yourself*
pronoun: itself, self, myself
Ik heb het zelf gedaan. - I did it myself."


72,want,"*because*
conjunction: because, for, as
noun: mitten, shrouds
Ik wil dat je me helpt, I want you to help me."


73,nemen,"*to take*
verb: take, reach, seize
Ik neem de bus naar school. - I take the bus to school."


74,heen,"*to*
adverb: away
Hij ging heen. - He went away."


75,zo'n,"*Sun*
noun: sun, daystar
Zo'n grote stad is echt indrukwekkend. - Such a big city is really impressive."


76,beste,"*Best*

""Beste vrienden, ik hoop dat jullie het goed maken!"" - ""Best friends, I hope you are doing well!"""


77,ken,"*know*
verb: know
Ik ken haar al jaren. - I have known her for years."


78,vandaag,"*Today*
adverb: today
Vandaag is het een prachtige dag. - Today is a beautiful day."


79,zelfs,"*even*
adverb: even
Zelfs de meest ervaren kok kan fouten maken. - Even the most experienced cook can make mistakes."


80,ie,"*ie*

Ie moet de regels volgen. - You must follow the rules."


81,gezegd,"*said*
verb: say, tell, put
""Hij heeft gezegd dat hij zou komen."" - He said he would come."


82,hadden,"*had*
verb: have, possess, own
Hadden ze de kans gehad, dan hadden ze het gedaan.

If they had had the chance, they would have done it."


83,vertel,"*tell*
verb: tell, relate, narrate
Vertel me wat je denkt. - Tell me what you think."


84,eerst,"*first*
adjective: first, primary, one
adverb: first, only, firstly
: first
conjunction: if only
Eerst heb ik de taart geschilderd. 
First I painted the cake."


85,gevonden,"*found it*
verb: find, think of, hit upon
Ik heb het boek dat ik zocht gevonden. - I have found the book I was looking for."


86,zoon,"*son*
noun: son
Mijn zoon is twaalf jaar oud. - My son is twelve years old."


87,buiten,"*outside*
adverb: outside, out, outdoors
preposition: outside, beyond, out of
noun: country
""Ik ben buiten gaan wandelen."" - ""I went for a walk outside."""


88,samen,"*together*
adverb: together
""Wij gaan samen naar het park."" - ""We are going to the park together."""


89,denken,"*think*
verb: think, think of, conceive
Ik denk dat ik het begrijp. - I think I understand."


90,geloof,"*believe*
noun: faith, belief, religion
Ik geloof in de kracht van liefde. - I believe in the power of love."


91,morgen,"*tomorrow*
adverb: tomorrow, next day
noun: morning, morn
Morgen gaan we naar de bioscoop. - Tomorrow we are going to the movies."


92,geleden,"*past*
adverb: ago, since
adjective: past
Het is alweer twee jaar geleden sinds ik hier ben geweest. - It has already been two years since I was here."


93,meisje,"*girl*
noun: girl, maid, maiden
""Het meisje zingt een lied."" - The girl is singing a song."


94,thuis,"*At home*
adverb: home, in, indoors
Ik voel me thuis in dit huis. - I feel at home in this house."


95,denkt,"*thinks*
verb: think, think of, conceive
Hij denkt dat het koud is. He thinks it is cold."


96,rustig,"*Calm*
adjective: quiet, tranquil, calm
adverb: quietly, calmly, on an even keel
Het is hier rustig. - It is quiet here."


97,mannen,"*men*
adjective: male
Mannen zijn sterk. - Men are strong."


98,halen,"*to fetch *
verb: catch, fetch, bring
Ik haal mijn vrienden van het station. - I'm picking up my friends from the station."


99,probleem,"*problem*
noun: problem, puzzler
Het probleem is te groot om te negeren. - The problem is too big to ignore."


