,Dutch,Quizlet
27,eerlijk,"*honestly*
adjective: honest, fair, straight
adverb: honestly, fairly, straight
""Ik ben eerlijk tegen mijn vrienden."" - ""I am honest with my friends."""


28,fijn,"*fine*
adjective: fine, nice, delicate
adverb: delicately, subtly, exquisitely
""Het was fijn om je te zien."" - It was nice to see you."


29,mond,"*mouth*
noun: mouth, opening, orifice
Mijn mond stond open van verbazing. - My mouth was open in amazement."


30,buurt,"*neighbourhood*
noun: neighborhood, vicinity, district
De buurt is een mooie plek om te wonen. - The neighborhood is a nice place to live."


31,drinken,"*drinks*
verb: drink, take a drink, bib
Ik hou van drinken. - I love drinking."


32,telefoon,"*telephone*
noun: phone, telephone
Ik heb mijn telefoon nodig. - I need my phone."


33,per,"*per*
preposition: per, by, within
article: a
Ik eet per dag twee appels - I eat two apples per day."


34,wapen,"*weapon*
noun: weapon, arm, weaponry
""Ik heb een wapen nodig."" - ""I need a weapon."""


35,liet,"*let*
verb: let, leave, make
Hij liet mij achter met een gebroken hart. He left me behind with a broken heart."


36,belangrijk,"*important*
adjective: important, considerable, great
adverb: considerably
Belangrijk is dat iedereen zich veilig voelt.

Important is that everyone feels safe."


37,kreeg,"*got*
verb: get, receive, have
Ik kreeg een cadeau van mijn oma. - I received a present from my grandmother."


38,ouders,"*parents*
noun: parents, people
Mijn ouders zijn erg lief voor mij. - My parents are very kind to me."


39,stuk,"*piece*
noun: piece, part, document
adjective: broken, damaged, flyblown
Het stuk brood is klaar om te eten. - The piece of bread is ready to eat."


40,rust,"*peace*
noun: rest, peace, tranquility
De rustige omgeving maakte het mogelijk om te ontspannen. - The tranquil environment made it possible to relax."


41,vandaan,"*from*
preposition: from
Ik kom uit het buitenland vandaan. - I come from abroad."


42,kennen,"*know*
verb: know
Ik ken haar al jaren. - I've known her for years."


43,Jezus,"*Jesus*
noun: Jesus
""Jezus is de zoon van God."" - Jesus is the son of God."


44,deel,"*part *
noun: part, portion, share
Deel je ijsje met mij. - Share your ice cream with me."


45,baan,"*track*
noun: job, track, path
Ik zoek een nieuwe baan. - I am looking for a new job."


46,kapitein,"*captain*
noun: captain, master, padrone
De kapitein stuurde het schip naar de haven. - The captain steered the ship to the harbour."


47,erop,"*on top*
adverb: on
""Hij zette erop dat hij zou winnen."" - He bet on himself that he would win."


48,geluk,"*luck*
noun: happiness, luck, fortune
Gelukkig heb ik een goede dag gehad. - Luckily, I had a good day."


49,dezelfde,"*the same*
pronoun: same, such
adjective: one
adverb: ditto
Dezelfde boeken staan op twee verschillende planken. - The same books are on two different shelves."


50,overal,"*everywhere*
adverb: everywhere, anywhere, throughout
Overal zijn er mensen die je kunnen helpen. - Everywhere there are people who can help you."


51,schip,"*ship*
noun: ship, seacraft
""Het schip voer de haven uit."" - The ship sailed out of the harbour."


52,heren,"*Gentlemen*
noun: Gentlemen
De heren zijn hier vandaag aangekomen. - The gentlemen have arrived here today."


53,gegeven,"*datum*
adjective: given
Ik heb de gegeven informatie goed begrepen. - I have understood the given information well."


54,anderen,"*others*

De anderen gaan naar het park. - The others are going to the park."


55,zeer,"*very*
adjective: very, highly, greatly
adverb: very, most, greatly
noun: sore, pain, ache
""Het eten was zeer lekker!"" - The food was very delicious!"


56,langs,"*by*
adverb: along, lengthwise
preposition: along, by, past
Ik loop langs de rivier. - I'm walking along the river."


57,mam,"*mom*
noun: mom, mam, mommy
Mam, kan ik wat koekjes hebben? - Mom, can I have some cookies?"


58,recht,"*straight*
adjective: right, straight, prerogative
adverb: right, straight
noun: right, law, duty
""Hij staat recht als een paal."" - He stands straight as a pole."


59,lichaam,"*body*
noun: body
Mijn lichaam voelt stijf aan. - My body feels stiff."


60,aardig,"*nice*
adjective: nice, pretty, friendly
adverb: nicely, prettily, jolly
Mijn vrienden vinden mijn hond aardig. - My friends find my dog nice."


61,vertrouwen,"*to trust*
noun: confidence, trust, faith
verb: trust, rely, depend
Ik vertrouw mijn vrienden. - I trust my friends."


62,ermee,"*with it*

""Ik ben ermee akkoord."" - I agree with it."


63,neemt,"*takes*
verb: take, reach, seize
Hij neemt de bus naar school. - He takes the bus to school."


64,vanaf,"*from*
preposition: from, since, upward of
Vanaf vandaag zal ik meer tijd besteden aan het leren van de Nederlandse taal.

From today I will spend more time learning the Dutch language."


65,vaak,"*often*
adverb: often, frequently, regularly
noun: sleepiness
Vaak ga ik naar het strand. - I often go to the beach."


66,boek,"*book*
noun: book, omnibus, quire
""Ik heb een boek gelezen."" - ""I read a book."""


67,mezelf,"*myself*
pronoun: myself
Ik heb mezelf geleerd om goed te luisteren. - I taught myself to listen well."


68,zetten,"*to make*
verb: put, set, place
Ik zet deze koffer in de kast. - I put this suitcase in the cupboard."


69,stil,"*quiet*
adjective: quiet, still, silent
adverb: quietly, noiselessly, stilly
Het was stil in de kamer. - It was quiet in the room."


70,ok,"*OK*
noun: OK
""Oké, ik begrijp het"" - ""Okay, I understand it."""


71,kerel,"*guy*
noun: guy, fellow, chap
Deze kerel is echt grappig. - This guy is really funny."


72,betalen,"*pay*
verb: pay, pay off, pay up
Ik moet de rekening betalen. - I have to pay the bill."


73,geval,"*case*
noun: case, occasion, proposition
Het geval is dat ik het niet weet. - The case is that I don't know."


74,miljoen,"*million*
: million
Het bedrijf heeft een miljoen euro verdiend. - The company has earned one million euros."


75,tweede,"*second*
adjective: second, another
: second
De tweede keer was veel beter dan de eerste. - The second time was much better than the first."


76,haat,"*hate*
noun: hate, hatred, resentment
""Ik haat het koude weer"" - ""I hate cold weather"""


77,hard,"*hard*
adjective: hard, loud, harsh
adverb: hard, harshly, quickly
""Het was hard werken om het karwei af te maken."" - It was hard work to finish the job."


78,inderdaad,"*indeed*
adverb: indeed, actually, really
""Inderdaad, ik ben het met je eens."" - Indeed, I agree with you."


79,woord,"*word*
noun: word, term, verb
Ik heb het woord verkeerd gespeld. - I spelled the word wrong."


80,stond,"*was standing*
noun: time, hour
Hij stond in de deuropening. - He stood in the doorway."


81,hond,"*dog*
noun: dog, hound, harrier
De hond zit onder de tafel. - The dog is sitting under the table."


82,straks,"*soon*
adverb: anon
Straks gaan we naar de supermarkt. - Soon we're going to the supermarket."


83,weken,"*to soften*
verb: soak, steep, macerate
We hebben al vier weken geen regen gehad. - We haven't had rain for four weeks."


84,film,"*movie*
noun: film, movie, motion picture
De film was geweldig! - The movie was great!"


85,antwoord,"*answer*
noun: answer, reply, response
""Het antwoord is ja."" - The answer is yes."


86,veranderen,"*change*
verb: change, alter, turn
De situatie is veranderd. - The situation has changed."


87,licht,"*light*
adjective: light, mild, illuminating
noun: light, clear, candle
adverb: slightly, lightly, easily
Het licht is helder. - The light is bright."


88,houd,"*loves*
verb: keep, hold, retain
Houd de deur open. - Keep the door open."


89,pa,"*dad*
noun: dad, papa, daddy
Mijn pa is een leraar. - My dad is a teacher."


90,tijdens,"*during the day*

Tijdens het eten hebben we gezellig gepraat. - During the meal we had a pleasant conversation."


91,lieverd,"*Darling*
noun: darling, poppet
""Lieverd, je bent zo lief!"" - ""Darling, you are so sweet!"""


92,liever,"*rather*
adverb: rather, preferably, first
Ik zou liever thuis blijven, I would rather stay home."


93,kwaad,"*pissed off*
adjective: evil, angry, bad
noun: evil, harm, hurt
adverb: amiss, badly, crossly
Ik ben kwaad op jou. - I am angry at you."


94,ontmoet,"*meet*
verb: meet, encounter, see
Ik ontmoet mijn vrienden op het station. - I meet my friends at the station."


95,nergens,"*nowhere*
adverb: nowhere
Er is nergens iets dat ik kan doen. - There is nothing I can do anywhere."


96,gebruikt,"*used*
adjective: used, hand-me-down
Ik gebruikt deze computer elke dag - I use this computer every day."


97,schatje,"*baby*
noun: love
Mijn schatje, ik hou van je. - My darling, I love you."


98,verloren,"*lost*
adjective: lost
Ik heb mijn sleutel verloren. - I lost my key."


99,koning,"*king*
noun: king, monarch
De koning regeert het land. - The king rules the country."


