,Dutch,Quizlet
30,komaan,"*come on*
interjection: Now!
Komaan, laten we gaan! - Come on, let's go!"


31,moesten,"*had to*
verb: must
Wij moesten de kamer schoonmaken. - We had to clean the room."


32,daarvoor,"*before that*
adverb: therefor, previously, before that
Daarvoor betaal ik graag de extra kosten. - I am happy to pay the extra costs for that."


33,onderweg,"*en route*
adverb: en route, on the go, in transit
phrase: on the wing
Ik ben onderweg naar huis. - I am on my way home."


34,lijst,"*list*
noun: list, table, frame
De lijst is erg lang. - The list is very long."


35,vanuit,"*from*
preposition: from
Vanuit deze locatie hebben we een mooi uitzicht.
From this location we have a nice view."


36,band,"*band*
noun: band, tire, tape
""De band speelde een vrolijk liedje."" - The band played a cheerful song."


37,gelooft,"*believes*
verb: believe, think, trust
Ik geloof dat het waar is. - I believe that it is true."


38,gemist,"*missed*
verb: miss, lack, spare
Ik heb je gemist. - I missed you."


39,sleutel,"*key*
noun: key, clef, damper
De sleutel lag onder de deurmat. - The key was under the doormat."


40,lag,"*lay*
verb: lie, be, sit
Ik lag op de bank te slapen. - I was lying on the couch, sleeping."


41,kont,"*ass*
noun: buttocks, rump, prat
""Hij schudde zijn kont op de dansvloer."" - He shook his butt on the dance floor."


42,reis,"*trip*
noun: travel, trip, journey
De reis was erg vermoeiend. - The journey was very tiring."


43,arm,"*arm*
noun: arm, wing
adjective: poor, penniless, indigent
adverb: poorly
Hij heeft een gebroken arm. - He has a broken arm."


44,show,"*show*

De show was geweldig. - The show was great."


45,vertelt,"*tells*
verb: tell, relate, narrate
Hij vertelt me een verhaal. - He tells me a story."


46,groep,"*group*
noun: group, set, bunch
De groep mensen zat bij elkaar. - The group of people sat together."


47,belde,"*called*
verb: dial, clang, clank
Hij belde me gisteren. - He called me yesterday."


48,zweer,"*swear*
noun: ulcer, abscess, tumor
Ik zweer dat ik het nooit meer zal doen. - I swear I will never do it again."


49,agenten,"*agents*
noun: agent, policeman, broker
'De agenten hebben hard gewerkt om de zaak op te lossen.' - The officers worked hard to solve the case."


50,eer,"*honor*
noun: honor, credit, kudos
conjunction: ere
adverb: rather, preferably
Ik heb de eer om dit te mogen doen. - I have the honour to do this."


51,onmogelijk,"*impossible*
adjective: impossible
adverb: impossibly
Het is onmogelijk om de tijd te stoppen. - It is impossible to stop time."


52,steek,"*lurch*
noun: stitch, sting, stab
De kinderen staken de vlag in de grond. - The children stuck the flag in the ground."


53,hel,"*hell*
noun: hell, inferno, hades
adjective: bright, clear, glaring
adverb: glaringly
De hel is een plaats van lijden. - Hell is a place of suffering."


54,zwaar,"*heavy*
adjective: heavy, hard, severe
adverb: strongly, grievously, massively
""Het boek was zwaar om te dragen"" - The book was heavy to carry."


55,tuurlijk,"*sure*

Tuurlijk, ik zal er zijn. - Of course, I will be there."


56,bevel,"*command*
noun: order, command, injunction
Het bevel was om te stoppen met werken. - The order was to stop working."


57,jonge,"*young*
adjective: young, infant, juvenile
De jonge student ging naar de bibliotheek. - The young student went to the library."


58,kerk,"*church*
noun: church, chapel, sanctuary
De kerk was een oude gebouw. - The church was an old building."


59,huwelijk,"*wedding*
noun: wedding, marriage, matrimony
""Het huwelijk was een prachtige ceremonie."" - The wedding was a beautiful ceremony."


60,delen,"*to share*
verb: share, communicate, divide
Delen we de kosten? - Shall we split the costs?"


61,sla,"*salad*
noun: lettuce, salad
De sla is vers en lekker. - The lettuce is fresh and tasty."


62,Amerikaanse,"*American*
noun: American
De Amerikaanse president komt morgen naar Nederland. - The American president is coming to the Netherlands tomorrow."


63,wedstrijd,"*contest*
noun: match, game, competition
adjective: emulative
Ik hou van competitieve sportwedstrijden. - I love competitive sports competitions."


64,maat,"*mate*
noun: size, measure, measurement
Mijn maat is klein, My size is small."


65,allen,"*all*

Allen zullen deze dag genieten. - Everyone will enjoy this day."


66,gebroken,"*broken*
adjective: prostrate, lacerated, out of order
Mijn been is gebroken. - My leg is broken."


67,dromen,"*to dream*
verb: dream, moon, have a dream about
Ik droom ervan om een reis rond de wereld te maken. - I dream of taking a trip around the world."


68,direct,"*straight away*
adverb: directly, direct, straight
adjective: direct, straight
phrase: on the spur of the moment
De verkoop ging direct door. - The sale went through immediately."


69,luitenant,"*lieutenant*
noun: lieutenant, loot
De luitenant was de hoogste rang in de leger. 
Translation: The lieutenant was the highest rank in the army."


70,planeet,"*planet*
noun: planet
De aarde is de enige bewoonde planeet. - The Earth is the only inhabited planet."


71,vooral,"*mainly*
adverb: especially, particularly, in particular
Vooral als je het druk hebt, moet je goed voor jezelf zorgen.
Translation: Especially when you're busy, you should take care of yourself."


72,missie,"*mission*
noun: mission
Mijn missie is om mijn doelen te bereiken. - My mission is to achieve my goals."


73,midden,"*middle*
noun: middle, midst, medium
adjective: mid
preposition: amidst, amid
De kat lag in het midden van de kamer. - The cat was lying in the middle of the room."


74,gezin,"*family*
noun: family, household
Mijn gezin is heel gelukkig. - My family is very happy."


75,gisteravond,"*yesterday evening*
adverb: last night, yesternight, yester-evening
noun: yesternight, yester-evening
Gisteravond heb ik met mijn vrienden een film gekeken. - Last night I watched a movie with my friends."


76,leiden,"*to lead*
verb: lead, guide, manage
Ik leid de groep tijdens de wandeling. - I am leading the group during the walk."


77,dame,"*Lady*
noun: lady, gentlewoman
De dame heeft een mooi jurk aan. - The lady is wearing a beautiful dress."


78,bericht,"*message*
noun: message, report, notice
Het bericht is verzonden. - The message has been sent."


79,angst,"*fear*
noun: fear, anxiety, anguish
Mijn angst is dat ik de verkeerde keuze maak. - My fear is that I make the wrong choice."


80,stierf,"*died*
verb: die, perish, pass away
De stierf tragisch jong. - He died tragically young."


81,wagen,"*wagon*
noun: car, carriage, vehicle
verb: risk, dare, chance
De wagen staat voor de deur. - The car is parked outside the door."


82,blijkbaar,"*evidently*
adverb: apparently, evidently, obviously
adjective: apparent, evident
Blijkbaar heb ik het verkeerd begrepen. - Apparently I misunderstood."


83,kapot,"*Broken*
adjective: broken, damaged, whacked
adverb: to pieces
Mijn auto is kapot. - My car is broken."


84,zoekt,"*searches*
verb: search, seek, quest
Hij zoekt een nieuwe baan. - He is looking for a new job."


85,ziel,"*soul*
noun: soul, mind, heart
Mijn ziel is vervuld met liefde. - My soul is filled with love."


86,positie,"*position*
noun: position, situation, status
De positie van de leraar is belangrijk. - The position of the teacher is important."


87,waarvoor,"*for what*
adverb: wherefore
Waarvoor heb je deze toets gemaakt? - For what did you make this test?"


88,respect,"*respect*
noun: esteem
""Ik heb respect voor hem."" - ""I have respect for him."""


89,wet,"*law*
noun: law, act, statute
De wet staat het niet toe. - The law does not allow it."


90,gesprek,"*conversation*
noun: conversation, talk, converse
Het gesprek was erg interessant. - The conversation was very interesting."


91,verleden,"*past*
adjective: past, last, previous
noun: past, yore
De verleden week had ik een drukke agenda. - I had a busy schedule last week."


92,kost,"*cost*
noun: fare, meat, grub
De kost is hoog. - The cost is high."


93,links,"*left*
adjective: left, gauche, awkward
adverb: left
noun: leftist
Links staat rechts, wat betekent ""Left is right""."


94,witte,"*white*
adjective: white, blank
De witte kat liep door de tuin. - The white cat walked through the garden."


95,ring,"*ring*
noun: ring, hoop, circle
De ring glinstert in het zonlicht. - The ring is sparkling in the sunlight."


96,da's,"*that's*
noun: tie, badger, necktie
Da's geweldig! That's great!"


97,regelen,"*to arrange*
verb: arrange, regulate, adjust
Ik heb alles geregeld. - I have arranged everything."


98,computer,"*computer*
noun: computer, processor
De computer is een nuttig apparaat. - The computer is a useful device."


99,dronken,"*drunk*
adjective: drunk, drunken, intoxicated
Ik was dronken toen ik thuiskwam. - I was drunk when I got home."


