,Dutch,Quizlet
26,stom,"*stupid*
adjective: stupid, dumb, mute
adverb: stupidly, vainly
De man was stom verbaasd. - The man was dumbfounded.


"
27,bestaat,"*consists*
verb: exist, subsist, live
Deze stad bestaat al meer dan 100 jaar. - This city has existed for more than 100 years.


"
28,welk,"*which*
conjunction: which
pronoun: which, what
Welk boek lees je? - Which book are you reading?


"
29,gevaarlijk,"*dangerous*
adjective: dangerous, hazardous, risky
adverb: hazardous, dangerously, in danger
""Het is gevaarlijk om zonder zwemvest te zwemmen."" - It is dangerous to swim without a life jacket.


"
30,jawel,"*Yes*
interjection: Yes!
""Jawel, ik kom eraan!"" - ""Yes, I'm coming!""


"
31,mocht,"*if*
verb: may
Mocht ik jouw hulp nodig hebben, zal ik je laten weten.

If I need your help, I will let you know.


"
32,goedemorgen,"*Good morning*
interjection: Good morning!
Goedemorgen! - Good morning!


"
33,wilden,"*wild ones*
verb: want, like, will
""Ze wilden een nieuwe auto kopen."" - They wanted to buy a new car.


"
34,erger,"*worse*
adjective: worse
adverb: worse
Het kan nog erger worden. - It can get worse.


"
35,vreselijk,"*horrible*
adjective: terrible, horrible, dreadful
adverb: terribly, awfully, fearfully
Mijn klasgenoten vonden mijn kunstwerk vreselijk. - My classmates found my artwork terrible.


"
36,zodra,"*as soon*
conjunction: once, as soon as, as ever
adverb: instantly, directly
Zodra ik vrij ben, ga ik naar het strand. - As soon as I'm free, I'm going to the beach.


"
37,geraakt,"*touched*
adjective: resentful, peeved
adverb: resentfully
Ik ben geraakt door je verhaal. - I was touched by your story.


"
38,nadat,"*once*
conjunction: after, how
Nadat ik mijn huiswerk had gemaakt, ging ik naar buiten.

After I had finished my homework, I went outside.


"
39,vertrouw,"*trust*

Ik vertrouw hem niet. - I don't trust him.


"
40,kolonel,"*colonel*
noun: colonel
De kolonel was de hoogste rang in het leger. - The colonel was the highest rank in the army.


"
41,voelde,"*felt*
verb: feel, sense, emote
Ik voelde me verdrietig. - I felt sad.


"
42,kleren,"*clothes*
noun: clothes, clothing, dress
Ik heb geen kleren nodig.  - I don't need any clothes.


"
43,rug,"*back*
noun: back, spine, ridge
De kat heeft een zachte rug. - The cat has a soft back.


"
44,naast,"*next*
adjective: next, nearest, next-door
adverb: next, nigh
preposition: next to, beside, off
phrase: within an inch
Mijn huis staat naast de bakker. - My house is next to the bakery.


"
45,totdat,"*until*
conjunction: until, till, as far as
Totdat hij klaar was, had hij hard gewerkt. - Until he was finished, he had worked hard.


"
46,verliefd,"*in love*
adjective: in love, amorous, sweet
Ik ben verliefd op jou. - I'm in love with you.


"
47,lukt,"*succeeds*
verb: work out
Het lukt me niet om de klus te klaren. - It's not working out for me to finish the job.


"
48,wonen,"*living*
verb: live, dwell, reside
Ik wil in Amsterdam wonen. - I want to live in Amsterdam.


"
49,lieve,"*dear*
noun: dear
Lieve vrienden, bedankt voor je steun. Dear friends, thank you for your support.


"
50,gaten,"*holes*
noun: hole, gap, opening
De muur had gaten waardoor het licht naar binnen kwam. - The wall had holes through which the light came in.


"
51,raar,"*weird*
adjective: strange, funny, queer
adverb: strangely, queerly, curiously
Het is raar dat het weer zo onvoorspelbaar is. - It is strange that the weather is so unpredictable.


"
52,geprobeerd,"*tried*
verb: try, attempt, endeavor
Ik heb geprobeerd de oefening te begrijpen. - I tried to understand the exercise.


"
53,geleerd,"*learned*
adjective: learned, studied, educated
Ik heb veel geleerd van deze ervaring. - I have learned a lot from this experience.


"
54,erover,"*about it*

Erover praten - Let's talk about it.


"
55,raad,"*council*
noun: advice, council, counsel
De raad heeft het voorstel aangenomen. - The council has accepted the proposal.


"
56,volg,"*follow*
verb: follow, track, attend
Volg me alsjeblieft. = Please follow me.


"
57,verkopen,"*to sell*
verb: sell, market, auctioneer
Ik verkoop mijn auto. - I am selling my car.


"
58,geweldige,"*great*
adjective: immense, violent, colossal
Deze geweldige film is echt de moeite waard!
This great movie is really worth it!


"
59,zover,"*as far*
adverb: so far as, so far
conjunction: so far as
Ik ben nog niet zo ver gekomen. - I haven't gotten so far yet.


"
60,red,"*ed*
adjective: ginger
De lucht was rood van de zonsondergang. - The sky was red from the sunset.


"
61,woont,"*lives*
verb: live, dwell, reside
Hij woont in Amsterdam. - He lives in Amsterdam.


"
62,Amerika,"*America*
noun: America
Amerika is een groot land. - America is a large country.


"
63,lul,"*dick*
noun: cock, prick
De lul van mijn broer is zo luidruchtig. - My brother's fool is so noisy.


"
64,gedacht,"*thought*
verb: think, think of, conceive
Ik heb gedacht dat het een goed idee was. - I thought it was a good idea.


"
65,bewijzen,"*prove*
verb: prove, evidence, show
De rechter moest bewijzen dat de verdachte schuldig was. - The judge had to prove that the suspect was guilty.


"
66,prijs,"*price*
noun: price, value, rate
De prijs van deze auto is erg hoog. - The price of this car is very high.


"
67,www,"*www*

www staat voor World Wide Web - WWW stands for World Wide Web.


"
68,raken,"*touch*
verb: hit, affect, catch
De bal raakte de muur. - The ball hit the wall.


"
69,voorstellen,"*to suggest*
verb: propose, suggest, introduce
Ik stel mezelf voor - I introduce myself


"
70,vorige,"*previous*
adjective: last, previous, former
De vorige dag was het zonnig. - The previous day was sunny.


"
71,regel,"*rule*
noun: rule, line, norm
De regel is dat iedereen op tijd moet komen. - The rule is that everyone must arrive on time.


"
72,schrijven,"*to write*
verb: write, pen, scribe
noun: missive
Ik schrijf elke dag in mijn dagboek. - I write in my diary every day.


"
73,rot,"*rotten*
noun: rot, squad, rat
adjective: rotten, putrid, carious
De appel is rot. - The apple is rotten.


"
74,gebouw,"*building*
noun: building, construction, edifice
Het gebouw is heel groot. - The building is very big.


"
75,trekken,"*Pull*
verb: attract, draw, pull
noun: draft, hammer, draught
Ik trek me terug uit de situatie. - I am withdrawing from the situation.


"
76,herinneren,"*to remind*
verb: remember, remind, recollect
Ik herinner me dat ik het al eerder heb gezien. - I remember seeing it before.


"
77,dansen,"*dancing*
noun: dancing
verb: dance, foot
phrase: shake one's leg
Ik hou van dansen. - I love to dance.


"
78,gebracht,"*brought*
verb: bring, apply, carry
Hij heeft me gebracht naar mijn huis. - He brought me home.


"
79,meeste,"*most*

De meeste mensen zijn vriendelijk. - Most people are friendly.


"
80,koud,"*cold*
adjective: cold, chilly, chill
adverb: coldly, icily
Het water is koud. - The water is cold.


"
81,jammer,"*Shame*
adjective: unfortunate, regrettable
adverb: unfortunately, regrettably
Jammer dat je niet kon komen. - It's a shame that you couldn't come.


"
82,wegwezen,"*get out*
verb: piss off
phrase: take to one's heel
Wegwezen! - Get out of here!


"
83,macht,"*power*
noun: power, force, might
""De macht van het geld is groot."" - ""The power of money is great.""


"
84,drugs,"*drugs*
noun: drug, junk
Drugs zijn verboden in Nederland. - Drugs are forbidden in the Netherlands.


"
85,geboren,"*born*
adjective: born, nee
Ik ben in Amsterdam geboren. - I was born in Amsterdam.


"
86,dragen,"*wear*
verb: wear, bear, carry
noun: bearing
Ik draag een jas - I am wearing a jacket.


"
87,keuze,"*choice*
noun: choice, selection, option
Mijn keuze is gemaakt. - My choice has been made.


"
88,gefeliciteerd,"*congratulations*
interjection: Congratulations!
Gefeliciteerd! Congratulations!


"
89,situatie,"*situation*
noun: situation, circumstances, plight
De situatie is veranderd. - The situation has changed.


"
90,missen,"*to miss*
verb: miss, lack, spare
noun: failing
Ik mis mijn familie. - I miss my family.


"
91,honger,"*hungry*
noun: hunger
Ik heb honger - I am hungry.


"
92,betaald,"*paid*
adjective: paid, paid-in, paid-up
abbreviation: pd.
Ik heb al betaald. - I have already paid.


"
93,liefje,"*Darling*
noun: sweetheart, love, darling
""Liefje, ik hou van je"" - ""Sweetheart, I love you""


"
94,duurt,"*takes*
verb: last, continue, endure
Het duurt twee uur. - It takes two hours.


"
95,schelen,"*care*
verb: differ, ail
Het scheelt me niet veel. - It doesn't make much difference to me.


"
96,kaart,"*card*
noun: map, card, ducket
Ik heb een kaart van Europa gekocht. - I bought a map of Europe.


"
97,rij,"*queue*
noun: row, queue, array
Ik rij met de auto naar mijn werk. - I drive to work in the car.


"
98,bal,"*ball*
noun: ball, dance, chunk
De jongen gooide de bal naar zijn vriend. - The boy threw the ball to his friend.


"
99,werkte,"*worked*
verb: work, operate, function
Hij werkte hard om zijn doelen te bereiken.
He worked hard to achieve his goals.


"
0,nou,"*Well*
adverb: now
Nou, laten we gaan! - Now, let's go!


"
1,mee,"*along*
noun: mead
adverb: also
Ik ga mee naar huis. - I'm going home with (them).


"
2,misschien,"*maybe*
adverb: perhaps, maybe, possibly
Misschien ga ik naar het strand vandaag. - Maybe I'll go to the beach today.


"
3,even,"*for a bit*
adverb: equally, momentarily, for a while
Ik ben even naar de winkel gegaan. - I just went to the store.


"
4,iemand,"*someone*
pronoun: someone, anyone, one
noun: person
Iemand heeft me gebeld. - Someone called me.


"
5,komt,"*comes*
verb: come, get, come to
Komt er nog iemand? - Is anyone else coming?


"
6,niets,"*nothing*
noun: nothing, naught, nil
pronoun: nothing, ought
adjective: none
adverb: none
Ik heb niets gezegd. - I didn't say anything.


"
7,zei,"*said*
verb: say, tell, put
""Hij zei dat hij moe was,"" He said he was tired.


"
8,hou,"*love*
verb: keep, hold, retain
Hou je van mij? - Do you love me?


"
9,komen,"*come*
verb: come, get, come to
""Ze komen morgen aan."" - They will arrive tomorrow.


"
10,mensen,"*people*
noun: people, men, persons
Mensen zijn op zoek naar manieren om het milieu te beschermen.

People are looking for ways to protect the environment.


"
11,onze,"*our*
pronoun: our
Onze familie is groot. - Our family is big.


"
12,nodig,"*necessary*
adjective: necessary, required, needful
Ik heb je hulp nodig. - I need your help.


"
13,tot,"*until*
preposition: to, until, for
conjunction: until
Ik ben tot morgen hier. - I'll be here till tomorrow.


"
14,worden,"*become*
verb: be, become, get
De veranderingen zullen worden aangekondigd. - The changes will be announced.


"
15,veel,"*a lot of*
adverb: much, many, heaps of
Veel plezier! = Have fun!


"
16,weten,"*know*
verb: know, wit, wot
Ik weet het niet. - I don't know.


"
17,leven,"*to live*
noun: life, living, animation
verb: live, exist
Het leven is kort, maar de herinneringen zijn eeuwig. - Life is short, but the memories are eternal.


"
18,wij,"*We*
pronoun: we
Wij gaan naar het park. - We are going to the park.


"
19,weer,"*weather*
noun: weather, defense, weir
adverb: again, fro
""Het weer is vandaag mooi."" - ""The weather is nice today.""


"
20,gewoon,"*Ordinary*
adverb: just, plainly, habitually
adjective: ordinary, plain, common
phrase: common or garden
Gewoon even rustig aan doen. - Just take it easy.


"
21,kijk,"*look*
noun: outlook
Kijk eens naar de zon! - Look at the sun!


"
22,zeggen,"*say*
verb: say, tell, put
""Ik zeg dat ik je zal helpen."" - I say that I will help you.


"
23,tijd,"*time*
noun: time, period, season
De tijd vliegt! - Time flies!


"
24,zeg,"*say*
interjection: Hey!
""Zeg me wat je denkt."" - Tell me what you think.


"
25,twee,"*two*
noun: two, twain, deuce
: two
Twee mensen stonden samen op het podium. - Two people stood together on the stage.


"
26,toen,"*when*
conjunction: when, as
adverb: then, at that time, next
Toen gingen we naar huis. - Then we went home.


"
27,tegen,"*in return for*
preposition: against, at, to
adverb: counter, contrary
noun: con
De kat liep tegen de muur aan. - The cat ran into the wall.


"
28,zit,"*sit*
noun: seat
Ik zit in de auto. - I am sitting in the car.


"
29,net,"*just*
adverb: just, just so, nicely
noun: net, network, grid
adjective: spruce, tidy, elegant
Ik heb net een kopje koffie gedronken. - I just drank a cup of coffee.


"
30,dood,"*dead*
noun: death, dissolution, expiration
adjective: dead, lifeless
adverb: dead
""Hij was dood moe."" - He was dead tired.


"
31,uw,"*your*
pronoun: your, thy, thine
Uw huis is mooi. - Your house is beautiful.


"
32,wordt,"*is becoming*
verb: be, become, get
De kat wordt vermist. - The cat is missing.


"
33,hé,"*Hey*
interjection: Hey!, He!, Eh!
Hé, wat doe je hier? - Hey, what are you doing here?


"
34,maken,"*to make*
verb: make, do, build
Ik maak een taart, I am making a cake.


"
35,mag,"*allowed*
noun: maw
Ik mag naar huis gaan - I may go home.


"
36,één,"*An*
noun: ace
Ik heb één appel gegeten - I ate one apple.


"
37,z'n,"*his*

Hij heeft z'n boeken meegenomen. - He has taken his books.


"
38,omdat,"*because*
conjunction: because, for, just because
Omdat ik het leuk vind, ga ik naar het strand. - Because I like it, I'm going to the beach.


"
39,gedaan,"*done*
adjective: done
Ik heb het gedaan. - I have done it.


"
40,heel,"*all*
adjective: very, whole, all
adverb: very, quite, all
noun: integer
Ik heb heel veel energie. - I have a lot of energy.


"
41,af,"*off*
adverb: off, down, out
suffix: on
adjective: ready
De kat is van de tafel af gesprongen. - The cat jumped off the table.


"
42,altijd,"*always*
adverb: always, ever, evermore
Altijd ben ik je vriend. - Always I am your friend.


"
43,jouw,"*your*
pronoun: your
noun: yours
Jouw ogen zijn zo mooi. - Your eyes are so beautiful.


"
44,zeker,"*Certainly*
adjective: sure, certain, confident
adverb: sure, certainly, surely
""Zeker, ik zal het doen."" - ""Certainly, I will do it.""


"
45,geef,"*give*
verb: give, deliver, impart
Geef me een kus! - Give me a kiss!


"
46,zie,"*see *
interjection: Lo!
Ik zie je morgen - I'll see you tomorrow.


"
47,wacht,"*guard*
noun: guard, watch, sentry
""Ik wacht op je antwoord."" - I'm waiting for your answer.


"
48,allemaal,"*all*
pronoun: everything, everybody, altogether
Allemaal hebben we een goede tijd gehad. - We all had a good time.


"
49,jaar,"*year*
noun: year, annum, twelvemonth
Het jaar is bijna voorbij. - The year is nearly over.


"
50,doet,"*do*
verb: do, make, perform
Het doet me goed om je te zien. - It's good to see you.


"
51,dag,"*day*
noun: day, daytime
Dag iedereen! - Hello everyone!


"
52,zij,"*she*
pronoun: they, it, she
noun: side, way, flank
Zij zijn de koningen van het feest. - They are the kings of the party.


"
53,hun,"*their*
pronoun: their, them
Hun kat is zwart. - Their cat is black.


"
54,huis,"*house*
noun: house, home, place
""Ik heb een mooi huis."" - ""I have a beautiful house.""


"
55,vader,"*father*
noun: father, parent, old man
Mijn vader is de beste, My father is the best.


"
56,dank,"*thanks*
noun: thanks, acknowledgement
Ik wil je danken voor je hulp. - I want to thank you for your help.


"
57,dacht,"*thought*
verb: think, think of, conceive
Ik dacht dat ik het al wist. - I thought I already knew.


"
58,kunt,"*can*
verb: can, may, be able
U kunt mij helpen, You can help me.


"
59,zoals,"*as*
adverb: as, such as
conjunction: as, like, just as
adjective: such as, like, of same gender
preposition: like
""Ik hou van het leven zoals het is,"" which translates to ""I love life as it is.""


"
60,vrouw,"*woman*
noun: woman, wife, female
De vrouw ging naar de winkel, The woman went to the store.


"
61,keer,"*time*
noun: time, occasion, volution
Ik heb het al drie keer geprobeerd. - I have tried it three times.


"
62,anders,"*otherwise*
adverb: otherwise, else, other
adjective: other, unlike, alien
pronoun: other
""Het is anders dan ik had verwacht"" - ""It is different than I had expected"".


"
63,andere,"*Others*
adjective: other, another, else
Andere mensen hebben andere ideeën. - Other people have different ideas.


"
64,willen,"*want*
verb: want, like, will
Ik wil naar het strand gaan. - I want to go to the beach.


"
65,erg,"*terribly*
adverb: very, extremely, quite
noun: erg
adjective: serious
Erg moe, I'm very tired.


"
66,spijt,"*sorry*
noun: regret, repentance, compunction
Ik heb spijt van mijn beslissing. - I regret my decision.


"
67,bedankt,"*Thank you*
interjection: Thanks!, Thankee!
Bedankt voor je hulp! - Thank you for your help!


"
68,niemand,"*no one*
noun: nobody, nix
pronoun: nobody, no one, none
adjective: none
Niemand weet wat er gaat gebeuren. - No one knows what is going to happen.


"
69,wilt,"*want*
verb: want, like, will
Wil je mee naar de bioscoop gaan? - Do you want to go to the movies?


"
70,geld,"*money*
noun: money, cash, dough
abbreviation: L.S.D.
""Hij heeft veel geld verdiend."" - He has earned a lot of money.


"
71,zitten,"*to sit*
verb: sit, be seated, set
Ik zit in de klas. - I am sitting in the classroom.


"
72,niks,"*nothing*
pronoun: nothing
adverb: none
noun: nix
Ik heb niks gezegd. - I didn't say anything.


"
73,iedereen,"*everyone*
pronoun: everyone, anyone, every
noun: all the world
phrase: every mother's son
Iedereen heeft recht op geluk. - Everyone has a right to happiness.


"
74,binnen,"*inside*
adverb: within, in, inside
preposition: within, inside, into
adjective: inlying
""De kat loopt binnen."" - The cat is walking inside.


"
75,staat,"*stands*
noun: state, condition, status
""De staat heeft veel geld geïnvesteerd in de infrastructuur."" - ""The state has invested a lot of money in the infrastructure.""


"
76,wilde,"*wild*
noun: savage, freelance, extremist
Ik wilde een ijsje. - I wanted an ice cream.


"
77,zich,"*himself*
pronoun: himself, itself, themselves
Zij verzachtte zich. - She softened herself.


"
78,beter,"*better*
adverb: better, superiorly
adjective: superior
noun: bettor
prefix: out-
'Het kan beter.' - It could be better.


"
79,werk,"*work*
noun: work, job, employment
adjective: ferial
Ik heb veel werk te doen. - I have a lot of work to do.


"
80,praten,"*to talk*
verb: talk, speak, chat
Ik praat met mijn vrienden. - I am talking to my friends.


"
81,gezien,"*seen*
adjective: respected, dear
Ik heb gezien dat het regende. - I have seen that it was raining.


"
82,zullen,"*shall*
verb: will, shall
Wij zullen morgen naar het strand gaan. - We will go to the beach tomorrow.


"
83,waren,"*goods*
noun: vendibles, goods and chattels
""Ze waren verrast door de veranderingen."" - They were surprised by the changes.


"
84,god,"*God*
noun: god
God zij dank! - Thank God!


"
85,maak,"*make*
noun: making
Ik maak een kop thee. - I am making a cup of tea.


"
86,neem,"*take*
verb: take, reach, seize
Neem alsjeblieft even de tijd om het te lezen. - Please take the time to read it.


"
87,vinden,"*find*
verb: find, think of, hit upon
Ik vind het leuk. - I like it.


"
88,vind,"*find*
verb: find, think of, hit upon
Ik vind het leuk om met je te praten. - I enjoy talking to you.


"
89,moeder,"*mother*
noun: mother, parent, mam
Mijn moeder is mijn beste vriendin. - My mother is my best friend.


"
90,kon,"*could*
verb: could
Ik kon niet slapen. - I couldn't sleep.


"
91,uur,"*o'clock*
noun: hour
Het is twee uur 'It is two o'clock.


"
92,klaar,"*finished*
adjective: ready, finished, done
adverb: clear, clearly, pat
noun: clear
Ik ben klaar. - I'm done.


"
93,genoeg,"*enough*
adjective: enough, sufficient
adverb: enough, sufficiently, satis
Genoeg is genoeg. Enough is enough.


"
94,helpen,"*to help*
verb: help, assist, aid
phrase: lend a hand, give a leg, give a leg up
Ik kan je helpen. - I can help you.


"
95,oh,"*Oh*
interjection: Oh!, Ah!, Ow!
Oh, wat een mooi huis! - Oh, what a beautiful house!


"
96,hele,"*whole*
adjective: very, whole, all
Hij heeft de hele dag gewerkt. - He has worked the whole day.


"
97,drie,"*three*
: three
noun: trey
Mijn broer heeft drie katten - My brother has three cats.


"
98,vast,"*fixed*
adjective: fixed, solid, set
adverb: firmly, firm, fixedly
De kat zat vast in de kast - The cat was stuck in the cupboard.


"
99,na,"*after*
preposition: after, on, behind
adverb: post
Na het eten gingen we naar huis. - After eating, we went home.


"
0,nieuw,"*new*
adjective: new, novel, fresh
Het nieuwe jaar is begonnen. - The new year has begun.


"
1,elk,"*each*
pronoun: each, any, everyone
adjective: every, all, whatever
adverb: apiece
Elk kind heeft recht op onderwijs. - Every child has the right to education.


"
2,erin,"*in it*

Erin heeft het boek gelezen. - Erin has read the book.


"
3,ontmoeten,"*Meet*
verb: meet, encounter, see
Ik heb haar vorige week ontmoeten. - I met her last week.


"
4,vechten,"*to fight*
verb: fight, battle, combat
Ik vecht voor mijn rechten. - I'm fighting for my rights.


"
5,voorzichtig,"*carefully*
adjective: careful, cautious, prudent
adverb: carefully, gently, gingerly
Wees voorzichtig! - Be careful!


"
6,geworden,"*become*
verb: be, become, get
Ik ben een professionele schrijver geworden. = I have become a professional writer.


"
7,enkel,"*single*
adjective: only, single, one
adverb: only, just, merely
noun: ankle, ancle
Ik heb alleen een kop thee gehad, enkel om mezelf te verwarmen. - I only had a cup of tea, just to warm myself up.


"
8,kwijt,"*lost*
adjective: lost
Ik ben mijn sleutels kwijt. - I have lost my keys.


"
9,noemen,"*to call*
verb: call, mention, name
Ik noem het een avontuur. - I call it an adventure.


"
10,valt,"*fall*
verb: fall, drop, fall down
""Het valt niet mee."" - It isn't easy.


"
11,prachtig,"*beautiful*
adjective: wonderful, magnificent, gorgeous
adverb: superbly, gorgeously, sumptuously
phrase: up to the nines
""Het is prachtig weer vandaag!"" - ""It's beautiful weather today!""


"
12,rijden,"*to ride*
verb: ride, drive away, tool
Ik rijd in een auto. - I'm driving a car.


"
13,zin,"*sentence*
noun: sense, sentence, want
Deze zin is in het Nederlands. - This sentence is in Dutch.


"
14,hield,"*loved*
verb: keep, hold, retain
Hij hield van de zon, He loved the sun.


"
15,daarna,"*then*
adverb: then, after, thereafter
conjunction: whereupon, whereat
Daarna gingen we naar huis. Afterwards, we went home.


"
16,mens,"*man*
noun: man, person, woman
De mens is een intelligent wezen. - Man is an intelligent being.


"
17,schieten,"*to shoot*
verb: shoot, fire, gun
Ik schiet de bal naar de goal. - I shoot the ball towards the goal.


"
18,grappig,"*funny*
adjective: funny, comic, amusing
adverb: facetiously, pleasantly
""Het is grappig!"" - It's funny!


"
19,stap,"*step*
noun: step, move, pace
""Ik heb twee stappen in de richting van mijn doel gezet."" - I have taken two steps towards my goal.


"
20,zichzelf,"*herself*
pronoun: himself, themselves, itself
Zij leert zichzelf elke dag iets nieuws. - She learns something new every day.


"
21,kantoor,"*office*
noun: office, bureau, shop
""Het kantoor is gesloten voor de lunch."" - The office is closed for lunch.


"
22,wapens,"*weapons*
noun: weapon, arm, weaponry
""De soldaten droegen hun wapens."" - The soldiers carried their weapons.


"
23,normaal,"*normal*
adjective: normal, standard, ordinary
""Het is normaal om fouten te maken."" - It is normal to make mistakes.


"
24,slechte,"*poor*
adjective: bad, evil, ill
""Hij heeft een slechte reputatie."" - He has a bad reputation.


"
25,maakte,"*made*
verb: make, do, build
Hij maakte een taart voor zijn verjaardag. He made a cake for his birthday.


"
26,moord,"*murder*
noun: murder, assassination
""De moord was een schok voor iedereen in de stad."" - The murder was a shock to everyone in the town.


"
27,gebeld,"*called*
verb: dial, clang, clank
Ik heb hem gebeld. - I called him.


"
28,ervoor,"*before*

Ik heb er hard voor gewerkt. - I worked hard for it.


"
29,ten,"*ten*

De jongen komt ten aanzien van zijn schoolwerk goed uit de bus. - The boy is doing well in terms of his schoolwork.


"
30,heer,"*gentleman*
noun: lord, gentleman, master
De heer is een titel die gebruikt wordt om respect te tonen.
Translation: The title ""heer"" is used to show respect.


"
31,loopt,"*runs*
verb: walk, run, foot
Hij loopt naar de winkel - He is walking to the store.


"
32,einde,"*end*
noun: end, ending, close
adverb: in fine
Het einde is in zicht. - The end is in sight.


"
33,gegaan,"*gone*
verb: go, proceed, work
Ik ben naar de winkel gegaan. - I went to the store.


"
34,gang,"*corridor*
noun: corridor, walk, hallway
De gang was donker. - The hallway was dark.


"
35,vertelde,"*told*
verb: tell, relate, narrate
Hij vertelde me dat hij verliefd was geworden. - He told me that he had fallen in love.


"
36,spel,"*game*
noun: game, play, performance
Het spel was leuk om te spelen. - The game was fun to play.


"
37,informatie,"*information*
noun: information, conversance
De informatie is belangrijk voor ons. - The information is important for us.


"
38,frank,"*frank*

Frank is mijn lievelingsdier. = Frank is my favorite animal.


"
39,dames,"*ladies*
adjective: lady's
De dames zijn mooi gekleed. - The ladies are nicely dressed.


"
40,naartoe,"*to*
preposition: to, towards, toward
Ik ga naartoe. - I'm going there.


"
41,allebei,"*both*
adjective: both
We hebben allebei een goede dag gehad. - We both had a good day.


"
42,leg,"*put*
noun: lay
Ik heb mijn been gelegd. - I have lain down my leg.


"
43,acht,"*eight*
noun: eight, attention, care
: eight
Ik heb acht boeken gelezen. - I have read eight books.


"
44,pap,"*dad*
noun: porridge, pap, gruel
Pap smaakt goed! - Dad tastes good!


"
45,seks,"*sex*
noun: sex, pork
""Seks is een belangrijk onderdeel van het leven."" - ""Sex is an important part of life.""


"
46,minder,"*fewer*
adjective: less, lesser, minor
adverb: less
Mijn loon is minder dan dat van mijn collega. - My salary is less than that of my colleague.


"
47,gevoel,"*feeling*
noun: feeling, sense, sensation
Ik heb een goed gevoel over deze situatie. - I have a good feeling about this situation.


"
48,trouwen,"*to marry*
verb: marry, wed, marry off
Ik ga trouwen met mijn vriendin. = I am going to marry my girlfriend.


"
49,nogal,"*rather*
adverb: rather, quite, some
adjective: sufficient
Ik heb nogal veel huiswerk. - I have quite a lot of homework.


"
50,eh,"*uh*

Eh, ik ben het vergeten. - Oh, I forgot it.


"
51,voelen,"*to feel*
verb: feel, sense, emote
Ik voel me goed - I feel good


"
52,begint,"*begins*
verb: start, begin, commence
Begint het al donker te worden? - Is it starting to get dark already?


"
53,plezier,"*pleasure*
noun: fun, pleasure
Ik heb veel plezier gehad. - I had a lot of fun.


"
54,meisjes,"*girls*
adjective: girlish, maiden
De meisjes zijn vrolijk. - The girls are happy.


"
55,stuur,"*send*
noun: steering wheel, handlebar, helm
Ik stuur je een bericht. - I'm sending you a message.


"
