,Dutch,Quizlet
179,dochters,"noun, daughter"
180,verspreiden,"verb, spread distribute disseminate"
181,weglopen,"verb, elope abscond bunk"
182,vriendjes,"No Google Info, No Google Info"
183,bezwaar,"noun, objection drawback difficulty"
184,kranten,"noun, newspaper paper magazine"
185,aangeraakt,"verb, touch"
186,proeven,"verb, taste sample savor"
187,dwingen,"verb, force compel make"
188,Potter,"noun, moneybags"
189,geleid,"verb, lead guide manage"
190,fantasie,"noun, fantasy phantasy fantasia"
191,verkracht,"verb, rape violate ravish"
192,overvallen,"verb, overtake raid waylay"
193,zing,"verb, sing chant hymn"
194,overgeven,"verb, hand over surrender throw up"
195,Charlotte,"noun, Charlotte"
196,schema,"noun, scheme diagram schema"
197,boeten,"verb, pay expiate mend"
198,dodelijk,"adjective, deadly fatal lethal"
199,Davis,"No Google Info, No Google Info"
