,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
33,1833,herida,*herida* (herir),herir,"Amas a tu hermana aunque esté débil por la herida.
You love your sister even though she is weak from the wound."
34,1834,débil,débil,,"El niño es débil, pero los huevos están seguros.

The boy is weak, but the eggs are safe."
35,1835,naturaleza,naturaleza,,"Es importante ser responsable con la naturaleza.
It is important to be responsible with nature."
36,1836,luchar,luchar,,"El dueño tuvo que luchar con total determinación.

The owner had to fight with total determination."
37,1837,extraña,*extraña* (extraño),extraño,"Ella extraña el lugar que ha olvidado por completo.  
She misses the place she has totally forgotten."
38,1838,extraña,*extraña* (extrañar),extrañar,"Ella extraña a su amigo que la herida mató.
She misses her friend whom the wound killed."
39,1839,encontraste,*encontraste* (encontrar),,"¿Encontraste aquella casa para quedarte?

Did you find that house to stay in?"
40,1840,vieron,*vieron* (ver),,"Llámame cuando vieron a Lisa.  
Call me when they saw Lisa."
41,1841,llámame,*llámame* (llamar),,"Llámame si necesitas una cura después de la tormenta.  
Call me if you need a cure after the storm."
42,1842,imagen,imagen,,"Los niños vieron la imagen antes de destruir el castillo de arena.
The children saw the image before destroying the sandcastle."
43,1843,pan,pan,,"Ella gana dinero y amas el pan.

She earns money and you love bread."
44,1844,refieres,*refieres* (referir),,"¿Te refieres a lo que oíste o a lo que oyes ahora?
Are you referring to what you heard or to what you hear now?"
45,1845,clientes,*clientes* (cliente),,"La extraña lucha de los clientes fue inesperada.
The strange struggle of the customers was unexpected."
46,1846,varios,varios,,"Tengo varios cuchillos y uno de ellos es precioso.
I have several knives and one of them is beautiful."
47,1847,show,show,,"¿Encontraste el show en la televisión?

Did you find the show on the television?"
48,1848,auxilio,auxilio,,"Auxilio, me he cortado el dedo mientras estaba sentado.

Help, I have cut my finger while I was sitting."
49,1849,oyes,*oyes* (oír),,"Oyes, agradezco a los clientes por su paciencia.

Do you hear, I thank the customers for their patience."
50,1850,siguen,*siguen* (seguir),,"Varios estudiantes siguen aprendiendo a partir de libros.

Several students continue learning from books."
51,1851,sentado,*sentado* (sentar),sentar,"El hombre estaba sentado mientras los clientes discutían cómo destruir el proyecto.
The man was sitting while the clients discussed how to destroy the project."
52,1852,sentado,sentado,sentado,"El hombre herido está sentado y se siente débil.
The injured man is sitting and feels weak."
53,1853,saliendo,*saliendo* (salir),,"Ella está saliendo de la casa porque se siente débil y extraña.

She is leaving the house because she feels weak and strange."
54,1854,responsable,responsable,,"Ella quiso ser responsable y curó la herida.

She wanted to be responsible and healed the wound."
55,1855,olvidado,olvidado,olvidado,"Me he olvidado de quedarte con la gana de ir al cine.

I have forgotten to stay with the desire to go to the movies."
56,1856,olvidado,*olvidado* (olvidar),olvidar,"He olvidado los mismos detalles que la muestra.
I have forgotten the same details as the sample."
57,1857,quedó,*quedó* (quedar),,"La araña quedó cansada después de luchar.
The spider was left tired after fighting."
58,1858,permite,*permite* (permitir),,"La situación te permite quedarte o partir.  
The situation allows you to stay or leave."
59,1859,aquella,aquella,,"Aquella naturaleza se ve hermosa en el campo abierto.
That nature looks beautiful in the open field."
60,1860,puse,*puse* (poner),,"Puse mi mejor esfuerzo y quedé con la victoria.

I put my best effort and ended up with the victory."
61,1861,sonido,sonido,,"¿A qué sonido te refieres para que quede claro?

What sound are you referring to so that it is clear?"
62,1862,quiso,*quiso* (querer),,"La araña quiso subir por la pared con mucha voluntad.
The spider wanted to climb the wall with a lot of willpower."
63,1863,escrito,*escrito* (escribir),,"El mensaje escrito advierte sobre la tormenta a 10 km de aquí.
The written message warns about the storm 10 km from here."
64,1864,carro,carro,,"El dueño dejó el carro abierto.
The owner left the car open."
65,1865,preciosa,*preciosa* (precioso),,"La extraña flor que encontré en el jardín es preciosa y no la he olvidado.

The strange flower I found in the garden is beautiful and I haven't forgotten it."
66,1866,muestra,muestra,muestra,"La muestra que me diste es a la que te refieres.
The sample you gave me is the one you are referring to."
67,1867,muestra,*muestra* (mostrar),mostrar,"La muestra está cerrada, pero el cura la abrirá mañana.
The sample is closed, but the priest will open it tomorrow."
68,1868,bastardo,bastardo,,"El bastardo nos dijo que sigan caminando hacia la playa.
The bastard told us to keep walking towards the beach."
69,1869,restaurante,restaurante,,"Agradezco al bastardo por recomendarme este restaurante.

I thank the bastard for recommending this restaurant."
70,1870,huevos,*huevos* (huevo),,"La receta extraña requiere que quede un par de huevos.

The strange recipe requires that a couple of eggs remain."
71,1871,fantasma,fantasma,,"Lisa vio un fantasma a 5 km de su casa.  
Lisa saw a ghost 5 km from her house."
72,1872,mismos,*mismos* (mismo),,"Oyes los mismos sonidos que amas.
You hear the same sounds that you love."
73,1873,profesional,profesional,,"El chef profesional está saliendo de la cocina con un cuchillo.
The professional chef is leaving the kitchen with a knife."
74,1874,amas,*amas* (ama),ama,"Claro, aquí tienes una oración:

""Ellos vieron que amas a quien te permite ser tú mismo.""

""They saw that you love those who allow you to be yourself."""
75,1875,amas,*amas* (amar),amar,"Amas a la persona débil y pago por su comida.

You love the weak person and I pay for their food."
76,1876,entero,entero,,"Agradezco haber recorrido el camino entero de 5 km.

I am grateful for having walked the entire 5 km path."
77,1877,películas,*películas* (película),,"Por favor, ponga las películas si quieres quedarte.

Please, put on the movies if you want to stay."
78,1878,cerrado,cerrado,cerrado,"Lisa puso el cartel de ""cerrado"" en la puerta.

Lisa put the ""closed"" sign on the door."
79,1879,cerrado,*cerrado* (cerrar),cerrar,"¡Caray, la tienda está cerrada y tengo una herida!  
Wow, the store is closed and I have a wound!"
80,1880,dedos,*dedos* (dedo),,"Me gusta usar mis dedos para luchar en videojuegos y ver películas.  
I like to use my fingers to fight in video games and watch movies."
81,1881,sigan,*sigan* (seguir),,"Sigan a Lisa para destruir el castillo.  
Follow Lisa to destroy the castle."
82,1882,dueño,dueño,,"El dueño extraña a su araña.
The owner misses his spider."
83,1883,cuchillo,cuchillo,,"Mi mamá extraña el cuchillo que siempre gana premios.

My mom misses the knife that always wins awards."
84,1884,turno,turno,,"Tú amas hacer pan en tu turno.
You love making bread during your shift."
85,1885,tormenta,tormenta,,"La tormenta quedó muy fuerte y no sé si podré salir hoy.  
The storm remained very strong and I don't know if I will be able to go out today."
86,1886,caray,caray,,"¡Caray, ese bastardo me robó la cartera!
Wow, that bastard stole my wallet!"
87,1887,abierto,abierto,abierto,"La tienda está abierta para los clientes y tiene una decoración preciosa.
The store is open for customers and has a beautiful decoration."
88,1888,abierto,*abierto* (abrir),abrir,"La puerta está abierta y una extraña llamó al bastardo.

The door is open and a stranger called the bastard."
89,1889,quede,*quede* (quedar),,"Espero que la imagen quede a 5 km de aquí.  
I hope the image is 5 km from here."
90,1890,verdadera,*verdadera* (verdadero),,"Agradezco a Lisa por su verdadera amistad.
I am grateful to Lisa for her true friendship."
91,1891,mato,*mato* (matar),,"El héroe mató al monstruo que quería destruir el pueblo y se llevan los restos.

The hero killed the monster that wanted to destroy the village and they carry away the remains."
92,1892,doc,*doc* (doctor),,"El doc trajo una lucha difícil.

The doc brought a difficult fight."
93,1893,playa,playa,,"Puedes quedarte en la playa sin salir.

You can stay on the beach without leaving."
94,1894,km,km,,"Me encanta caminar 5 km en la naturaleza que tanto amas.
I love walking 5 km in the nature that you love so much."
95,1895,victoria,victoria,,"La victoria de la naturaleza es un regalo para el mundo entero.
The victory of nature is a gift for the entire world."
96,1896,primo,primo,,"Mi primo ama las arañas.
My cousin loves spiders."
97,1897,oíste,*oíste* (oír),,"¿Oíste la araña que oyes en la noche?
Did you hear the spider that you hear at night?"
98,1898,lisa,*lisa* (liso),liso,"Mi primo pidió auxilio porque la carretera no estaba lisa.
My cousin asked for help because the road was not smooth."
99,1899,lisa,*lisa* (Lisa),Lisa,"Lisa quiere partir porque el parque está cerrado.
Lisa wants to leave because the park is closed."
