,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
60,1960,termine,*termine* (terminar),,"Termine de escuchar los secretos del jodido vecino.

I finished listening to the secrets of the damn neighbor."
61,1961,vivos,*vivos* (vivo),,"Los peces están vivos, así que apúrate, estúpida.
The fish are alive, so hurry up, stupid."
62,1962,sombrero,sombrero,,"El hombre toma un descanso bajo el sombrero cerca de las casas.
The man takes a rest under the hat near the houses."
63,1963,tomé,*tomé* (tomar),,"Tomé fotos de gatos negros en las calles.
I took photos of black cats in the streets."
64,1964,estudio,estudio,estudio,"Estudio en un colegio en Inglaterra.
I study at a school in England."
65,1965,estudio,*estudio* (estudiar),estudiar,"Estudio con el apoyo y la protección de mi familia.
I study with the support and protection of my family."
66,1966,grave,grave,,"¿Irás al hospital el viernes porque tu amigo está grave?
Will you go to the hospital on Friday because your friend is in serious condition?"
67,1967,protección,protección,,"En el refugio, encuentras protección y tendrán comida.

In the shelter, you find protection and they will have food."
68,1968,secretos,*secretos* (secreto),,"Los secretos guardados en mi pecho se revelan de modos inesperados.
The secrets kept in my chest are revealed in unexpected ways."
69,1969,perdiendo,*perdiendo* (perder),,"Estoy perdiendo los toques del balón en el partido contra Inglaterra.  
I am losing the ball touches in the match against England."
70,1970,pecho,pecho,,"Abran la puerta y tendrán el pecho lleno de aire fresco.
Open the door and you will have your chest filled with fresh air."
71,1971,sepas,*sepas* (saber),,"Espero que sepas que ellos quieren que abran la puerta.
I hope you know that they want the door to be opened."
72,1972,enferma,*enferma* (enfermo),,"María está enferma, pero irás a la tienda aunque te cueste.

María is sick, but you will go to the store even if it's hard for you."
73,1973,cuesta,cuesta,cuesta,"El robo cuesta mucho, Mr. García.
The robbery costs a lot, Mr. García."
74,1974,cuesta,*cuesta* (costar),costar,"Mataré a mi familiar si me cuesta mucho dinero.

I will kill my relative if it costs me a lot of money."
75,1975,negros,*negros* (negro),,"Los gatos negros no me matarán, pero mataré el miedo de matarte.

The black cats won't kill me, but I will kill the fear of killing you."
76,1976,estrellas,*estrellas* (estrella),estrella,"Las estrellas en el video pueden matarte.
The stars in the video can kill you."
77,1977,estrellas,*estrellas* (estrellar),estrellar,"El valiente niño con su sombrero mira las estrellas.

The brave boy with his hat looks at the stars."
78,1978,lago,lago,,"Me encanta trabajar en mi computadora junto al lago encantado.
I love working on my computer by the enchanted lake."
79,1979,clases,*clases* (clase),,"Las clases de baile tienen mucho movimiento y no puedes estar quieto.

The dance classes have a lot of movement and you can't stay still."
80,1980,obviamente,obviamente,,"Obviamente, ellos están usando las herramientas que hayan encontrado.

Obviously, they are using the tools they have found."
81,1981,inmediato,inmediato,,"El robo tuvo un efecto inmediato en la víctima.
The robbery had an immediate effect on the victim."
82,1982,modos,*modos* (modo),,"Cuando te encuentras con una amenaza, hay muchos modos de reaccionar.
When you encounter a threat, there are many ways to react."
83,1983,irás,*irás* (ir),,"Irás al cabo de un diario.

You will go to the end of a diary."
84,1984,robo,robo,robo,"El robo ocurrió porque olvidaste cerrar la puerta, pero no te preocupes, no intentaron matarte.
The robbery happened because you forgot to close the door, but don't worry, they didn't try to kill you."
85,1985,robo,*robo* (robar),robar,"Hubo un robo en las casas cerca del lago.
There was a robbery in the houses near the lake."
86,1986,mataré,*mataré* (matar),,"Mataré a la víctima en el juego.

I will kill the victim in the game."
87,1987,seria,*seria* (ser),,"La seria de videos es de tamaño pequeño.
The series of videos is small in size."
88,1988,apoyo,apoyo,apoyo,"El gobierno dará apoyo militar a la región.
The government will provide military support to the region."
89,1989,apoyo,*apoyo* (apoyar),apoyar,"Necesito tu apoyo después del robo en mi apartamento.
I need your support after the robbery in my apartment."
90,1990,cerrar,cerrar,,"Voy a cerrar la tienda porque hay un robo yendo en la calle.

I am going to close the store because there is a robbery happening on the street."
91,1991,imagino,*imagino* (imaginar),,"Me imagino yendo a la fiesta que me envió la invitación.

I imagine going to the party that sent me the invitation."
92,1992,amenaza,amenaza,amenaza,"La amenaza que encuentras en el bosque no es familiar.
The threat you find in the forest is not familiar."
93,1993,amenaza,*amenaza* (amenazar),amenazar,"La amenaza se encuentra en el interior de la casa.
The threat is inside the house."
94,1994,toque,toque,toque,"El jodido tráfico en las calles necesita un toque de orden.

The damn traffic in the streets needs a touch of order."
95,1995,toque,*toque* (tocar),tocar,"El profesor me dio un toque porque estaba jodido en las clases.
The teacher gave me a nudge because I was struggling in the classes."
96,1996,saca,*saca* (sacar),,"Ella saca una foto del lago que cuesta mucho.

She takes a photo of the lake that costs a lot."
97,1997,viernes,viernes,,"El viernes encontré una piedra mientras estaba perdiendo el tiempo en el parque.
On Friday, I found a stone while wasting time in the park."
98,1998,hayan,*hayan* (haber),,"Espero que no hayan dicho cosas estúpidas sobre las casas.

I hope they haven't said stupid things about the houses."
99,1999,roto,roto,roto,"Las casas están en peligro porque el puente está roto.
The houses are in danger because the bridge is broken."
