,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
43,2043,oficiales,*oficiales* (oficial),,"Los oficiales veían el paisaje natural.

The officers were looking at the natural landscape."
44,2044,llamaba,*llamaba* (llamar),,"Me llamaba Juan y necesitaba descansar después de tantas horas de trabajo.  
My name was Juan and I needed to rest after so many hours of work."
45,2045,enemigos,*enemigos* (enemigo),,"Hablé con el piloto sobre nuestros enemigos.
I talked to the pilot about our enemies."
46,2046,saldrá,*saldrá* (salir),,"Él saldrá a averiguar varias cosas.

He will go out to find out several things."
47,2047,preocupado,preocupado,preocupado,"Estoy preocupado porque el sospechoso no quiere averiguar la verdad.
I am worried because the suspect does not want to find out the truth."
48,2048,preocupado,*preocupado* (preocupar),preocupar,"Hablé con mi amigo y ahora no estoy tan preocupado por el examen que se cae mañana.
I talked to my friend and now I'm not so worried about the exam that is happening tomorrow."
49,2049,elección,elección,,"Dudo que mis enemigos respeten mi elección.
I doubt that my enemies respect my choice."
50,2050,sobrevivir,sobrevivir,,"El niño asustado planea su venganza para sobrevivir.

The scared boy plans his revenge to survive."
51,2051,bordo,bordo,,"Tengo tantos recuerdos a bordo del barco de plata.  
I have so many memories aboard the silver ship."
52,2052,sujeto,sujeto,,"El sujeto sospechoso perdió su empleo.
The suspicious subject lost his job."
53,2053,pacientes,*pacientes* (paciente),,"La política del hospital ha decidido mejorar el trato a los pacientes.
The hospital's policy has decided to improve the treatment of the patients."
54,2054,disculpen,*disculpen* (disculpar),,"Disculpen, no puedo manejar todas las historias a la vez.  
Sorry, I can't handle all the stories at once."
55,2055,época,época,,"En esa época, estaba enamorado y cada conversación era especial.

In that time, I was in love and every conversation was special."
56,2056,entró,*entró* (entrar),,"El hombre entró en la casa donde estaban viviendo los americanos.
The man entered the house where the Americans were living."
57,2057,pesar,pesar,,"A pesar de que el jarrón está roto, todavía pertenece a la familia.

Despite the vase being broken, it still belongs to the family."
58,2058,habló,*habló* (hablar),,"Habló de lo mucho que le gustó que fueras a la fiesta.
He talked about how much he liked that you went to the party."
59,2059,vender,vender,,"El testigo vio al hombre vender su coche para recibir dinero.  
The witness saw the man sell his car to receive money."
60,2060,piensan,*piensan* (pensar),,"Ellos piensan que los datos que vimos son importantes.
They think that the data we saw is important."
61,2061,ex,ex,,"Mi ex es un profesor americano que enseña números.
My ex is an American teacher who teaches numbers."
62,2062,gratis,gratis,,"El contrato incluye un viaje gratis a México.
The contract includes a free trip to Mexico."
63,2063,desapareció,*desapareció* (desaparecer),,"El campeón desapareció después del almuerzo.
The champion disappeared after lunch."
64,2064,empleo,empleo,empleo,"Pocos murieron en el accidente, pero muchos perdieron su empleo.
Few died in the accident, but many lost their job."
65,2065,empleo,*empleo* (emplear),emplear,"La evidencia del caso ayudó a detener al sospechoso y asegurar su empleo en la empresa.

The evidence of the case helped to detain the suspect and secure his employment in the company."
66,2066,llamé,*llamé* (llamar),,"Llamé a los agentes para descansar.

I called the agents to rest."
67,2067,conocen,*conocen* (conocer),,"Ellos conocen la tumba donde se esconden las mentiras.

They know the tomb where the lies are hidden."
68,2068,cerdo,cerdo,,"Llevamos al cerdo a un lugar privado.
We take the pig to a private place."
69,2069,puedan,*puedan* (poder),,"Los niños puedan ir andando a la escuela antes de que la lluvia cae.
The children can go walking to school before the rain falls."
70,2070,comprendo,*comprendo* (comprender),,"La clase de matemáticas es dura, pero estoy teniendo paciencia y comprendo mejor cada día.
The math class is hard, but I am being patient and understand better each day."
71,2071,tomo,*tomo* (tomar),,"María toma el libro que sus abuelos le dieron antes de que murieron.
María takes the book that her grandparents gave her before they died."
72,2072,termina,*termina* (terminar),,"La época de discutir termina hoy.
The time for arguing ends today."
73,2073,aléjate,*aléjate* (alejar),,"Aléjate del combate si quieres estar contento.
Stay away from the fight if you want to be happy."
74,2074,busco,*busco* (buscar),,"Busco a alguien que conocía para recibir ayuda.  
I am looking for someone I knew to receive help."
75,2075,contento,contento,,"Estoy contento de que no estés asustado cuando estás fuera.

I am happy that you are not scared when you are outside."
76,2076,date,*date* (dar),,"Tomas es menor y tiene una cita.

Tomas is younger and has a date."
77,2077,tumba,tumba,tumba,"Visitamos la tumba después del almuerzo y luego caminamos por el canal.
We visited the tomb after lunch and then walked along the canal."
78,2078,tumba,*tumba* (tumbar),tumbar,"La droga negra tumbó al hombre.
The black drug knocked the man down."
79,2079,huellas,*huellas* (huella),,"Las huellas en los papeles revelan las ideas del autor.  
The fingerprints on the papers reveal the author's ideas."
80,2080,cuerpos,*cuerpos* (cuerpo),,"Tomaré fotos de los cuerpos blancos.
I will take photos of the white bodies."
81,2081,absoluto,absoluto,,"El absoluto silencio en la biblioteca me permitía concentrarme en los detalles que no sabía.

The absolute silence in the library allowed me to focus on the details I didn't know."
82,2082,pide,*pide* (pedir),,"El general pide tropas gratis.
The general asks for free troops."
83,2083,dura,*dura* (duro),duro,"La puerta está abierta y el niño está asustado porque la noche es dura.
The door is open and the boy is scared because the night is harsh."
84,2084,dura,*dura* (durar),durar,"La feria dura tres días, así que si te quedas, podrás vender tus productos.
The fair lasts three days, so if you stay, you can sell your products."
85,2085,descansar,descansar,,"Necesito descansar y olvidar los detalles de la venganza.
I need to rest and forget the details of the revenge."
86,2086,respuestas,*respuestas* (respuesta),,"El ministro presentó las respuestas.

The minister presented the answers."
87,2087,propiedad,propiedad,,"Perdóname, pero la elección de la propiedad no fue fácil.
Forgive me, but the choice of the property was not easy."
88,2088,llamando,*llamando* (llamar),,"Perdone, estoy llamando porque necesito usar el teléfono.

Excuse me, I am calling because I need to use the phone."
89,2089,dormido,*dormido* (dormir),,"El príncipe estaba dormido en el reino de las mentiras.
The prince was asleep in the kingdom of lies."
90,2090,castillo,castillo,,"Comprendo que mires el castillo.

I understand that you look at the castle."
91,2091,china,*china* (chino),chino,"Me gustaba el pulso de la música china.
I liked the rhythm of Chinese music."
92,2092,china,*china* (China),China,"Si fueras a China, verías pocos turistas.  
If you went to China, you would see few tourists."
93,2093,datos,*datos* (dato),,"Perdone, pero no tengo tantos datos.

Excuse me, but I don't have that much data."
94,2094,torre,torre,,"Disculpen, ¿cuántos días falta para terminar la torre?
Excuse me, how many days are left to finish the tower?"
95,2095,robar,robar,,"El hombre con la chaqueta negra intentó robar después de conocerte.

The man with the black jacket tried to steal after meeting you."
96,2096,americanos,*americanos* (americano),,"Los americanos aprendieron a sobrevivir con la ayuda de los locales.
The Americans learned to survive with the help of the locals."
97,2097,malos,*malos* (malo),,"Los pacientes estaban asustados porque los resultados eran malos.
The patients were scared because the results were bad."
98,2098,botella,botella,,"Llegué con las tropas y una botella de agua.  
I arrived with the troops and a bottle of water."
99,2099,aquellos,aquellos,,"Aquellos niños creen en la magia de su jardín privado.
Those children believe in the magic of their private garden."
100,2100,últimamente,últimamente,,"Últimamente, Juan habló sobre quién robó el dinero.

Lately, Juan talked about who stole the money."
101,2101,testigo,testigo,,"Cuando vuelvas, te contaré lo que pasó cuando llegué y hablé con el testigo.
When you return, I will tell you what happened when I arrived and talked to the witness."
102,2102,presento,*presento* (presentar),,"Te presento a mi amigo para explicar la situación y estar alerta.

I introduce you to my friend to explain the situation and be alert."
103,2103,periódico,periódico,,"Leo el periódico a distancia mientras desayuno.  
I read the newspaper remotely while having breakfast."
104,2104,juez,juez,,"El juez pidió disculpen por la serie de errores.

The judge asked for forgiveness for the series of mistakes."
105,2105,historias,*historias* (historia),,"En el barrio, mi abuelo siempre cuenta historias de cuando escuchó un disparo.

In the neighborhood, my grandfather always tells stories of when he heard a gunshot."
106,2106,gustaba,*gustaba* (gustar),,"Cuando era niño, me gustaba un juego que se llamaba ""Aventuras"", y ahora tomaré un descanso para recordarlo.
When I was a child, I liked a game that was called ""Adventures,"" and now I will take"
107,2107,créeme,*créeme* (creer),,"Créeme, si te quedas y respira profundamente, te sentirás mejor.
Believe me, if you stay and breathe deeply, you will feel better."
108,2108,necesitar,necesitar,,"Necesitaré que hables con ella antes de que la reunión dura mucho.

I will need you to talk to her before the meeting lasts too long."
109,2109,esquina,esquina,,"Hay tantas huellas en la esquina de la calle.

There are so many footprints on the corner of the street."
110,2110,millas,*millas* (milla),,"Los cuerpos de los corredores recorrieron pocas millas.

The bodies of the runners covered a few miles."
111,2111,llamadas,*llamadas* (llamada),llamada,"Recibí muchas llamadas durante el almuerzo, pero todas eran de malos vendedores.

I received many calls during lunch, but they were all from bad salespeople."
112,2112,llamadas,*llamadas* (llamar),llamar,"Recibimos muchas llamadas sobre la política de datos.

We receive many calls about the data policy."
113,2113,fuente,fuente,,"La fuente de empleo ofrece un contrato estable.
The source of employment offers a stable contract."
114,2114,conocemos,*conocemos* (conocer),,"Llamé al testigo que conocemos.

I called the witness that we know."
115,2115,techo,techo,techo,"El techo huele a pintura y debemos actuar rápido.

The roof smells like paint and we must act quickly."
116,2116,techo,*techo* (techar),techar,"El techo que veía desde mi ventana se llamaba ""El Refugio"".

The roof I saw from my window was called ""The Refuge""."
117,2117,genio,genio,,"El genio del canal dijo que no necesitaría ayuda.

The genius of the channel said that he wouldn't need help."
118,2118,alerta,alerta,,"La policía en China está en alerta por posibles actos de venganza.
The police in China are on alert for possible acts of revenge."
119,2119,ideas,*ideas* (idea),,"Tengo tantos ideas presentes en mi mente.
I have so many ideas present in my mind."
120,2120,tomas,*tomas* (toma),toma,"Tomas aire fresco en el parque para respirar mejor.
You take fresh air in the park to breathe better."
121,2121,tomas,*tomas* (tomar),tomar,"Tomas tantos dulces que parece que los vas a robar.
You take so many candies that it looks like you're going to steal them."
122,2122,olvidar,olvidar,,"Hablé con ella y olvidé mencionar su talento.
I talked to her and forgot to mention her talent."
123,2123,menor,menor,,"Conocemos al menor que tiene un buen pulso.

We know the younger one who has a steady pulse."
124,2124,droga,droga,,"La clave para combatir el virus es encontrar una droga efectiva.
The key to fighting the virus is to find an effective drug."
125,2125,explicar,explicar,,"Claro, aquí tienes una oración en español:

""A menudo, el profesor necesita explicar el concepto en el bordo de la pizarra.""

Often, the teacher needs to explain the concept on the edge of the board."
126,2126,abierta,*abierta* (abierto),abierto,"La puerta está abierta y conocen las huellas en el suelo.
The door is open and they recognize the footprints on the ground."
127,2127,abierta,*abierta* (abrir),abrir,"La puerta está abierta, pero no comprendo el sujeto.

The door is open, but I don't understand the subject."
128,2128,privado,privado,privado,"El colegio americano ofrece un curso privado gratis.
The American school offers a free private course."
129,2129,privado,*privado* (privar),privar,"El jardín privado está en una zona privada.
The private garden is in a private area."
130,2130,miembros,*miembros* (miembro),,"Los miembros del equipo americano revisaron los números.

The members of the American team reviewed the numbers."
131,2131,nacional,nacional,,"Vimos a María en el desfile nacional.
We saw María at the national parade."
132,2132,gustó,*gustó* (gustar),,"Me gustó la clave que busco.  
I liked the key that I am looking for."
133,2133,discutir,discutir,,"Los científicos quieren discutir sobre el virus y las huellas que deja.

The scientists want to discuss the virus and the traces it leaves."
134,2134,evidencia,evidencia,,"La evidencia presente muestra que vives aquí.
The present evidence shows that you live here."
135,2135,detalles,*detalles* (detalle),,"A pesar de los detalles, todo salió bien.
Despite the details, everything turned out well."
136,2136,tardes,*tardes* (tarde),tarde,"La luz de las tardes desapareció con el efecto del atardecer.  
The light of the afternoons disappeared with the effect of the sunset."
137,2137,tardes,*tardes* (tardar),tardar,"Sabía que estaba enamorado cuando pasábamos las tardes juntos.
I knew I was in love when we spent the afternoons together."
138,2138,tomaré,*tomaré* (tomar),,"Mañana tomaré el periódico que está en el techo.  
Tomorrow I will take the newspaper that is on the roof."
139,2139,presente,presente,presente,"De repente, recibí una botella como presente.  
Suddenly, I received a bottle as a present."
140,2140,presente,*presente* (presentar),presentar,"Me da vergüenza presentar nuestros cuerpos.

I am embarrassed to present our bodies."
141,2141,criminal,criminal,,"La muchacha vio al criminal en el techo.
The girl saw the criminal on the roof."
142,2142,premio,premio,,"Menudo combate, ¡y al final ganó el premio!

What a fight, and in the end, he won the prize!"
143,2143,vuelvas,*vuelvas* (volver),,"No te preocupes por el empleo, solo quiero que vuelvas pronto.

Don't worry about the job, I just want you to come back soon."
144,2144,siéntese,*siéntese* (sentar),,"Si necesita descansar, siéntese y relájese para mejorar su humor.
If you need to rest, sit down and relax to improve your mood."
145,2145,viniste,*viniste* (venir),,"Claro, aquí tienes una oración:

""Viniste al paseo y olvidé mi mochila.""

You came to the walk and I forgot my backpack."
146,2146,recibir,recibir,,"Claro, aquí tienes una oración:

""Recibí el periódico lleno de mentiras.""

I received the newspaper full of lies."
147,2147,mires,*mires* (mirar),,"No mires el pastel antes de pesar.

Do not look at the cake before weighing."
148,2148,teniendo,*teniendo* (tener),,"Estoy teniendo una conversación con mi vecino en el barrio antes de que termine el día.
I am having a conversation with my neighbor in the neighborhood before the day ends."
149,2149,huele,*huele* (oler),,"La doctora huele a flores y piensa que alguien quiere robar su jardín.
The doctor smells like flowers and thinks someone wants to steal her garden."
150,2150,hables,*hables* (hablar),,"No me hables de mentiras en las tardes.

Don't talk to me about lies in the afternoons."
151,2151,guardias,*guardias* (guardia),,"Los guardias verificaron el pulso y si podía respirar.  
The guards checked the pulse and if he could breathe."
152,2152,enamorado,enamorado,enamorado,"Enamorado de la vida, Juan a menudo escribe sobre asesinos en sus novelas.
In love with life, Juan often writes about killers in his novels."
153,2153,enamorado,*enamorado* (enamorar),enamorar,"Estoy enamorado y mi vida cambia desde que visité la tumba.

I am in love and my life changes since I visited the tomb."
154,2154,cuidar,cuidar,,"Voy a cuidar al perro que pertenece a mi vecino a pesar de estar ocupado.
I am going to take care of the dog that belongs to my neighbor despite being busy."
155,2155,pocos,*pocos* (poco),,"Pocos murieron durante el paseo.

Few died during the walk."
156,2156,perdone,*perdone* (perdonar),,"Perdone, el presidente nacional habló ayer.

Excuse me, the national president spoke yesterday."
157,2157,natural,natural,,"Las historias del sospechoso parecen naturales.  
The stories of the suspect seem natural."
158,2158,caballos,*caballos* (caballo),,"La doctora encontró empleo cuidando caballos.  
The doctor found a job taking care of horses."
159,2159,escucho,*escucho* (escuchar),,"Escucho los números mientras bebo agua de una botella.
I listen to the numbers while drinking water from a bottle."
160,2160,enfermera,enfermera,,"Vimos a la enfermera en el hospital.
We saw the nurse in the hospital."
161,2161,ángel,ángel,,"El ángel está matando el tiempo mientras tomaré un café.

The angel is killing time while I will have a coffee."
162,2162,sospechoso,sospechoso,,"El juez cree que el sospechoso robó la tienda.
The judge believes that the suspect robbed the store."
163,2163,local,local,,"Viniste al local para ver los aviones.

You came to the place to see the airplanes."
164,2164,mentiras,*mentiras* (mentira),,"Las mentiras no terminan bien y la verdad es gratis.
The lies don't end well and the truth is free."
165,2165,camisa,camisa,,"Él pide una camisa negra.
He asks for a black shirt."
166,2166,confía,*confía* (confiar),,"Ella confía en que puedo manejar el coche sin problemas porque la clase fue gratis.
She trusts that I can drive the car without problems because the class was free."
167,2167,aceptar,aceptar,,"Acepto las huellas y las llamadas de la vida.

I accept the footprints and the calls of life."
168,2168,venganza,venganza,,"El uso de la venganza es una vergüenza.  
The use of revenge is a shame."
169,2169,perdimos,*perdimos* (perder),,"Nosotros perdimos el tren en Europa porque estábamos enamorados y distraídos.
We missed the train in Europe because we were in love and distracted."
170,2170,cuantos,*cuantos* (cuanto),,"¿Cuántos días viniste y cuántas películas vimos juntos?

How many days did you come and how many movies did we watch together?"
171,2171,parque,parque,,"El paseo en el parque termina y dura una hora.
The walk in the park ends and lasts one hour."
172,2172,juegos,*juegos* (juego),,"Los juegos de mesa son una marca que no es una droga.

Board games are a brand that is not a drug."
173,2173,vives,*vives* (vivir),,"¿Cuántos años tienes, muchacha, y dónde vives?
How old are you, girl, and where do you live?"
174,2174,varias,*varias* (varios),,"Escucho varias canciones que murieron en el olvido.
I listen to several songs that died in oblivion."
175,2175,harías,*harías* (hacer),,"¿Qué harías si te gustó montar caballos?

What would you do if you liked riding horses?"
176,2176,menudo,menudo,,"Estoy preocupado porque en la sección de comida no hay menudo.

I am worried because in the food section there is no menudo."
177,2177,déjenme,*déjenme* (dejar),,"Déjenme seguir andando antes de que escuche otro disparo.
Let me keep walking before I hear another shot."
178,2178,barrio,barrio,,"Los agentes intentan explicar las reglas del barrio.
The agents try to explain the rules of the neighborhood."
179,2179,virus,virus,,"Es nuestra responsabilidad asegurarnos de que nadie se hiciera daño por el virus.
It is our responsibility to ensure that no one gets harmed by the virus."
180,2180,talento,talento,,"El ministro descubrió el talento del artista en la tumba.

The minister discovered the artist's talent at the tomb."
181,2181,ministro,ministro,,"El ministro está viendo una serie sobre detectives que resuelven casos de personas matando.

The minister is watching a series about detectives solving cases of people killing."
182,2182,hiciera,*hiciera* (hacer),,"Si él hiciera lo correcto, devolvería lo que robó porque no le pertenece.

If he did the right thing, he would return what he stole because it does not belong to him."
183,2183,robó,*robó* (robar),,"El ladrón robó el banco, pero no vuelvas a la escena del crimen cuando cae la noche.
The thief robbed the bank, but don't return to the crime scene when night falls."
184,2184,conocerte,*conocerte* (conocer),,"Me alegra conocerte en este reino después del combate.  
I am glad to meet you in this kingdom after the battle."
185,2185,viviendo,*viviendo* (vivir),,"Estoy viviendo con el pulso de la ciudad.

I am living with the pulse of the city."
186,2186,responsabilidad,responsabilidad,,"La responsabilidad tiene un efecto positivo en una serie de decisiones.

Responsibility has a positive effect on a series of decisions."
187,2187,respira,*respira* (respirar),,"Créeme, respira y no te preocupes por los detalles.  
Believe me, breathe and don't worry about the details."
188,2188,números,*números* (número),,"Déjenme mostrarles los números de mi ex.

Let me show you the numbers of my ex."
189,2189,pertenece,*pertenece* (pertenecer),,"Vimos a la doctora que pertenece al hospital.

We saw the doctor who belongs to the hospital."
190,2190,desayuno,desayuno,desayuno,"Tengo tantos coches que no sé cómo manejar antes del desayuno.
I have so many cars that I don't know how to drive before breakfast."
191,2191,desayuno,*desayuno* (desayunar),desayunar,"Mañana tomaré el desayuno antes de hacer las llamadas.

Tomorrow I will have breakfast before making the calls."
192,2192,campeón,campeón,,"El campeón habló con los agentes sobre cómo sobrevivir.
The champion spoke with the agents about how to survive."
193,2193,controlar,controlar,,"María trata de controlar sus emociones en la tumba.

María tries to control her emotions at the grave."
194,2194,maría,*maría* (María),María,"Éramos amigos en la misma sección, María.

We were friends in the same section, María."
195,2195,maría,maría,maría,"María perdió su empleo debido al virus.
María lost her job due to the virus."
196,2196,nieve,nieve,,"Me llamaba Juan y te quedas en casa cuando hay nieve.
My name was Juan and you stay at home when there is snow."
197,2197,méxico,*méxico* (México),,"El ángel pertenece a México.
The angel belongs to Mexico."
198,2198,dias,*dias* (día),,"El contrato indica que debemos actuar en tres días.
The contract indicates that we must act in three days."
199,2199,vergüenza,vergüenza,,"Me da vergüenza cuando me pongo rojo a menudo y mis amigos se quedan blancos.

I feel embarrassed when I often turn red and my friends turn pale."
200,2200,doctora,doctora,,"La doctora hizo una elección de guantes blancos.
The doctor made a choice of white gloves."
201,2201,blancos,*blancos* (blanco),,"Cuando llegué a la fiesta, vi que todos llevarán trajes blancos.
When I arrived at the party, I saw that everyone will wear white suits."
202,2202,fumar,fumar,,"El sospechoso dura mucho tiempo sin fumar.
The suspect lasts a long time without smoking."
203,2203,llevamos,*llevamos* (llevar),,"Llegué a la fiesta, pero llevamos mucho tiempo aquí, así que aléjate un poco.

I arrived at the party, but we've been here for a long time, so step back a little."
204,2204,Europa,Europa,,"Conocemos a muchas personas en Europa que pueden explicar la historia.

We know many people in Europe who can explain the history."
205,2205,dudo,*dudo* (dudar),,"Dudo que sea natural que vuelvas tan pronto.  
I doubt that it is natural for you to come back so soon."
206,2206,pastel,pastel,,"Claro, aquí tienes una oración:

""Mi amigo habló sobre el pastel que hiciste cuando trabajas en la panadería.""

""My friend talked about the cake you made when you work at the bakery."""
207,2207,quedas,*quedas* (quedar),,"Aquellos libros te quedan perfectos, eres un genio.

Those books suit you perfectly, you are a genius."
208,2208,cae,*cae* (caer),,"El humor de Juan cae cuando está preocupado.
Juan's mood drops when he is worried."
209,2209,vimos,*vimos* (ver),,"Vimos las tropas, pero dudo que sean suficientes.

We saw the troops, but I doubt they are enough."
210,2210,recibido,*recibido* (recibir),,"Créeme, he recibido tu mensaje y tomaré una decisión pronto.
Believe me, I have received your message and I will make a decision soon."
211,2211,andando,*andando* (andar),,"Los agentes vieron a un hombre asustado andando por la calle.
The agents saw a scared man walking down the street."
212,2212,agentes,*agentes* (agente),,"Los agentes americanos esperan recibir nuevas instrucciones.

The American agents hope to receive new instructions."
213,2213,fueras,*fueras* (ser),ser,"Si fueras a explicar algo privado, ten cuidado.
If you were to explain something private, be careful."
214,2214,fueras,*fueras* (ir),ir,"Si fueras una marca famosa, la enfermera te reconocería.

If you were a famous brand, the nurse would recognize you."
215,2215,asustado,asustado,asustado,"El niño estaba asustado porque no sabía qué elección hacer para el almuerzo.
The boy was scared because he didn't know what choice to make for lunch."
216,2216,asustado,*asustado* (asustar),asustar,"Llamé al doctor porque mi pulso estaba rápido y me sentía asustado.
I called the doctor because my pulse was fast and I felt scared."
217,2217,perdóname,*perdóname* (perdonar),,"Perdóname, pero no piensan en el almuerzo.

Forgive me, but they don't think about lunch."
218,2218,reino,reino,reino,"El reino tiene una sección dedicada al pulso de la comunidad.
The kingdom has a section dedicated to the pulse of the community."
219,2219,reino,*reino* (reinar),reinar,"El rey levantó la botella para detener el caos en su reino.
The king raised the bottle to stop the chaos in his kingdom."
220,2220,clave,clave,,"La clave para medir el pulso es la paciencia.
The key to measuring the pulse is patience."
221,2221,papeles,*papeles* (papel),,"Los papeles de China están sobre la mesa del almuerzo.
The papers from China are on the lunch table."
222,2222,matando,*matando* (matar),,"El ángel está matando el tiempo mientras espera el almuerzo.
The angel is killing time while waiting for lunch."
223,2223,efecto,efecto,,"Estoy preocupado porque perdimos el efecto deseado.

I am worried because we lost the desired effect."
224,2224,plata,plata,,"Vimos una puerta abierta con un adorno de plata.
We saw an open door with a silver ornament."
225,2225,olvidé,*olvidé* (olvidar),,"Olvidé la torre que mencionó el testigo.
I forgot the tower that the witness mentioned."
226,2226,iban,*iban* (ir),,"Los mensajeros iban al reino porque habían recibido una carta importante.
The messengers were going to the kingdom because they had received an important letter."
227,2227,universo,universo,,"El profesor intenta explicar el universo en el presente.
The teacher tries to explain the universe in the present."
228,2228,política,política,,"Es un placer conocerte, pero no me gusta hablar de política con un piloto.

It is a pleasure to meet you, but I don't like to talk about politics with a pilot."
229,2229,almuerzo,almuerzo,almuerzo,"Claro, aquí tienes una oración:

""El almuerzo está a poca distancia, pero los malos olores lo arruinan.""

The lunch is a short distance away, but the bad smells ruin it."
230,2230,almuerzo,*almuerzo* (almorzar),almorzar,"El genio almuerza bajo el techo.
The genie has lunch under the roof."
