,Dutch,Quizlet
29,klootzak,"*asshole*
noun: asshole, son of a bitch
""Hij is een echte klootzak!"" - He is a real jerk!"


30,beginnen,"*to start*
verb: start, begin, commence
Ik begin met het maken van de taart. - I am starting to make the cake."


31,alstublieft,"*Please*
interjection: Please!, Here you are!, If you please!
Alstublieft, mag ik wat water, alstjeblieft?
Please, may I have some water, please?"


32,zodat,"*so that*
conjunction: so that
adverb: wherefore
""Ik heb de instructies gelezen zodat ik de taak kon voltooien."" - ""I read the instructions so that I could complete the task."""


33,zorg,"*concern*
noun: care, worry, anxiety
""Ik heb veel zorgen."" - ""I have a lot of worries."""


34,mooie,"*nice*
adjective: beautiful, nice, pretty
""Het is een mooie dag!"" - ""It's a beautiful day!"""


35,wees,"*orphan*
noun: orphan
Wees voorzichtig! - Be careful!"


36,vermoorden,"*murder*
verb: murder, assassinate, slay
Ik vermoordde hem, I killed him."


37,mis,"*wrong*
adjective: wrong, incorrect
adverb: wrong, beside the mark
noun: mass, office
Ik mis je. - I miss you."


38,vooruit,"*ahead*
adverb: forward, ahead, in advance
noun: windscreen, screen
Vooruit, laten we naar huis gaan! - Come on, let's go home!"


39,bellen,"*to call*
verb: dial, clang, clank
Ik bel je later nog, I'll call you later."


40,dochter,"*daughter*
noun: daughter
Mijn dochter is mijn beste vriendin - My daughter is my best friend."


41,vrouwen,"*women*
noun: women, wives
""Vrouwen zijn sterk."" - Women are strong."


42,tien,"*ten*
noun: ten
: ten
De tien katten zaten in de tuin. - The ten cats were sitting in the garden."


43,hoeft,"*need*
verb: need, require
Hoeft u niet te wachten? - Do you not need to wait?"


44,lopen,"*to walk*
verb: walk, run, foot
phrase: leg it
Ik loop naar school. - I am walking to school."


45,hart,"*heart*
noun: heart, core, breast
""Mijn hart klopt snel."" - My heart is beating fast."


46,snap,"*snap*
verb: get, snap, see
""Snap je dat?"" - ""Do you understand that?"""


47,voorbij,"*past*
adjective: past, preterite, preterit
adverb: past, over, all over
preposition: past, beyond, by
De trein reed voorbij. - The train passed by."


48,los,"*loose*
adjective: loose, free, lax
adverb: loose, loosely, free
noun: lynx, ounce
Het losse stuk papier vloog door de lucht. - The loose piece of paper flew through the air."


49,vergeten,"*forget*
verb: forget
Ik heb mijn sleutels vergeten. - I have forgotten my keys."


50,gebeuren,"*to happen*
verb: happen, be, occur
noun: opportunity
Het gebeuren was onverwacht. - The event was unexpected."


51,bloed,"*blood*
noun: blood, bordeaux
adjective: hematic, haematic
""Het bloed stroomde over de grond."" - The blood flowed over the ground."


52,druk,"*Busy*
noun: pressure, push, pressing
adjective: busy, crowded, noisy
adverb: busily
Het is druk in de stad. - It is busy in the city."


53,verhaal,"*story*
noun: story, tale, narrative
Het verhaal was erg interessant. - The story was very interesting."


54,moeilijk,"*difficult*
adjective: difficult, tough, tight
adverb: painfully, arduously, stiffly
Moeilijk zijn de lessen van de leraar. - The teacher's lessons are difficult."


55,hoi,"*Hi*

Hoi, Hallo!"


56,zes,"*six*
noun: six, sice, half-dozen
: six
Zes mensen waren aanwezig. - Six people were present."


57,eerder,"*earlier*
adverb: previously, rather, first
Ik had eerder koffie gedronken. - I had drunk coffee earlier."


58,neer,"*down*
adverb: down, low
Ik heb mijn boek neergelegd. - I have put down my book."


59,ervan,"*of it*
pronoun: whose
Ik ben ervan overtuigd dat het waar is. - I am convinced that it is true."


60,bed,"*bed*
noun: bed, berth, kip
Het bed is groot. - The bed is big."


61,nacht,"*night*
noun: night, nighttime
De nacht was donker en koud. - The night was dark and cold."


62,bezig,"*busy*
adjective: busy
Ik ben bezig met het schrijven van een brief. - I am busy writing a letter."


63,wakker,"*awake*
adjective: awake, alert, wakeful
Ik ben wakker geworden - I woke up."


64,redden,"*to rescue*
verb: save, rescue, salvage
Hij redde haar uit de brand. - He saved her from the fire."


65,klein,"*small*
adjective: small, little, short
Klein als een muis. - Small as a mouse."


66,gekomen,"*come*
verb: come, get, come to
Ik ben gekomen om te helpen. - I have come to help."


67,sinds,"*since*
adverb: since
conjunction: since, ever after, hence
preposition: since, syne
Sinds gisteren heb ik geen honger meer.
Since yesterday I haven't been hungry anymore."


68,kop,"*head*
noun: cup, head, heading
De kop was leeg. - The cup was empty."


69,zult,"*will*
verb: shall
Zult u mij helpen? - Will you help me?"


70,begrepen,"*understood*
interjection: O.k.!, Ok!, Okay!
Ik begrepen het, I understood it."


71,plek,"*place*
noun: place, spot, patch
Deze plek is mooi. - This place is beautiful."


72,veilig,"*safe*
adjective: safe, secure, sure
adverb: safely, sure, surely
""Het is veilig om te zwemmen in het meer."" - It is safe to swim in the lake."


73,stel,"*couple*
noun: set, bunch, pair
Stel je voor hoe leuk het zou zijn als we hier konden blijven! - Imagine how much fun it would be if we could stay here!"


74,vol,"*full*
adjective: full, crowded, rich
adverb: full
Het vliegtuig was vol passagiers. - The plane was full of passengers."


75,nummer,"*number*
noun: number, digit, cipher
abbreviation: No.
""Ik heb het nummer van haar."" - I have her number."


76,waarheid,"*truth*
noun: truth, verity, sooth
De waarheid is dat ik je nooit zal vergeten. - The truth is that I will never forget you."


77,zoiets,"*something like that*
noun: such a thing
""Zoiets als dit heb ik nog nooit gezien."" - ""I have never seen something like this before."""


78,mevrouw,"*Madam*
abbreviation: Mrs., Ms.
noun: madam, lady, madame
Mevrouw, mag ik alstublieft de krant hebben? - May I please have the newspaper, ma'am?"


79,leren,"*to learn*
verb: learn, teach, school
adjective: leather, leathern
noun: hide
Ik leer Nederlands. - I am learning Dutch."


80,hetzelfde,"*the same*
pronoun: same
adjective: ditto
adverb: ditto
Ik heb hetzelfde probleem. - I have the same problem."


81,gaf,"*gave*
verb: give, deliver, impart
Hij gaf me een cadeau. - He gave me a present."


82,baby,"*baby*
noun: baby, nursling, nurseling
De baby sliep rustig. - The baby was sleeping peacefully."


83,baas,"*boss*
noun: boss, master, chief
""Mijn baas is heel streng."" - My boss is very strict."


84,gelukkig,"*happy*
adjective: happy, lucky, fortunate
adverb: happily, fortunately, luckily
""Gelukkig heb ik mijn huiswerk afgerond!"" - ""Fortunately, I finished my homework!"""


85,meteen,"*immediately*
adverb: pronto, therewith
Ik doe het meteen. - I'll do it right away."


86,beneden,"*downstairs*
adverb: down, below, downstairs
preposition: below, under, beneath
adjective: lower, under
Ik ben beneden. - I am downstairs."


87,waarschijnlijk,"*probably*
adverb: probably, presumably, belike
adjective: likely, probable, plausible
Waarschijnlijk zal het vandaag regenen. - It is likely to rain today."


88,sterven,"*die*
verb: die, perish, pass away
noun: dying
Ik sterf van de honger - I'm dying of hunger."


89,gezicht,"*sight*
noun: face, sight, vision
Mijn gezicht gloeide van de zon. - My face was glowing from the sun."


90,begin,"*get started*
noun: beginning, start, onset
Begin met het lezen van het boek. - Start reading the book."


91,mogelijk,"*possible*
adjective: possible, potential, eventual
adverb: possibly, perhaps, maybe
Het is mogelijk dat ik naar de winkel ga. - It is possible that I go to the store."


92,mama,"*mom*
noun: mama, mommy, mom
Mama, ik hou van je! - Mum, I love you!"


93,dicht,"*closed*
adjective: close, closed, dense
adverb: densely, close to, fast
noun: poem
De deur is dicht. - The door is closed."


94,zaken,"*Affairs*
noun: affairs, occasions
""Hij heeft veel zaken gedaan."" - He has done a lot of business."


95,liggen,"*lie*
verb: lie, be, sit
De kat ligt op de bank, The cat is lying on the couch."


96,nieuws,"*news*
noun: news, novelty, intelligence
Het nieuws is interessant. - The news is interesting."


97,ander,"*other*
adjective: other, another, else
pronoun: other
De andere man was dapper. - The other man was brave."


98,eraan,"*to it*

Ik voegde er nog wat extra ingrediënten aan eraan toe. - I added some extra ingredients to it."


99,liefde,"*love*
noun: love, heart
adjective: erotic
Liefde is het meest kostbare wat we hebben. - Love is the most precious thing we have."


