,Dutch,Quizlet
30,dood,"*dead*
noun: death, dissolution, expiration
adjective: dead, lifeless
adverb: dead
""Hij was dood moe."" - He was dead tired."


31,uw,"*your*
pronoun: your, thy, thine
Uw huis is mooi. - Your house is beautiful."


32,wordt,"*is becoming*
verb: be, become, get
De kat wordt vermist. - The cat is missing."


33,hé,"*Hey*
interjection: Hey!, He!, Eh!
Hé, wat doe je hier? - Hey, what are you doing here?"


34,maken,"*to make*
verb: make, do, build
Ik maak een taart, I am making a cake."


35,mag,"*allowed*
noun: maw
Ik mag naar huis gaan - I may go home."


36,één,"*An*
noun: ace
Ik heb één appel gegeten - I ate one apple."


37,z'n,"*his*

Hij heeft z'n boeken meegenomen. - He has taken his books."


38,omdat,"*because*
conjunction: because, for, just because
Omdat ik het leuk vind, ga ik naar het strand. - Because I like it, I'm going to the beach."


39,gedaan,"*done*
adjective: done
Ik heb het gedaan. - I have done it."


40,heel,"*all*
adjective: very, whole, all
adverb: very, quite, all
noun: integer
Ik heb heel veel energie. - I have a lot of energy."


41,af,"*off*
adverb: off, down, out
suffix: on
adjective: ready
De kat is van de tafel af gesprongen. - The cat jumped off the table."


42,altijd,"*always*
adverb: always, ever, evermore
Altijd ben ik je vriend. - Always I am your friend."


43,jouw,"*your*
pronoun: your
noun: yours
Jouw ogen zijn zo mooi. - Your eyes are so beautiful."


44,zeker,"*Certainly*
adjective: sure, certain, confident
adverb: sure, certainly, surely
""Zeker, ik zal het doen."" - ""Certainly, I will do it."""


45,geef,"*give*
verb: give, deliver, impart
Geef me een kus! - Give me a kiss!"


46,zie,"*see *
interjection: Lo!
Ik zie je morgen - I'll see you tomorrow."


47,wacht,"*guard*
noun: guard, watch, sentry
""Ik wacht op je antwoord."" - I'm waiting for your answer."


48,allemaal,"*all*
pronoun: everything, everybody, altogether
Allemaal hebben we een goede tijd gehad. - We all had a good time."


49,jaar,"*year*
noun: year, annum, twelvemonth
Het jaar is bijna voorbij. - The year is nearly over."


50,doet,"*do*
verb: do, make, perform
Het doet me goed om je te zien. - It's good to see you."


51,dag,"*day*
noun: day, daytime
Dag iedereen! - Hello everyone!"


52,zij,"*she*
pronoun: they, it, she
noun: side, way, flank
Zij zijn de koningen van het feest. - They are the kings of the party."


53,hun,"*their*
pronoun: their, them
Hun kat is zwart. - Their cat is black."


54,huis,"*house*
noun: house, home, place
""Ik heb een mooi huis."" - ""I have a beautiful house."""


55,vader,"*father*
noun: father, parent, old man
Mijn vader is de beste, My father is the best."


56,dank,"*thanks*
noun: thanks, acknowledgement
Ik wil je danken voor je hulp. - I want to thank you for your help."


57,dacht,"*thought*
verb: think, think of, conceive
Ik dacht dat ik het al wist. - I thought I already knew."


58,kunt,"*can*
verb: can, may, be able
U kunt mij helpen, You can help me."


59,zoals,"*as*
adverb: as, such as
conjunction: as, like, just as
adjective: such as, like, of same gender
preposition: like
""Ik hou van het leven zoals het is,"" which translates to ""I love life as it is."""


60,vrouw,"*woman*
noun: woman, wife, female
De vrouw ging naar de winkel, The woman went to the store."


61,keer,"*time*
noun: time, occasion, volution
Ik heb het al drie keer geprobeerd. - I have tried it three times."


62,anders,"*otherwise*
adverb: otherwise, else, other
adjective: other, unlike, alien
pronoun: other
""Het is anders dan ik had verwacht"" - ""It is different than I had expected""."


63,andere,"*Others*
adjective: other, another, else
Andere mensen hebben andere ideeën. - Other people have different ideas."


64,willen,"*want*
verb: want, like, will
Ik wil naar het strand gaan. - I want to go to the beach."


65,erg,"*terribly*
adverb: very, extremely, quite
noun: erg
adjective: serious
Erg moe, I'm very tired."


66,spijt,"*sorry*
noun: regret, repentance, compunction
Ik heb spijt van mijn beslissing. - I regret my decision."


67,bedankt,"*Thank you*
interjection: Thanks!, Thankee!
Bedankt voor je hulp! - Thank you for your help!"


68,niemand,"*no one*
noun: nobody, nix
pronoun: nobody, no one, none
adjective: none
Niemand weet wat er gaat gebeuren. - No one knows what is going to happen."


69,wilt,"*want*
verb: want, like, will
Wil je mee naar de bioscoop gaan? - Do you want to go to the movies?"


70,geld,"*money*
noun: money, cash, dough
abbreviation: L.S.D.
""Hij heeft veel geld verdiend."" - He has earned a lot of money."


71,zitten,"*to sit*
verb: sit, be seated, set
Ik zit in de klas. - I am sitting in the classroom."


72,niks,"*nothing*
pronoun: nothing
adverb: none
noun: nix
Ik heb niks gezegd. - I didn't say anything."


73,iedereen,"*everyone*
pronoun: everyone, anyone, every
noun: all the world
phrase: every mother's son
Iedereen heeft recht op geluk. - Everyone has a right to happiness."


74,binnen,"*inside*
adverb: within, in, inside
preposition: within, inside, into
adjective: inlying
""De kat loopt binnen."" - The cat is walking inside."


75,staat,"*stands*
noun: state, condition, status
""De staat heeft veel geld geïnvesteerd in de infrastructuur."" - ""The state has invested a lot of money in the infrastructure."""


76,wilde,"*wild*
noun: savage, freelance, extremist
Ik wilde een ijsje. - I wanted an ice cream."


77,zich,"*himself*
pronoun: himself, itself, themselves
Zij verzachtte zich. - She softened herself."


78,beter,"*better*
adverb: better, superiorly
adjective: superior
noun: bettor
prefix: out-
'Het kan beter.' - It could be better."


79,werk,"*work*
noun: work, job, employment
adjective: ferial
Ik heb veel werk te doen. - I have a lot of work to do."


80,praten,"*to talk*
verb: talk, speak, chat
Ik praat met mijn vrienden. - I am talking to my friends."


81,gezien,"*seen*
adjective: respected, dear
Ik heb gezien dat het regende. - I have seen that it was raining."


82,zullen,"*shall*
verb: will, shall
Wij zullen morgen naar het strand gaan. - We will go to the beach tomorrow."


83,waren,"*goods*
noun: vendibles, goods and chattels
""Ze waren verrast door de veranderingen."" - They were surprised by the changes."


84,god,"*God*
noun: god
God zij dank! - Thank God!"


85,maak,"*make*
noun: making
Ik maak een kop thee. - I am making a cup of tea."


86,neem,"*take*
verb: take, reach, seize
Neem alsjeblieft even de tijd om het te lezen. - Please take the time to read it."


87,vinden,"*find*
verb: find, think of, hit upon
Ik vind het leuk. - I like it."


88,vind,"*find*
verb: find, think of, hit upon
Ik vind het leuk om met je te praten. - I enjoy talking to you."


89,moeder,"*mother*
noun: mother, parent, mam
Mijn moeder is mijn beste vriendin. - My mother is my best friend."


90,kon,"*could*
verb: could
Ik kon niet slapen. - I couldn't sleep."


91,uur,"*o'clock*
noun: hour
Het is twee uur 'It is two o'clock."


92,klaar,"*finished*
adjective: ready, finished, done
adverb: clear, clearly, pat
noun: clear
Ik ben klaar. - I'm done."


93,genoeg,"*enough*
adjective: enough, sufficient
adverb: enough, sufficiently, satis
Genoeg is genoeg. Enough is enough."


94,helpen,"*to help*
verb: help, assist, aid
phrase: lend a hand, give a leg, give a leg up
Ik kan je helpen. - I can help you."


95,oh,"*Oh*
interjection: Oh!, Ah!, Ow!
Oh, wat een mooi huis! - Oh, what a beautiful house!"


96,hele,"*whole*
adjective: very, whole, all
Hij heeft de hele dag gewerkt. - He has worked the whole day."


97,drie,"*three*
: three
noun: trey
Mijn broer heeft drie katten - My brother has three cats."


98,vast,"*fixed*
adjective: fixed, solid, set
adverb: firmly, firm, fixedly
De kat zat vast in de kast - The cat was stuck in the cupboard."


99,na,"*after*
preposition: after, on, behind
adverb: post
Na het eten gingen we naar huis. - After eating, we went home."


