,Dutch,Quizlet
27,gebeld,"*called*
verb: dial, clang, clank
Ik heb hem gebeld. - I called him."


28,ervoor,"*before*

Ik heb er hard voor gewerkt. - I worked hard for it."


29,ten,"*ten*

De jongen komt ten aanzien van zijn schoolwerk goed uit de bus. - The boy is doing well in terms of his schoolwork."


30,heer,"*gentleman*
noun: lord, gentleman, master
De heer is een titel die gebruikt wordt om respect te tonen.
Translation: The title ""heer"" is used to show respect."


31,loopt,"*runs*
verb: walk, run, foot
Hij loopt naar de winkel - He is walking to the store."


32,einde,"*end*
noun: end, ending, close
adverb: in fine
Het einde is in zicht. - The end is in sight."


33,gegaan,"*gone*
verb: go, proceed, work
Ik ben naar de winkel gegaan. - I went to the store."


34,gang,"*corridor*
noun: corridor, walk, hallway
De gang was donker. - The hallway was dark."


35,vertelde,"*told*
verb: tell, relate, narrate
Hij vertelde me dat hij verliefd was geworden. - He told me that he had fallen in love."


36,spel,"*game*
noun: game, play, performance
Het spel was leuk om te spelen. - The game was fun to play."


37,informatie,"*information*
noun: information, conversance
De informatie is belangrijk voor ons. - The information is important for us."


38,frank,"*frank*

Frank is mijn lievelingsdier. = Frank is my favorite animal."


39,dames,"*ladies*
adjective: lady's
De dames zijn mooi gekleed. - The ladies are nicely dressed."


40,naartoe,"*to*
preposition: to, towards, toward
Ik ga naartoe. - I'm going there."


41,allebei,"*both*
adjective: both
We hebben allebei een goede dag gehad. - We both had a good day."


42,leg,"*put*
noun: lay
Ik heb mijn been gelegd. - I have lain down my leg."


43,acht,"*eight*
noun: eight, attention, care
: eight
Ik heb acht boeken gelezen. - I have read eight books."


44,pap,"*dad*
noun: porridge, pap, gruel
Pap smaakt goed! - Dad tastes good!"


45,seks,"*sex*
noun: sex, pork
""Seks is een belangrijk onderdeel van het leven."" - ""Sex is an important part of life."""


46,minder,"*fewer*
adjective: less, lesser, minor
adverb: less
Mijn loon is minder dan dat van mijn collega. - My salary is less than that of my colleague."


47,gevoel,"*feeling*
noun: feeling, sense, sensation
Ik heb een goed gevoel over deze situatie. - I have a good feeling about this situation."


48,trouwen,"*to marry*
verb: marry, wed, marry off
Ik ga trouwen met mijn vriendin. = I am going to marry my girlfriend."


49,nogal,"*rather*
adverb: rather, quite, some
adjective: sufficient
Ik heb nogal veel huiswerk. - I have quite a lot of homework."


50,eh,"*uh*

Eh, ik ben het vergeten. - Oh, I forgot it."


51,voelen,"*to feel*
verb: feel, sense, emote
Ik voel me goed - I feel good"


52,begint,"*begins*
verb: start, begin, commence
Begint het al donker te worden? - Is it starting to get dark already?"


53,plezier,"*pleasure*
noun: fun, pleasure
Ik heb veel plezier gehad. - I had a lot of fun."


54,meisjes,"*girls*
adjective: girlish, maiden
De meisjes zijn vrolijk. - The girls are happy."


55,stuur,"*send*
noun: steering wheel, handlebar, helm
Ik stuur je een bericht. - I'm sending you a message."


56,foto,"*photo*
noun: photo, photograph
""Ik heb een foto gemaakt."" - ""I took a photo."""


57,vreemd,"*foreign*
adjective: strange, foreign, alien
adverb: strangely, oddly, curiously
""Het is vreemd dat hij niet komt."" - It is strange that he does not come."


58,zomaar,"*just like that*
adverb: overnight
""Ik ben zomaar naar de winkel gegaan."" = ""I just went to the store randomly."""


59,verkeerd,"*wrong*
adjective: wrong, incorrect, mistaken
adverb: wrong, wrongly, amiss
""Je hebt het verkeerd begrepen"" - You have misunderstood it."


60,zeven,"*seven*
verb: sieve, screen, sift
Ik heb zeven boeken gelezen. - I have read seven books."


61,lucht,"*sky*
noun: air, sky, atmosphere
De lucht was helder en fris. - The air was clear and fresh."


62,grond,"*ground*
noun: ground, floor, basis
De grond was bedekt met sneeuw. - The ground was covered in snow."


63,leeft,"*lives*
verb: live, exist
Hij leeft in het moment. - He lives in the moment."


64,nam,"*took*
verb: take, reach, seize
Ik heb mijn naam veranderd. - I changed my name."


65,pardon,"*excuse me*
interjection: Excuse me!, I beg your pardon!
Pardon, wat heb je gezegd? Translation: Pardon, what did you say?"


66,verwacht,"*expected*
verb: expect, anticipate, hope
Ik verwacht dat het morgen regent. - I expect it to rain tomorrow."


67,kopen,"*to buy*
verb: buy, purchase, market
Ik koop een nieuwe auto. - I'm buying a new car."


68,koffie,"*coffee*
noun: coffee
Ik heb een kop koffie nodig. - I need a cup of coffee."


69,onderzoek,"*research*
noun: research, investigation, examination
Het onderzoek heeft veel nuttige informatie opgeleverd. - The research yielded a lot of useful information."


70,gesproken,"*spoken*
verb: speak, talk, see
Ik heb met hem gesproken. - I have spoken with him."


71,herinner,"*remember*
verb: remember, remind, recollect
Ik herinner me de vakantie in Zuid-Frankrijk. - I remember the vacation in South France."


72,idioot,"*idiot*
noun: idiot, fool, bonehead
adjective: idiotic, foolish, wacky
""Hij is een idioot!"" - He is an idiot!"


73,ziekenhuis,"*Hopital*
noun: hospital, infirmary
Het ziekenhuis is waar mensen behandeld worden. - The hospital is where people are treated."


74,daarmee,"*with that*
adverb: therewith
""Daarmee kunnen we onze doelen bereiken."" - With that, we can achieve our goals."


75,shit,"*shit*

""Shit, ik ben mijn sleutels kwijt!"" - ""Shit, I've lost my keys!"""


76,eindelijk,"*finally*
adverb: finally, ultimately, on the whole
""Eindelijk heb ik mijn droomhuis gevonden!"" - Finally, I have found my dream house!"


77,perfect,"*perfect*
adjective: perfect
Mijn leven is perfect. - My life is perfect."


78,goeie,"*good*

Goeie morgen! - Good morning!"


79,gisteren,"*yesterday*
adverb: yesterday
noun: yesterday
Gisteren heb ik naar de bioscoop gegaan. - Yesterday I went to the movies."


80,aarde,"*soil*
noun: earth, soil, terra
De aarde is onze thuis. - The Earth is our home."


81,contact,"*Contact*
noun: contact, touch, bracer
adjective: contracted
Ik heb contact met mijn vrienden. - I am in contact with my friends."


82,zus,"*sister*
noun: sister, sibling
adverb: so, thus
Mijn zus en ik zijn beste vrienden. - My sister and I are best friends."


83,erbij,"*there*

""Hij heeft er nog wat erbij gekregen."" - He got something extra with it."


84,beschermen,"*to protect*
verb: protect, safeguard, guard
""De mens moet de natuur beschermen."" - The human must protect nature."


85,gevangenis,"*jail*
noun: prison, jail, gaol
De gevangenis was een donkere en beangstigende plek.

The prison was a dark and frightening place."


86,persoon,"*person*
noun: person, man, party
De persoon liep door de straat. - The person walked down the street."


87,winnen,"*to win*
verb: win, gain, earn
Ik heb de wedstrijd gewonnen. - I won the competition."


88,kracht,"*power*
noun: force, power, strength
""Met kracht duwde hij de deur open."" - With force, he pushed the door open."


89,ziek,"*sick*
adjective: sick, ill, diseased
Ik ben ziek. - I am sick."


90,omhoog,"*upwards*
adverb: up, upwards, upward
Ik kijk omhoog naar de lucht. - I look up at the sky."


91,beloof,"*promise*
verb: promise, make a promise, plight
Ik beloof je dat ik je niet zal teleurstellen. - I promise you that I won't let you down."


92,gebruik,"*usage*
noun: use, using, usage
Gebruik deze kaart om je weg te vinden. - Use this map to find your way."


93,hoezo,"*how so*
adverb: why
conjunction: why
Hoezo? - Why?"


94,degene,"*the one*

Degene die het eerst komt, krijgt de beste plaatsen. - He who comes first gets the best seats."


95,trek,"*pull*
noun: pull, draw, migration
Ik trek mijn schoenen aan. - I am putting on my shoes."


96,meen,"*mean*
verb: believe, think, mean
Ik meen het echt. - I really mean it."


97,enkele,"*a few*
adverb: a few
Enkele mensen hebben al een vaccin ontvangen. - A few people have already received a vaccine."


98,getrouwd,"*married*
adjective: married, hitched, sealed
Mijn ouders zijn getrouwd sinds 1993. - My parents have been married since 1993."


99,gevraagd,"*asked*
adjective: wanted, sought-after
Ik heb om hulp gevraagd. - I asked for help."


