,Dutch,Quizlet
159,gezocht,"adjective, wanted sought-after"
160,ophalen,"verb, collect raise shrug"
161,verslaan,"verb, defeat down smite"
162,ergste,"adjective, worst extreme"
163,drankje,"noun, drink beverage potion"
164,publiek,"adjective, public overt extracurricular"
165,nerveus,"adjective, nervous high-strung"
166,gedrag,"noun, behavior conduct actions"
167,troep,"noun, flock gang troop"
168,lab,"No Google Info, No Google Info"
169,roken,"noun, smoking"
170,keren,"verb, repel"
171,zocht,"verb, search seek quest"
172,bad,"noun, bath bathtub dip"
173,dik,"adjective, thick fat big"
174,vaders,"noun, father parent old man"
175,alarm,"noun, alarm alert alarum"
176,akkoord,"noun, agreement chord accord"
177,doelwit,"noun, target goal purpose"
178,vaker,"No Google Info, No Google Info"
179,schade,"noun, damage injury loss"
180,bruiloft,"noun, wedding wedding party nuptials"
181,gegevens,"noun, data"
182,genoemd,"verb, call mention name"
183,terugkomen,"verb, return come back get back"
184,vernietigd,"adjective, destroyed annulled off the map"
185,steken,"verb, put stick insert"
186,geweld,"noun, violence force main"
187,vergeven,"verb, forgive pardon condone"
188,Amerikanen,"No Google Info, No Google Info"
189,mening,"noun, opinion mind judgment"
190,kies,"noun, molar tooth grinder"
191,type,"noun, type model variation"
192,bedacht,"verb, think imagine devise"
193,belangrijkste,"No Google Info, No Google Info"
194,las,"noun, weld joint scarf"
195,grens,"noun, border limit frontier"
196,paniek,"noun, panic scare terror"
197,universiteit,"noun, university college school"
198,verboden,"adjective, forbidden taboo tabu"
199,west,"noun, west"
