,Dutch,Quizlet
150,ongelofelijk,"adjective, incredible"
151,video,"noun, video"
152,Adam,"noun, Adam"
153,kregen,"verb, get receive have"
154,bevalt,"verb, please"
155,hiervan,"adverb, hereof"
156,vriendelijk,"adjective, friendly kind kindly"
157,bereikt,"verb, reach achieve attain"
158,Vegas,"No Google Info, No Google Info"
159,Victor,"noun, Victor"
160,jagen,"verb, hunt shoot scud"
161,wit,"adjective, white blank"
162,heus,"adjective, kind polite courtly"
163,neen,"adverb, no not"
164,bieden,"verb, offer propose"
165,vrijdag,"noun, Friday"
166,theorie,"noun, theory theoretics doxy"
167,genaamd,"No Google Info, No Google Info"
168,melk,"noun, milk"
169,uwe,"No Google Info, No Google Info"
170,dankbaar,"adjective, grateful thankful obliged"
171,vluchten,"verb, flee fly hare away"
172,paarden,"adjective, equine"
173,sterf,"adjective, mortuary"
174,blind,"adjective, blind dummy sightless"
175,vorig,"adjective, last previous former"
176,koffer,"noun, suitcase case trunk"
177,vasthouden,"verb, hold retain detain"
178,carrière,"noun, career"
179,vliegveld,"noun, airport airfield aerodrome"
180,waardeer,"verb, appreciate value treasure"
181,verloor,"verb, lose forfeit shed"
182,goden,"noun, God Lord"
183,manieren,"noun, manners"
184,normale,"adjective, normal standard ordinary"
185,geheimen,"noun, secret secrecy mystery"
186,reizen,"noun, travel"
187,hoger,"adjective, higher major"
188,schoonheid,"noun, beauty fairness"
189,straf,"noun, punishment penalty pain"
190,iedereen,"pronoun, everyone anyone every"
191,minister,"noun, minister secretary"
192,eng,"adjective, scary narrow strait"
193,yeah,"No Google Info, No Google Info"
194,verkoop,"noun, sale marketing disposal"
195,berg,"noun, mountain mount hill"
196,hoed,"noun, hat bonnet billycock"
197,Alice,"No Google Info, No Google Info"
198,klant,"noun, customer client shopper"
199,vergadering,"noun, meeting assembly congress"
