,Dutch,Quizlet
71,zenuwen,"noun, nerve sinew"
72,gereedschap,"noun, tool tools utensils"
73,pissen,"verb, piss urinate"
74,juni,"noun, June"
75,mei,"noun, May"
76,wonden,"verb, wound hurt"
77,doodgeschoten,"verb, shoot zap"
78,commentaar,"noun, comment commentary annotation"
79,periode,"noun, period time term"
80,inpakken,"verb, pack pack up wrap"
81,temperatuur,"noun, temperature temperament"
82,verplicht,"adjective, required mandatory compulsory"
83,uitslag,"noun, result rash outcome"
84,frisse,"adjective, fresh cool brisk"
85,langskomen,"verb, turn in"
86,plastic,"noun, plastic polystyrene"
87,verspreid,"adjective, diffuse sparse straggling"
88,goedkoop,"adjective, cheap inexpensive facile"
89,tweeling,"noun, twin"
90,sectie,"noun, section dissection squad"
91,procedure,"noun, procedure"
92,duw,"noun, push shove poke"
93,actief,"adjective, active energetic energetical"
94,boze,"noun, devil"
95,jasje,"noun, jacket"
96,ongelukkig,"adjective, unhappy unfortunate unlucky"
97,koelkast,"noun, refrigerator"
98,infectie,"noun, infection sepsis"
99,behouden,"verb, retain keep preserve"
100,profiel,"noun, profile section side view"
101,schulden,"noun, debt fault blame"
102,aandelen,"noun, share part portion"
103,riep,"verb, call cry shout"
104,riem,"noun, belt strap leash"
105,echo,"noun, echo blip"
106,huil,"verb, cry weep howl"
107,schreeuw,"noun, scream cry shout"
108,logboek,"noun, log logbook"
109,laarzen,"noun, boots"
110,glazen,"adjective, glass"
111,schamen,"No Google Info, No Google Info"
112,tof,"adjective, great topping"
113,favoriet,"noun, favorite favourite"
114,apart,"adjective, separate special distinct"
115,gijzelaars,"noun, hostage"
116,gefaald,"verb, fail default miss"
117,Victoria,"noun, Victoria"
118,emotioneel,"adjective, affective touching hot-blooded"
119,kwijtgeraakt,"verb, lose get rid of"
120,motief,"noun, motif motive incentive"
121,militair,"adjective, military service"
122,Curtis,"No Google Info, No Google Info"
123,voorbereiden,"verb, prepare prime make ready"
124,schuur,"noun, barn shed shack"
125,portemonnee,"noun, wallet purse kitty"
126,wiskunde,"noun, mathematics maths"
127,snoep,"noun, candy delicacy tidbit"
128,stevig,"adverb, firmly firm fast"
129,privacy,"No Google Info, No Google Info"
130,service,"noun, service"
131,accepteer,"verb, accept take receive"
132,populair,"adjective, popular pop"
133,koninklijke,"adjective, royal regal kingly"
134,kindje,"noun, baby babe dot"
135,benieuwd,"No Google Info, No Google Info"
136,verzeker,"verb, ensure assure insure"
137,senaat,"noun, senate"
138,Sid,"No Google Info, No Google Info"
139,winkelen,"verb, shop"
140,voorgesteld,"verb, propose suggest introduce"
141,Manhattan,"noun, Manhattan"
142,internationale,"noun, International Internationale"
143,juli,"noun, July"
144,ervaren,"adjective, experienced veteran versed"
145,weigeren,"verb, refuse deny decline"
146,rob,"noun, seal"
147,hoofdstuk,"noun, chapter"
148,toegestaan,"verb, allow permit grant"
149,toestaan,"verb, allow permit grant"
150,naderen,"verb, approach near draw near"
151,openbare,"adjective, public openable overt"
152,steelt,"verb, steal thieve loot"
153,heerlijke,"adjective, delicious lovely delightful"
154,doorgeven,"verb, pass down pass on pass across"
155,incident,"noun, incident occurrence opportunity"
156,douchen,"verb, shower"
157,all-in-one,"No Google Info, No Google Info"
158,bedreigd,"verb, threaten menace overhang"
159,reeds,"adverb, already"
160,Duke,"No Google Info, No Google Info"
161,geleefd,"verb, live exist"
162,kleintje,"noun, small shorty tiny"
163,noemden,"verb, call mention name"
164,oktober,"noun, October"
165,geslaagd,"adjective, successful"
166,Führer,"No Google Info, No Google Info"
167,heroïne,"noun, heroin"
168,verloofd,"adjective, engaged betrothed affianced"
169,opzet,"noun, design planning premeditation"
170,misdaden,"noun, crime guilt misdeed"
171,delta,"noun, delta"
172,star,"adjective, rigid set"
173,vervloekt,"adjective, cursed accursed damn"
174,achteraan,"adverb, behind after"
175,verbergt,"verb, hide conceal cover"
176,gestoorde,"No Google Info, No Google Info"
177,passagiers,"noun, passenger rider fare"
178,heelal,"noun, universe cosmos macrocosm"
179,bloedt,"verb, bleed draw blood"
180,gestraft,"verb, punish rebuke smite"
181,Virginia,"noun, Virginia"
182,versieren,"verb, decorate adorn garnish"
183,verwoest,"adjective, waste broke"
184,zowat,"preposition, about"
185,gesprekken,"noun, conversation talk converse"
186,schei,"No Google Info, No Google Info"
187,porno,"noun, porn porno"
188,bevat,"verb, contain include comprise"
189,daarnet,"adverb, just now this moment"
190,pijp,"noun, pipe nozzle duct"
191,begaan,"verb, commit perpetrate tread"
192,verbind,"verb, link bind combine"
193,uiterlijk,"noun, appearance look outward"
194,ontvoering,"noun, abduction kidnapping rape"
195,aangeven,"verb, indicate state declare"
196,schoen,"noun, shoe bucket"
197,verstop,"verb, hide clog obstruct"
198,Island,"No Google Info, No Google Info"
199,klimmen,"verb, climb mount clamber"
