,Dutch,Quizlet
111,bergen,"verb, store stow salvage"
112,aankomen,"verb, arrive come land"
113,gave,"noun, gift talent faculty"
114,pakt,"verb, tackle pack take"
115,ideeën,"noun, idea notion thought"
116,ontvoerd,"verb, kidnap abduct elope with"
117,verzoek,"noun, request petition solicitation"
118,kast,"noun, closet cupboard case"
119,Sean,"No Google Info, No Google Info"
120,geesten,"noun, spirit mind ghost"
121,orders,"noun, order command indent"
122,droeg,"verb, wear bear carry"
123,leugen,"noun, lie falsehood mendacity"
124,hielp,"verb, help assist aid"
125,kerstmis,"noun, Christmas Xmas Noel"
126,gelul,"No Google Info, No Google Info"
127,gedeelte,"noun, part section installment"
128,mevr.,"No Google Info, No Google Info"
129,ontmoette,"verb, meet encounter see"
130,edelachtbare,"No Google Info, No Google Info"
131,flat,"noun, flat flatlet"
132,tong,"noun, tongue sole lemon"
133,logisch,"adjective, logical logic argumentative"
134,daardoor,"adverb, thereby through this thence"
135,controleer,"verb, check control verify"
136,stroom,"noun, current flow stream"
137,afscheid,"noun, farewell goodbye parting"
138,gevangenen,"verb, catch capture trap"
139,saai,"adjective, dull drab monotonous"
140,Marcus,"No Google Info, No Google Info"
141,militaire,"adjective, military service"
142,opgewonden,"adjective, agitated heated feverish"
143,makkelijker,"No Google Info, No Google Info"
144,zuid,"noun, south"
145,stenen,"adjective, stone brick stony"
146,lieg,"verb, lie tell lies fib"
147,wc,"noun, closet"
148,herinneringen,"noun, reminder memory remembrance"
149,badkamer,"noun, bathroom"
150,vuren,"verb, fire shoot"
151,fuck,"No Google Info, No Google Info"
152,cadeau,"noun, gift present donative"
153,dertig,"noun, thirty"
154,verantwoordelijkheid,"noun, responsibility liability accountability"
155,flink,"adjective, brave solid goodly"
156,biertje,"No Google Info, No Google Info"
157,officieel,"adverb, officially"
158,tegenwoordig,"adverb, today nowadays currently"
159,belang,"noun, importance interest concern"
160,ronde,"noun, round lap circle"
161,redenen,"noun, reason cause matter"
162,opgeven,"verb, give set abandon"
163,Frankrijk,"noun, France"
164,schreeuwen,"verb, shout cry yell"
165,eenvoudig,"adjective, simple straightforward plain"
166,gekeken,"verb, look see glance"
167,kerst,"adjective, Christmassy"
168,aanraken,"verb, touch"
169,genieten,"verb, enjoy savor relish"
170,ontslag,"noun, dismissal resignation release"
171,verslagen,"adjective, defeated beaten prostrate"
172,opgesloten,"adjective, locked pent-up"
173,groen,"adjective, green verdant inexperienced"
174,heette,"verb, name call be named"
175,graf,"noun, grave tomb graph"
176,bond,"noun, union federation league"
177,high,"No Google Info, No Google Info"
178,stand,"noun, position stand class"
179,aardige,"adjective, nice pretty friendly"
180,raden,"verb, guess advise counsel"
181,vinger,"noun, finger digit"
182,bomen,"verb, punt pole"
183,helikopter,"noun, helicopter gyroplane rotor plane"
184,manager,"noun, manager"
185,vrolijk,"No Google Info, No Google Info"
186,Dean,"No Google Info, No Google Info"
187,zicht,"noun, view sight visibility"
188,slaapkamer,"noun, bedroom sleeping accommodation sleeping place"
189,verbrand,"adjective, burnt scalded adust"
190,rekenen,"verb, count expect calculate"
191,kust,"noun, coast coastal shore"
192,race,"noun, race"
193,leraar,"noun, teacher master instructor"
194,zonde,"noun, sin transgression trespass"
195,stof,"noun, substance dust fabric"
196,pot,"noun, pot jar kitty"
197,eieren,"noun, egg ovum"
198,verdedigen,"verb, defend uphold justify"
199,kanker,"noun, cancer canker gangrene"
