,Dutch,Quizlet
169,luitenant,"noun, lieutenant loot"
170,planeet,"noun, planet"
171,vooral,"adverb, especially particularly in particular"
172,missie,"noun, mission"
173,midden,"noun, middle midst medium"
174,gezin,"noun, family household"
175,gisteravond,"adverb, last night yesternight yester-evening"
176,leiden,"verb, lead guide manage"
177,dame,"noun, lady gentlewoman"
178,bericht,"noun, message report notice"
179,angst,"noun, fear anxiety anguish"
180,stierf,"verb, die perish pass away"
181,wagen,"noun, car carriage vehicle"
182,blijkbaar,"adverb, apparently evidently obviously"
183,kapot,"adjective, broken damaged whacked"
184,zoekt,"verb, search seek quest"
185,ziel,"noun, soul mind heart"
186,positie,"noun, position situation status"
187,waarvoor,"adverb, wherefore"
188,respect,"noun, esteem"
189,wet,"noun, law act statute"
190,gesprek,"noun, conversation talk converse"
191,verleden,"adjective, past last previous"
192,kost,"noun, fare meat grub"
193,links,"adjective, left gauche awkward"
194,witte,"adjective, white blank"
195,ring,"noun, ring hoop circle"
196,da's,"noun, tie badger necktie"
197,regelen,"verb, arrange regulate adjust"
198,computer,"noun, computer processor"
199,dronken,"adjective, drunk drunken intoxicated"
