,Spanish,show,lemma
3305,importaría,*importaría* (importar),importar
3306,firmar,firmar,firmar
3307,federal,federal,federal
3308,caras,*caras* (cara),cara
3309,trabajos,*trabajos* (trabajo),trabajo
3310,hagámoslo,*hagámoslo* (hacer),hacer
3311,expediente,expediente,expediente
3312,tigre,tigre,tigre
3313,intentó,*intentó* (intentar),intentar
3314,harto,harto,harto
3315,harto,*harto* (hartar),hartar
3316,decidir,decidir,decidir
3317,periódicos,*periódicos* (periódico),periódico
3318,casarse,*casarse* (casar),casar
3319,lento,lento,lento
3320,hecha,*hecha* (hecho),hecho
3321,hecha,*hecha* (hacer),hacer
3322,daba,*daba* (dar),dar
3323,ponerte,*ponerte* (poner),poner
3324,pelotas,*pelotas* (pelota),pelota
3325,monstruos,*monstruos* (monstruo),monstruo
3326,cruel,cruel,cruel
3327,señoritas,*señoritas* (señorita),señorita
3328,gigante,gigante,gigante
3329,siglos,*siglos* (siglo),siglo
3330,escalera,escalera,escalera
3331,incidente,incidente,incidente
3332,escenario,escenario,escenario
3333,dirás,*dirás* (decir),decir
3334,ciertas,*ciertas* (cierto),cierto
3335,casar,casar,casar
3336,llamen,*llamen* (llamar),llamar
3337,biblia,biblia,biblia
3338,reporte,reporte,reporte
3339,moda,moda,moda
3340,casada,*casada* (casado),casado
3341,casada,*casada* (casar),casar
3342,reacción,reacción,reacción
3343,falla,falla,falla
3344,falla,*falla* (fallar),fallar
3345,castigo,castigo,castigo
3346,castigo,*castigo* (castigar),castigar
3347,fácilmente,fácilmente,fácilmente
3348,caza,caza,caza
3349,caza,*caza* (cazar),cazar
3350,magnífico,magnífico,magnífico
3351,decidí,*decidí* (decidir),decidir
3352,camina,*camina* (caminar),caminar
3353,superficie,superficie,superficie
3354,procedimiento,procedimiento,procedimiento
3355,condición,condición,condición
3356,asalto,asalto,asalto
3357,asalto,*asalto* (asaltar),asaltar
3358,virgen,virgen,virgen
3359,verle,*verle* (ver),ver
3360,conocimos,*conocimos* (conocer),conocer
3361,quitar,quitar,quitar
3362,tratas,*tratas* (tratar),tratar
3363,noble,noble,noble
3364,hierba,hierba,hierba
3365,excelencia,excelencia,excelencia
3366,asco,asco,asco
3367,título,título,título
3368,regresaré,*regresaré* (regresar),regresar
3369,ejercicio,ejercicio,ejercicio
3370,pasaporte,pasaporte,pasaporte
3371,extraños,*extraños* (extraño),extraño
3372,ciento,ciento,ciento
3373,afortunado,afortunado,afortunado
3374,sacó,*sacó* (sacar),sacar
3375,irán,*irán* (ir),ir
3376,sacerdote,sacerdote,sacerdote
3377,pedirle,*pedirle* (pedir),pedir
3378,impuestos,*impuestos* (impuesto),impuesto
3379,impuestos,*impuestos* (imponer),imponer
3380,crisis,crisis,crisis
3381,aventura,aventura,aventura
3382,puestos,*puestos* (puesto),puesto
3383,puestos,*puestos* (poner),poner
3384,pánico,pánico,pánico
3385,llames,*llames* (llamar),llamar
3386,ladrones,*ladrones* (ladrón),ladrón
3387,enseñó,*enseñó* (enseñar),enseñar
3388,logramos,*logramos* (lograr),lograr
3389,estuvieron,*estuvieron* (estar),estar
3390,últimas,*últimas* (último),último
3391,página,página,página
3392,metro,metro,metro
3393,alla,*alla* (allá),allá
3394,pudieron,*pudieron* (poder),poder
3395,mostrar,mostrar,mostrar
3396,escribe,*escribe* (escribir),escribir
3397,ventaja,ventaja,ventaja
3398,enamorada,*enamorada* (enamorado),enamorado
3399,enamorada,*enamorada* (enamorar),enamorar
3400,gorda,*gorda* (gordo),gordo
3401,vendrán,*vendrán* (venir),venir
3402,paren,*paren* (parar),parar
3403,piedras,*piedras* (piedra),piedra
3404,pesado,pesado,pesado
3405,pesado,*pesado* (pesar),pesar
3406,despertar,despertar,despertar
3407,pierdes,*pierdes* (perder),perder
3408,jesucristo,*jesucristo* (Jesucristo),Jesucristo
3409,damos,*damos* (dar),dar
3410,treinta,treinta,treinta
3411,recuerde,*recuerde* (recordar),recordar
3412,capacidad,capacidad,capacidad
3413,soportar,soportar,soportar
3414,senado,senado,senado
3415,decidió,*decidió* (decidir),decidir
3416,prepárense,*prepárense* (preparar),preparar
3417,asusta,*asusta* (asustar),asustar
3418,aquello,aquello,aquello
3419,aguantar,aguantar,aguantar
3420,aprendí,*aprendí* (aprender),aprender
3421,tenéis,*tenéis* (tener),tener
3422,parezca,*parezca* (parecer),parecer
3423,alegría,alegría,alegría
3424,territorio,territorio,territorio
3425,física,física,física
3426,física,*física* (físico),físico
3427,escape,escape,escape
3428,escape,*escape* (escapar),escapar
3429,tomes,*tomes* (tomar),tomar
3430,excusa,excusa,excusa
3431,excusa,*excusa* (excusar),excusar
3432,estudios,*estudios* (estudio),estudio
3433,septiembre,septiembre,septiembre
3434,personaje,personaje,personaje
3435,fábrica,fábrica,fábrica
3436,elegido,elegido,elegido
3437,elegido,*elegido* (elegir),elegir
3438,cole,cole,cole
3439,cole,*cole* (colegio),colegio
3440,tanque,tanque,tanque
3441,salta,*salta* (saltar),saltar
3442,hablaste,*hablaste* (hablar),hablar
3443,conferencia,conferencia,conferencia
3444,compromiso,compromiso,compromiso
3445,ayudaré,*ayudaré* (ayudar),ayudar
3446,salieron,*salieron* (salir),salir
3447,rusos,*rusos* (ruso),ruso
3448,parezco,*parezco* (parecer),parecer
3449,llevando,*llevando* (llevar),llevar
3450,exterior,exterior,exterior
3451,punta,punta,punta
3452,ponerse,*ponerse* (poner),poner
3453,pasen,*pasen* (pasar),pasar
3454,puerto,puerto,puerto
3455,decírtelo,*decírtelo* (decir),decir
3456,caro,caro,caro
3457,asombroso,asombroso,asombroso
3458,pasara,*pasara* (pasar),pasar
3459,matarán,*matarán* (matar),matar
3460,maleta,maleta,maleta
3461,competencia,competencia,competencia
3462,canciones,*canciones* (canción),canción
3463,cinturón,cinturón,cinturón
3464,papas,*papas* (papa),papa
3465,marco,marco,marco
3466,marco,*marco* (marcar),marcar
3467,destrucción,destrucción,destrucción
3468,paraíso,paraíso,paraíso
3469,meta,meta,meta
3470,meta,*meta* (meter),meter
3471,alternativa,alternativa,alternativa
3472,alternativa,*alternativa* (alternativo),alternativo
3473,socios,*socios* (socio),socio
3474,alas,*alas* (ala),ala
3475,ocasión,ocasión,ocasión
3476,casarme,*casarme* (casar),casar
3477,salsa,salsa,salsa
3478,romano,romano,romano
3479,prisioneros,*prisioneros* (prisionero),prisionero
3480,encantan,*encantan* (encantar),encantar
3481,encantadora,*encantadora* (encantador),encantador
3482,comercial,comercial,comercial
3483,primavera,primavera,primavera
3484,metió,*metió* (meter),meter
3485,volvemos,*volvemos* (volver),volver
3486,mandar,mandar,mandar
3487,luce,*luce* (lucir),lucir
3488,sagrado,sagrado,sagrado
3489,nacido,nacido,nacido
3490,nacido,*nacido* (nacer),nacer
3491,fabuloso,fabuloso,fabuloso
3492,echo,*echo* (echar),echar
3493,desaparecer,desaparecer,desaparecer
3494,potencia,potencia,potencia
3495,adn,*adn* (ADN),ADN
3496,traiga,*traiga* (traer),traer
3497,permítame,*permítame* (permitir),permitir
3498,mayores,*mayores* (mayor),mayor
3499,regalos,*regalos* (regalo),regalo
