,Spanish,show,lemma
4164,pregunte,*pregunte* (preguntar),preguntar
4165,japonés,japonés,japonés
4166,gritos,*gritos* (grito),grito
4167,dolares,*dolares* (dólar),dólar
4168,asegurarme,*asegurarme* (asegurar),asegurar
4169,restos,*restos* (resto),resto
4170,pierdo,*pierdo* (perder),perder
4171,motivos,*motivos* (motivo),motivo
4172,dimos,*dimos* (decir),decir
4173,campeonato,campeonato,campeonato
4174,apúrense,*apúrense* (apurar),apurar
4175,unico,*unico* (único),único
4176,reír,reír,reír
4177,prima,prima,prima
4178,maricón,maricón,maricón
4179,actúa,*actúa* (actuar),actuar
4180,periodista,periodista,periodista
4181,luchando,*luchando* (luchar),luchar
4182,estelar,estelar,estelar
4183,escritor,escritor,escritor
4184,encontrarás,*encontrarás* (encontrar),encontrar
4185,dejando,*dejando* (dejar),dejar
4186,adecuado,adecuado,adecuado
4187,terrorista,terrorista,terrorista
4188,hierro,hierro,hierro
4189,enterrado,enterrado,enterrado
4190,enterrado,*enterrado* (enterrar),enterrar
4191,sincero,sincero,sincero
4192,representa,*representa* (representar),representar
4193,positivo,positivo,positivo
4194,mereces,*mereces* (merecer),merecer
4195,italia,*italia* (Italia),Italia
4196,fea,*fea* (feo),feo
4197,acerques,*acerques* (acercar),acercar
4198,petróleo,petróleo,petróleo
4199,encargado,encargado,encargado
4200,encargado,*encargado* (encargar),encargar
4201,capítulo,capítulo,capítulo
4202,enseñaré,*enseñaré* (enseñar),enseñar
4203,cuentos,*cuentos* (cuento),cuento
4204,breve,breve,breve
4205,atreves,*atreves* (atrever),atrever
4206,súbete,*súbete* (subir),subir
4207,sed,sed,sed
4208,patético,patético,patético
4209,mostrarte,*mostrarte* (mostrar),mostrar
4210,doctores,*doctores* (doctor),doctor
4211,carácter,carácter,carácter
4212,tuyos,*tuyos* (tuyo),tuyo
4213,plaza,plaza,plaza
4214,obispo,obispo,obispo
4215,necesite,*necesite* (necesitar),necesitar
4216,muevan,*muevan* (mover),mover
4217,involucrado,involucrado,involucrado
4218,involucrado,*involucrado* (involucrar),involucrar
4219,darán,*darán* (dar),dar
4220,ingleses,*ingleses* (inglés),inglés
4221,usas,*usas* (usar),usar
4222,ruedas,*ruedas* (rueda),rueda
4223,prácticamente,prácticamente,prácticamente
4224,orejas,*orejas* (oreja),oreja
4225,golpeó,*golpeó* (golpear),golpear
4226,costado,costado,costado
4227,costado,*costado* (costar),costar
4228,conducta,conducta,conducta
4229,toman,*toman* (tomar),tomar
4230,suban,*suban* (subir),subir
4231,médica,médica,médica
4232,médica,*médica* (médico),médico
4233,manzana,manzana,manzana
4234,escuadrón,escuadrón,escuadrón
4235,reconozco,*reconozco* (reconocer),reconocer
4236,ordenes,*ordenes* (orden),orden
4237,gallina,gallina,gallina
4238,cambiando,*cambiando* (cambiar),cambiar
4239,borde,borde,borde
4240,ataques,*ataques* (ataque),ataque
4241,actual,actual,actual
4242,pecados,*pecados* (pecado),pecado
4243,invito,*invito* (invitar),invitar
4244,inconsciente,inconsciente,inconsciente
4245,bastardos,*bastardos* (bastardo),bastardo
4246,abrió,*abrió* (abrir),abrir
4247,oyeron,*oyeron* (oír),oír
4248,intentaba,*intentaba* (intentar),intentar
4249,cuartel,cuartel,cuartel
