,Spanish,show,lemma
1373,montón,montón,montón
1374,estuviste,*estuviste* (estar),estar
1375,máquina,máquina,máquina
1376,puertas,*puertas* (puerta),puerta
1377,podamos,*podamos* (poder),poder
1378,podamos,*podamos* (podar),podar
1379,muere,*muere* (morir),morir
1380,trago,trago,trago
1381,trago,*trago* (tragar),tragar
1382,mayoría,mayoría,mayoría
1383,reina,reina,reina
1384,reina,*reina* (reinar),reinar
1385,lleno,lleno,lleno
1386,lleno,*lleno* (llenar),llenar
1387,inglés,inglés,inglés
1388,don,don,don
1389,soldado,soldado,soldado
1390,soldado,*soldado* (soldar),soldar
1391,estrella,estrella,estrella
1392,estrella,*estrella* (estrellar),estrellar
1393,escuche,*escuche* (escuchar),escuchar
1394,valor,valor,valor
1395,pido,*pido* (pedir),pedir
1396,delante,delante,delante
1397,código,código,código
1398,héroe,héroe,héroe
1399,fe,fe,fe
1400,capaz,capaz,capaz
1401,verme,*verme* (ver),ver
1402,beber,beber,beber
1403,velocidad,velocidad,velocidad
1404,darte,*darte* (dar),dar
1405,llevas,*llevas* (llevar),llevar
1406,partido,partido,partido
1407,partido,*partido* (partir),partir
1408,estuviera,*estuviera* (estar),estar
1409,dia,*dia* (día),día
1410,opinión,opinión,opinión
1411,irte,*irte* (ir),ir
1412,cocina,cocina,cocina
1413,cocina,*cocina* (cocinar),cocinar
1414,abrir,abrir,abrir
1415,perros,*perros* (perro),perro
1416,tambien,*tambien* (también),también
1417,sepa,*sepa* (saber),saber
1418,pareces,*pareces* (parecer),parecer
1419,escribir,escribir,escribir
1420,golpe,golpe,golpe
1421,tenia,*tenia* (tener),tener
1422,alta,alta,alta
1423,estados,*estados* (estado),estado
1424,estados,*estados* (estar),estar
1425,tocar,tocar,tocar
1426,vuelvo,*vuelvo* (volver),volver
1427,habían,*habían* (haber),haber
1428,ganas,*ganas* (gana),gana
1429,ganas,*ganas* (ganar),ganar
1430,hacerte,*hacerte* (hacer),hacer
1431,dejo,*dejo* (dejar),dejar
1432,volvió,*volvió* (volver),volver
1433,ejemplo,ejemplo,ejemplo
1434,contar,contar,contar
1435,tenían,*tenían* (tener),tener
1436,propósito,propósito,propósito
1437,entiende,*entiende* (entender),entender
1438,empieza,*empieza* (empezar),empezar
1439,anillo,anillo,anillo
1440,londres,*londres* (Londres),Londres
1441,tendría,*tendría* (tener),tener
1442,pedir,pedir,pedir
1443,estilo,estilo,estilo
1444,ayudarme,*ayudarme* (ayudar),ayudar
1445,pista,pista,pista
1446,cambiado,*cambiado* (cambiar),cambiar
1447,cambiado,cambiado,cambiado
1448,escapar,escapar,escapar
1449,eeuu,*eeuu* (EEUU),EEUU
1450,encontró,*encontró* (encontrar),encontrar
1451,espíritu,espíritu,espíritu
1452,viejos,*viejos* (viejo),viejo
1453,molesta,*molesta* (molestar),molestar
1454,nota,nota,nota
1455,nota,*nota* (notar),notar
1456,diferencia,diferencia,diferencia
1457,tratar,tratar,tratar
1458,precio,precio,precio
1459,caballero,caballero,caballero
1460,sirve,*sirve* (servir),servir
1461,alegra,*alegra* (alegrar),alegrar
1462,doble,doble,doble
1463,agradable,agradable,agradable
1464,embargo,embargo,embargo
1465,tengan,*tengan* (tener),tener
1466,tuvimos,*tuvimos* (tener),tener
1467,sube,*sube* (subir),subir
1468,estén,*estén* (estar),estar
1469,mami,mami,mami
1470,emergencia,emergencia,emergencia
1471,cuello,cuello,cuello
1472,boda,boda,boda
1473,aprender,aprender,aprender
1474,té,té,té
1475,informe,informe,informe
1476,informe,*informe* (informar),informar
1477,blanca,*blanca* (blanco),blanco
1478,blanca,*blanca* (Blanca),Blanca
1479,experiencia,experiencia,experiencia
1480,debía,*debía* (deber),deber
1481,podido,*podido* (poder),poder
1482,mentira,mentira,mentira
1483,director,director,director
1484,mata,*mata* (matar),matar
1485,exacto,exacto,exacto
1486,déjalo,*déjalo* (dejar),dejar
1487,defensa,defensa,defensa
1488,tuviste,*tuviste* (tener),tener
1489,confiar,confiar,confiar
1490,color,color,color
1491,hacerle,*hacerle* (hacer),hacer
1492,aquel,aquel,aquel
1493,conocí,*conocí* (conocer),conocer
1494,probar,probar,probar
1495,príncipe,príncipe,príncipe
1496,irá,*irá* (ir),ir
1497,despacio,despacio,despacio
1498,tiro,tiro,tiro
1499,tiro,*tiro* (tirar),tirar
