,Spanish,show,lemma
5175,profunda,*profunda* (profundo),profundo
5176,piensen,*piensen* (pensar),pensar
5177,permiten,*permiten* (permitir),permitir
5178,heredero,heredero,heredero
5179,entraron,*entraron* (entrar),entrar
5180,canadá,*canadá* (Canadá),Canadá
5181,caminos,*caminos* (camino),camino
5182,sintió,*sintió* (sentir),sentir
5183,robé,*robé* (robar),robar
5184,porno,porno,porno
5185,lejano,lejano,lejano
5186,intercambio,intercambio,intercambio
5187,intercambio,*intercambio* (intercambiar),intercambiar
5188,hojas,*hojas* (hoja),hoja
5189,dispare,*dispare* (disparar),disparar
5190,cuan,cuan,cuan
5191,champaña,champaña,champaña
5192,atractiva,*atractiva* (atractivo),atractivo
5193,terminal,terminal,terminal
5194,rita,*rita* (rito),rito
5195,rita,*rita* (Rita),Rita
5196,poesía,poesía,poesía
5197,pierda,*pierda* (perder),perder
5198,expertos,*expertos* (experto),experto
5199,ensalada,ensalada,ensalada
5200,convertir,convertir,convertir
5201,calientes,*calientes* (caliente),caliente
5202,autopsia,autopsia,autopsia
5203,tristeza,tristeza,tristeza
5204,tiendas,*tiendas* (tienda),tienda
5205,tiendas,*tiendas* (tender),tender
5206,mafia,mafia,mafia
5207,jodas,*jodas* (joder),joder
5208,escuchó,*escuchó* (escuchar),escuchar
5209,enormes,*enormes* (enorme),enorme
5210,denme,*denme* (dar),dar
5211,atacaron,*atacaron* (atacar),atacar
5212,almacén,almacén,almacén
5213,sufrió,*sufrió* (sufrir),sufrir
5214,productos,*productos* (producto),producto
5215,productor,productor,productor
5216,permitido,permitido,permitido
5217,permitido,*permitido* (permitir),permitir
5218,pegó,*pegó* (pegar),pegar
5219,matarla,*matarla* (matar),matar
5220,interno,interno,interno
5221,interna,*interna* (interno),interno
5222,interna,*interna* (internar),internar
5223,infantil,infantil,infantil
5224,españa,*españa* (España),España
5225,diarios,*diarios* (diario),diario
5226,combinación,combinación,combinación
5227,acompañe,*acompañe* (acompañar),acompañar
5228,ropas,*ropas* (ropa),ropa
5229,pondremos,*pondremos* (poner),poner
5230,metiste,*metiste* (meter),meter
5231,esencia,esencia,esencia
5232,brillantes,*brillantes* (brillante),brillante
5233,bingo,bingo,bingo
5234,sordo,sordo,sordo
5235,sacas,*sacas* (sacar),sacar
5236,rancho,rancho,rancho
5237,objetivos,*objetivos* (objetivo),objetivo
5238,muebles,*muebles* (mueble),mueble
5239,mencionó,*mencionó* (mencionar),mencionar
5240,estupido,*estupido* (estúpido),estúpido
5241,enterado,enterado,enterado
5242,enterado,*enterado* (enterar),enterar
5243,documento,documento,documento
5244,vencer,vencer,vencer
5245,sintiendo,*sintiendo* (sentir),sentir
5246,quieta,*quieta* (quieto),quieto
5247,período,período,período
5248,oportunidades,*oportunidades* (oportunidad),oportunidad
5249,monos,*monos* (mono),mono
