,Spanish,show,lemma
3572,sacado,*sacado* (sacar),sacar
3573,diamante,diamante,diamante
3574,secuestro,secuestro,secuestro
3575,secuestro,*secuestro* (secuestrar),secuestrar
3576,casco,casco,casco
3577,casco,*casco* (cascar),cascar
3578,ayudó,*ayudó* (ayudar),ayudar
3579,nene,nene,nene
3580,marcas,*marcas* (marca),marca
3581,marcas,*marcas* (marcar),marcar
3582,pudieras,*pudieras* (poder),poder
3583,poca,*poca* (poco),poco
3584,jugo,jugo,jugo
3585,heridos,*heridos* (herido),herido
3586,heridos,*heridos* (herir),herir
3587,congreso,congreso,congreso
3588,cementerio,cementerio,cementerio
3589,prostituta,prostituta,prostituta
3590,desaparece,*desaparece* (desaparecer),desaparecer
3591,consecuencias,*consecuencias* (consecuencia),consecuencia
3592,terreno,terreno,terreno
3593,salvado,salvado,salvado
3594,salvado,*salvado* (salvar),salvar
3595,mueren,*mueren* (morir),morir
3596,igualmente,igualmente,igualmente
3597,ganamos,*ganamos* (ganar),ganar
3598,circunstancias,*circunstancias* (circunstancia),circunstancia
3599,trabajamos,*trabajamos* (trabajar),trabajar
3600,amén,amén,amén
3601,funcionando,*funcionando* (funcionar),funcionar
3602,personalidad,personalidad,personalidad
3603,muro,muro,muro
3604,contestar,contestar,contestar
3605,razon,*razon* (razón),razón
3606,peores,*peores* (peor),peor
3607,particular,particular,particular
3608,llévame,*llévame* (llevar),llevar
3609,gimnasio,gimnasio,gimnasio
3610,emocionante,emocionante,emocionante
3611,desgracia,desgracia,desgracia
3612,científico,científico,científico
3613,buscado,*buscado* (buscar),buscar
3614,terapia,terapia,terapia
3615,prepara,*prepara* (preparar),preparar
3616,patrulla,patrulla,patrulla
3617,globo,globo,globo
3618,despejado,despejado,despejado
3619,despejado,*despejado* (despejar),despejar
3620,creado,creado,creado
3621,creado,*creado* (crear),crear
3622,aprendido,*aprendido* (aprender),aprender
3623,nací,*nací* (nacer),nacer
3624,embajador,embajador,embajador
3625,barcos,*barcos* (barco),barco
3626,posiblemente,posiblemente,posiblemente
3627,malvado,malvado,malvado
3628,dormitorio,dormitorio,dormitorio
3629,despacho,despacho,despacho
3630,despacho,*despacho* (despachar),despachar
3631,desagradable,desagradable,desagradable
3632,viniendo,*viniendo* (venir),venir
3633,recibo,recibo,recibo
3634,recibo,*recibo* (recibir),recibir
3635,nuclear,nuclear,nuclear
3636,mensajes,*mensajes* (mensaje),mensaje
3637,mantengan,*mantengan* (mantener),mantener
3638,ultimo,*ultimo* (último),último
3639,autoridades,*autoridades* (autoridad),autoridad
3640,quedes,*quedes* (quedar),quedar
3641,pasaron,*pasaron* (pasar),pasar
3642,gano,*gano* (ganar),ganar
3643,ayudo,*ayudo* (ayudar),ayudar
3644,aprecio,aprecio,aprecio
3645,aprecio,*aprecio* (apreciar),apreciar
3646,sentimiento,sentimiento,sentimiento
3647,popular,popular,popular
3648,extrañas,*extrañas* (extrañar),extrañar
3649,detenerlo,*detenerlo* (detener),detener
3650,civiles,*civiles* (civil),civil
3651,tontería,tontería,tontería
3652,reyes,*reyes* (rey),rey
3653,americana,*americana* (americano),americano
3654,vuelven,*vuelven* (volver),volver
3655,ventanas,*ventanas* (ventana),ventana
3656,tiburón,tiburón,tiburón
3657,peleas,*peleas* (pelea),pelea
3658,peleas,*peleas* (pelear),pelear
3659,organización,organización,organización
3660,ayudarla,*ayudarla* (ayudar),ayudar
3661,tuvieras,*tuvieras* (tener),tener
3662,querrás,*querrás* (querer),querer
3663,querrá,*querrá* (querer),querer
3664,infección,infección,infección
3665,decente,decente,decente
3666,logrado,logrado,logrado
3667,logrado,*logrado* (lograr),lograr
3668,jersey,jersey,jersey
3669,amar,amar,amar
3670,equipos,*equipos* (equipo),equipo
3671,canta,*canta* (cantar),cantar
3672,bebés,*bebés* (bebé),bebé
3673,pozo,pozo,pozo
3674,india,india,india
3675,india,*india* (indio),indio
3676,india,*india* (India),India
3677,esperado,*esperado* (esperar),esperar
3678,esperado,esperado,esperado
3679,enseñar,enseñar,enseñar
3680,darnos,*darnos* (dar),dar
3681,tomaste,*tomaste* (tomar),tomar
3682,internet,internet,internet
3683,habilidades,*habilidades* (habilidad),habilidad
3684,encanto,encanto,encanto
3685,encanto,*encanto* (encantar),encantar
3686,dispararon,*dispararon* (disparar),disparar
3687,comprendes,*comprendes* (comprender),comprender
3688,áfrica,*áfrica* (África),África
3689,adorable,adorable,adorable
3690,rica,*rica* (rico),rico
3691,llegaremos,*llegaremos* (llegar),llegar
3692,reales,*reales* (real),real
3693,mismas,*mismas* (mismo),mismo
3694,medios,*medios* (medio),medio
3695,marihuana,marihuana,marihuana
3696,traidor,traidor,traidor
3697,funcione,*funcione* (funcionar),funcionar
3698,clínica,clínica,clínica
3699,clínica,*clínica* (clínico),clínico
3700,preferiría,*preferiría* (preferir),preferir
3701,podían,*podían* (poder),poder
3702,olvidó,*olvidó* (olvidar),olvidar
3703,entramos,*entramos* (entrar),entrar
3704,ejercito,*ejercito* (ejercitar),ejercitar
3705,ejercito,*ejercito* (ejército),ejército
3706,división,división,división
3707,sector,sector,sector
3708,perdedor,perdedor,perdedor
3709,patrón,patrón,patrón
3710,encontrará,*encontrará* (encontrar),encontrar
3711,crema,crema,crema
3712,planeado,planeado,planeado
3713,planeado,*planeado* (planear),planear
3714,mantenga,*mantenga* (mantener),mantener
3715,juguete,juguete,juguete
3716,técnica,técnica,técnica
3717,nacimiento,nacimiento,nacimiento
3718,esperaré,*esperaré* (esperar),esperar
3719,termino,*termino* (terminar),terminar
3720,matas,*matas* (matar),matar
3721,entrado,*entrado* (entrar),entrar
3722,destruido,destruido,destruido
3723,destruido,*destruido* (destruir),destruir
3724,daremos,*daremos* (dar),dar
3725,circo,circo,circo
3726,ascensor,ascensor,ascensor
3727,aca,*aca* (acá),acá
3728,investigar,investigar,investigar
3729,encuentren,*encuentren* (encontrar),encontrar
3730,archivo,archivo,archivo
3731,salve,*salve* (salvar),salvar
3732,presentar,presentar,presentar
3733,logro,logro,logro
3734,logro,*logro* (lograr),lograr
3735,intentas,*intentas* (intentar),intentar
3736,encargaré,*encargaré* (encargar),encargar
3737,armado,armado,armado
3738,armado,*armado* (armar),armar
3739,apuestas,*apuestas* (apuesta),apuesta
3740,apuestas,*apuestas* (apostar),apostar
3741,arrestado,arrestado,arrestado
3742,arrestado,*arrestado* (arrestar),arrestar
3743,unión,unión,unión
3744,permanecer,permanecer,permanecer
3745,muéstrame,*muéstrame* (mostrar),mostrar
3746,móvil,móvil,móvil
3747,dificil,*dificil* (difícil),difícil
3748,casados,*casados* (casado),casado
3749,casados,*casados* (casar),casar
