,Spanish,show,lemma
4400,gustará,*gustará* (gustar),gustar
4401,eliminar,eliminar,eliminar
4402,corbata,corbata,corbata
4403,atrapados,*atrapados* (atrapado),atrapado
4404,atrapados,*atrapados* (atrapar),atrapar
4405,sabíamos,*sabíamos* (saber),saber
4406,merezco,*merezco* (merecer),merecer
4407,medalla,medalla,medalla
4408,lograste,*lograste* (lograr),lograr
4409,jaula,jaula,jaula
4410,dió,*dió* (dar),dar
4411,chofer,chofer,chofer
4412,informado,informado,informado
4413,informado,*informado* (informar),informar
4414,fatal,fatal,fatal
4415,enfadado,enfadado,enfadado
4416,enfadado,*enfadado* (enfadar),enfadar
4417,cubierto,cubierto,cubierto
4418,cubierto,*cubierto* (cubrir),cubrir
4419,compañera,compañera,compañera
4420,ronda,ronda,ronda
4421,ronda,*ronda* (rondar),rondar
4422,cobra,cobra,cobra
4423,cobra,*cobra* (cobrar),cobrar
4424,cantante,cantante,cantante
4425,abrazo,abrazo,abrazo
4426,abrazo,*abrazo* (abrazar),abrazar
4427,tarjetas,*tarjetas* (tarjeta),tarjeta
4428,sentarme,*sentarme* (sentar),sentar
4429,refería,*refería* (referir),referir
4430,indica,*indica* (indicar),indicar
4431,gravedad,gravedad,gravedad
4432,ganando,*ganando* (ganar),ganar
4433,estúpidos,*estúpidos* (estúpido),estúpido
4434,elecciones,*elecciones* (elección),elección
4435,collar,collar,collar
4436,cincuenta,cincuenta,cincuenta
4437,programas,*programas* (programa),programa
4438,naturalmente,naturalmente,naturalmente
4439,embajada,embajada,embajada
4440,desayunar,desayunar,desayunar
4441,dejaría,*dejaría* (dejar),dejar
4442,vigila,*vigila* (vigilar),vigilar
4443,quisieras,*quisieras* (querer),querer
4444,intereses,*intereses* (interés),interés
4445,agárrate,*agárrate* (agarrar),agarrar
4446,aéreo,aéreo,aéreo
4447,traición,traición,traición
4448,seguiré,*seguiré* (seguir),seguir
4449,salvajes,*salvajes* (salvaje),salvaje
4450,prefiere,*prefiere* (preferir),preferir
4451,podéis,*podéis* (poder),poder
4452,mueres,*mueres* (morir),morir
4453,molestar,molestar,molestar
4454,italiano,italiano,italiano
4455,dejarla,*dejarla* (dejar),dejar
4456,corazones,*corazones* (corazón),corazón
4457,averiguarlo,*averiguarlo* (averiguar),averiguar
4458,ave,ave,ave
4459,arreglarlo,*arreglarlo* (arreglar),arreglar
4460,advierto,*advierto* (advertir),advertir
4461,vendiendo,*vendiendo* (vender),vender
4462,pública,*pública* (público),público
4463,monje,monje,monje
4464,jugamos,*jugamos* (jugar),jugar
4465,hablarme,*hablarme* (hablar),hablar
4466,escoger,escoger,escoger
4467,andas,*andas* (andar),andar
4468,ví,*ví* (ver),ver
4469,pico,pico,pico
4470,llevé,*llevé* (llevar),llevar
4471,entro,*entro* (entrar),entrar
4472,tenias,*tenias* (tener),tener
4473,priorato,priorato,priorato
4474,perdemos,*perdemos* (perder),perder
4475,industria,industria,industria
4476,cretino,cretino,cretino
4477,cafetería,cafetería,cafetería
4478,cabaña,cabaña,cabaña
4479,aparecer,aparecer,aparecer
4480,tradición,tradición,tradición
4481,suelto,suelto,suelto
4482,suelto,*suelto* (soltar),soltar
4483,publicidad,publicidad,publicidad
4484,pares,*pares* (parar),parar
4485,pares,*pares* (par),par
4486,oídos,*oídos* (oído),oído
4487,medida,medida,medida
4488,medida,*medida* (medir),medir
4489,japoneses,*japoneses* (japonés),japonés
4490,dieta,dieta,dieta
4491,capa,capa,capa
4492,vendrás,*vendrás* (venir),venir
4493,sincronizado,sincronizado,sincronizado
4494,sincronizado,*sincronizado* (sincronizar),sincronizar
4495,historial,historial,historial
4496,guión,guión,guión
4497,enano,enano,enano
4498,devolver,devolver,devolver
4499,solitario,solitario,solitario
