,Unnamed: 0,Russian,POS,ChatGPT_Sentence
44,845,соответствие,noun,"В нашей компании услуги предоставляются в соответствии с требованиями среды.

In our company, services are provided in accordance with the requirements of the environment."
45,846,никак,adverb pronoun,"Никак не могу пойти в сад завтра.

I can't go to the garden tomorrow in any way."
46,847,ветер,noun,"В среду сильный ветер может убить растения в саду.
On Wednesday, strong wind can kill the plants in the garden."
47,848,внешний,adjective,"Внешний вид дома был важным пунктом в проекте.

The exterior appearance of the house was an important point in the project."
48,849,парень,noun,"Парень сильно не хотел согласиться с этим решением.
The guy really didn't want to agree with this decision."
49,850,служить,verb,"Он решил служить в армии после глубокого курса подготовки.
He decided to serve in the army after a deep training course."
50,851,зрение,noun,"Строительство нового бизнес-центра требует хорошего зрения.

The construction of the new business center requires good vision."
51,852,попросить,verb,"Я хочу попросить тебя сообщить мне эту радость.

I want to ask you to tell me this joy."
52,853,генерал,noun,"Генерал говорил так громко, что у меня в ухе появился страх.

The general spoke so loudly that fear appeared in my ear."
53,854,состоять,verb,"Доклад должен состоять из пяти пунктов и быть столь подробным, насколько это возможно.

The report should consist of five points and be as detailed as possible."
54,855,огонь,noun,"Огонь поднялся после долгого ожидания.
The fire rose after a long wait."
55,856,отдать,verb,"Папа одновременно решил отдать мне свою старую книгу.
Dad simultaneously decided to give me his old book."
56,857,боевой,adjective,"Боевой ветер возникнул внезапно.  
A fierce wind arose suddenly."
57,858,понятие,noun,"Участник не имел понятия, что его могут убить.

The participant had no idea that he could be killed."
58,859,строительство,noun,"Строительство нового дома выглядит сложным, но у нас есть план, который поможет нам не потерять нос.

The construction of the new house looks complicated, but we have a plan that will help us not lose our nose."
59,860,ухо,noun,"Он пытался убить муху, но случайно ударил себя по уху и носу.
He tried to kill a fly, but accidentally hit himself on the ear and nose."
60,861,выступать,verb,"Я буду выступать на площади, чтобы помогать людям.  
I will perform in the square to help people."
61,862,грудь,noun,"Она держала руку на груди в соответствии с традицией.

She held her hand on her chest in accordance with the tradition."
62,863,нос,noun,"У него хорошее зрение, но это не значит, что он видит нос на расстоянии.

He has good eyesight, but that doesn't mean he can see a nose from a distance."
63,864,ставить,verb,"Завтра, видимо, придется ставить новый стол.
Tomorrow, apparently, we will have to set up a new table."
64,865,завтра,adverb,"Завтра мы одновременно пойдём на площадь.
Tomorrow we will go to the square at the same time."
65,866,возникать,verb,"Почему-то у меня возникает желание принести тебе подарок.  
For some reason, I have a desire to bring you a gift."
66,867,когда,adverb pronoun,"Когда будет известно, доктор?
When will it be known, doctor?"
67,868,страх,noun,"Видимо, страх остаться дома один был слишком велик.
Apparently, the fear of staying home alone was too great."
68,869,услуга,noun,"Папа сказал, что в этом магазине мало хороших услуг.
Dad said that there are few good services in this store."
69,870,рабочий,adjective,"Рабочий предложил глубокий анализ предложения.  
The worker proposed a deep analysis of the sentence."
70,871,что-нибудь,subject pronoun,"Что-нибудь сюда на площадь привезли?
Did they bring something here to the square?"
71,872,глубокий,adjective,"Этот глубокий колодец называется рабочий источник.

This deep well is called a working source."
72,873,содержание,noun,"Содержание книги помогало мне бежать от реальности.

The content of the book helped me escape from reality."
73,874,радость,noun,"После долгого ожидания, радость наполнила мои уши.

After a long wait, joy filled my ears."
74,875,безопасность,noun,"Известно, что безопасность важна, поэтому не стоит бежать без оглядки.

It is known that safety is important, so you should not run without looking back."
75,876,надеяться,verb,"Я надеюсь, что эта линия принесёт нам удачу.
I hope that this line will bring us luck."
76,877,продукт,noun,"Почему-то продукт не смог подняться на полку.
For some reason, the product couldn't be lifted onto the shelf."
77,878,видимо,adverb,"Видимо, он надеется отдать книгу завтра.

Apparently, he hopes to return the book tomorrow."
78,879,комплекс,noun,"На этом пункте будет выступать новый спортивный комплекс.

At this point, a new sports complex will be presented."
79,880,бизнес,noun,"Мой бизнес связан с написанием текста и созданием огня для шоу.

My business is related to writing text and creating fire for shows."
80,881,подняться,verb,"Мы должны подняться на второй пункт по этой линии.  
We need to go up to the second point along this line."
81,882,вспоминать,verb,"Она молчала, вспоминая его светлые волосы.  
She was silent, remembering his blond hair."
82,883,мало,adverb,"В темной комнате было мало защиты.
In the dark room, there was little protection."
83,884,сад,noun,"Мой дедушка носит очки для защиты зрения, когда работает в саду.

My grandfather wears glasses to protect his vision when he works in the garden."
84,885,долгий,adjective,"Вчера был долгий день, и мало было ветра.
Yesterday was a long day, and there was little wind."
85,886,одновременно,adverb,"Она одновременно расчесывала волосы и рисовала линию.
She was simultaneously brushing her hair and drawing a line."
86,887,называться,verb,"Этот фильм не сильно интересный, зато он называется ""Приключение"".

This movie is not very interesting, but it is called ""Adventure""."
87,888,сотрудник,noun,"Сотрудник вовсе не знал, что в здании есть оружие.
The employee had no idea that there were weapons in the building."
88,889,лето,noun,"Лето пришло сюда, несмотря на холодную весну.
Summer came here despite the cold spring."
89,890,тихо,adverb,"Гражданский никак не мог понять, почему в комнате было так тихо.
The civilian could not understand why it was so quiet in the room."
90,891,зато,conjunction,"У меня болит ухо, зато бизнес идет хорошо.
My ear hurts, but on the other hand, the business is going well."
91,892,прямой,adjective,"Летом в соответствии с планом мы поехали по прямой дороге к морю.
In the summer, in accordance with the plan, we traveled on a straight road to the sea."
92,893,курс,noun,"Каждому участнику известно, что курс начинается завтра.

Each participant knows that the course starts tomorrow."
93,894,помогать,verb,"Участник будет выступать на концерте и помогать организаторам.

The participant will perform at the concert and help the organizers."
94,895,предложение,noun,"Кажется, у меня есть желание сделать предложение.

It seems I have a desire to make a proposal."
95,896,финансовый,adjective,"Летом в возрасте двадцати лет я начал работать в финансовой компании.
In the summer at the age of twenty, I started working in a financial company."
96,897,открытый,adjective,"Русский язык состоит из множества открытых вопросов, которые могут возникнуть у изучающих его.

The Russian language consists of many open questions that may arise for those studying it."
97,898,почему-то,adverb pronoun,"Почему-то кажется, что защита не работает.

For some reason, it seems that the protection is not working."
98,899,значить,verb,"Это может значить, что книга называется ""Убить пересмешника"".

This could mean that the book is called ""To Kill a Mockingbird""."
99,900,возникнуть,verb,"Вчера папа сказал, что могут возникнуть проблемы с безопасностью.

Yesterday, dad said that problems with security might arise."
