,Unnamed: 0,Russian,POS,ChatGPT_Sentence
41,142,конец,noun,"Фильм подошёл к концу, и более никто не хотел остаться в зале.

The movie came to an end, and no one wanted to stay in the hall any longer."
42,143,перед,pr,"Я работаю над проектом перед дедлайном.  
I am working on the project before the deadline."
43,144,несколько,numeral,"Я просто хочу остаться здесь на несколько минут.
I just want to stay here for a few minutes."
44,145,вид,noun,"Последний вид, который я видел тогда, был очень красивым.
The last view I saw then was very beautiful."
45,146,система,noun,"Почему ты не спросил, как работает эта система?
Why didn't you ask how this system works?"
46,147,всегда,adverb pronoun,"Я всегда думаю много над этим вопросом.
I always think a lot about this question."
47,148,работать,verb,"Мы должны работать вместе, чтобы улучшить общий результат и отношение в команде.
We need to work together to improve the overall result and the relationship within the team."
48,149,между,pr,"Я хочу спросить, как жить между городом и деревней.

I want to ask how to live between the city and the village."
49,150,три,numeral,"Российский спортсмен выиграл три медали больше, чем его соперники.

The Russian athlete won three more medals than his competitors."
50,151,нет,particle,"Ведь нет возможности получить это сейчас.
After all, there is no way to get it now."
51,152,понять,verb,"Я сразу понял, что нужно выйти.  
I immediately understood that I need to leave."
52,153,пойти,verb,"Я думаю, что нам пора пойти и посмотреть на новую машину.
I think it's time for us to go and look at the new car."
53,154,часть,noun,"Вдруг несколько человек начали обсуждать важную часть проекта.
Suddenly, several people started discussing an important part of the project."
54,155,спросить,verb,"Я хочу спросить, можно ли взять что-то из кухни.
I want to ask if I can take something from the kitchen."
55,156,город,noun,"Город имеет сложную систему, которую трудно понять.

The city has a complex system that is difficult to understand."
56,157,дать,verb,"Я могу дать тебе час, ведь у меня есть время.
I can give you an hour, after all, I have time."
57,158,также,adverb,"Вода является важной частью природы, а также необходима для жизни.

Water is an important part of nature, and also necessary for life."
58,159,никто,subject pronoun,"Никто не знал ответ на вопрос с другой стороны.

No one knew the answer to the question from the other side."
59,160,понимать,verb,"Система является сложной, но я начинаю её понимать.
The system is complex, but I am beginning to understand it."
60,161,получить,verb,"Я спросил, где в городе можно получить информацию.
I asked where in the city I can get information."
61,162,отношение,noun,"Его отношение к работе всегда является положительным.
His attitude towards work is always positive."
62,163,лишь,particle,"Русский язык — лишь часть моего образования.
Russian language is only a part of my education."
63,164,второй,anum,"Второй город, который я увидел своими глазами, был очень красивым.
The second city that I saw with my own eyes was very beautiful."
64,165,именно,particle,"Именно никто не знал, какой-то человек пришёл вчера.

Exactly no one knew, some person came yesterday."
65,166,ваш,adjective pronoun,"Ваш общий друг любит смотреть фильмы.
Your mutual friend likes to watch movies."
66,167,хотя,conjunction,"Хотя русский язык сложный, он имеет общий алфавит с другими славянскими языками.
Although the Russian language is difficult, it shares a common alphabet with other Slavic languages."
67,168,ни,conjunction,"В этом случае ни он, ни она не являются виноватыми.  
In this case, neither he nor she is at fault."
68,169,сидеть,verb,"Я сижу и вижу что-то интересное.
I am sitting and seeing something interesting."
69,170,над,pr,"Да, конечно, птица летит над домом.  
Yes, of course, the bird is flying over the house."
70,171,женщина,noun,"Хотя женщина устала, да она продолжает работать.

Although the woman is tired, yes she continues to work."
71,172,оказаться,verb,"В парке оказалось много людей, да и погода была хорошая.
In the park, there turned out to be many people, and the weather was good."
72,173,русский,adjective,"Нет, это не оказался русский язык.  
No, it did not turn out to be the Russian language."
73,174,один,anum,"Один дом, однако, был пуст.

One house, however, was empty."
74,175,взять,verb,"Он решил взять силу в свои руки и не спускать глаз с цели.
He decided to take power into his own hands and not take his eyes off the goal."
75,176,прийти,verb,"Один человек пришёл, чтобы стать частью команды.
One person came to become part of the team."
76,177,являться,verb,"Глаз является важным органом, также он помогает нам видеть мир.

The eye is an important organ, it also helps us see the world."
77,178,деньги,noun,"Лишь именно деньги могут решить эту проблему.
Only money can solve this problem."
78,179,почему,adverb pronoun,"Почему ты хочешь начать, если это не является важным?

Why do you want to start if it is not important?"
79,180,вдруг,adverb,"Вдруг его отношение к работе изменилось перед важной встречей.
Suddenly, his attitude towards work changed before the important meeting."
80,181,любить,verb,"Я люблю машину, которая стоит на другой стороне улицы.
I love the car that is parked on the other side of the street."
81,182,стоить,verb,"Этот телефон сейчас стоит дорого, но он также очень качественный.
This phone costs a lot right now, but it is also very high quality."
82,183,почти,adverb,"В этом случае тут почти никого нет.
In this case, there is almost no one here."
83,184,земля,noun,"Земля именно просто прекрасна.

The earth is simply beautiful."
84,185,общий,adjective,"Тут наша общая сила.

Here is our common strength."
85,186,ведь,particle,"Ты ведь видишь, как красиво здесь.
You do see how beautiful it is here."
86,187,машина,noun,"Потому что у нас общий гараж, моя машина стоит рядом с твоей.

Because we have a shared garage, my car is parked next to yours."
87,188,однако,conjunction,"Он хотел пойти гулять, однако, ведь шёл дождь, тогда он остался дома.

He wanted to go for a walk, however, since it was raining, then he stayed home."
88,189,сразу,adverb,"Мы решили сразу жить в нескольких городах.

We decided to live in several cities at once."
89,190,хорошо,adverb,"Почему у тебя проблема, если всё хорошо?
Why do you have a problem if everything is fine?"
90,191,вода,noun,"Вода является важной для жизни, и три литра в день - это хорошая норма.

Water is essential for life, and three liters a day is a good standard."
91,192,отец,noun,"Мой отец здесь уже час.

My father has been here for an hour."
92,193,высокий,adjective,"Этот высокий дом также имеет красивый вид.
This tall building also has a beautiful view."
93,194,остаться,verb,"Хотя я хотел уйти, я решил остаться и посмотреть на закат своими глазами.
Although I wanted to leave, I decided to stay and watch the sunset with my own eyes."
94,195,выйти,verb,"Отец решил выйти из дома и оказался на улице.

Father decided to go out of the house and found himself on the street."
95,196,много,numeral,"В России много земли.
In Russia, there is a lot of land."
96,197,проблема,noun,"Часть проблемы можно видеть сразу.

Part of the problem can be seen immediately."
97,198,начать,verb,"Перед тем как начать, нужно проверить систему.
Before starting, it is necessary to check the system."
98,199,хороший,adjective,"У него хороший план, чтобы использовать свою силу и деньги.
He has a good plan to use his strength and money."
99,200,час,noun,"Этот час стоит что-то особенное.
This hour is worth something special."
