,Unnamed: 0,Russian,POS,ChatGPT_Sentence
33,634,население,noun,"Изменение национальной политики может повлиять на население страны.
Change in national policy can affect the population of the country."
34,635,большинство,noun,"Большинство студентов в классе, причем двадцать из них, сдали экзамен на отлично.
Most of the students in the class, twenty of them, passed the exam with excellent marks."
35,636,сесть,verb,"Мне было трудно сесть в общественный транспорт.

It was difficult for me to sit down in public transport."
36,637,двадцать,numeral,"В нашей фирме работает двадцать человек, и у нас новый пол в офисе.
In our firm, twenty people work, and we have a new floor in the office."
37,638,случиться,verb,"Обычно это не лучший способ, чтобы что-то хорошее случилось.

Usually, this is not the best way for something good to happen."
38,639,музыка,noun,"На территории средней школы часто играет музыка.
On the territory of the middle school, music often plays."
39,640,короткий,adjective,"Русский писатель написал короткий, но серьезный рассказ.
The Russian writer wrote a short but serious story."
40,641,правда,noun,"Врач смог установить правду о состоянии пациента.
The doctor was able to establish the truth about the patient's condition."
41,642,проходить,verb,"Команда будет проходить вдоль берега.

The team will pass along the shore."
42,643,составлять,verb,"Составлять список помогает улучшить память у среднего человека.
Creating a list helps improve memory in an average person."
43,644,свобода,noun,"Русский народ всегда боролся за более большую свободу от армии.

The Russian people have always fought for greater freedom from the army."
44,645,память,noun,"Память является одной из наиболее важных функций мозга, и она становится более сильной с практикой.
Memory is one of the most important functions of the brain, and it becomes stronger with practice."
45,646,приходиться,verb,"Мне приходится работать более усердно, чтоб достичь успеха.
I have to work harder to achieve success."
46,647,причем,conjunction,"Он нашёл новый способ учиться, причём он обычно использует его каждый день.
He found a new way to study, and moreover, he usually uses it every day."
47,648,команда,noun,"Наша команда врачей отправилась на природу для отдыха.

Our team of doctors went to nature for a rest."
48,649,установить,verb,"Мы решили установить объем воды в резервуаре.
We decided to determine the volume of water in the tank."
49,650,союз,noun,"Красивый врач вступил в союз с другими специалистами.

The beautiful doctor joined a union with other specialists."
50,651,будто,conjunction,"Он говорил довольно уверенно, будто нашёл способ решить все проблемы.  
He spoke quite confidently, as if he had found a way to solve all the problems."
51,652,поднять,verb,"Он умеет поднять страшный груз.  
He knows how to lift a scary load."
52,653,врач,noun,"Врач осматривал пациента, будто он был на поле битвы.

The doctor examined the patient as if he were on a battlefield."
53,654,серьезный,adjective,"Этот писатель более серьезный, чем другие.
This writer is more serious than others."
54,655,договор,noun,"Врач всего лишь подписал договор.
The doctor just signed the contract."
55,656,стараться,verb,"Фирма старается предоставлять наиболее качественные услуги.

The company strives to provide the highest quality services."
56,657,уметь,verb,"Большинство людей умеют заключать договор.

Most people know how to make a contract."
57,658,встать,verb,"Встать рано утром было трудно, но это был наш союз.
Getting up early in the morning was difficult, but it was our union."
58,659,дерево,noun,"Этот способ позволяет измерить объем дерева.
This method allows measuring the volume of the tree."
59,660,интересный,adjective,"Этот фильм про доллар был очень интересный, но у меня заболела спина от долгого сидения.

This movie about the dollar was very interesting, but my back started to hurt from sitting for so long."
60,661,факт,noun,"Этот факт имеет мировое значение.
This fact has global significance."
61,662,добрый,adjective,"Добрый человек любит национальный парк и природу.

A kind person loves the national park and nature."
62,663,всего,particle,"Сначала мы думали, что это всего общественный проект.
At first, we thought it was just a public project."
63,664,хозяин,noun,"Хозяин дома, причем очень добрый, предложил все возможные варианты помощи.

The owner of the house, moreover very kind, offered all possible options for help."
64,665,национальный,adjective,"Русские спортсмены умеют защищать национальный интерес и свою позицию.

Russian athletes know how to defend the national interest and their position."
65,666,однажды,adverb,"Однажды я старался сделать всё возможное, чтобы помочь другу.

One day I tried to do everything possible to help a friend."
66,667,длинный,adjective,"Он поднял длинный стул, будто он был лёгким.

He lifted the long chair as if it were light."
67,668,природа,noun,"Ж разве не прекрасна природа?
Isn't nature beautiful?"
68,669,домой,adverb,"Я поднял цветок и пошёл домой.
I picked up the flower and went home."
69,670,страшный,adjective,"Врач нашёл способ лечить страшную болезнь.
The doctor found a way to treat the terrible disease."
70,671,прошлый,adjective,"В прошлом году средний завод произвел много продукции.
In the past year, the average factory produced a lot of products."
71,672,будто,particle,"В прошлый раз мне казалось, будто это было невозможно, разве не так?

Last time it seemed to me as if it was impossible, wasn't it?"
72,673,общественный,adjective,"Мне приходится довольно часто пользоваться общественным транспортом.
I have to use public transportation quite often."
73,674,угол,noun,"В этом углу живёт небольшое население, но оно известно на мировой арене.

In this corner lives a small population, but it is known on the world stage."
74,675,чтоб,conjunction,"Сначала нужно заработать доллар, чтоб потом его потратить.

First, you need to earn a dollar so that you can spend it later."
75,676,телефон,noun,"Команда получила новое направление через телефон.
The team received new directions via the phone."
76,677,позиция,noun,"Банк находится далеко, но его позиция на рынке очень сильная.
The bank is far away, but its position in the market is very strong."
77,678,проводить,verb,"Мы решили провести день в банке, чтобы не умереть от скуки.

We decided to spend the day at the bank so as not to die of boredom."
78,679,скоро,adverb,"Скоро в нашем дворе откроют новый общественный парк.
Soon, a new public park will open in our yard."
79,680,наиболее,adverb,"Этот фильм был наиболее интересный из всех двадцать, которые я посмотрел.

This movie was the most interesting of all twenty that I watched."
80,681,двор,noun,"В нашем общественном дворе есть длинный забор.  
In our public yard, there is a long fence."
81,682,обычно,adverb,"Хозяин обычно не уходит далеко от дома.

The owner usually does not go far from home."
82,683,бросить,verb,"Он решил бросить курить, чтобы улучшить память, но это случится не сразу.
He decided to quit smoking to improve his memory, but it will not happen immediately."
83,684,разве,particle,"Разве возможно сделать это за двадцать минут?
Is it possible to do this in twenty minutes?"
84,685,писатель,noun,"Русский писатель сидел на берегу в углу парка.  
A Russian writer was sitting on the shore in the corner of the park."
85,686,самолет,noun,"Американский самолет был очень тяжелый.
The American airplane was very heavy."
86,687,объем,noun,"Факт в том, что объем зрителей на спектакль был очень большим.
The fact is that the volume of spectators for the play was very large."
87,688,далеко,adverb,"Река была такая широкая, будто она простиралась далеко.

The river was so wide, as if it stretched far."
88,689,род,noun,"Человек должен уважать природу, ведь она наш общий род, который нельзя бросить.

A person must respect nature, for it is our common kin, which cannot be abandoned."
89,690,солнце,noun,"Мы стараемся работать в поле, когда светит солнце.
We try to work in the field when the sun is shining."
90,691,вера,noun,"На территории двадцать домов, и у всех жителей есть вера в лучшее будущее.
On the territory, there are twenty houses, and all the residents have faith in a better future."
91,692,берег,noun,"Население города часто отдыхает на берегу реки рядом с банком.
The population of the city often relaxes on the riverbank near the bank."
92,693,спектакль,noun,"Вчера мы ходили на спектакль о союзе и свободе.
Yesterday we went to a play about union and freedom."
93,694,фирма,noun,"Фирма заработала миллион долларов, но было очень трудно.

The company earned a million dollars, but it was very difficult."
94,695,способ,noun,"Герой нашёл способ победить страшного врага.
The hero found a way to defeat the terrible enemy."
95,696,завод,noun,"Вера верит, что на заводе может случиться чудо.
Faith believes that a miracle can happen at the factory."
96,697,цвет,noun,"Цвет короткий, но длинный путь к сердцу.

The color is short, but the path to the heart is long."
97,698,трудно,adverb,"Более трудно заработать один доллар, чем кажется.

It is more difficult to earn one dollar than it seems."
98,699,журнал,noun,"Вчера случилось так, что я нашёл старый журнал на позиции в шкафу.
Yesterday, it happened that I found an old magazine on the shelf."
99,700,руководитель,noun,"Руководитель подписал договор всего за один день.
The manager signed the contract in just one day."
