,Unnamed: 0,Russian,POS,ChatGPT_Sentence
89,990,проведение,noun,"Проведение эксперимента включало важный элемент, который я нашёл в кармане.

The conduct of the experiment included an important element that I found in my pocket."
90,991,карман,noun,"Мой друг постоянно носит немецкий словарь в кармане.

My friend constantly carries a German dictionary in his pocket."
91,992,любимый,adjective,"Мой любимый фильм о будущем показывает необходимость заботы о планете.

My favorite movie about the future shows the necessity of taking care of the planet."
92,993,родной,adjective,"Я хочу выпить чай из моего родного золотого самовара.
I want to drink tea from my native golden samovar."
93,994,западный,adjective,"Западный подход к образованию может быть соответствующим для будущего.

The Western approach to education may be appropriate for the future."
94,995,обязательно,adverb,"Обязательно посмотри на золотой лист на дереве.
Be sure to look at the golden leaf on the tree."
95,996,слава,noun,"Слава плохо помещается в карман.

Glory fits poorly in a pocket."
96,997,кухня,noun,"Мой знакомый любит пользоваться новой кухней.

My friend likes to use the new kitchen."
97,998,определение,noun,"Мой знакомый дал точное определение новой продукции.

My acquaintance gave an accurate definition of the new product."
98,999,пользоваться,verb,"Я решил пользоваться этим приложением, чтобы почувствовать уверенность в своём выборе.

I decided to use this app to feel confident in my choice."
99,1000,быстрый,adjective,"Если мы не будем работать быстро, иначе не сможем составить отчёт вовремя.
If we don't work quickly, otherwise we won't be able to compile the report on time."
