,Unnamed: 0,Russian,POS,ChatGPT_Sentence
59,560,ехать,verb,"Мой брат хочет ехать на море, когда небо ясное.
My brother wants to go to the sea when the sky is clear."
60,561,международный,adjective,"Я ищу международное искусство в музее.
I am looking for international art in the museum."
61,562,тема,noun,"На уроке мы обсуждали тему, связанную с качеством воздуха, и учитель спрашивал наше мнение.

In the lesson, we discussed a topic related to air quality, and the teacher asked for our opinion."
62,563,принцип,noun,"Пусть мальчик поймёт важный принцип.

Let the boy understand the important principle."
63,564,дорогой,adjective,"Дорогой гость хочет пить.
The dear guest wants to drink."
64,565,попасть,verb,"Мы пошли в лес и не хотели попасть под дождь, поэтому приняли решение вернуться домой раньше.

We went to the forest and didn't want to get caught in the rain, so we decided to return home earlier."
65,566,десять,numeral,"В нашем районе живёт менее десяти человек.  
In our district, fewer than ten people live."
66,567,начаться,verb,"Занятие начнётся менее чем через час, поэтому лучше пить воду сейчас.
The class will start in less than an hour, so it's better to drink water now."
67,568,верить,verb,"Я верю в этот принцип, пока не докажут обратное.
I believe in this principle until proven otherwise."
68,569,метод,noun,"Гражданин изучал новый метод охраны леса.

The citizen studied a new method of forest protection."
69,570,тип,noun,"Этот тип является примером значения слова.

This type is an example of the meaning of the word."
70,571,фильм,noun,"Я искал новый фильм, который недавно вышел.

I was looking for a new movie that recently came out."
71,572,небольшой,adjective,"Русский метод получил международный успех благодаря небольшому изменению.

The Russian method achieved international success thanks to a small change."
72,573,держать,verb,"Он старался держать себя в руках, чтобы не позволять своей крови закипать.

He tried to keep himself under control to not let his blood boil."
73,574,либо,conjunction,"Мы можем выбрать либо небольшой ресторан, либо международный кафе.
We can choose either a small restaurant or an international café."
74,575,позволять,verb,"Учитель позволяет ученикам использовать зал для занятий.

The teacher allows the students to use the hall for classes."
75,576,край,noun,"Мы решили ехать в небольшой край на выходные.
We decided to go to a small region for the weekend."
76,577,местный,adjective,"Мы спросили местного жителя, где открыть магазин.  
We asked a local resident where to open a store."
77,578,менее,adverb,"Бывший директор менее строгий в сей раз.
The former director is less strict this time."
78,579,гость,noun,"Мальчик пригласил гостя на игру.
The boy invited the guest to the game."
79,580,купить,verb,"Я хочу купить десять книг о борьбе.
I want to buy ten books about wrestling."
80,581,уходить,verb,"Он решил уходить, когда небо стало темнеть, и борьба закончилась.  
He decided to leave when the sky began to darken, and the struggle ended."
81,582,собираться,verb,"Я собираюсь понять, как его характер относится к этой ситуации.
I am going to understand how his character relates to this situation."
82,583,воздух,noun,"Мы глядели на борьбу птиц в чистом воздухе.
We watched the birds' fight in the clear air."
83,584,туда,adverb pronoun,"Гость пошёл туда, в новый район.
The guest went there, to the new district."
84,585,относиться,verb,"Он хорошо относится к новому методу, который произошёл недавно.

He has a good attitude towards the new method that was introduced recently."
85,586,бывший,adjective,"Бывший начальник рассказал, как это произошло.

The former boss explained how it happened."
86,587,требовать,verb,"Бывший гражданин начал требовать свои права.

The former citizen began to demand his rights."
87,588,характер,noun,"Тема сегодняшнего урока — характер, это важный шаг в изучении психологии.  
The topic of today's lesson is character; it is an important step in the study of psychology."
88,589,борьба,noun,"Ему удалось подойти к борьбе с решимостью и силой.
He managed to approach the struggle with determination and strength."
89,590,использование,noun,"Использование местного объекта требует разрешения.
Using the local facility requires permission."
90,591,кстати,adverb,"Кстати, мне необходимо подойти к магазину.

By the way, I need to go to the store."
91,592,подойти,verb,"Крупный мужчина подошёл к номеру.

A large man approached the room."
92,593,размер,noun,"Эта игра не легкий размер для меня.

This game is not an easy size for me."
93,594,удаться,verb,"Хоть структура была сложной, нам удалось её понять.

Even though the structure was complex, we managed to understand it."
94,595,образование,noun,"Образование имеет большое значение в жизни каждого человека.
Education has great importance in the life of every person."
95,596,получать,verb,"Бывший сотрудник компании начал получать внутренние документы.

The former employee of the company started receiving internal documents."
96,597,мальчик,noun,"Мальчик достаточно быстро стал хорошим гражданином.
The boy quickly enough became a good citizen."
97,598,кровь,noun,"На этом событии хоть кровь из носа, но я должен быть.
At this event, even if it costs me blood, I must be there."
98,599,район,noun,"В нашем районе много человеческих домов, и я часто еду туда на велосипеде.
In our district, there are many human houses, and I often go there by bike."
99,600,небо,noun,"Использование небольшого телескопа позволяет увидеть звёзды на небе.

Using a small telescope allows you to see stars in the sky."
